TargetKey,DateKey,VendorKey,TargetRevenue,TargetUnits,BudgetCost
1287,20230901,87,105270.54,2785,64808.1
1288,20230901,88,35155.78,814,20435.24
1289,20230901,89,187104.21,4328,130551.87
1290,20230901,90,168352.71,4064,112853.72
1291,20230901,91,36593.15,1269,25144.95
1292,20230901,92,131170.46,3086,76542.02
1293,20230901,93,55775.33,1958,38207.44
1294,20230901,94,90306.53,2681,55613.66
1295,20230901,95,202583.82,7318,120508.83
1296,20230901,96,50184.63,1543,34553.81
1297,20230901,97,60816.49,2701,38035.43
1298,20230901,98,59172.54,3329,35437.53
1299,20230901,99,181264.02,7279,108756.16
1300,20230901,100,77934.72,2418,44522.5
1301,20230901,101,41100.3,1207,25227.04
1302,20230901,102,81513.4,1933,49148.02
1303,20230901,103,34221.28,2018,22278.95
1304,20230901,104,68944.86,1535,47009.66
1305,20230901,105,306506.16,16284,195216.88
1306,20230901,106,73208.4,2435,47076.81
1307,20230901,107,105682.9,2421,67245.82
1308,20230901,108,35499.37,1879,20800.78
1309,20230901,109,98737.15,2978,64601.39
1310,20230901,110,68495.12,1721,41095.84
1311,20230901,111,66487.48,1649,39290.02
1312,20230901,112,112869.27,2797,73886.96
1313,20230901,113,16664.89,465,9561.44
1314,20230901,114,76486.74,4030,48256.8
1315,20230901,115,16817.92,554,11040.0
1316,20230901,116,129430.94,4298,86315.82
1317,20230901,117,158080.39,6531,99566.83
1318,20230901,118,156393.02,5870,101256.02
1319,20230901,119,53640.27,2779,33866.89
1320,20230901,120,174123.45,4359,112333.41
1321,20230901,121,66679.46,1552,41084.81
1322,20230901,122,128379.8,3235,80555.64
1323,20230901,123,89781.01,3355,52078.37
1324,20230901,124,80606.02,2860,50461.99
1325,20230901,125,107206.94,6903,71966.57
1326,20230901,126,87576.45,2634,58661.88
1327,20230901,127,13653.65,358,9488.95
1328,20230901,128,34228.37,780,20545.26
1329,20230901,129,78859.21,4822,52937.94
1330,20230901,130,184443.16,11434,127804.68
1331,20230901,131,19516.31,508,13224.61
1332,20230901,132,66370.56,2568,39306.04
1333,20230901,133,81793.52,3904,49277.98
1334,20230901,134,83431.59,2591,48852.58
1335,20230901,135,78692.0,1827,55083.14
1336,20230901,136,99827.42,2602,62105.81
1337,20230901,137,19233.64,534,11748.01
1338,20230901,138,163060.3,7901,109516.25
1339,20230901,139,86666.39,2353,56679.14
1340,20230901,140,33386.16,1361,19430.4
1341,20230901,141,48784.33,1175,31569.2
1342,20230901,142,217949.45,7228,127831.0
1343,20230901,143,19467.49,592,11498.93
1344,20230901,144,40924.91,1002,28103.19
1345,20230901,145,57099.9,1562,39092.8
1346,20230901,146,113649.24,3009,65471.26
1347,20230901,147,185760.72,5171,121127.9
1348,20230901,148,93583.4,4536,56176.31
1349,20230901,149,74995.07,2062,45052.81
1350,20230901,150,76087.05,1816,48461.81
1351,20231001,1,58090.45,1810,32941.02
1352,20231001,2,31770.88,738,21954.48
1353,20231001,3,15414.32,433,10700.32
1354,20231001,4,55058.24,3172,33966.82
1355,20231001,5,10635.62,555,7301.1
1356,20231001,6,30437.94,1118,18149.76
1357,20231001,7,120868.24,3095,75723.85
1358,20231001,8,14944.91,583,10416.13
1359,20231001,9,17094.42,478,11863.19
1360,20231001,10,61367.14,1655,42902.86
1361,20231001,11,72464.3,1686,44926.59
1362,20231001,12,73788.12,2877,40911.12
1363,20231001,13,103790.14,4758,60030.66
1364,20231001,14,77302.53,1897,53724.97
1365,20231001,15,58443.91,1456,39440.38
1366,20231001,16,108359.69,3196,72922.3
1367,20231001,17,66915.33,2172,44478.04
1368,20231001,18,10211.78,535,5924.68
1369,20231001,19,94362.04,4274,65453.7
1370,20231001,20,59713.68,3861,39695.0
1371,20231001,21,82040.15,2099,51462.5
1372,20231001,22,23731.28,835,14973.7
1373,20231001,23,30254.49,1499,20353.91
1374,20231001,24,27036.99,1422,15529.45
1375,20231001,25,13045.69,334,8455.58
1376,20231001,26,47981.02,1497,31371.74
1377,20231001,27,35591.35,1406,24413.99
1378,20231001,28,73432.19,3581,49122.54
1379,20231001,29,40268.6,2146,26466.34
1380,20231001,30,46469.42,1331,30372.15
1381,20231001,31,19633.89,962,11456.31
1382,20231001,32,68500.55,2442,44052.37
1383,20231001,33,18512.88,446,11581.46
1384,20231001,34,16241.89,827,9725.93
1385,20231001,35,219191.03,4905,134081.68
1386,20231001,36,11891.89,275,8304.14
1387,20231001,37,82496.63,3370,49407.78
1388,20231001,38,61687.49,1845,38059.61
1389,20231001,39,110907.69,2755,73947.51
1390,20231001,40,177571.46,10615,109180.14
1391,20231001,41,60948.1,1519,33666.87
1392,20231001,42,16025.72,505,9328.79
1393,20231001,43,73436.28,2337,44916.68
1394,20231001,44,96925.37,3331,59291.21
1395,20231001,45,71159.7,1872,47278.97
1396,20231001,46,88710.59,2824,54634.58
1397,20231001,47,26882.09,1132,18123.59
1398,20231001,48,83710.14,3844,51935.3
1399,20231001,49,37603.71,906,24258.65
1400,20231001,50,87429.63,5455,56289.88
1401,20231001,51,12321.03,675,6796.14
1402,20231001,52,52886.15,1470,30000.99
1403,20231001,53,64568.61,1596,38567.05
1404,20231001,54,90310.84,2473,52664.88
1405,20231001,55,19048.73,607,10928.7
1406,20231001,56,57560.86,1845,33331.5
1407,20231001,57,84010.52,2949,58241.6
1408,20231001,58,25409.3,1119,14451.63
1409,20231001,59,86284.6,3762,48854.29
1410,20231001,60,140720.79,3201,98109.18
1411,20231001,61,94754.04,2223,52264.07
1412,20231001,62,83611.43,3095,57784.85
1413,20231001,63,59258.71,1328,40155.47
1414,20231001,64,174925.09,3946,111785.79
1415,20231001,65,86528.41,3120,59474.84
1416,20231001,66,15325.3,493,10298.96
1417,20231001,67,129544.09,6532,81811.56
1418,20231001,68,52823.49,2892,31837.28
1419,20231001,69,73566.34,1852,48025.87
1420,20231001,70,65613.62,1478,37905.58
1421,20231001,71,97520.6,4867,63607.05
1422,20231001,72,46461.05,1636,29668.23
1423,20231001,73,54270.94,1319,34824.53
1424,20231001,74,94085.56,2539,59098.0
1425,20231001,75,302608.65,9570,198536.94
1426,20231001,76,169185.95,4256,106531.32
1427,20231001,77,53484.16,2125,36387.68
1428,20231001,78,163174.28,6212,104837.38
1429,20231001,79,22899.76,1028,12769.95
1430,20231001,80,78855.39,1905,49814.71
1431,20231001,81,18942.74,991,11211.5
1432,20231001,82,61963.86,2433,38575.23
1433,20231001,83,108584.33,3254,60124.57
1434,20231001,84,239238.81,8546,160519.65
1435,20231001,85,167971.82,6469,95215.07
1436,20231001,86,34019.49,1948,19108.43
1437,20231001,87,13980.39,500,9618.42
1438,20231001,88,154832.64,3533,87206.18
1439,20231001,89,59811.03,1856,39176.61
1440,20231001,90,93624.14,5445,59750.01
1441,20231001,91,52999.8,2471,33992.9
1442,20231001,92,150651.52,4185,98568.55
1443,20231001,93,53955.78,1817,33071.48
1444,20231001,94,72005.5,1651,44831.65
1445,20231001,95,163479.79,6753,99747.35
1446,20231001,96,16675.62,1082,11395.41
1447,20231001,97,170414.08,5181,101831.13
1448,20231001,98,59545.89,2808,41670.69
1449,20231001,99,176902.86,4304,108020.23
1450,20231001,100,225977.96,5171,144575.57
1451,20231001,101,25116.87,1035,17398.1
1452,20231001,102,212507.58,7880,146727.29
1453,20231001,103,163551.1,7766,105616.56
1454,20231001,104,92784.36,2066,52398.47
1455,20231001,105,273626.87,6568,152040.84
1456,20231001,106,103582.46,6579,59886.18
1457,20231001,107,117903.44,4243,81796.89
1458,20231001,108,98832.79,3042,59962.33
1459,20231001,109,72455.65,4659,49342.24
1460,20231001,110,48215.67,1418,26527.96
1461,20231001,111,41365.84,1585,24850.14
1462,20231001,112,216092.82,8405,119319.02
1463,20231001,113,92831.09,3139,64108.19
1464,20231001,114,77505.74,3727,52883.29
1465,20231001,115,11335.87,254,7544.53
1466,20231001,116,127666.34,6248,83054.39
1467,20231001,117,140357.86,4856,91403.38
1468,20231001,118,186962.5,6717,103947.39
1469,20231001,119,41215.35,1232,25553.21
1470,20231001,120,129997.09,2939,81444.94
1471,20231001,121,90143.96,5401,57708.29
1472,20231001,122,198068.36,12050,137480.9
1473,20231001,123,85235.59,2690,56474.77
1474,20231001,124,26198.48,582,16555.12
1475,20231001,125,59779.82,3061,39694.31
1476,20231001,126,88976.27,3258,60323.7
1477,20231001,127,23324.74,650,15382.81
1478,20231001,128,74869.15,1749,45495.91
1479,20231001,129,158076.47,4370,104342.78
1480,20231001,130,102375.77,2941,64660.06
1481,20231001,131,28475.66,882,18322.6
1482,20231001,132,11637.1,551,6463.92
1483,20231001,133,159151.9,8217,97031.57
1484,20231001,134,64080.91,1444,37302.44
1485,20231001,135,107010.84,2382,74196.17
1486,20231001,136,67472.25,2041,38860.25
1487,20231001,137,70552.83,2297,40491.16
1488,20231001,138,128633.92,6766,85129.72
1489,20231001,139,82097.76,2393,47981.33
1490,20231001,140,107529.66,2517,65263.92
1491,20231001,141,68877.27,2061,40312.14
1492,20231001,142,25347.75,655,16688.36
1493,20231001,143,86098.12,2843,52544.74
1494,20231001,144,88479.61,3479,52065.78
1495,20231001,145,47694.4,1480,32961.05
1496,20231001,146,57564.91,1805,36205.89
1497,20231001,147,142869.59,3784,90652.24
1498,20231001,148,97795.95,3600,61036.67
1499,20231001,149,84857.16,2312,49470.74
1500,20231001,150,52821.22,2771,29151.75
1501,20231101,1,46327.28,2303,32013.13
1502,20231101,2,71143.83,2420,40765.06
1503,20231101,3,99573.39,3864,58461.89
1504,20231101,4,57757.04,1318,39004.39
1505,20231101,5,39219.55,1393,23775.38
1506,20231101,6,13642.59,754,7684.4
1507,20231101,7,180510.06,6191,116377.67
1508,20231101,8,60065.39,2096,34103.08
1509,20231101,9,82791.41,5115,46445.64
1510,20231101,10,168502.6,4495,109214.01
1511,20231101,11,98507.09,3969,62202.15
1512,20231101,12,87044.73,3189,48513.85
1513,20231101,13,23772.99,707,14356.91
1514,20231101,14,209648.39,5249,125762.37
1515,20231101,15,27877.94,692,17564.48
1516,20231101,16,29674.52,1283,19873.11
1517,20231101,17,96353.16,2461,61558.29
1518,20231101,18,55498.96,1358,34285.48
1519,20231101,19,173195.8,5832,110649.06
1520,20231101,20,126033.79,5060,75118.08
1521,20231101,21,80368.02,3003,46012.53
1522,20231101,22,86277.47,4896,57358.38
1523,20231101,23,88001.4,2703,49026.12
1524,20231101,24,93387.77,5249,65096.64
1525,20231101,25,59958.05,2150,34107.69
1526,20231101,26,32944.93,786,21785.6
1527,20231101,27,73251.43,2319,49653.92
1528,20231101,28,61561.94,1568,37441.89
1529,20231101,29,8813.25,206,5996.19
1530,20231101,30,97688.68,3286,54502.47
1531,20231101,31,24753.81,747,14686.98
1532,20231101,32,104495.11,2613,71676.54
1533,20231101,33,59771.93,2407,39437.34
1534,20231101,34,67845.01,3977,46125.83
1535,20231101,35,66973.0,1779,45746.84
1536,20231101,36,33827.85,1704,21087.4
1537,20231101,37,109471.45,2527,75636.07
1538,20231101,38,95732.24,5775,52805.13
1539,20231101,39,215171.21,6085,146621.7
1540,20231101,40,41012.77,1024,25404.53
1541,20231101,41,70624.97,3122,43777.67
1542,20231101,42,208011.48,11591,118330.64
1543,20231101,43,24366.98,847,16978.04
1544,20231101,44,14217.12,572,9169.74
1545,20231101,45,85768.3,4001,52397.71
1546,20231101,46,101090.89,2506,69403.62
1547,20231101,47,76060.81,2726,51870.72
1548,20231101,48,89082.08,2576,49391.98
1549,20231101,49,15271.67,612,9776.73
1550,20231101,50,47656.2,1295,31388.77
1551,20231101,51,104383.35,5335,67771.23
1552,20231101,52,16479.58,399,10479.52
1553,20231101,53,29286.83,1051,17170.86
1554,20231101,54,109041.22,7179,63604.47
1555,20231101,55,18181.54,1118,12454.43
1556,20231101,56,98016.72,3222,60539.63
1557,20231101,57,76320.91,3792,51411.43
1558,20231101,58,105855.08,3119,70093.98
1559,20231101,59,40335.49,910,26818.73
1560,20231101,60,146328.77,3720,86167.17
1561,20231101,61,42981.73,1368,28635.8
1562,20231101,62,70233.37,1786,47019.3
1563,20231101,63,69678.89,2041,40052.49
1564,20231101,64,114678.2,3510,78581.97
1565,20231101,65,67315.3,1816,45797.93
1566,20231101,66,14367.77,602,8073.29
1567,20231101,67,86561.4,2387,53937.68
1568,20231101,68,28533.85,862,18158.03
1569,20231101,69,55674.25,1434,32840.46
1570,20231101,70,75064.31,3665,43380.18
1571,20231101,71,95880.65,3834,58595.89
1572,20231101,72,33494.05,1161,21976.63
1573,20231101,73,95157.98,4845,63684.61
1574,20231101,74,109866.72,6471,62556.38
1575,20231101,75,173462.21,5768,110879.32
1576,20231101,76,48365.47,1700,33383.45
1577,20231101,77,38176.28,1731,24586.8
1578,20231101,78,168015.4,5358,107996.18
1579,20231101,79,98654.42,5192,66436.12
1580,20231101,80,86532.38,1998,59886.44
1581,20231101,81,49092.88,1187,29063.27
1582,20231101,82,68932.01,2746,38520.4
1583,20231101,83,108757.13,2499,70320.56
1584,20231101,84,200426.29,6102,134952.85
1585,20231101,85,99581.33,3650,58270.88
1586,20231101,86,46715.97,2262,26118.72
1587,20231101,87,99735.5,2410,56971.18
1588,20231101,88,202404.82,9893,115217.63
1589,20231101,89,41668.16,1469,27990.97
1590,20231101,90,114680.25,4161,79856.03
1591,20231101,91,35390.38,969,23289.36
1592,20231101,92,20610.77,867,13242.51
1593,20231101,93,76111.88,1853,51424.28
1594,20231101,94,69853.96,3131,43201.25
1595,20231101,95,188215.45,6791,110000.08
1596,20231101,96,91988.07,2605,51685.87
1597,20231101,97,95057.83,2190,57776.8
1598,20231101,98,21407.09,482,12771.74
1599,20231101,99,175798.51,4256,100578.64
1600,20231101,100,281522.13,7129,161505.78
1601,20231101,101,33904.73,1415,22878.56
1602,20231101,102,153593.25,8224,104423.96
1603,20231101,103,155441.94,8230,95370.28
1604,20231101,104,104436.8,3492,66856.64
1605,20231101,105,61541.39,1478,41405.99
1606,20231101,106,104395.3,6023,63127.07
1607,20231101,107,189661.9,6747,109268.5
1608,20231101,108,86341.15,1991,54349.35
1609,20231101,109,49898.5,1155,33642.53
1610,20231101,110,77492.52,1820,49611.75
1611,20231101,111,105875.51,2451,60120.0
1612,20231101,112,189341.88,10289,114319.07
1613,20231101,113,15745.52,552,9947.3
1614,20231101,114,26734.25,768,17140.66
1615,20231101,115,57407.67,1473,40021.39
1616,20231101,116,109859.88,3394,74977.94
1617,20231101,117,214312.13,5196,124025.79
1618,20231101,118,78139.34,2719,53975.12
1619,20231101,119,30855.75,1339,18915.27
1620,20231101,120,152198.27,5351,90257.31
1621,20231101,121,50510.58,1173,34124.78
1622,20231101,122,28358.27,1776,16491.18
1623,20231101,123,10640.07,338,7353.55
1624,20231101,124,33948.12,788,23106.21
1625,20231101,125,83948.38,2477,49104.04
1626,20231101,126,85189.39,2044,56842.13
1627,20231101,127,94239.75,2834,54189.03
1628,20231101,128,76622.99,3796,45731.06
1629,20231101,129,50651.19,2654,28080.09
1630,20231101,130,155196.1,6721,92331.75
1631,20231101,131,106223.55,5450,66490.64
1632,20231101,132,88056.76,3446,51888.43
1633,20231101,133,145691.3,7064,89830.82
1634,20231101,134,11947.72,275,7930.88
1635,20231101,135,79014.31,2430,46855.62
1636,20231101,136,88117.72,5327,58882.22
1637,20231101,137,130959.69,7958,77228.95
1638,20231101,138,71030.03,2576,45445.7
1639,20231101,139,120089.55,4457,80891.61
1640,20231101,140,94587.54,2677,56090.07
1641,20231101,141,58875.25,2196,34916.6
1642,20231101,142,239394.78,12041,152158.32
1643,20231101,143,32695.88,1128,18302.15
1644,20231101,144,61482.62,1489,36670.16
1645,20231101,145,46645.73,1294,30991.34
1646,20231101,146,81276.8,4356,44736.4
1647,20231101,147,172022.25,5798,115264.77
1648,20231101,148,36310.3,848,24922.37
1649,20231101,149,72118.31,1897,44620.0
1650,20231101,150,104604.78,5526,67270.06
1651,20231201,1,8721.77,572,5423.48
1652,20231201,2,35760.83,1194,21919.06
1653,20231201,3,31928.52,1190,19076.91
1654,20231201,4,19772.55,547,10927.21
1655,20231201,5,11352.16,329,7603.88
1656,20231201,6,80213.18,1878,44643.27
1657,20231201,7,208340.28,9114,134901.64
1658,20231201,8,40598.34,953,23422.76
1659,20231201,9,39184.9,2475,25860.72
1660,20231201,10,109001.09,3679,63132.09
1661,20231201,11,202256.11,10675,136285.23
1662,20231201,12,73886.6,3501,45224.09
1663,20231201,13,12864.55,405,8251.06
1664,20231201,14,159386.45,7974,89870.74
1665,20231201,15,66037.62,2407,44105.1
1666,20231201,16,10440.75,287,6470.36
1667,20231201,17,75004.47,2771,44016.77
1668,20231201,18,39329.69,1089,22695.56
1669,20231201,19,47096.01,1386,26081.37
1670,20231201,20,162015.54,4808,105584.82
1671,20231201,21,69371.05,2674,44797.73
1672,20231201,22,72607.55,1934,45222.5
1673,20231201,23,71097.85,2174,42855.37
1674,20231201,24,89181.66,2052,58541.42
1675,20231201,25,42653.69,1484,26990.99
1676,20231201,26,81715.11,1834,51791.66
1677,20231201,27,91423.74,4927,59746.51
1678,20231201,28,26954.5,1446,17294.7
1679,20231201,29,109145.21,3254,67628.02
1680,20231201,30,85735.47,1962,51256.91
1681,20231201,31,54009.31,3227,33230.14
1682,20231201,32,87403.19,2049,50008.6
1683,20231201,33,105471.27,2673,61636.76
1684,20231201,34,52781.36,1970,30097.34
1685,20231201,35,20435.2,962,13102.71
1686,20231201,36,80485.85,1847,44694.63
1687,20231201,37,87498.78,4732,59553.48
1688,20231201,38,105760.54,2367,61329.07
1689,20231201,39,123057.63,8064,69816.01
1690,20231201,40,140154.59,7714,78387.14
1691,20231201,41,97492.75,2234,66856.67
1692,20231201,42,99829.66,2317,69106.1
1693,20231201,43,50332.84,1863,29068.41
1694,20231201,44,69094.88,1591,43106.65
1695,20231201,45,87141.75,4729,57261.61
1696,20231201,46,133790.42,5081,84657.97
1697,20231201,47,106396.9,6433,69234.95
1698,20231201,48,87816.19,2635,60062.67
1699,20231201,49,93506.16,2333,53891.73
1700,20231201,50,161626.35,6184,108990.87
1701,20231201,51,22759.51,686,15254.07
1702,20231201,52,67453.0,1893,39298.2
1703,20231201,53,48343.0,1140,27142.21
1704,20231201,54,51779.39,2059,28900.16
1705,20231201,55,104020.52,4534,60876.79
1706,20231201,56,86504.62,2289,49974.76
1707,20231201,57,90918.62,4427,52812.5
1708,20231201,58,97688.36,4954,63115.7
1709,20231201,59,24740.68,1015,16096.41
1710,20231201,60,32157.09,863,20978.01
1711,20231201,61,71940.78,3700,45379.58
1712,20231201,62,22825.18,741,14180.36
1713,20231201,63,70040.45,3524,40222.58
1714,20231201,64,73042.62,1797,46483.7
1715,20231201,65,26484.82,609,16462.07
1716,20231201,66,92657.97,2416,56736.78
1717,20231201,67,89731.75,2978,62690.17
1718,20231201,68,97438.47,5034,60653.88
1719,20231201,69,40215.65,1126,25514.11
1720,20231201,70,88886.55,2019,55463.96
1721,20231201,71,71034.98,1640,49689.4
1722,20231201,72,21040.97,956,12225.18
1723,20231201,73,8186.61,261,4536.83
1724,20231201,74,87441.32,2079,49765.8
1725,20231201,75,261405.34,7177,176837.43
1726,20231201,76,98440.25,4308,59911.5
1727,20231201,77,107750.97,2770,71574.05
1728,20231201,78,199639.55,7564,138043.0
1729,20231201,79,41863.22,2484,27284.47
1730,20231201,80,78009.21,2724,50691.71
1731,20231201,81,69389.48,2038,44785.33
1732,20231201,82,69152.13,1717,39021.35
1733,20231201,83,62271.84,1737,35811.2
1734,20231201,84,211020.3,4872,142105.89
1735,20231201,85,31938.74,717,21503.68
1736,20231201,86,33229.74,994,22630.2
1737,20231201,87,16357.13,432,10516.73
1738,20231201,88,30858.46,1117,17693.47
1739,20231201,89,180180.12,7221,123560.45
1740,20231201,90,192130.77,5861,124227.19
1741,20231201,91,101987.59,3452,69053.71
1742,20231201,92,174726.93,4556,108377.9
1743,20231201,93,82805.73,1974,50078.38
1744,20231201,94,53471.33,2828,31869.65
1745,20231201,95,147091.54,4113,96194.47
1746,20231201,96,36589.05,1662,21633.38
1747,20231201,97,102602.03,5024,60221.66
1748,20231201,98,23044.0,595,14433.51
1749,20231201,99,63898.06,2654,35220.34
1750,20231201,100,195543.11,7753,117572.29
1751,20231201,101,71730.24,3303,47876.91
1752,20231201,102,191277.12,4536,128431.43
1753,20231201,103,62412.54,1617,37100.87
1754,20231201,104,10821.08,256,6170.25
1755,20231201,105,174659.4,6442,104493.23
1756,20231201,106,54432.24,2401,34835.48
1757,20231201,107,81506.49,2487,52397.48
1758,20231201,108,99475.08,4200,67640.09
1759,20231201,109,91570.64,2651,60634.7
1760,20231201,110,52994.87,3060,32885.78
1761,20231201,111,171396.47,7588,94769.53
1762,20231201,112,40034.06,1428,22308.5
1763,20231201,113,62158.92,1854,36919.69
1764,20231201,114,44653.47,1630,27351.93
1765,20231201,115,28237.96,1591,17945.24
1766,20231201,116,86243.95,2391,52646.5
1767,20231201,117,54432.21,1421,33123.18
1768,20231201,118,182973.49,4351,115290.31
1769,20231201,119,18661.89,711,11277.81
1770,20231201,120,158857.38,7498,99360.88
1771,20231201,121,50953.62,1256,34349.29
1772,20231201,122,122244.35,3477,83569.74
1773,20231201,123,109222.93,4228,75367.51
1774,20231201,124,69928.89,3672,41344.68
1775,20231201,125,52259.73,1745,31073.09
1776,20231201,126,145991.32,6039,95921.54
1777,20231201,127,74827.13,4339,45948.12
1778,20231201,128,105281.87,3622,69136.4
1779,20231201,129,217212.45,5651,141290.62
1780,20231201,130,171459.15,5771,100004.13
1781,20231201,131,107781.69,5092,68472.54
1782,20231201,132,11562.3,334,6974.13
1783,20231201,133,294874.96,8045,177825.22
1784,20231201,134,87630.92,5579,52262.65
1785,20231201,135,70440.22,2343,44091.82
1786,20231201,136,102730.73,2522,67224.66
1787,20231201,137,17888.63,789,12416.07
1788,20231201,138,128399.7,3472,83561.66
1789,20231201,139,88694.26,3469,57084.29
1790,20231201,140,98587.43,2251,64818.82
1791,20231201,141,77983.67,4476,54135.8
1792,20231201,142,236321.77,5486,149469.85
1793,20231201,143,64907.48,1640,42298.25
1794,20231201,144,51494.14,1232,35325.23
1795,20231201,145,35946.69,1148,24305.54
1796,20231201,146,24254.55,619,16076.35
1797,20231201,147,111043.06,2834,62321.31
1798,20231201,148,66567.1,1788,38586.19
1799,20231201,149,30768.46,798,17395.64
1800,20231201,150,63930.62,3469,35992.31
1801,20240101,1,82253.46,2469,48775.49
1802,20240101,2,70953.66,3452,42799.0
1803,20240101,3,93815.33,6163,55267.62
1804,20240101,4,70158.51,2962,39861.54
1805,20240101,5,89657.84,4037,56366.59
1806,20240101,6,75736.58,2282,49483.88
1807,20240101,7,169220.94,4827,95752.62
1808,20240101,8,12357.97,667,6944.01
1809,20240101,9,36996.89,2041,20953.65
1810,20240101,10,218632.87,7033,130760.79
1811,20240101,11,164333.99,5204,95483.05
1812,20240101,12,23200.7,1445,15884.46
1813,20240101,13,84580.6,2563,48344.17
1814,20240101,14,123150.71,6062,85264.53
1815,20240101,15,12827.51,316,7600.78
1816,20240101,16,31866.96,1031,21023.91
1817,20240101,17,79013.36,5231,46059.25
1818,20240101,18,51335.51,2524,35246.89
1819,20240101,19,56390.75,1706,37788.83
1820,20240101,20,111976.06,3276,66526.38
1821,20240101,21,64919.91,3258,35835.81
1822,20240101,22,37058.69,1253,24263.78
1823,20240101,23,77894.76,3095,45722.01
1824,20240101,24,83569.7,2535,55189.78
1825,20240101,25,109287.71,5836,66781.52
1826,20240101,26,51931.74,1286,32367.9
1827,20240101,27,57130.86,2321,39267.06
1828,20240101,28,71437.27,3010,47579.4
1829,20240101,29,80690.27,4159,56401.53
1830,20240101,30,11419.7,316,6566.18
1831,20240101,31,97277.29,5438,58287.51
1832,20240101,32,39709.8,1053,26741.48
1833,20240101,33,77267.03,2361,51193.54
1834,20240101,34,84022.66,2851,49893.43
1835,20240101,35,110689.82,5301,63485.82
1836,20240101,36,103147.03,3734,58112.82
1837,20240101,37,33893.91,857,21028.61
1838,20240101,38,18321.72,873,11443.82
1839,20240101,39,68430.2,2920,40265.6
1840,20240101,40,195346.34,8053,127893.7
1841,20240101,41,91215.5,2503,62257.29
1842,20240101,42,129975.88,7020,75992.11
1843,20240101,43,105738.56,5492,73781.34
1844,20240101,44,53366.13,2331,32807.27
1845,20240101,45,39634.29,2044,23077.53
1846,20240101,46,196340.93,8878,134456.93
1847,20240101,47,34986.65,915,20164.75
1848,20240101,48,49245.18,1530,27169.65
1849,20240101,49,88371.38,2943,49428.83
1850,20240101,50,153117.98,5919,102635.83
1851,20240101,51,28178.41,1565,18533.04
1852,20240101,52,62080.01,1416,40823.53
1853,20240101,53,25671.36,588,17830.46
1854,20240101,54,41022.59,2344,24601.66
1855,20240101,55,85646.01,2621,56543.11
1856,20240101,56,108159.38,2714,70628.84
1857,20240101,57,102944.86,5184,61027.13
1858,20240101,58,52196.09,1815,29483.79
1859,20240101,59,40624.0,1651,25906.54
1860,20240101,60,157791.73,3962,94609.35
1861,20240101,61,104301.39,4301,66919.52
1862,20240101,62,8980.28,414,5358.41
1863,20240101,63,68644.93,2304,47781.39
1864,20240101,64,49116.11,2835,27526.24
1865,20240101,65,24731.35,702,13643.65
1866,20240101,66,105348.97,6728,68594.52
1867,20240101,67,108838.96,6393,72451.39
1868,20240101,68,29306.67,1010,18069.82
1869,20240101,69,99527.88,2775,61197.87
1870,20240101,70,49551.58,1173,33842.41
1871,20240101,71,203280.42,7495,122953.15
1872,20240101,72,74090.03,3796,51506.96
1873,20240101,73,64255.15,3105,43441.63
1874,20240101,74,107026.32,4170,64759.33
1875,20240101,75,80854.31,2147,53215.13
1876,20240101,76,123565.92,2869,74903.08
1877,20240101,77,34151.88,818,22429.36
1878,20240101,78,120771.45,5656,82379.49
1879,20240101,79,63895.62,2921,35309.7
1880,20240101,80,61375.62,2362,40945.37
1881,20240101,81,12350.84,430,7704.83
1882,20240101,82,84774.07,4628,59064.44
1883,20240101,83,96590.11,3001,63601.84
1884,20240101,84,33204.37,905,20405.52
1885,20240101,85,107683.54,4403,59344.92
1886,20240101,86,104203.5,2385,58492.66
1887,20240101,87,59047.69,2385,33742.93
1888,20240101,88,205213.96,7313,130300.91
1889,20240101,89,61973.74,1562,42247.44
1890,20240101,90,123798.38,5240,81138.65
1891,20240101,91,33993.98,1305,20422.1
1892,20240101,92,50827.87,2254,33064.2
1893,20240101,93,34298.35,940,19361.56
1894,20240101,94,104674.25,6166,63429.24
1895,20240101,95,35717.83,1175,20911.19
1896,20240101,96,12294.04,779,8443.17
1897,20240101,97,84140.68,2066,51499.43
1898,20240101,98,25294.06,713,15812.02
1899,20240101,99,124023.71,2891,75145.91
1900,20240101,100,181849.72,4617,110142.71
1901,20240101,101,28425.35,1003,17766.63
1902,20240101,102,177201.69,4582,119307.87
1903,20240101,103,191986.25,5349,124052.04
1904,20240101,104,35744.85,1018,23696.08
1905,20240101,105,289492.86,12560,170515.81
1906,20240101,106,93695.17,3051,59397.61
1907,20240101,107,297026.5,13846,195002.61
1908,20240101,108,13191.14,499,7415.45
1909,20240101,109,41062.5,1172,23855.51
1910,20240101,110,34007.48,2026,19165.54
1911,20240101,111,32105.4,792,20601.42
1912,20240101,112,52549.17,1278,31674.95
1913,20240101,113,17929.42,534,10413.82
1914,20240101,114,61776.12,3398,34008.41
1915,20240101,115,95530.67,2697,64156.02
1916,20240101,116,126550.56,2910,75189.26
1917,20240101,117,190081.59,5062,130010.83
1918,20240101,118,33569.52,777,20966.01
1919,20240101,119,96950.16,3680,64145.08
1920,20240101,120,35388.68,1147,20061.77
1921,20240101,121,60647.29,2535,35249.28
1922,20240101,122,103063.58,2386,61942.77
1923,20240101,123,98251.85,3225,55095.96
1924,20240101,124,45728.6,1435,27345.09
1925,20240101,125,13784.5,373,7810.84
