PromotionFactKey,DateKey,ProductKey,PromotionKey,PromoUnits,PromoRevenue
1511,20260111,349,23,22,5512.83
1512,20250326,739,40,25,4539.14
1513,20231223,615,3,17,1050.76
1514,20230718,418,28,28,5270.95
1515,20230210,563,39,26,630.02
1516,20240801,439,60,31,8776.96
1517,20231113,535,1,27,2963.25
1518,20230323,792,14,25,3322.47
1519,20240620,488,29,24,4265.79
1520,20231120,202,44,29,6501.48
1521,20230526,415,26,31,2039.11
1522,20260224,190,29,26,894.19
1523,20241014,593,41,35,8635.83
1524,20230424,415,13,24,1743.78
1525,20240916,307,59,14,1383.46
1526,20250829,763,25,20,5789.74
1527,20250711,359,12,27,3123.6
1528,20250804,545,42,16,275.69
1529,20250629,583,57,26,3591.94
1530,20230220,611,1,30,2303.5
1531,20260529,198,53,32,1755.82
1532,20241228,495,11,19,336.01
1533,20241211,571,2,21,5827.67
1534,20240221,488,17,30,5425.03
1535,20240411,695,53,34,6628.35
1536,20231122,529,17,28,1573.87
1537,20260405,261,25,24,4232.72
1538,20250628,370,50,39,6107.09
1539,20230126,130,44,28,2344.04
1540,20260629,410,20,22,1848.86
1541,20240830,300,56,33,2036.13
1542,20250325,421,3,29,1371.57
1543,20250401,108,14,27,617.59
1544,20260511,58,35,28,549.4
1545,20230916,787,35,26,3576.58
1546,20250130,173,60,25,7117.54
1547,20251008,654,20,18,3587.22
1548,20251027,774,11,33,2758.25
1549,20240227,444,9,25,4268.87
1550,20260521,702,7,26,5290.53
1551,20230228,644,34,31,8497.38
1552,20250324,95,33,26,1426.8
1553,20251205,579,27,22,4166.73
1554,20250225,86,46,18,161.43
1555,20251111,500,58,34,11230.1
1556,20260111,299,7,25,235.28
1557,20260629,353,51,24,3234.72
1558,20231004,556,31,38,12131.08
1559,20260408,254,29,27,1835.58
1560,20260629,75,26,29,2672.16
1561,20231126,724,1,30,4018.41
1562,20230930,30,55,17,5126.72
1563,20250321,14,18,23,1630.06
1564,20230206,284,53,23,326.17
1565,20260604,624,59,29,475.72
1566,20230520,627,39,24,4571.3
1567,20260603,10,57,22,876.01
1568,20241027,629,35,22,2958.63
1569,20251103,518,12,37,1054.83
1570,20231219,184,29,25,5713.24
1571,20241110,412,8,27,1007.46
1572,20240926,347,16,21,1124.69
1573,20240106,542,12,28,2448.27
1574,20230527,563,6,20,487.1
1575,20231013,403,37,25,4479.24
1576,20231003,513,23,31,6590.8
1577,20251109,309,58,24,5428.38
1578,20230302,244,44,28,7730.1
1579,20240110,341,46,34,1368.75
1580,20240317,663,31,25,7148.26
1581,20230326,413,49,29,1658.43
1582,20250522,723,4,13,4121.91
1583,20230918,651,14,32,2040.75
1584,20240825,487,39,21,442.44
1585,20251222,31,7,20,4392.34
1586,20250607,631,19,35,6863.94
1587,20231209,62,24,34,11943.58
1588,20231118,598,13,26,2515.04
1589,20241012,492,27,23,1828.61
1590,20260429,762,41,27,5320.94
1591,20241208,7,13,21,3081.25
1592,20240301,622,5,20,1488.95
1593,20251128,62,5,32,10475.2
1594,20250823,477,2,30,6599.58
1595,20251002,283,23,28,6384.94
1596,20250927,53,5,28,5883.83
1597,20260101,746,55,31,11318.64
1598,20240822,37,32,30,10458.34
1599,20250929,62,33,21,6443.58
1600,20240821,128,40,32,975.51
1601,20230706,175,19,29,6470.59
1602,20230519,758,10,27,7377.05
1603,20250727,206,44,23,643.12
1604,20250416,113,23,31,3075.52
1605,20240318,470,41,24,3164.42
1606,20230410,1,47,28,2856.89
1607,20260505,47,31,37,7841.47
1608,20240904,561,9,26,3649.4
1609,20230605,341,25,31,1386.46
1610,20250107,144,2,32,6938.17
1611,20241205,733,55,34,6880.38
1612,20250826,315,29,29,6416.8
1613,20240110,756,37,25,8387.67
1614,20241021,454,21,39,10765.2
1615,20230430,57,3,25,296.38
1616,20230225,505,29,26,2788.03
1617,20241210,392,34,28,2592.55
1618,20251022,16,33,22,1925.85
1619,20240426,752,21,19,1353.93
1620,20230325,412,6,35,1198.65
1621,20240220,529,11,20,1232.17
1622,20241222,507,42,24,4492.68
1623,20250305,155,39,21,2078.12
1624,20260531,529,22,23,1058.07
1625,20250201,781,18,27,882.88
1626,20241113,212,1,23,260.32
1627,20230212,260,16,30,7756.85
1628,20230502,664,7,30,681.11
1629,20231201,577,53,23,5977.9
1630,20260218,450,8,29,6759.43
1631,20240621,549,33,37,3107.96
1632,20250323,168,23,34,3961.11
1633,20250118,337,32,35,8512.07
1634,20230608,560,15,22,593.73
1635,20230503,37,38,18,5194.88
1636,20231003,304,57,25,1360.8
1637,20231112,502,34,26,5799.93
1638,20240622,54,9,27,2262.14
1639,20230319,206,24,23,684.78
1640,20251224,127,18,28,4787.7
1641,20240925,435,58,17,3235.67
1642,20260618,382,57,23,885.4
1643,20231008,348,11,33,6418.13
1644,20231110,699,40,23,1106.63
1645,20250503,655,7,20,1108.08
1646,20240815,78,22,25,2285.85
1647,20260524,428,56,25,6377.08
1648,20250326,765,20,29,801.27
1649,20241129,486,23,24,4083.77
1650,20230208,101,22,18,3600.75
1651,20241128,201,1,39,4479.05
1652,20260607,449,8,28,408.34
1653,20230108,445,59,27,4827.28
1654,20250414,180,60,22,444.92
1655,20250212,672,59,26,2096.92
1656,20250402,409,20,24,4700.63
1657,20230307,249,42,29,755.75
1658,20250113,484,51,22,198.67
1659,20230522,87,56,28,3744.11
1660,20250712,334,17,23,4661.04
1661,20230801,537,2,24,2619.42
1662,20260312,354,26,30,5550.48
1663,20250416,766,9,27,3569.32
1664,20250909,272,50,32,1258.35
1665,20241129,628,60,37,3514.4
1666,20230403,89,28,25,1674.0
1667,20251218,765,45,34,637.88
1668,20230112,120,8,19,2296.83
1669,20250826,281,53,22,4951.99
1670,20250726,449,41,23,368.18
1671,20260207,771,26,32,2200.72
1672,20240827,133,5,20,2415.04
1673,20240522,582,56,29,7962.51
1674,20250924,235,1,25,5646.39
1675,20260603,389,35,23,198.85
1676,20240522,274,42,20,2606.02
1677,20251226,622,36,17,1217.69
1678,20250421,800,51,20,1626.27
1679,20250515,198,22,31,1191.43
1680,20241216,664,21,22,545.53
1681,20230801,384,31,20,984.71
1682,20230626,128,43,23,802.96
1683,20230723,597,8,19,136.15
1684,20240827,52,25,35,614.86
1685,20251016,238,5,28,4989.02
1686,20250219,258,32,24,617.54
1687,20240124,758,28,29,8064.99
1688,20240628,340,5,23,4527.3
1689,20260407,459,58,16,559.52
1690,20231228,321,26,35,10451.07
1691,20250312,723,51,20,4604.79
1692,20250607,739,29,23,4273.26
1693,20250913,404,41,22,3889.33
1694,20251223,180,1,22,353.95
1695,20260503,71,46,21,1279.42
1696,20230316,788,17,29,3710.43
1697,20240620,31,17,26,5556.51
1698,20231204,256,37,20,1842.76
1699,20250728,709,55,26,859.96
1700,20240317,26,2,19,5924.09
1701,20240113,174,48,22,4108.18
1702,20260413,168,23,26,3029.09
1703,20231105,593,15,32,7482.99
1704,20230103,381,11,23,5278.11
1705,20260609,61,25,34,254.29
1706,20230622,80,58,21,4182.97
1707,20250819,632,2,26,6570.67
1708,20260404,164,49,21,5006.44
1709,20241022,527,7,37,2362.04
1710,20230918,664,3,28,466.4
1711,20240427,288,21,18,449.26
1712,20240425,305,44,18,2547.41
1713,20250605,315,9,19,3540.01
1714,20250330,476,38,30,4988.17
1715,20240629,607,25,29,4383.13
1716,20241126,327,17,29,694.92
1717,20260321,628,46,27,2377.07
1718,20230616,745,42,32,4843.39
1719,20250521,245,12,22,2101.75
1720,20260323,52,54,27,400.12
1721,20230122,741,11,22,3892.26
1722,20260320,329,48,25,6028.29
1723,20240115,444,17,28,5776.88
1724,20240615,494,22,20,4733.42
1725,20260618,41,17,30,6208.44
1726,20240703,137,37,23,351.14
1727,20260528,514,29,29,7375.17
1728,20240119,300,29,20,1407.35
1729,20241011,301,44,20,3733.39
1730,20230709,91,51,26,2918.3
1731,20250201,738,20,19,3789.56
1732,20260620,696,40,25,3306.72
1733,20250219,466,36,27,6261.42
1734,20240302,659,34,26,2677.44
1735,20230202,319,47,19,4293.19
1736,20240304,120,29,31,4340.08
1737,20250914,268,32,20,1289.2
1738,20260415,72,12,15,1325.3
1739,20230603,394,53,31,4398.7
1740,20240125,256,3,20,1240.77
1741,20240304,22,7,18,1482.56
1742,20250113,768,40,22,4068.8
1743,20230923,350,11,24,3904.04
1744,20241027,260,35,25,4375.44
1745,20251205,497,24,29,7428.64
1746,20241220,396,35,25,2585.87
1747,20240617,267,54,28,2792.67
1748,20260320,264,4,26,214.44
1749,20260530,162,41,19,586.64
1750,20250917,162,34,28,759.51
1751,20251128,14,31,33,3390.7
1752,20251029,332,11,19,1924.72
1753,20260605,751,56,28,1813.09
1754,20250525,148,21,31,697.3
1755,20240717,258,54,30,633.63
1756,20240605,512,20,28,1632.6
1757,20251108,291,53,28,4430.27
1758,20230805,150,50,28,1796.95
1759,20240827,219,28,23,395.71
1760,20250112,590,9,19,791.63
1761,20240803,724,58,22,3841.9
1762,20260127,526,9,22,244.79
1763,20240801,52,37,24,431.76
1764,20260107,264,53,20,181.51
1765,20250710,167,35,30,4376.37
1766,20251202,590,6,20,784.28
1767,20230718,609,42,33,5780.03
1768,20240821,761,34,25,6267.89
1769,20240110,339,43,22,2716.5
1770,20230102,76,55,36,7576.45
1771,20230418,647,28,23,3389.98
1772,20250724,617,20,28,2516.01
1773,20230331,762,29,19,3950.62
1774,20230124,744,6,19,1113.55
1775,20240130,724,36,19,2921.59
1776,20230708,199,29,25,2375.09
1777,20260509,429,11,22,3577.42
1778,20260511,485,56,18,1476.11
1779,20240612,340,6,27,4107.41
1780,20241028,622,28,30,2326.73
1781,20250714,379,36,25,5642.84
1782,20241005,502,41,22,5586.18
1783,20230113,326,58,25,5597.86
1784,20230727,419,35,38,4679.42
1785,20230527,666,23,20,3691.02
1786,20230920,205,2,32,2288.19
1787,20240922,49,37,18,3020.71
1788,20240112,292,60,31,8108.26
1789,20240713,244,58,25,7482.99
1790,20260608,34,4,19,3352.87
1791,20240805,195,53,30,6000.13
1792,20230901,9,6,31,4188.84
1793,20230725,170,9,29,6141.02
1794,20240913,563,31,28,1080.5
1795,20240207,519,26,16,679.13
1796,20240215,689,5,14,1100.5
1797,20230805,87,11,20,3401.14
1798,20230225,326,44,19,3923.98
1799,20250112,598,55,22,2278.01
1800,20260107,673,1,29,7893.85
1801,20241116,100,5,29,1415.25
1802,20231017,301,27,18,3416.63
1803,20250801,181,56,28,6270.81
1804,20231030,779,15,18,1630.17
1805,20250722,584,60,21,5142.57
1806,20250101,199,47,22,2229.97
1807,20250520,787,45,28,3770.67
1808,20250416,767,45,24,435.31
1809,20251023,648,29,28,708.84
1810,20250717,490,34,33,1725.42
1811,20230509,633,32,27,1329.52
1812,20250302,43,34,26,2209.9
1813,20240113,791,39,21,2824.71
1814,20230911,8,48,33,6248.31
1815,20250924,766,33,29,4376.16
1816,20260219,648,12,24,600.26
1817,20230529,487,39,31,653.12
1818,20241128,74,8,27,2441.23
1819,20260512,173,25,28,8208.72
1820,20230606,363,44,28,2450.82
1821,20250815,482,23,28,1732.27
1822,20240728,67,17,20,3352.36
1823,20250523,562,29,33,4653.37
1824,20260211,369,43,27,2214.54
1825,20230615,656,34,20,3290.5
1826,20240715,148,21,30,674.81
1827,20230304,87,36,29,4363.3
1828,20241204,378,27,27,5522.78
1829,20240817,363,51,21,1395.25
1830,20240224,269,60,30,379.13
1831,20250301,182,14,26,3920.17
1832,20240621,101,31,39,11765.14
1833,20260129,261,5,25,4064.2
1834,20250606,601,43,24,350.92
1835,20250114,585,17,29,3598.25
1836,20250731,219,32,38,699.67
1837,20231012,500,53,23,8059.72
1838,20240413,549,60,25,2360.27
1839,20240824,372,10,32,299.55
1840,20230516,400,47,27,3871.91
1841,20250831,615,56,28,1978.34
1842,20250228,708,8,29,2631.98
1843,20260619,424,44,26,3310.68
1844,20231119,575,30,24,2887.67
1845,20250317,666,56,26,3773.0
1846,20250530,488,25,20,3954.56
1847,20230314,332,45,28,2060.07
1848,20260129,602,38,31,1865.79
1849,20231002,746,14,27,9932.61
1850,20231030,191,34,24,4933.85
1851,20240626,345,38,28,5426.68
1852,20250121,498,38,25,5470.41
1853,20251231,696,42,20,2547.53
1854,20240614,276,1,23,984.89
1855,20250708,727,32,32,817.93
1856,20251224,368,13,25,2652.56
1857,20230811,672,22,29,1921.77
1858,20250315,220,24,31,6815.16
1859,20250724,740,18,18,2786.89
1860,20240306,457,57,27,1234.31
1861,20230909,412,50,19,653.99
1862,20230321,556,31,37,11811.84
1863,20241208,493,33,18,1181.77
1864,20251117,757,46,23,2038.85
1865,20260616,325,1,27,3879.87
1866,20230531,657,44,31,4976.9
1867,20230516,390,1,24,4003.77
1868,20251003,660,31,21,224.95
1869,20230309,164,39,22,5344.66
1870,20240430,543,48,29,4265.53
1871,20230412,691,37,23,3141.27
1872,20250722,624,35,24,321.41
1873,20250629,615,36,20,1590.0
1874,20231202,344,50,26,1669.06
1875,20230808,179,60,18,586.71
1876,20251112,454,8,22,4591.88
1877,20251221,508,30,26,5721.1
1878,20230910,53,14,40,10248.97
1879,20230213,135,47,20,658.48
1880,20241123,390,45,29,4559.07
1881,20250916,56,56,28,4878.81
1882,20240613,726,59,30,6241.84
1883,20240413,327,48,31,875.78
1884,20230117,788,13,29,4227.94
1885,20240322,756,22,29,7111.48
1886,20230126,57,8,23,306.94
1887,20250106,568,15,24,443.83
1888,20260522,329,8,23,3992.4
1889,20240113,281,8,29,4741.34
1890,20250827,758,46,27,7038.31
1891,20231023,715,53,30,4539.19
1892,20251115,698,16,26,2453.08
1893,20251022,575,49,21,2382.45
1894,20230113,93,59,32,1487.6
1895,20230419,186,3,27,2970.74
1896,20230307,290,8,32,6668.16
1897,20231231,700,35,21,2066.36
1898,20241123,717,2,20,650.83
1899,20260331,573,15,25,2451.16
1900,20230418,304,16,33,2169.29
1901,20241026,582,2,24,8732.57
1902,20240326,632,11,33,8003.42
1903,20240707,594,33,22,1472.35
1904,20230302,538,17,29,1905.58
1905,20231002,340,43,22,4726.19
1906,20240829,29,2,25,3699.42
1907,20240917,613,38,24,783.07
1908,20230618,109,49,32,6927.86
1909,20230329,111,25,23,5936.31
1910,20260216,521,34,19,3084.26
1911,20240608,194,18,24,4884.49
1912,20240621,565,17,31,957.01
1913,20251010,704,18,31,380.48
1914,20230225,97,27,38,9002.1
1915,20240712,705,21,23,4702.48
1916,20250104,492,50,27,1627.06
1917,20251117,653,21,35,6271.04
1918,20230304,644,46,24,7911.27
1919,20240528,312,28,28,4593.03
1920,20260519,504,24,24,483.93
1921,20230312,556,7,21,5581.92
1922,20240813,459,2,20,725.3
1923,20260114,235,35,23,5000.49
1924,20240324,486,27,30,4810.56
1925,20251106,777,23,28,2717.48
1926,20250221,327,46,26,613.2
1927,20250328,569,30,27,5277.45
1928,20241031,36,38,31,4704.26
1929,20240502,536,37,30,5926.79
1930,20241207,112,27,27,7051.36
1931,20230620,489,56,22,3728.01
1932,20260515,341,22,28,937.33
1933,20240913,214,30,27,5120.71
1934,20230409,16,36,31,2785.51
1935,20241112,203,8,29,6695.27
1936,20250913,494,57,22,6328.48
1937,20250617,723,11,29,9491.29
1938,20230805,611,10,21,1969.09
1939,20230228,449,52,27,473.11
1940,20240407,601,28,33,460.58
1941,20260415,607,24,19,2840.6
1942,20250723,9,9,23,3302.09
1943,20260105,779,42,30,2846.52
1944,20230312,632,13,24,6051.26
1945,20231021,203,15,32,7685.69
1946,20260101,757,23,22,2171.81
1947,20230927,592,56,28,3277.54
1948,20230314,775,47,24,3698.4
1949,20250912,27,20,29,2867.61
1950,20250303,640,9,21,1996.67
1951,20241211,620,9,22,1960.01
1952,20230828,717,48,24,806.18
1953,20231231,56,48,13,3098.6
1954,20230517,613,53,19,778.64
1955,20240927,122,32,19,3136.81
1956,20241127,185,45,20,1672.7
1957,20230529,763,8,37,8313.61
1958,20230801,413,35,29,1773.2
1959,20230905,448,13,28,681.61
1960,20230108,727,59,24,543.77
1961,20240406,192,17,31,3352.12
1962,20231221,492,45,24,1470.59
1963,20240329,669,46,26,4983.94
1964,20251219,105,40,22,6105.85
1965,20241002,793,12,20,2021.97
1966,20241227,644,43,36,13263.01
1967,20250917,677,9,24,1529.38
1968,20250526,642,36,18,1242.1
1969,20251128,144,10,31,6070.9
1970,20231117,283,49,19,3006.32
1971,20241104,395,7,30,8912.54
1972,20230405,213,42,22,3866.65
1973,20230224,720,56,23,6184.03
1974,20250527,138,58,23,5526.38
1975,20250406,434,42,23,2207.72
1976,20250716,695,34,18,2457.97
1977,20250105,218,44,30,4485.86
1978,20250116,141,25,21,3910.59
1979,20250402,659,45,26,2604.26
1980,20240330,600,6,32,1260.53
1981,20260130,17,41,29,4747.0
1982,20250425,249,41,22,577.4
1983,20260213,5,8,29,3052.66
1984,20240501,713,2,23,6488.3
1985,20260216,575,23,24,3924.03
1986,20231023,430,26,28,2127.59
1987,20230714,550,18,28,3680.63
1988,20241212,357,49,35,688.83
1989,20240717,603,57,25,4315.63
1990,20240610,633,4,20,930.63
1991,20230404,488,47,28,5309.87
1992,20250403,593,24,28,8021.08
1993,20260427,518,39,25,568.83
1994,20250128,96,5,29,4550.54
1995,20240505,146,4,24,3641.77
1996,20231102,609,38,33,5812.92
1997,20250503,331,44,28,6154.29
1998,20230923,437,11,26,2063.57
1999,20250902,694,32,28,1574.61
2000,20250517,741,8,21,2876.82
2001,20240318,151,22,28,7886.31
2002,20231010,466,40,25,5742.54
2003,20230110,495,18,29,398.34
2004,20250125,766,34,31,4052.5
2005,20251028,173,28,21,5912.05
2006,20250228,271,20,24,3888.04
2007,20250508,511,25,28,2668.84
2008,20240901,80,28,20,3798.16
2009,20230406,665,60,28,9178.04
2010,20230322,244,12,20,5278.32
2011,20250805,218,7,26,3933.07
2012,20230724,704,29,32,453.46
2013,20230816,678,2,23,2661.4
2014,20260520,600,17,21,1061.98
2015,20250528,127,22,29,4767.08
2016,20250503,402,33,28,435.45
2017,20241225,645,18,18,3022.95
2018,20241205,460,27,27,1783.98
2019,20230123,624,1,27,375.63
2020,20241216,175,39,46,8224.93
2021,20240321,315,12,32,6995.3
2022,20230903,459,12,26,801.67
2023,20251207,447,14,29,1618.66
2024,20230424,632,44,25,5619.2
2025,20251224,301,37,24,4938.52
2026,20230920,64,58,22,4398.0
2027,20230516,287,46,24,4457.48
2028,20251118,219,56,28,395.41
2029,20230112,752,55,35,2710.46
2030,20251008,426,12,27,1645.09
2031,20260203,234,8,30,6170.72
2032,20251119,143,30,28,4735.03
2033,20230923,760,43,30,8063.72
2034,20240520,155,21,26,3726.13
2035,20250803,729,29,19,5067.33
2036,20240621,16,7,30,2856.59
2037,20260304,278,8,28,4622.82
2038,20250825,137,46,35,469.67
2039,20231124,580,2,22,5394.81
2040,20240316,94,56,27,208.51
2041,20240128,148,57,22,438.59
2042,20251121,607,5,17,2368.44
2043,20230219,37,13,21,7423.71
2044,20260320,456,4,21,3715.46
2045,20240703,10,10,24,991.04
2046,20230423,495,27,25,416.64
2047,20230508,787,22,23,3184.37
2048,20240512,707,19,15,2488.56
2049,20230328,176,8,34,3403.1
2050,20250320,75,27,25,2306.53
2051,20260620,381,42,27,5229.08
2052,20250401,396,24,26,3577.03
2053,20250404,128,37,29,1030.6
2054,20260216,571,17,30,7289.39
2055,20251016,420,23,24,2454.62
2056,20240628,654,59,29,4910.23
2057,20250409,542,15,28,2226.0
2058,20230818,1,38,30,2715.3
2059,20250519,168,55,33,4278.46
2060,20240217,238,17,24,4242.81
2061,20241120,280,5,27,919.31
2062,20230828,341,50,26,832.6
2063,20251001,304,42,21,1062.94
2064,20250221,382,12,22,826.74
2065,20260507,357,44,21,552.02
2066,20240207,392,17,27,3054.61
2067,20230808,276,26,38,1987.13
2068,20231223,4,47,31,6906.59
2069,20231108,416,6,19,1447.39
2070,20240922,651,39,31,1246.72
2071,20241019,126,29,26,2316.07
2072,20251126,344,34,25,1677.69
2073,20231207,524,43,24,2625.98
2074,20240702,205,29,32,1969.21
2075,20250920,194,55,24,6998.33
2076,20231022,212,56,24,277.14
2077,20240531,529,27,31,1799.82
2078,20260531,218,34,32,3855.21
2079,20250205,704,40,31,429.29
2080,20260521,195,14,29,6100.58
2081,20250402,616,52,26,5602.51
2082,20260528,658,30,25,4250.54
2083,20230416,766,11,29,5077.08
2084,20250808,477,34,31,4886.83
2085,20240607,157,59,22,284.95
2086,20240701,457,39,21,747.95
2087,20230516,567,11,22,4103.56
2088,20230827,186,2,25,4166.83
2089,20260408,227,26,42,9635.39
2090,20240430,194,24,29,7498.48
2091,20231104,242,2,32,4768.31
2092,20240416,594,13,31,2502.32
2093,20241029,770,46,32,2209.29
2094,20230916,619,38,28,1914.67
2095,20240307,782,17,24,1878.72
2096,20260220,89,11,24,1677.53
2097,20250210,43,13,26,3076.81
2098,20241225,706,17,16,1665.19
2099,20230412,285,33,30,4413.33
2100,20241107,767,55,32,889.33
2101,20260225,359,56,24,2464.27
2102,20230528,286,24,33,8617.12
2103,20230506,652,22,28,2869.29
2104,20230528,308,16,25,6330.51
2105,20240430,444,8,31,5428.04
2106,20250324,175,6,25,4492.84
2107,20241003,184,24,32,8047.18
2108,20240523,394,43,19,2538.1
2109,20230214,411,19,30,1429.06
2110,20250507,590,58,16,887.09
2111,20230330,534,38,25,1975.53
2112,20231222,147,58,27,1219.89
2113,20230512,361,52,33,5585.84
2114,20251219,662,2,11,1364.7
2115,20230803,337,41,19,3830.86
2116,20240108,709,33,29,742.93
2117,20240216,487,47,26,741.23
2118,20230128,566,34,26,1363.3
2119,20240911,403,12,18,2796.81
2120,20260123,41,15,23,4202.41
2121,20240308,712,19,24,2081.34
2122,20250627,499,53,24,5578.42
2123,20250620,18,11,25,1023.76
2124,20251228,710,35,35,1127.79
2125,20240917,435,41,19,3058.98
2126,20250108,620,55,22,2888.61
2127,20230814,680,59,28,5774.43
2128,20251212,616,19,27,5517.7
2129,20250306,30,7,36,9146.7
2130,20240107,619,5,23,1704.01
2131,20250219,542,3,20,1357.78
2132,20251207,711,60,18,1297.9
2133,20231226,279,24,28,6835.52
2134,20260302,553,14,29,1868.66
2135,20231023,572,15,20,1289.39
2136,20240415,733,53,32,6203.21
2137,20250501,90,43,35,6684.74
2138,20230718,383,13,39,1882.56
2139,20230217,69,42,27,3828.09
2140,20250828,789,2,26,9319.91
2141,20230909,26,44,31,8596.61
2142,20241125,443,1,19,4589.25
2143,20260224,529,57,30,1677.41
2144,20260321,336,25,21,6391.6
2145,20230413,700,17,29,3509.21
2146,20230903,609,29,31,5769.57
2147,20260415,529,26,29,1681.55
2148,20230910,46,56,25,5542.61
2149,20250109,357,57,23,592.06
2150,20230521,415,7,30,1965.78
2151,20230226,341,15,22,794.49
2152,20250317,534,14,17,1774.68
2153,20260620,644,8,24,6821.88
2154,20230309,59,37,26,1584.44
2155,20250922,192,24,27,3157.76
2156,20250102,290,54,23,5208.86
2157,20230818,12,11,25,5476.35
2158,20230529,10,53,26,1216.04
2159,20260509,132,56,27,2054.64
2160,20240906,535,13,24,3553.02
2161,20250120,182,15,24,2599.67
2162,20260420,159,28,24,2649.49
2163,20240601,536,29,21,3641.74
2164,20260321,164,59,28,8742.5
2165,20260523,249,6,33,724.2
2166,20231130,800,17,31,3269.19
2167,20241119,432,22,29,4852.58
2168,20260102,603,40,22,3667.14
2169,20250927,281,3,35,5083.54
2170,20241207,748,42,34,5771.62
2171,20251108,363,16,20,2070.32
2172,20240110,47,51,17,2250.81
2173,20240316,463,30,21,2618.37
2174,20250928,50,4,21,4298.95
2175,20251120,22,34,27,1771.1
2176,20260602,415,19,21,1295.0
2177,20230401,293,18,28,7676.84
2178,20260413,158,52,26,1637.59
2179,20250126,10,15,26,918.88
2180,20231021,368,43,29,2970.37
2181,20260105,614,44,20,167.37
2182,20241024,95,48,16,1095.7
2183,20230725,558,51,26,3677.97
2184,20231208,310,37,25,1514.14
2185,20231121,45,26,24,5075.43
2186,20260227,534,3,26,1665.15
2187,20241102,319,47,28,6326.81
2188,20260115,697,40,22,3267.73
2189,20260330,540,48,28,8271.26
2190,20260516,683,23,31,11017.9
2191,20230902,17,24,36,6841.67
2192,20260506,305,52,32,4546.34
2193,20241012,137,47,22,314.56
2194,20250207,659,43,32,4429.06
2195,20260304,709,14,26,866.45
2196,20250825,267,38,29,2917.17
2197,20230118,605,4,27,3518.92
2198,20251113,585,23,22,2991.9
2199,20240111,232,59,16,3437.26
2200,20240916,248,11,27,5167.98
2201,20260311,97,51,18,3183.18
2202,20260111,410,23,25,1964.21
2203,20250303,711,21,24,1829.17
2204,20230217,434,21,22,2562.31
2205,20230624,363,2,27,2657.17
2206,20250628,105,53,26,8777.83
2207,20251127,772,54,28,5356.28
2208,20240403,583,18,32,3783.45
2209,20230809,212,19,28,362.83
2210,20250509,494,46,39,11099.95
2211,20250622,263,31,27,2214.25
2212,20250704,411,45,32,1254.72
2213,20240924,597,54,20,155.76
2214,20240319,753,55,22,6244.23
2215,20250504,369,60,20,1583.5
2216,20250324,391,58,25,1341.92
2217,20230717,325,52,27,4683.64
2218,20260504,2,52,21,1770.56
2219,20230626,238,50,21,2906.46
2220,20240906,402,18,33,462.46
2221,20230206,662,25,31,3682.02
2222,20230621,348,54,27,4419.08
2223,20260407,484,19,27,305.81
2224,20260531,339,54,28,2899.06
2225,20251113,659,32,28,3958.87
2226,20251220,364,21,26,1286.77
2227,20241206,343,13,31,471.15
2228,20231109,434,37,31,3602.06
2229,20230510,258,20,26,697.99
2230,20260329,111,42,21,4585.24
2231,20240507,719,60,18,1065.77
2232,20240526,72,26,28,2628.09
2233,20240224,366,21,30,9849.85
2234,20231218,565,26,27,859.84
2235,20250810,318,43,35,1202.29
2236,20240819,244,21,28,8541.16
2237,20260322,800,31,36,4685.65
2238,20230708,607,30,22,2452.83
2239,20240930,548,12,25,3883.54
2240,20241121,79,52,25,4905.36
2241,20240319,245,44,28,2798.19
2242,20250318,480,34,40,10590.92
2243,20240112,592,15,25,2997.86
2244,20250108,436,59,27,6405.38
2245,20241006,553,43,26,1499.57
2246,20250421,345,36,27,5454.91
2247,20240121,345,36,36,7273.22
2248,20231003,43,32,31,3617.67
2249,20230629,534,21,30,2860.19
2250,20260303,668,27,40,3789.98
2251,20240426,733,39,26,3343.05
2252,20230508,386,26,25,3609.73
2253,20230216,709,24,19,557.25
2254,20231211,338,44,24,3972.03
2255,20231016,619,14,26,2348.75
2256,20230516,11,4,22,966.17
2257,20250217,731,26,33,11007.5
2258,20241109,176,17,31,3656.04
2259,20250130,585,51,18,1722.07
2260,20250810,72,29,30,2682.93
2261,20240802,379,19,24,5402.43
2262,20230904,11,26,32,1365.29
2263,20240331,220,54,19,3562.17
2264,20240711,245,26,31,3146.15
2265,20260206,38,60,23,680.63
2266,20230813,694,22,19,778.22
2267,20240729,735,10,33,3156.64
2268,20230717,791,28,26,4738.22
2269,20240630,233,42,23,2373.93
2270,20241125,613,52,26,929.92
2271,20260331,622,43,25,2031.27
2272,20260622,559,42,28,1084.98
2273,20240902,97,32,20,5154.4
2274,20240207,457,50,26,935.47
2275,20250503,566,5,36,2324.66
2276,20250118,608,37,26,2282.52
2277,20230819,558,3,22,3043.09
2278,20230411,66,54,29,4727.92
2279,20230828,468,44,19,5196.73
2280,20230724,734,58,23,702.85
2281,20230819,316,25,28,5677.39
2282,20260611,351,32,22,6554.95
2283,20230428,733,52,30,5075.48
2284,20230403,516,32,19,1233.18
2285,20240617,349,17,34,7773.19
2286,20241108,492,47,30,2421.6
2287,20240512,290,23,31,8342.64
2288,20240704,51,32,22,1510.56
2289,20240416,290,48,21,6078.89
2290,20230619,758,35,31,6676.56
2291,20231012,107,18,28,1674.46
2292,20241113,185,55,31,3972.6
2293,20250614,87,58,26,4442.71
