AdvertisingKey,DateKey,ProductKey,CampaignType,Impressions,Clicks,AdSpend,AdSales
3192,20230626,663,Sponsored Brands,518,2,1.86,7.69
3193,20250823,203,Sponsored Products,1606,22,34.25,155.64
3194,20250801,253,Sponsored Products,511,4,6.3,25.07
3195,20230615,376,Sponsored Display,477,3,1.71,7.18
3196,20250222,441,Sponsored Products,1051,6,7.67,18.98
3197,20230716,558,Sponsored Brands,1023,11,16.7,100.7
3198,20230831,386,DSP,5722,104,128.93,675.15
3199,20250603,701,DSP,1936,31,41.74,78.71
3200,20251213,329,Sponsored Brands,1338,23,24.53,89.09
3201,20230412,183,Sponsored Display,1303,4,6.38,34.44
3202,20251010,303,Sponsored Products,1209,9,5.6,9.15
3203,20230322,105,Sponsored Products,1038,9,15.5,85.29
3204,20241231,636,Sponsored Products,3774,49,72.88,249.48
3205,20260120,504,Sponsored Products,594,1,1.17,2.51
3206,20241025,188,Sponsored Products,1234,6,7.95,20.7
3207,20230815,585,Sponsored Display,1194,9,11.54,21.06
3208,20240305,336,Sponsored Brands,1982,17,19.61,45.0
3209,20260612,653,Sponsored Brands,938,4,4.74,12.9
3210,20230416,198,Sponsored Brands,566,10,10.06,32.16
3211,20241005,347,DSP,2424,31,33.78,159.49
3212,20230508,493,Sponsored Display,261,4,5.05,7.66
3213,20260108,454,Sponsored Products,3078,29,51.58,155.57
3214,20240401,800,Sponsored Products,850,10,8.86,53.21
3215,20230102,299,Sponsored Products,1388,20,12.01,46.47
3216,20240812,83,Sponsored Products,2484,27,40.25,183.41
3217,20231221,535,Sponsored Products,880,7,5.31,17.96
3218,20250429,419,Sponsored Products,1265,4,5.77,26.62
3219,20250819,261,Sponsored Products,1358,16,18.67,88.53
3220,20241223,618,Sponsored Brands,776,14,15.35,93.42
3221,20231119,139,Sponsored Products,5543,94,130.49,612.55
3222,20250601,155,Sponsored Products,313,5,4.88,15.84
3223,20240307,330,Sponsored Products,2477,13,21.75,36.77
3224,20240111,92,Sponsored Display,1048,6,7.14,19.92
3225,20240808,778,Sponsored Display,2224,31,42.92,204.16
3226,20240213,405,DSP,179,0,0.0,0.0
3227,20230721,245,Sponsored Display,2247,18,15.75,52.93
3228,20260223,650,Sponsored Display,572,11,17.19,66.04
3229,20230125,130,Sponsored Products,3677,41,19.59,94.45
3230,20250108,43,DSP,2285,20,30.51,121.55
3231,20241214,665,Sponsored Products,1742,31,37.8,57.07
3232,20250425,355,Sponsored Products,279,5,8.82,24.25
3233,20241207,560,Sponsored Brands,1128,19,15.55,70.15
3234,20251126,453,DSP,1866,35,42.04,99.43
3235,20251020,148,Sponsored Display,3988,77,135.14,834.14
3236,20230301,733,Sponsored Brands,2381,45,71.76,337.14
3237,20260611,290,Sponsored Brands,2228,11,14.48,42.19
3238,20230502,604,Sponsored Brands,1365,4,4.77,13.84
3239,20230504,333,Sponsored Products,3682,53,34.84,112.2
3240,20230613,658,Sponsored Products,425,6,6.4,36.33
3241,20251231,360,Sponsored Display,2090,6,6.37,40.74
3242,20240326,652,Sponsored Brands,336,1,1.52,2.42
3243,20250805,233,Sponsored Display,3880,63,66.73,258.84
3244,20230401,444,Sponsored Brands,2771,33,49.14,309.05
3245,20240805,133,Sponsored Brands,1372,22,15.39,94.81
3246,20230816,445,Sponsored Display,347,1,0.53,1.26
3247,20260325,403,Sponsored Products,2185,37,53.76,286.25
3248,20240305,426,Sponsored Products,2261,8,8.3,32.43
3249,20230615,537,Sponsored Products,3718,26,28.96,113.16
3250,20250906,784,Sponsored Products,140,0,0.0,0.0
3251,20230618,672,Sponsored Products,1681,9,6.8,21.45
3252,20240530,184,Sponsored Products,2477,14,17.12,45.36
3253,20250529,190,DSP,1050,16,11.57,50.25
3254,20230604,34,Sponsored Brands,335,1,0.9,3.13
3255,20260409,287,Sponsored Brands,757,9,11.47,19.45
3256,20250422,565,DSP,799,15,14.89,38.83
3257,20230613,695,Sponsored Products,618,7,10.4,43.61
3258,20240513,361,Sponsored Products,1562,16,26.52,169.23
3259,20240225,772,DSP,1377,19,26.5,167.38
3260,20250617,338,Sponsored Products,1057,16,6.73,32.99
3261,20240801,1,Sponsored Products,188,0,0.0,0.0
3262,20250123,386,Sponsored Brands,1447,23,13.41,81.85
3263,20251130,199,Sponsored Display,1708,25,38.61,132.96
3264,20241216,85,Sponsored Display,705,13,13.71,20.68
3265,20241228,511,DSP,568,8,5.76,14.52
3266,20231206,536,Sponsored Products,1114,14,23.11,57.25
3267,20251017,366,Sponsored Products,2334,11,5.03,32.19
3268,20250731,198,Sponsored Display,761,2,1.83,8.33
3269,20260222,139,Sponsored Brands,3590,15,6.99,33.49
3270,20260226,494,DSP,3416,50,75.35,298.82
3271,20250828,462,Sponsored Products,225,1,1.64,9.59
3272,20241201,90,Sponsored Products,1020,18,30.07,55.84
3273,20251007,356,Sponsored Brands,1187,19,22.66,124.46
3274,20251112,238,Sponsored Products,1995,9,9.7,27.92
3275,20250117,391,Sponsored Products,2781,36,51.02,291.87
3276,20230730,57,Sponsored Products,2199,11,13.47,83.37
3277,20241021,5,Sponsored Display,2317,40,41.03,75.9
3278,20231106,610,Sponsored Products,785,11,6.23,30.01
3279,20230325,42,Sponsored Products,5743,73,128.78,506.71
3280,20240416,4,Sponsored Brands,1478,9,13.68,68.51
3281,20250129,205,Sponsored Brands,1033,19,26.78,120.32
3282,20250701,331,Sponsored Products,418,2,1.52,9.09
3283,20260420,592,Sponsored Products,3626,34,57.61,366.03
3284,20251213,119,DSP,1164,12,21.51,40.81
3285,20260611,553,Sponsored Products,4538,27,36.08,170.63
3286,20240422,375,Sponsored Products,1092,4,3.81,20.54
3287,20250518,547,Sponsored Display,2060,11,14.44,41.61
3288,20240316,411,Sponsored Products,394,4,2.61,10.47
3289,20250618,408,Sponsored Brands,177,2,2.35,12.08
3290,20240121,649,Sponsored Display,426,5,2.89,10.17
3291,20250115,593,Sponsored Products,1995,24,42.39,212.67
3292,20260222,487,DSP,2027,16,26.2,152.73
3293,20250423,734,Sponsored Products,1761,28,25.81,104.07
3294,20250913,457,Sponsored Brands,1094,17,14.44,73.93
3295,20250817,129,Sponsored Products,430,1,1.3,7.57
3296,20251027,201,Sponsored Brands,90,0,0.0,0.0
3297,20250323,343,Sponsored Products,1261,13,7.3,23.17
3298,20241224,295,Sponsored Products,615,4,5.8,18.46
3299,20250126,90,Sponsored Products,1669,33,57.16,131.55
3300,20230521,30,Sponsored Products,2586,37,43.7,164.84
3301,20231125,799,DSP,2767,28,12.55,31.55
3302,20250906,784,Sponsored Products,292,5,3.38,11.38
3303,20230421,112,Sponsored Products,1452,9,10.96,27.46
3304,20230110,148,Sponsored Brands,1143,21,28.03,120.78
3305,20250110,359,Sponsored Brands,1325,15,14.57,29.23
3306,20230511,689,Sponsored Products,1430,14,7.05,43.94
3307,20240530,342,Sponsored Products,1423,14,8.62,47.95
3308,20240903,133,Sponsored Display,2257,12,6.05,32.79
3309,20260517,359,Sponsored Products,810,4,5.88,19.02
3310,20240503,561,Sponsored Brands,1879,16,19.33,52.19
3311,20260625,428,Sponsored Display,876,8,9.12,24.27
3312,20250321,169,DSP,432,5,3.36,9.94
3313,20231206,564,Sponsored Brands,373,1,1.76,6.97
3314,20240331,766,Sponsored Products,1691,15,21.18,35.71
3315,20251026,522,Sponsored Products,426,5,2.44,13.21
3316,20260523,118,Sponsored Products,2772,38,21.95,84.91
3317,20240626,789,Sponsored Products,1974,36,34.85,199.48
3318,20250604,86,Sponsored Display,545,3,2.33,10.58
3319,20230118,467,DSP,430,8,12.85,67.34
3320,20230910,352,Sponsored Display,1456,8,12.17,25.52
3321,20250929,173,DSP,1501,29,33.84,211.98
3322,20260114,350,DSP,989,18,28.97,97.74
3323,20240411,467,Sponsored Products,500,9,8.03,17.57
3324,20240915,640,Sponsored Brands,1507,29,28.97,128.26
3325,20250227,312,Sponsored Display,516,7,8.9,51.64
3326,20251208,251,Sponsored Products,313,4,6.15,14.62
3327,20240313,242,Sponsored Display,792,4,4.05,6.27
3328,20240421,285,Sponsored Display,1594,7,7.79,28.93
3329,20230928,560,Sponsored Products,729,7,4.71,24.47
3330,20230228,82,Sponsored Brands,1447,9,11.87,57.14
3331,20240220,768,Sponsored Brands,3358,37,59.46,383.65
3332,20250421,799,Sponsored Products,1629,15,14.96,80.82
3333,20240514,394,Sponsored Brands,1029,17,30.11,74.78
3334,20250124,491,Sponsored Brands,3232,41,19.09,59.17
3335,20250607,530,Sponsored Display,2308,38,62.33,191.99
3336,20260207,769,Sponsored Display,1923,29,49.42,253.63
3337,20251127,421,Sponsored Display,578,2,3.11,10.25
3338,20250222,8,DSP,5008,99,94.23,445.51
3339,20240505,500,Sponsored Brands,1228,6,6.96,19.92
3340,20230726,83,Sponsored Products,696,10,7.74,48.76
3341,20240617,691,Sponsored Products,1493,20,8.41,27.48
3342,20230731,490,Sponsored Products,2086,38,19.02,98.06
3343,20250110,139,Sponsored Products,1294,12,12.36,22.03
3344,20230318,468,Sponsored Brands,1028,18,18.96,45.85
3345,20230221,137,Sponsored Display,1943,26,43.16,92.78
3346,20240420,356,Sponsored Products,1232,22,37.63,211.7
3347,20230427,704,Sponsored Display,838,8,9.93,62.28
3348,20250226,312,Sponsored Brands,275,4,3.39,15.01
3349,20230830,34,Sponsored Brands,3202,49,26.03,112.38
3350,20260104,274,Sponsored Brands,1769,15,16.51,72.6
3351,20230820,550,Sponsored Products,2148,38,23.77,78.62
3352,20230311,491,Sponsored Brands,1549,25,15.66,35.58
3353,20240704,740,Sponsored Products,1978,25,38.6,175.07
3354,20240722,331,DSP,1682,22,29.59,144.33
3355,20231003,598,Sponsored Display,1172,22,31.0,92.58
3356,20241206,662,Sponsored Brands,904,11,19.76,76.6
3357,20241224,578,Sponsored Products,1892,11,10.44,28.4
3358,20260107,731,Sponsored Brands,338,2,1.72,9.24
3359,20230925,352,Sponsored Products,1676,29,47.74,158.37
3360,20240130,93,Sponsored Products,2157,29,14.88,33.59
3361,20230210,373,Sponsored Display,1195,10,16.21,85.27
3362,20251001,324,Sponsored Brands,268,1,1.31,5.28
3363,20240112,43,Sponsored Products,1395,17,15.24,29.12
3364,20230204,169,Sponsored Products,4270,18,24.42,40.8
3365,20241109,190,Sponsored Products,1127,19,22.44,127.45
3366,20240325,214,Sponsored Brands,2181,37,61.65,180.45
3367,20231115,425,Sponsored Products,753,2,2.93,9.56
3368,20250927,106,Sponsored Brands,4157,80,120.31,392.9
3369,20260116,236,Sponsored Brands,782,8,14.08,75.45
3370,20241214,242,Sponsored Products,2519,38,46.64,288.25
3371,20251006,411,Sponsored Brands,1419,14,17.14,99.89
3372,20230118,548,Sponsored Products,1568,8,3.4,21.94
3373,20250626,750,DSP,125,1,0.83,2.78
3374,20251017,788,Sponsored Products,2239,39,39.95,95.35
3375,20250820,37,Sponsored Display,2502,10,17.64,78.41
3376,20260428,714,Sponsored Brands,1913,25,42.99,226.81
3377,20241225,362,Sponsored Brands,1427,5,5.69,16.59
3378,20250818,89,Sponsored Products,2671,39,22.62,121.59
3379,20230508,64,Sponsored Products,1587,27,45.77,96.46
3380,20230420,350,Sponsored Products,2366,8,7.16,35.69
3381,20230511,167,Sponsored Brands,700,13,22.06,113.75
3382,20240118,95,Sponsored Products,2140,36,53.47,209.13
3383,20230403,752,Sponsored Brands,1004,8,14.2,70.27
3384,20260302,331,Sponsored Products,593,8,8.79,43.52
3385,20230503,714,Sponsored Products,936,7,10.23,44.41
3386,20230622,759,Sponsored Products,1158,16,26.85,148.08
3387,20240122,276,Sponsored Products,1312,6,3.78,14.53
3388,20260227,54,DSP,886,7,8.37,19.16
3389,20241025,653,Sponsored Products,981,13,13.09,20.91
3390,20260417,732,Sponsored Products,2432,19,9.52,35.86
3391,20250112,151,Sponsored Brands,3128,37,45.05,285.52
3392,20240718,314,Sponsored Display,168,2,1.8,7.68
3393,20230314,592,Sponsored Products,703,10,11.62,22.46
3394,20260528,779,Sponsored Brands,1089,12,11.15,43.74
3395,20230929,728,Sponsored Brands,603,3,4.06,13.23
3396,20250824,154,Sponsored Products,821,11,9.2,45.32
3397,20230425,670,Sponsored Display,249,1,0.67,1.36
3398,20260226,619,Sponsored Products,2234,20,35.98,186.36
3399,20250818,347,Sponsored Products,599,3,5.05,19.99
3400,20230220,231,Sponsored Brands,1242,9,7.02,21.02
3401,20260208,399,Sponsored Products,836,9,5.65,25.43
3402,20230927,12,Sponsored Products,1028,19,23.61,109.81
3403,20240903,66,Sponsored Display,315,3,3.5,7.04
3404,20230120,749,Sponsored Products,717,6,8.0,45.89
3405,20230730,709,Sponsored Products,1345,26,12.38,59.34
3406,20250129,592,Sponsored Brands,2396,37,45.59,122.69
3407,20240528,4,Sponsored Display,4778,57,67.38,417.68
3408,20250622,300,Sponsored Brands,978,19,16.29,58.83
3409,20251202,405,Sponsored Brands,1144,13,19.71,55.35
3410,20251023,443,DSP,2074,39,27.21,109.14
3411,20250831,717,DSP,151,1,0.62,1.96
3412,20250115,608,Sponsored Brands,3044,51,84.7,262.17
3413,20240501,124,Sponsored Brands,580,9,9.96,43.57
3414,20240721,521,DSP,3070,19,29.28,100.58
3415,20260425,789,Sponsored Products,914,15,21.2,130.86
3416,20250706,249,DSP,814,13,12.22,34.13
3417,20231125,709,Sponsored Brands,1353,4,5.42,34.03
3418,20250129,790,Sponsored Products,544,9,9.6,62.12
3419,20250701,532,Sponsored Products,334,2,3.46,15.6
3420,20230408,72,Sponsored Display,463,4,6.85,31.36
3421,20251225,768,Sponsored Brands,291,4,6.47,38.91
3422,20230511,243,Sponsored Products,873,7,11.58,55.22
3423,20250731,209,Sponsored Products,1301,15,9.41,56.28
3424,20251225,319,Sponsored Products,1082,6,6.15,20.8
3425,20241114,18,Sponsored Products,4130,41,35.62,101.97
3426,20250929,253,Sponsored Brands,652,8,12.38,70.18
3427,20230327,723,Sponsored Products,1883,25,28.74,103.04
3428,20240929,229,Sponsored Products,2483,31,24.72,58.85
3429,20251006,317,Sponsored Products,1195,11,8.77,47.04
3430,20260518,93,Sponsored Products,568,5,6.52,9.82
3431,20240528,388,Sponsored Display,3093,53,37.76,171.91
3432,20230817,5,Sponsored Products,286,1,0.65,3.83
3433,20240613,525,Sponsored Brands,727,9,6.17,37.04
3434,20240227,567,Sponsored Brands,2939,24,16.23,52.92
3435,20230327,251,Sponsored Brands,3042,22,18.0,98.7
3436,20250112,2,Sponsored Products,2474,31,23.22,149.68
3437,20241216,553,Sponsored Products,7395,137,183.08,808.48
3438,20240517,645,Sponsored Products,1634,8,9.92,54.75
3439,20240710,256,Sponsored Products,2918,53,68.78,329.53
3440,20251223,445,Sponsored Display,5700,19,10.01,37.73
3441,20240225,456,Sponsored Products,1221,22,28.37,91.38
3442,20250109,536,Sponsored Products,544,5,7.21,43.63
3443,20240723,111,Sponsored Brands,3543,25,29.85,176.34
3444,20231225,95,Sponsored Products,1024,16,12.8,78.47
3445,20241102,163,Sponsored Display,1195,11,12.21,60.92
3446,20251101,691,Sponsored Products,1444,12,18.64,51.36
3447,20231202,683,Sponsored Brands,345,4,1.85,11.11
3448,20240602,575,Sponsored Products,572,8,9.76,37.25
3449,20231113,26,Sponsored Products,915,2,2.07,11.01
3450,20231210,599,Sponsored Products,612,9,7.91,45.23
3451,20230812,634,DSP,900,14,17.76,39.44
3452,20250921,157,Sponsored Products,1036,5,6.83,39.5
3453,20240908,678,Sponsored Products,185,2,2.63,5.33
3454,20260519,675,Sponsored Products,3438,62,96.59,382.01
3455,20250609,189,Sponsored Brands,972,11,14.35,68.96
3456,20250617,630,Sponsored Display,4369,23,28.76,169.51
3457,20260422,725,Sponsored Products,3217,14,6.02,30.87
3458,20240723,559,Sponsored Products,528,8,12.13,69.78
3459,20240926,153,Sponsored Products,853,8,12.14,26.25
3460,20240330,360,Sponsored Products,1783,31,33.28,74.49
3461,20230224,180,Sponsored Products,1531,18,26.89,126.88
3462,20230305,432,Sponsored Products,1998,28,47.06,101.3
3463,20230427,629,Sponsored Display,1476,26,21.11,104.51
3464,20240218,616,Sponsored Display,3857,27,20.79,130.89
3465,20260303,42,DSP,409,3,3.25,13.86
3466,20251223,387,DSP,6640,108,114.02,646.69
3467,20230201,418,Sponsored Brands,1788,23,30.7,110.95
3468,20230923,81,DSP,1703,24,34.27,89.48
3469,20241114,105,Sponsored Brands,1430,5,4.47,24.96
3470,20241025,58,Sponsored Brands,297,2,2.21,14.3
3471,20240228,583,Sponsored Products,1183,7,12.41,46.28
3472,20260220,775,Sponsored Display,3628,53,53.09,158.0
3473,20240629,495,Sponsored Products,1425,14,9.74,51.19
3474,20240405,715,Sponsored Products,1045,8,10.8,46.91
3475,20260304,577,Sponsored Brands,1807,33,28.73,51.92
3476,20260308,658,Sponsored Brands,4350,33,29.97,128.92
3477,20251025,677,DSP,1138,11,18.82,99.05
3478,20251206,785,Sponsored Products,345,1,0.86,4.52
3479,20250408,569,Sponsored Brands,231,1,1.18,3.79
3480,20260530,516,Sponsored Products,1495,17,30.22,63.56
3481,20230116,727,Sponsored Products,1051,5,6.71,23.39
3482,20230504,529,Sponsored Products,777,3,3.38,16.38
3483,20240709,418,Sponsored Products,300,2,3.1,19.79
3484,20230527,27,DSP,2124,9,4.3,25.12
3485,20251213,42,DSP,2634,19,9.58,39.68
3486,20230106,109,DSP,1247,9,4.83,20.03
3487,20230610,289,Sponsored Brands,372,1,1.66,7.4
3488,20240628,613,Sponsored Brands,1816,25,12.73,50.08
3489,20260513,593,Sponsored Brands,2336,37,46.17,175.63
3490,20260501,54,Sponsored Products,1405,22,13.42,26.83
3491,20250516,366,Sponsored Products,2373,28,13.98,36.32
3492,20260324,157,Sponsored Brands,2036,8,5.66,12.01
3493,20260206,138,Sponsored Brands,1099,3,2.45,12.87
3494,20260528,717,DSP,1812,27,18.07,42.44
3495,20230212,737,Sponsored Products,1512,15,20.78,65.9
3496,20260602,420,Sponsored Products,301,2,1.67,5.99
3497,20230807,230,Sponsored Products,1107,5,4.06,10.83
3498,20231030,34,Sponsored Brands,1779,6,9.85,51.69
3499,20250220,779,Sponsored Products,1863,21,35.34,191.29
3500,20250705,240,Sponsored Products,3129,12,9.6,57.71
3501,20231023,340,Sponsored Brands,3904,47,28.9,148.26
3502,20240926,301,Sponsored Products,2327,24,42.42,262.35
3503,20230911,256,Sponsored Products,1838,17,13.14,66.72
3504,20241001,705,Sponsored Products,1167,17,27.97,133.44
3505,20250928,247,Sponsored Display,2694,29,27.44,165.63
3506,20250512,365,Sponsored Products,1787,6,5.38,18.6
3507,20241211,444,Sponsored Products,1531,29,22.54,51.47
3508,20240909,665,Sponsored Products,2514,27,33.54,116.64
3509,20241127,788,Sponsored Brands,2693,46,57.13,345.25
3510,20251216,91,Sponsored Brands,8067,125,159.97,793.31
3511,20230520,287,Sponsored Products,3097,45,35.21,210.43
3512,20230510,729,DSP,1967,26,29.64,175.0
3513,20240715,310,Sponsored Brands,2327,43,27.52,140.21
3514,20241217,213,Sponsored Brands,7843,24,27.94,85.48
3515,20230110,326,Sponsored Brands,1347,11,6.37,24.14
3516,20250925,771,Sponsored Brands,699,3,1.72,7.99
3517,20250706,117,Sponsored Products,1563,23,18.3,69.58
3518,20241110,372,DSP,1880,10,11.95,39.2
3519,20230310,696,Sponsored Brands,1720,26,18.59,48.55
3520,20230524,524,Sponsored Display,344,5,6.94,18.57
3521,20231104,684,DSP,1484,17,8.13,24.07
3522,20250625,524,Sponsored Brands,980,10,4.22,7.01
3523,20230714,786,DSP,944,16,20.07,125.9
3524,20250615,776,Sponsored Products,1172,22,32.05,177.52
3525,20260428,713,Sponsored Display,2148,23,13.22,33.89
3526,20260519,281,Sponsored Display,6565,120,191.9,712.66
3527,20231227,90,Sponsored Products,1515,25,19.65,123.4
3528,20260316,715,Sponsored Brands,1099,11,8.1,12.7
3529,20240422,562,Sponsored Products,2999,39,49.63,215.3
3530,20251230,314,Sponsored Products,541,2,1.48,3.99
3531,20231004,184,Sponsored Display,497,2,1.38,5.61
3532,20250604,290,Sponsored Products,1674,29,48.27,175.14
3533,20240914,220,Sponsored Products,2828,9,15.6,33.01
3534,20240524,419,Sponsored Products,1743,25,27.89,108.58
3535,20230227,608,Sponsored Brands,1611,29,19.99,99.2
3536,20230913,138,Sponsored Brands,907,4,4.24,7.37
3537,20250326,574,Sponsored Products,3784,12,12.17,58.37
3538,20250420,800,Sponsored Brands,1616,21,33.82,173.79
3539,20240519,655,Sponsored Brands,1521,21,37.54,219.59
3540,20251119,775,Sponsored Brands,1198,11,17.21,74.23
3541,20250107,738,Sponsored Brands,1348,23,21.38,127.52
3542,20231111,456,DSP,416,5,4.89,10.9
3543,20231024,624,Sponsored Display,1220,21,35.16,175.22
3544,20230327,398,Sponsored Display,1553,30,23.49,36.24
3545,20240409,460,Sponsored Products,1537,6,4.32,10.52
3546,20241214,781,Sponsored Products,1899,9,7.53,12.5
3547,20250624,216,Sponsored Products,1217,21,36.43,213.32
3548,20251205,143,Sponsored Brands,916,13,5.24,11.18
3549,20250627,516,Sponsored Display,921,5,5.5,24.1
3550,20241117,468,Sponsored Brands,323,1,0.59,1.3
3551,20230303,362,DSP,503,6,2.87,11.91
3552,20241123,654,Sponsored Products,2799,36,45.92,232.28
3553,20260520,312,Sponsored Brands,796,3,4.31,18.74
3554,20260129,340,Sponsored Display,1537,28,41.86,193.14
3555,20230116,557,Sponsored Products,1115,15,13.78,40.61
3556,20240326,328,Sponsored Brands,1624,28,22.6,69.97
3557,20230819,718,Sponsored Products,2955,19,22.98,146.66
3558,20260508,516,Sponsored Display,1202,3,2.49,5.67
3559,20240507,744,Sponsored Products,74,1,0.92,1.4
3560,20240511,731,Sponsored Brands,1445,17,22.53,39.98
3561,20250113,584,Sponsored Products,678,3,2.12,11.42
3562,20250418,34,Sponsored Display,411,3,3.25,12.47
3563,20260626,502,Sponsored Display,1025,14,14.1,31.69
3564,20260213,112,Sponsored Display,1328,12,21.01,98.1
3565,20251104,584,Sponsored Products,1188,14,18.74,85.84
3566,20230310,276,Sponsored Display,1152,20,12.54,69.55
3567,20260613,195,Sponsored Products,679,3,5.19,31.08
3568,20250325,784,Sponsored Display,2122,36,14.52,28.19
3569,20230819,236,Sponsored Products,1710,33,48.64,142.09
3570,20250829,162,Sponsored Products,2460,9,11.44,72.21
3571,20260113,712,Sponsored Brands,912,18,18.15,48.51
3572,20251201,711,Sponsored Products,2124,39,65.56,343.35
3573,20250609,753,DSP,1994,32,23.01,83.26
3574,20250921,26,Sponsored Brands,1012,7,8.42,13.67
3575,20241231,388,Sponsored Products,491,5,2.82,14.25
3576,20230101,790,Sponsored Products,1645,23,11.88,45.56
3577,20240719,93,Sponsored Products,2354,23,36.67,121.31
3578,20241116,521,Sponsored Products,481,7,10.05,56.04
3579,20230412,437,Sponsored Products,118,0,0.0,0.0
3580,20260412,413,Sponsored Brands,2760,39,34.75,114.75
3581,20260414,779,Sponsored Products,3080,13,12.34,55.34
3582,20230519,594,Sponsored Products,3827,40,39.18,117.07
3583,20250809,376,Sponsored Products,2357,14,14.41,52.71
3584,20231226,478,Sponsored Display,4189,79,131.53,632.06
3585,20250830,328,Sponsored Brands,5064,32,39.39,188.21
3586,20230514,12,Sponsored Brands,2142,18,22.04,42.92
3587,20230515,463,Sponsored Display,215,1,1.04,4.75
3588,20230708,550,Sponsored Products,2966,15,17.97,97.43
3589,20231208,215,Sponsored Brands,3393,64,67.36,197.66
3590,20230403,395,Sponsored Products,2819,19,7.8,20.28
3591,20240206,486,Sponsored Brands,1917,13,12.22,33.23
3592,20251112,103,Sponsored Brands,1143,15,12.18,61.87
3593,20260117,375,Sponsored Products,1685,33,22.42,96.24
3594,20260620,250,Sponsored Brands,1909,10,5.21,15.06
3595,20240320,781,DSP,811,3,2.22,5.35
3596,20251202,775,Sponsored Brands,1203,11,17.81,37.48
3597,20260228,194,Sponsored Display,2547,40,30.0,53.0
3598,20241112,234,Sponsored Display,2531,42,62.13,144.03
3599,20230127,660,Sponsored Products,1942,13,18.81,77.92
3600,20251101,668,DSP,583,6,6.77,36.38
3601,20250226,689,Sponsored Products,1210,15,25.0,63.03
3602,20260413,69,Sponsored Products,3323,45,36.83,131.99
3603,20231101,655,Sponsored Products,850,8,5.4,29.12
3604,20240423,707,Sponsored Brands,611,6,8.59,34.65
3605,20240212,147,Sponsored Products,2741,24,16.94,80.22
3606,20230704,639,Sponsored Products,1612,13,10.43,60.76
3607,20260428,228,DSP,3029,23,29.79,58.26
3608,20241008,690,Sponsored Brands,1427,11,19.26,84.58
3609,20250626,609,Sponsored Brands,333,6,7.36,34.92
3610,20250531,226,Sponsored Products,2344,39,45.92,96.69
3611,20230406,556,Sponsored Products,1880,16,26.17,47.94
3612,20240920,559,Sponsored Brands,3724,22,18.77,58.37
3613,20250111,257,DSP,1347,6,3.38,10.31
3614,20240229,169,Sponsored Brands,1320,11,16.64,33.48
3615,20260220,600,Sponsored Products,1415,14,10.85,31.8
3616,20250730,11,Sponsored Display,2345,19,28.57,113.47
3617,20260212,756,Sponsored Display,432,8,13.51,62.8
3618,20240620,445,Sponsored Products,1600,19,29.02,143.53
3619,20230602,513,DSP,2484,27,11.16,31.34
3620,20250304,488,Sponsored Products,880,11,8.71,18.4
3621,20251018,78,Sponsored Brands,614,9,13.6,34.41
3622,20260130,387,Sponsored Brands,1958,16,20.33,81.14
3623,20251213,321,Sponsored Brands,2530,26,36.49,133.06
3624,20230722,338,Sponsored Display,962,15,8.14,15.13
3625,20230525,788,Sponsored Display,282,4,6.3,25.15
3626,20250627,568,Sponsored Display,1173,14,24.56,42.98
3627,20251007,666,Sponsored Products,2001,34,37.57,219.57
3628,20230729,93,Sponsored Brands,1389,21,35.59,151.51
3629,20230114,504,Sponsored Display,1377,12,11.08,59.54
3630,20260609,666,Sponsored Display,1363,9,12.05,51.97
3631,20240307,278,Sponsored Display,298,3,1.92,3.08
3632,20240102,624,DSP,593,8,5.46,11.28
3633,20250218,357,Sponsored Products,1468,14,24.3,138.02
3634,20230814,628,Sponsored Products,1622,27,17.84,54.44
3635,20241126,438,DSP,1672,28,20.24,104.65
3636,20251202,346,Sponsored Brands,2649,34,33.6,156.36
3637,20230704,400,DSP,610,10,5.71,26.11
3638,20251210,359,Sponsored Products,1656,23,30.9,85.41
3639,20240708,227,Sponsored Display,1680,18,12.33,24.02
3640,20250228,34,Sponsored Brands,872,14,21.35,71.77
3641,20241218,227,Sponsored Products,2390,22,18.02,69.07
3642,20250523,291,DSP,4385,22,24.28,59.06
3643,20240922,1,Sponsored Products,850,12,14.92,71.95
3644,20250701,268,Sponsored Products,4977,27,21.78,81.19
3645,20241207,425,Sponsored Display,2766,40,36.53,113.93
3646,20241123,208,Sponsored Products,1664,15,13.72,84.63
3647,20230130,485,Sponsored Products,1142,9,15.35,50.14
3648,20241109,257,Sponsored Products,379,3,1.34,8.04
3649,20250530,51,Sponsored Products,646,12,19.6,58.86
3650,20250329,288,Sponsored Brands,1433,21,11.33,24.12
3651,20250806,175,Sponsored Products,716,7,3.69,17.55
3652,20231204,198,Sponsored Products,285,4,4.51,18.99
3653,20260429,185,DSP,1267,8,11.67,42.3
3654,20240112,236,Sponsored Products,923,4,4.12,16.24
3655,20230723,368,Sponsored Brands,568,5,5.81,26.12
3656,20230403,312,DSP,1194,18,11.49,60.9
3657,20250918,332,Sponsored Products,2950,19,26.75,96.41
3658,20241028,93,Sponsored Products,622,12,20.88,94.55
3659,20240316,222,Sponsored Display,2748,40,63.25,374.84
3660,20230509,2,Sponsored Brands,1776,22,38.63,62.67
3661,20250615,508,Sponsored Products,997,11,8.84,29.1
3662,20230812,83,Sponsored Products,2163,28,21.39,74.07
3663,20250120,427,Sponsored Products,1114,5,5.39,15.56
3664,20250505,26,Sponsored Products,1466,12,18.54,93.08
