ForecastKey,DateKey,ProductKey,ForecastUnits,ForecastRevenue,ActualUnits,ActualRevenue
632,20231101,234,132,42094.8,105,33484.5
633,20231101,636,132,18485.28,170,23806.8
634,20231101,133,102,16079.28,122,19232.08
635,20231101,800,179,24838.04,140,19426.4
636,20231101,761,170,68523.6,123,49578.84
637,20231101,89,118,9901.38,146,12250.86
638,20231101,280,127,5645.15,121,5378.45
639,20231101,435,111,25241.4,114,25923.6
640,20231101,291,159,28330.62,157,27974.26
641,20231101,312,126,25900.56,162,33300.72
642,20231101,456,131,28720.44,143,31351.32
643,20231101,563,115,4731.1,88,3620.32
644,20231101,122,121,23391.72,146,28224.72
645,20231101,733,119,25977.7,87,18992.1
646,20231101,61,134,1206.0,155,1395.0
647,20231101,509,165,14881.35,140,12626.6
648,20231101,401,130,24566.1,116,21920.52
649,20231101,340,109,28009.73,104,26724.88
650,20231101,569,131,41770.66,97,30929.42
651,20231101,278,116,29692.52,107,27388.79
652,20231101,146,129,24255.87,136,25572.08
653,20231101,383,109,6075.66,118,6577.32
654,20231101,350,168,32807.04,132,25776.96
655,20231101,745,126,27127.8,138,29711.4
656,20231101,151,150,67923.0,193,87394.26
657,20231101,658,136,37720.96,156,43268.16
658,20231101,404,168,41949.6,135,33709.5
659,20231101,363,147,16666.86,177,20068.26
660,20231101,384,116,6088.84,92,4829.08
661,20231201,257,152,23321.36,195,29918.85
662,20231201,386,184,33887.28,203,37386.51
663,20231201,91,142,27198.68,166,31795.64
664,20231201,366,138,53117.58,125,48113.75
665,20231201,243,129,3955.14,122,3740.52
666,20231201,417,138,33582.3,105,25551.75
667,20231201,639,153,31973.94,171,35735.58
668,20231201,92,112,27179.04,127,30819.09
669,20231201,486,111,22673.97,143,29210.61
670,20231201,792,125,17786.25,89,12663.81
671,20231201,385,128,10981.12,135,11581.65
672,20231201,507,122,32486.16,95,25296.6
673,20231201,752,121,10108.34,136,11361.44
674,20231201,695,148,32491.92,150,32931.0
675,20231201,119,156,52083.72,112,37393.44
676,20231201,344,161,17370.29,203,21901.67
677,20231201,528,159,58124.04,202,73843.12
678,20231201,374,179,59155.92,217,71714.16
679,20231201,48,135,10381.5,97,7459.3
680,20231201,690,158,20304.58,148,19019.48
681,20231201,774,148,14850.32,165,16556.1
682,20231201,658,136,37720.96,131,36334.16
683,20231201,82,96,28759.68,83,24865.14
684,20231201,505,148,21245.4,176,25264.8
685,20231201,155,128,21505.28,93,15624.93
686,20231201,347,129,7567.14,110,6452.6
687,20231201,470,108,20112.84,88,16388.24
688,20231201,361,147,32106.27,165,36037.65
689,20231201,339,164,24222.8,148,21859.6
690,20231201,728,146,3502.54,188,4510.12
691,20231201,194,131,41207.36,131,41207.36
692,20231201,176,124,19242.32,126,19552.68
693,20231201,556,160,54454.4,176,59899.84
694,20231201,761,177,71345.16,159,64089.72
695,20231201,229,114,19230.66,110,18555.9
696,20231201,348,140,32687.2,176,41092.48
697,20231201,25,148,7447.36,105,5283.6
698,20231201,247,111,12888.21,106,12307.66
699,20231201,498,112,34664.0,112,34664.0
700,20231201,423,146,3823.74,171,4478.49
701,20231201,161,120,24302.4,118,23897.36
702,20231201,521,128,33405.44,90,23488.2
703,20231201,573,118,17242.16,129,18849.48
704,20231201,511,128,14681.6,143,16402.1
705,20231201,295,144,31289.76,152,33028.08
706,20231201,19,170,42901.2,198,49967.28
707,20231201,502,138,49492.32,159,57023.76
708,20231201,327,126,3972.78,158,4981.74
709,20231201,250,126,28176.12,92,20573.04
710,20231201,773,115,5622.35,122,5964.58
711,20231201,341,114,6135.48,95,5112.9
712,20231201,181,153,52313.76,138,47184.96
713,20231201,414,158,31053.32,176,34591.04
714,20231201,610,138,4407.72,150,4791.0
715,20231201,220,141,37710.45,168,44931.6
716,20231201,270,128,18933.76,134,19821.28
717,20231201,353,155,35650.0,165,37950.0
718,20231201,24,158,20002.8,141,17850.6
719,20231201,488,128,30456.32,149,35453.06
720,20231201,205,159,13098.42,113,9308.94
721,20240101,166,119,33030.83,108,29977.56
722,20240101,128,135,5637.6,173,7224.48
723,20240101,413,134,13257.96,146,14445.24
724,20240101,654,139,31090.13,102,22814.34
725,20240101,711,126,11258.1,130,11615.5
726,20240101,123,176,21644.48,132,16233.36
727,20240101,246,124,35938.92,123,35649.09
728,20240101,637,155,11370.8,144,10563.84
729,20240101,716,156,15228.72,136,13276.32
730,20240101,672,147,15661.38,129,13743.66
731,20240101,150,127,13698.22,111,11972.46
732,20240101,572,130,12490.4,105,10088.4
733,20240101,504,130,3188.9,152,3728.56
734,20240101,269,143,2239.38,128,2004.48
735,20240101,354,138,32566.62,172,40590.28
736,20240101,590,130,8611.2,106,7021.44
737,20240101,730,143,31226.91,101,22055.37
738,20240101,699,141,9293.31,143,9425.13
739,20240101,263,111,9704.73,102,8917.86
740,20240101,288,114,3335.64,92,2691.92
741,20240101,230,153,8535.87,133,7420.07
742,20240101,440,134,15255.9,144,16394.4
743,20240101,744,138,13662.0,109,10791.0
744,20240101,46,162,54833.76,183,61941.84
745,20240101,35,130,2108.6,136,2205.92
746,20240101,203,121,43310.74,134,47963.96
747,20240101,359,133,20849.08,132,20692.32
748,20240101,605,115,18572.5,93,15019.5
749,20240101,480,102,43419.36,115,48953.2
750,20240101,624,118,2557.06,104,2253.68
751,20240101,537,149,18735.26,105,13202.7
752,20240101,234,129,41138.1,109,34760.1
753,20240101,636,107,14984.28,76,10643.04
754,20240101,133,133,20966.12,145,22857.8
755,20240101,800,163,22617.88,184,25531.84
756,20240101,761,106,42726.48,79,31843.32
757,20240101,89,120,10069.2,149,12502.59
758,20240101,280,110,4889.5,135,6000.75
759,20240101,435,103,23422.2,120,27288.0
760,20240101,291,133,23697.94,119,21203.42
761,20240101,312,162,33300.72,200,41112.0
762,20240101,456,150,32886.0,122,26747.28
763,20240101,563,128,5265.92,107,4401.98
764,20240101,122,135,26098.2,161,31124.52
765,20240101,733,138,30125.4,157,34273.1
766,20240101,61,150,1350.0,185,1665.0
767,20240101,509,101,9109.19,117,10552.23
768,20240101,401,130,24566.1,145,27400.65
769,20240101,340,148,38031.56,150,38545.5
770,20240101,569,106,33799.16,113,36031.18
771,20240101,278,128,32764.16,152,38907.44
772,20240101,146,149,28016.47,135,25384.05
773,20240101,383,128,7134.72,119,6633.06
774,20240101,350,135,26362.8,100,19528.0
775,20240101,745,124,26697.2,107,23037.1
776,20240101,151,167,75620.94,151,68375.82
777,20240101,658,122,33837.92,150,41604.0
778,20240101,404,134,33459.8,126,31462.2
779,20240101,363,116,13152.08,101,11451.38
780,20240101,384,120,6298.8,142,7453.58
781,20240201,257,124,19025.32,145,22247.35
782,20240201,386,162,29835.54,145,26704.65
783,20240201,91,142,27198.68,138,26432.52
784,20240201,366,131,50423.21,112,43109.92
785,20240201,243,134,4108.44,130,3985.8
786,20240201,417,113,27498.55,93,22631.55
787,20240201,639,186,38870.28,197,41169.06
788,20240201,92,145,35187.15,172,41739.24
789,20240201,486,158,32274.66,197,40241.19
790,20240201,792,146,20774.34,180,25612.2
791,20240201,385,179,15356.41,205,17586.95
792,20240201,507,164,43669.92,134,35681.52
793,20240201,752,124,10358.96,145,12113.3
794,20240201,695,113,24808.02,111,24368.94
795,20240201,119,148,49412.76,117,39062.79
796,20240201,344,130,14025.7,159,17154.51
797,20240201,528,121,44232.76,126,46060.56
798,20240201,374,171,56512.08,198,65435.04
799,20240201,48,164,12611.6,133,10227.7
800,20240201,690,131,16834.81,97,12465.47
801,20240201,774,132,13244.88,152,15251.68
802,20240201,658,132,36611.52,105,29122.8
803,20240201,82,116,34751.28,97,29059.26
804,20240201,505,168,24116.4,126,18087.3
805,20240201,155,136,22849.36,123,20665.23
806,20240201,347,129,7567.14,152,8916.32
807,20240201,470,145,27003.35,183,34080.09
808,20240201,361,120,26209.2,102,22277.82
809,20240201,339,135,19939.5,134,19791.8
810,20240201,728,125,2998.75,125,2998.75
811,20240201,194,151,47498.56,137,43094.72
812,20240201,176,149,23121.82,166,25759.88
813,20240201,556,151,51391.34,107,36416.38
814,20240201,761,124,49981.92,104,41920.32
815,20240201,229,122,20580.18,97,16362.93
816,20240201,348,139,32453.72,171,39925.08
817,20240201,25,114,5736.48,82,4126.24
818,20240201,247,141,16371.51,182,21132.02
819,20240201,498,157,48591.5,173,53543.5
820,20240201,423,135,3535.65,96,2514.24
821,20240201,161,120,24302.4,86,17416.72
822,20240201,521,105,27402.9,105,27402.9
823,20240201,573,141,20602.92,144,21041.28
824,20240201,511,125,14337.5,156,17893.2
825,20240201,295,168,36504.72,158,34331.82
826,20240201,19,136,34320.96,120,30283.2
827,20240201,502,103,36939.92,122,43754.08
828,20240201,327,117,3689.01,112,3531.36
829,20240201,250,151,33766.62,150,33543.0
830,20240201,773,122,5964.58,116,5671.24
831,20240201,341,139,7480.98,154,8288.28
832,20240201,181,110,37611.2,116,39662.72
833,20240201,414,151,29677.54,149,29284.46
834,20240201,610,183,5845.02,235,7505.9
835,20240201,220,139,37175.55,123,32896.35
836,20240201,270,133,19673.36,107,15827.44
837,20240201,353,143,32890.0,118,27140.0
838,20240201,24,126,15951.6,126,15951.6
839,20240201,488,138,32835.72,153,36404.82
840,20240201,205,119,9803.22,132,10874.16
841,20240301,537,134,16849.16,117,14711.58
842,20240301,387,152,10044.16,186,12290.88
843,20240301,290,128,41352.96,163,52660.41
844,20240301,263,158,13813.94,130,11365.9
845,20240301,83,136,1716.32,102,1287.24
846,20240301,408,119,8885.73,89,6645.63
847,20240301,656,149,39411.99,125,33063.75
848,20240301,466,140,44052.4,117,36815.22
849,20240301,721,109,27158.44,124,30895.84
850,20240301,341,149,8019.18,131,7050.42
851,20240301,250,141,31530.42,107,23927.34
852,20240301,331,127,36158.17,147,41852.37
853,20240301,731,174,74030.04,214,91048.44
854,20240301,79,163,41268.34,175,44306.5
855,20240301,386,149,27441.33,151,27809.67
856,20240301,450,162,58541.94,124,44809.88
857,20240301,351,95,33144.55,85,29655.65
858,20240301,344,114,12299.46,134,14457.26
859,20240301,752,114,9523.56,135,11277.9
860,20240301,472,138,4260.06,159,4908.33
861,20240301,599,127,28528.01,140,31448.2
862,20240301,598,135,15079.5,126,14074.2
863,20240301,603,123,28085.82,112,25574.08
864,20240301,730,155,33847.35,180,39306.6
865,20240301,146,124,23315.72,145,27264.35
866,20240301,78,156,22932.0,184,27048.0
867,20240301,52,152,3213.28,186,3932.04
868,20240301,498,150,46425.0,179,55400.5
869,20240301,608,148,15267.68,161,16608.76
870,20240301,515,165,21105.15,139,17779.49
871,20240301,615,153,16504.11,145,15641.15
872,20240301,154,119,30631.79,153,39383.73
873,20240301,63,119,6916.28,117,6800.04
874,20240301,206,127,4599.94,140,5070.8
875,20240301,359,112,17557.12,139,21789.64
876,20240301,783,120,30481.2,127,32259.27
877,20240301,305,165,30247.8,134,24564.88
878,20240301,173,138,48685.02,168,59268.72
879,20240301,190,112,5156.48,90,4143.6
880,20240301,712,168,19822.32,165,19468.35
881,20240301,604,135,14172.3,152,15956.96
882,20240301,166,151,41913.07,129,35806.53
883,20240301,40,134,33014.92,170,41884.6
884,20240301,370,133,35002.94,146,38424.28
885,20240301,108,120,2938.8,150,3673.5
886,20240301,277,150,46206.0,130,40045.2
887,20240301,756,128,50464.0,155,61108.75
888,20240301,120,153,28675.26,133,24926.86
889,20240301,746,132,51990.84,159,62625.33
890,20240301,155,139,23353.39,134,22513.34
891,20240301,266,160,41595.2,137,35615.89
892,20240301,270,129,19081.68,97,14348.24
893,20240301,436,131,41054.09,140,43874.6
894,20240301,92,137,33245.79,144,34944.48
895,20240301,82,149,44637.42,130,38945.4
896,20240301,175,121,36731.97,139,42196.23
897,20240301,393,130,2915.9,128,2871.04
898,20240301,22,129,13604.34,104,10967.84
899,20240301,580,146,41246.46,139,39268.89
900,20240301,508,92,33024.32,70,25127.2
901,20240401,751,125,12357.5,116,11467.76
902,20240401,789,110,45426.7,134,55337.98
903,20240401,427,100,41606.0,101,42022.06
904,20240401,239,151,26831.19,132,23455.08
905,20240401,428,118,45953.92,113,44006.72
906,20240401,310,132,9394.44,158,11244.86
907,20240401,69,112,22588.16,103,20773.04
908,20240401,245,176,22783.2,146,18899.7
909,20240401,543,144,23639.04,153,25116.48
910,20240401,19,154,38863.44,193,48705.48
911,20240401,30,125,40665.0,119,38713.08
912,20240401,483,159,26683.38,125,20977.5
913,20240401,589,152,13336.48,153,13424.22
914,20240401,96,154,31546.9,165,33800.25
915,20240401,485,99,12394.8,120,15024.0
916,20240401,601,126,2203.74,136,2378.64
917,20240401,507,126,33551.28,135,35947.8
918,20240401,304,172,12384.0,215,15480.0
919,20240401,414,145,28498.3,103,20243.62
920,20240401,440,106,12068.1,105,11954.25
921,20240401,159,156,21581.04,119,16462.46
922,20240401,101,127,40844.47,112,36020.32
923,20240401,255,139,44126.94,99,31428.54
924,20240401,190,128,5893.12,140,6445.6
925,20240401,521,131,34188.38,163,42539.74
926,20240401,691,176,28246.24,186,29851.14
927,20240401,277,109,33576.36,118,36348.72
928,20240401,642,150,14044.5,163,15261.69
929,20240401,31,118,33181.6,145,40774.0
930,20240401,439,155,54380.2,192,67361.28
931,20240401,449,112,2532.32,142,3210.62
932,20240401,610,127,4056.38,163,5206.22
933,20240401,636,157,21986.28,159,22266.36
934,20240401,778,131,32577.08,105,26111.4
935,20240401,57,116,2400.04,150,3103.5
936,20240401,608,161,16608.76,146,15061.36
937,20240401,491,155,26075.65,108,18168.84
938,20240401,649,165,44134.2,177,47343.96
939,20240401,53,129,35388.57,141,38680.53
940,20240401,154,171,44017.11,194,49937.54
941,20240401,785,144,39196.8,139,37835.8
942,20240401,638,167,5930.17,137,4864.87
943,20240401,713,117,38025.0,84,27300.0
944,20240401,352,143,38936.04,166,45198.48
945,20240401,753,137,41946.66,124,37966.32
946,20240401,133,114,17970.96,82,12926.48
947,20240401,325,113,25292.79,142,31783.86
948,20240401,12,138,36289.86,109,28663.73
949,20240401,145,134,29776.14,137,30442.77
950,20240401,532,132,43335.6,146,47931.8
951,20240401,388,135,28237.95,169,35349.73
952,20240401,8,111,23456.52,96,20286.72
953,20240401,22,120,12655.2,122,12866.12
954,20240401,754,144,58835.52,171,69867.18
955,20240401,579,131,31606.37,126,30400.02
956,20240401,582,153,64136.07,175,73358.25
957,20240401,178,115,27757.55,108,26067.96
958,20240401,497,169,52665.47,150,46744.5
959,20240401,150,167,18012.62,144,15531.84
960,20240401,477,105,26611.2,126,31933.44
961,20240501,158,132,10727.64,127,10321.29
962,20240501,117,128,8513.28,153,10176.03
963,20240501,420,139,17066.42,110,13505.8
964,20240501,399,123,6429.21,88,4599.76
965,20240501,301,102,24663.6,98,23696.4
966,20240501,764,130,4962.1,111,4236.87
967,20240501,594,126,11744.46,143,13329.03
968,20240501,46,126,42648.48,144,48741.12
969,20240501,431,124,3371.56,97,2637.43
970,20240501,94,167,1968.93,196,2310.84
971,20240501,534,113,12630.01,121,13524.17
972,20240501,292,156,50561.16,117,37920.87
973,20240501,216,140,47115.6,144,48461.76
974,20240501,297,138,28056.78,157,31919.67
975,20240501,769,152,14164.88,136,12673.84
976,20240501,192,113,16077.64,118,16789.04
977,20240501,459,150,6267.0,146,6099.88
978,20240501,256,165,17864.55,124,13425.48
979,20240501,359,144,22573.44,155,24297.8
980,20240501,438,133,5451.67,110,4508.9
981,20240501,421,152,12546.08,137,11307.98
982,20240501,361,105,22933.05,76,16599.16
983,20240501,295,135,29334.15,170,36939.3
984,20240501,364,149,8644.98,179,10385.58
985,20240501,257,136,20866.48,131,20099.33
986,20240501,97,169,51000.82,200,60356.0
987,20240501,11,125,6802.5,110,5986.2
988,20240501,238,118,27447.98,149,34658.89
989,20240501,423,131,3430.89,150,3928.5
990,20240501,561,134,29902.1,119,26554.85
991,20240501,502,148,53078.72,105,37657.2
992,20240501,414,166,32625.64,144,28301.76
993,20240501,799,121,20854.35,152,26197.2
994,20240501,251,160,56152.0,137,48080.15
995,20240501,22,136,14342.56,176,18560.96
996,20240501,463,109,22170.6,84,17085.6
997,20240501,528,142,51909.52,118,43136.08
998,20240501,356,101,12971.43,107,13742.01
999,20240501,8,155,32754.6,132,27894.24
1000,20240501,67,135,29774.25,129,28450.95
1001,20240501,215,152,27303.76,171,30716.73
1002,20240501,629,136,29594.96,126,27418.86
1003,20240501,707,106,23926.32,94,21217.68
1004,20240501,728,121,2902.79,99,2375.01
1005,20240501,398,144,10198.08,109,7719.38
1006,20240501,689,128,13135.36,136,13956.32
1007,20240501,477,128,32440.32,93,23569.92
1008,20240501,170,119,40062.54,121,40735.86
1009,20240501,303,113,11884.21,83,8729.11
1010,20240501,531,130,2433.6,140,2620.8
1011,20240501,266,129,33536.13,99,25737.03
1012,20240501,619,114,11026.08,99,9575.28
1013,20240501,355,117,17689.23,105,15874.95
1014,20240501,607,135,24553.8,103,18733.64
1015,20240501,485,175,21910.0,196,24539.2
1016,20240501,180,108,2706.48,79,1979.74
1017,20240501,262,139,33059.76,143,34011.12
1018,20240501,760,144,46298.88,107,34402.64
1019,20240501,107,119,10999.17,141,13032.63
1020,20240501,648,123,4168.47,109,3694.01
1021,20240601,108,172,4212.28,174,4261.26
1022,20240601,712,131,15456.69,155,18288.45
1023,20240601,355,152,22980.88,180,27214.2
1024,20240601,598,177,19770.9,220,24574.0
1025,20240601,198,138,8527.02,139,8588.81
1026,20240601,405,156,36653.76,150,35244.0
1027,20240601,504,101,2477.53,116,2845.48
1028,20240601,670,163,37261.8,117,26746.2
1029,20240601,523,170,25780.5,168,25477.2
1030,20240601,787,139,30940.01,148,32943.32
1031,20240601,663,132,40237.56,162,49382.46
1032,20240601,444,132,35834.04,113,30676.11
1033,20240601,357,103,3507.15,126,4290.3
1034,20240601,727,136,4070.48,172,5147.96
1035,20240601,10,162,8532.54,183,9638.61
1036,20240601,668,131,15811.7,165,19915.5
1037,20240601,578,139,45904.75,106,35006.5
1038,20240601,138,129,37032.03,118,33874.26
1039,20240601,542,136,16113.28,101,11966.48
1040,20240601,159,118,16324.12,128,17707.52
1041,20240601,409,142,31214.44,152,33412.64
1042,20240601,186,133,25538.66,122,23426.44
1043,20240601,534,111,12406.47,107,11959.39
1044,20240601,512,166,10863.04,188,12302.72
1045,20240601,587,95,25999.6,71,19431.28
1046,20240601,723,127,49898.3,112,44004.8
1047,20240601,363,150,17007.0,192,21768.96
1048,20240601,93,156,9579.96,149,9150.09
1049,20240601,312,166,34122.96,168,34534.08
1050,20240601,106,116,9296.24,135,10818.9
1051,20240601,425,124,19310.52,118,18376.14
1052,20240601,655,125,8867.5,97,6881.18
1053,20240601,167,98,23132.9,111,26201.55
1054,20240601,252,151,3933.55,191,4975.55
1055,20240601,163,153,5475.87,125,4473.75
1056,20240601,373,146,35064.82,186,44671.62
1057,20240601,427,107,44518.42,114,47430.84
1058,20240601,89,113,9481.83,100,8391.0
1059,20240601,397,117,17503.2,93,13912.8
1060,20240601,562,147,27749.19,145,27371.65
1061,20240601,582,135,56590.65,143,59944.17
1062,20240601,735,157,19155.57,158,19277.58
1063,20240601,653,142,29827.1,176,36968.8
1064,20240601,121,128,38248.96,141,42133.62
1065,20240601,647,119,21979.3,133,24565.1
1066,20240601,276,142,9471.4,154,10271.8
1067,20240601,229,119,20074.11,100,16869.0
1068,20240601,489,108,27940.68,137,35443.27
1069,20240601,630,131,44512.49,119,40435.01
1070,20240601,691,124,19900.76,142,22789.58
1071,20240601,172,113,6705.42,110,6527.4
1072,20240601,568,163,4492.28,119,3279.64
1073,20240601,311,147,52993.5,131,47225.5
1074,20240601,118,142,58273.96,118,48424.84
1075,20240601,774,171,17158.14,200,20068.0
1076,20240601,31,123,34587.6,146,41055.2
1077,20240601,323,128,28311.04,142,31407.56
1078,20240601,193,109,18713.12,81,13906.08
1079,20240601,319,141,39974.91,108,30619.08
1080,20240601,129,139,39722.03,106,30291.62
1081,20240701,562,123,23218.71,104,19632.08
1082,20240701,552,126,26685.54,137,29015.23
1083,20240701,443,185,69602.55,238,89542.74
1084,20240701,283,135,36956.25,98,26827.5
1085,20240701,355,133,20108.27,152,22980.88
1086,20240701,742,127,28277.82,119,26496.54
1087,20240701,439,144,50520.96,151,52976.84
1088,20240701,756,116,45733.0,94,37059.5
1089,20240701,46,157,53141.36,167,56526.16
1090,20240701,353,94,21620.0,82,18860.0
1091,20240701,565,161,6539.82,131,5321.22
1092,20240701,244,142,50780.62,127,45416.47
1093,20240701,234,135,43051.5,151,48153.9
1094,20240701,262,134,31870.56,100,23784.0
1095,20240701,201,140,25044.6,173,30947.97
1096,20240701,242,151,25922.17,154,26437.18
1097,20240701,399,131,6847.37,115,6011.05
1098,20240701,325,153,34245.99,198,44318.34
1099,20240701,291,134,23876.12,102,18174.36
1100,20240701,653,129,27096.45,157,32977.85
1101,20240701,50,114,28918.38,84,21308.28
1102,20240701,307,123,16056.42,157,20494.78
1103,20240701,476,155,36452.9,122,28691.96
1104,20240701,594,115,10719.15,111,10346.31
1105,20240701,574,137,40101.27,127,37174.17
1106,20240701,206,152,5505.44,152,5505.44
1107,20240701,203,135,48321.9,155,55480.7
1108,20240701,530,114,27248.28,111,26531.22
1109,20240701,37,133,54291.93,99,40412.79
1110,20240701,738,125,27981.25,107,23951.95
1111,20240701,170,143,48142.38,174,58578.84
1112,20240701,600,129,8583.66,120,7984.8
1113,20240701,433,147,8962.59,134,8169.98
1114,20240701,777,137,15961.87,128,14913.28
1115,20240701,315,153,45320.13,114,33767.94
1116,20240701,59,148,10598.28,172,12316.92
1117,20240701,339,112,16542.4,120,17724.0
1118,20240701,186,136,26114.72,152,29187.04
1119,20240701,514,130,44258.5,138,46982.1
1120,20240701,614,133,1441.72,169,1831.96
1121,20240701,327,128,4035.84,117,3689.01
1122,20240701,329,127,34178.24,128,34447.36
1123,20240701,228,138,29127.66,129,27228.03
1124,20240701,13,123,12035.55,109,10665.65
1125,20240701,284,142,2267.74,107,1708.79
1126,20240701,75,136,15984.08,167,19627.51
1127,20240701,275,148,5175.56,119,4161.43
1128,20240701,710,143,7456.02,110,5735.4
1129,20240701,668,120,14484.0,122,14725.4
1130,20240701,82,116,34751.28,81,24265.98
1131,20240701,142,138,35733.72,118,30554.92
1132,20240701,341,160,8611.2,112,6027.84
1133,20240701,100,154,9811.34,170,10830.7
1134,20240701,642,120,11235.6,126,11797.38
1135,20240701,538,166,14352.36,130,11239.8
1136,20240701,635,127,6793.23,147,7863.03
1137,20240701,309,150,40534.5,111,29995.53
1138,20240701,549,131,15325.69,102,11932.98
1139,20240701,424,170,28039.8,212,34967.28
1140,20240701,649,146,39052.08,134,35842.32
1141,20240801,134,149,44641.89,132,39548.52
1142,20240801,352,134,36485.52,121,32945.88
1143,20240801,80,149,35459.02,131,31175.38
1144,20240801,718,110,23762.2,142,30674.84
1145,20240801,218,117,22661.73,100,19369.0
1146,20240801,59,130,9309.3,131,9380.91
1147,20240801,436,150,47008.5,175,54843.25
1148,20240801,254,130,11831.3,153,13924.53
1149,20240801,785,119,32391.8,88,23953.6
1150,20240801,280,105,4667.25,101,4489.45
1151,20240801,304,139,10008.0,156,11232.0
1152,20240801,424,103,16988.82,102,16823.88
1153,20240801,382,110,5601.2,84,4277.28
1154,20240801,269,132,2067.12,167,2615.22
1155,20240801,205,127,10462.26,130,10709.4
1156,20240801,403,156,32844.24,148,31159.92
1157,20240801,133,166,26168.24,155,24434.2
1158,20240801,700,150,23883.0,112,17832.64
1159,20240801,256,145,15699.15,123,13317.21
1160,20240801,757,124,14695.24,152,18013.52
1161,20240801,242,138,23690.46,168,28840.56
1162,20240801,621,95,22629.95,98,23344.58
1163,20240801,754,152,62104.16,194,79264.52
1164,20240801,355,152,22980.88,164,24795.16
1165,20240801,556,125,42542.5,111,37777.74
1166,20240801,2,133,14469.07,122,13272.38
1167,20240801,71,128,10425.6,128,10425.6
1168,20240801,106,131,10498.34,121,9696.94
1169,20240801,377,139,31555.78,154,34961.08
1170,20240801,42,136,33445.12,169,41560.48
1171,20240801,444,124,33662.28,150,40720.5
1172,20240801,696,120,21742.8,136,24641.84
1173,20240801,34,140,30613.8,161,35205.87
1174,20240801,633,121,6976.86,108,6227.28
1175,20240801,593,127,44259.5,117,40774.5
1176,20240801,137,147,2637.18,148,2655.12
1177,20240801,566,142,11970.6,148,12476.4
1178,20240801,759,137,31246.96,172,39229.76
1179,20240801,289,120,6366.0,154,8169.7
1180,20240801,261,168,35654.64,125,26528.75
1181,20240801,264,117,1195.74,109,1113.98
1182,20240801,798,139,18157.57,179,23382.77
1183,20240801,161,144,29162.88,171,34630.92
1184,20240801,198,133,8218.07,135,8341.65
1185,20240801,271,149,27091.18,116,21091.12
1186,20240801,715,139,23684.21,126,21469.14
1187,20240801,239,150,26653.5,127,22566.63
1188,20240801,84,142,10502.32,129,9540.84
1189,20240801,85,129,6827.97,117,6192.81
1190,20240801,361,163,35600.83,134,29266.94
1191,20240801,417,119,28958.65,111,27011.85
1192,20240801,72,154,18436.88,148,17718.56
1193,20240801,409,121,26598.22,117,25718.94
1194,20240801,416,105,13511.4,92,11838.56
1195,20240801,585,143,23346.18,157,25631.82
1196,20240801,320,147,30120.3,122,24997.8
1197,20240801,281,108,27375.84,127,32191.96
1198,20240801,47,143,32309.42,130,29372.2
1199,20240801,170,143,48142.38,110,37032.6
1200,20240801,333,118,37264.4,129,40738.2
1201,20240901,5,126,20563.2,142,23174.4
1202,20240901,131,126,3092.04,154,3779.16
1203,20240901,582,140,58686.6,137,57429.03
1204,20240901,186,133,25538.66,166,31875.32
1205,20240901,562,133,25106.41,153,28881.81
1206,20240901,511,131,15025.7,124,14222.8
1207,20240901,472,129,3982.23,108,3333.96
1208,20240901,495,141,2993.43,182,3863.86
1209,20240901,438,175,7173.25,204,8361.96
1210,20240901,708,142,19980.82,104,14633.84
1211,20240901,691,121,19419.29,111,17814.39
1212,20240901,416,152,19559.36,145,18658.6
1213,20240901,613,168,7753.2,122,5630.3
1214,20240901,340,170,43684.9,158,40601.26
1215,20240901,673,134,56814.66,110,46638.9
1216,20240901,427,94,39109.64,76,31620.56
1217,20240901,799,109,18786.15,97,16717.95
1218,20240901,608,142,14648.72,133,13720.28
1219,20240901,168,138,19300.68,124,17342.64
1220,20240901,642,127,11891.01,101,9456.63
1221,20240901,396,119,19917.03,87,14561.19
1222,20240901,422,135,6926.85,100,5131.0
1223,20240901,745,98,21099.4,120,25836.0
1224,20240901,372,164,1958.16,196,2340.24
1225,20240901,551,107,4253.25,111,4412.25
1226,20240901,206,127,4599.94,107,3875.54
1227,20240901,729,130,46413.9,130,46413.9
1228,20240901,769,142,13232.98,141,13139.79
1229,20240901,480,126,53635.68,159,67683.12
1230,20240901,201,133,23792.37,157,28085.73
1231,20240901,534,136,15200.72,154,17212.58
1232,20240901,456,141,30912.84,133,29158.92
1233,20240901,373,151,36265.67,151,36265.67
1234,20240901,752,140,11695.6,123,10275.42
1235,20240901,601,111,1941.39,79,1381.71
1236,20240901,571,137,43800.27,174,55629.54
1237,20240901,718,137,29594.74,160,34563.2
1238,20240901,75,137,16101.61,123,14456.19
1239,20240901,19,159,40125.24,200,50472.0
1240,20240901,90,184,42036.64,222,50718.12
1241,20240901,648,128,4337.92,100,3389.0
1242,20240901,603,105,23975.7,87,19865.58
1243,20240901,564,122,17431.36,144,20574.72
1244,20240901,628,135,15889.5,170,20009.0
1245,20240901,491,147,24729.81,168,28262.64
1246,20240901,363,150,17007.0,164,18594.32
1247,20240901,619,127,12283.44,139,13444.08
1248,20240901,738,152,34025.2,175,39173.75
1249,20240901,329,114,30679.68,97,26104.64
1250,20240901,485,119,14898.8,95,11894.0
1251,20240901,191,157,51890.07,164,54203.64
1252,20240901,583,117,21380.58,123,22477.02
1253,20240901,715,109,18572.51,87,14823.93
