ForecastKey,DateKey,ProductKey,ForecastUnits,ActualUnits,ML_PredictedUnits,ML_ForecastVariance
678,20231201,374,179,217,194.5,15.5
679,20231201,48,135,97,145.3,10.3
680,20231201,690,158,148,140.2,-17.8
681,20231201,774,148,165,141.0,-7.0
682,20231201,658,136,131,145.1,9.1
683,20231201,82,96,83,121.0,25.0
684,20231201,505,148,176,136.2,-11.8
685,20231201,155,128,93,122.2,-5.8
686,20231201,347,129,110,127.8,-1.2
687,20231201,470,108,88,135.5,27.5
688,20231201,361,147,165,141.6,-5.4
689,20231201,339,164,148,139.8,-24.2
690,20231201,728,146,188,147.7,1.7
691,20231201,194,131,131,139.8,8.8
692,20231201,176,124,126,139.8,15.8
693,20231201,556,160,176,143.2,-16.8
694,20231201,761,177,159,125.4,-51.6
695,20231201,229,114,110,124.7,10.7
696,20231201,348,140,176,142.6,2.6
697,20231201,25,148,105,132.8,-15.2
698,20231201,247,111,106,126.2,15.2
699,20231201,498,112,112,130.9,18.9
700,20231201,423,146,171,142.0,-4.0
701,20231201,161,120,118,133.3,13.3
702,20231201,521,128,90,126.3,-1.7
703,20231201,573,118,129,142.8,24.8
704,20231201,511,128,143,135.8,7.8
705,20231201,295,144,152,145.2,1.2
706,20231201,19,170,198,143.2,-26.8
707,20231201,502,138,159,147.6,9.6
708,20231201,327,126,158,127.1,1.1
709,20231201,250,126,92,128.5,2.5
710,20231201,773,115,122,127.4,12.4
711,20231201,341,114,95,126.6,12.6
712,20231201,181,153,138,138.6,-14.4
713,20231201,414,158,176,131.9,-26.1
714,20231201,610,138,150,140.5,2.5
715,20231201,220,141,168,131.2,-9.8
716,20231201,270,128,134,134.4,6.4
717,20231201,353,155,165,136.2,-18.8
718,20231201,24,158,141,140.4,-17.6
719,20231201,488,128,149,138.0,10.0
720,20231201,205,159,113,136.0,-23.0
721,20240101,166,119,108,128.8,9.8
722,20240101,128,135,173,160.8,25.8
723,20240101,413,134,146,136.1,2.1
724,20240101,654,139,102,130.0,-9.0
725,20240101,711,126,130,135.7,9.7
726,20240101,123,176,132,133.7,-42.3
727,20240101,246,124,123,128.5,4.5
728,20240101,637,155,144,133.5,-21.5
729,20240101,716,156,136,131.7,-24.3
730,20240101,672,147,129,133.9,-13.1
731,20240101,150,127,111,129.5,2.5
732,20240101,572,130,105,134.0,4.0
733,20240101,504,130,152,130.2,0.2
734,20240101,269,143,128,136.9,-6.1
735,20240101,354,138,172,139.0,1.0
736,20240101,590,130,106,145.7,15.7
737,20240101,730,143,101,118.7,-24.3
738,20240101,699,141,143,137.5,-3.5
739,20240101,263,111,102,127.9,16.9
740,20240101,288,114,92,104.0,-10.0
741,20240101,230,153,133,128.4,-24.6
742,20240101,440,134,144,135.7,1.7
743,20240101,744,138,109,133.2,-4.8
744,20240101,46,162,183,133.9,-28.1
745,20240101,35,130,136,136.7,6.7
746,20240101,203,121,134,138.3,17.3
747,20240101,359,133,132,133.1,0.1
748,20240101,605,115,93,137.7,22.7
749,20240101,480,102,115,127.8,25.8
750,20240101,624,118,104,141.8,23.8
751,20240101,537,149,105,134.9,-14.1
752,20240101,234,129,109,130.0,1.0
753,20240101,636,107,76,122.9,15.9
754,20240101,133,133,145,133.5,0.5
755,20240101,800,163,184,154.6,-8.4
756,20240101,761,106,79,139.2,33.2
757,20240101,89,120,149,126.5,6.5
758,20240101,280,110,135,129.2,19.2
759,20240101,435,103,120,131.6,28.6
760,20240101,291,133,119,135.5,2.5
761,20240101,312,162,200,136.1,-25.9
762,20240101,456,150,122,142.0,-8.0
763,20240101,563,128,107,122.4,-5.6
764,20240101,122,135,161,138.7,3.7
765,20240101,733,138,157,137.3,-0.7
766,20240101,61,150,185,138.5,-11.5
767,20240101,509,101,117,134.7,33.7
768,20240101,401,130,145,130.4,0.4
769,20240101,340,148,150,136.2,-11.8
770,20240101,569,106,113,137.1,31.1
771,20240101,278,128,152,134.2,6.2
772,20240101,146,149,135,130.4,-18.6
773,20240101,383,128,119,141.8,13.8
774,20240101,350,135,100,144.6,9.6
775,20240101,745,124,107,119.4,-4.6
776,20240101,151,167,151,131.1,-35.9
777,20240101,658,122,150,139.9,17.9
778,20240101,404,134,126,138.9,4.9
779,20240101,363,116,101,135.7,19.7
780,20240101,384,120,142,141.8,21.8
781,20240201,257,124,145,148.3,24.3
782,20240201,386,162,145,129.2,-32.8
783,20240201,91,142,138,127.2,-14.8
784,20240201,366,131,112,134.1,3.1
785,20240201,243,134,130,130.1,-3.9
786,20240201,417,113,93,125.9,12.9
787,20240201,639,186,197,142.1,-43.9
788,20240201,92,145,172,136.7,-8.3
789,20240201,486,158,197,141.9,-16.1
790,20240201,792,146,180,133.0,-13.0
791,20240201,385,179,205,135.9,-43.1
792,20240201,507,164,134,125.7,-38.3
793,20240201,752,124,145,134.3,10.3
794,20240201,695,113,111,133.7,20.7
795,20240201,119,148,117,135.4,-12.6
796,20240201,344,130,159,145.7,15.7
797,20240201,528,121,126,130.5,9.5
798,20240201,374,171,198,155.1,-15.9
799,20240201,48,164,133,142.6,-21.4
800,20240201,690,131,97,138.1,7.1
801,20240201,774,132,152,135.6,3.6
802,20240201,658,132,105,142.0,10.0
803,20240201,82,116,97,133.7,17.7
804,20240201,505,168,126,130.3,-37.7
805,20240201,155,136,123,122.7,-13.3
806,20240201,347,129,152,129.2,0.2
807,20240201,470,145,183,145.5,0.5
808,20240201,361,120,102,138.0,18.0
809,20240201,339,135,134,135.8,0.8
810,20240201,728,125,125,138.5,13.5
811,20240201,194,151,137,140.2,-10.8
812,20240201,176,149,166,137.8,-11.2
813,20240201,556,151,107,133.1,-17.9
814,20240201,761,124,104,134.3,10.3
815,20240201,229,122,97,125.5,3.5
816,20240201,348,139,171,141.9,2.9
817,20240201,25,114,82,130.1,16.1
818,20240201,247,141,182,126.8,-14.2
819,20240201,498,157,173,131.9,-25.1
820,20240201,423,135,96,136.6,1.6
821,20240201,161,120,86,130.5,10.5
822,20240201,521,105,105,129.1,24.1
823,20240201,573,141,144,135.8,-5.2
824,20240201,511,125,156,136.0,11.0
825,20240201,295,168,158,154.0,-14.0
826,20240201,19,136,120,122.3,-13.7
827,20240201,502,103,122,130.9,27.9
828,20240201,327,117,112,120.3,3.3
829,20240201,250,151,150,129.8,-21.2
830,20240201,773,122,116,133.4,11.4
831,20240201,341,139,154,127.9,-11.1
832,20240201,181,110,116,126.0,16.0
833,20240201,414,151,149,133.1,-17.9
834,20240201,610,183,235,135.0,-48.0
835,20240201,220,139,123,129.4,-9.6
836,20240201,270,133,107,127.7,-5.3
837,20240201,353,143,118,132.3,-10.7
838,20240201,24,126,126,137.9,11.9
839,20240201,488,138,153,136.2,-1.8
840,20240201,205,119,132,133.9,14.9
841,20240301,537,134,117,134.1,0.1
842,20240301,387,152,186,136.5,-15.5
843,20240301,290,128,163,142.4,14.4
844,20240301,263,158,130,127.1,-30.9
845,20240301,83,136,102,129.4,-6.6
846,20240301,408,119,89,130.3,11.3
847,20240301,656,149,125,131.9,-17.1
848,20240301,466,140,117,126.9,-13.1
849,20240301,721,109,124,136.8,27.8
850,20240301,341,149,131,126.9,-22.1
851,20240301,250,141,107,128.5,-12.5
852,20240301,331,127,147,130.4,3.4
853,20240301,731,174,214,157.2,-16.8
854,20240301,79,163,175,138.0,-25.0
855,20240301,386,149,151,127.8,-21.2
856,20240301,450,162,124,131.1,-30.9
857,20240301,351,95,85,140.4,45.4
858,20240301,344,114,134,144.6,30.6
859,20240301,752,114,135,133.3,19.3
860,20240301,472,138,159,125.2,-12.8
861,20240301,599,127,140,134.2,7.2
862,20240301,598,135,126,124.6,-10.4
863,20240301,603,123,112,129.8,6.8
864,20240301,730,155,180,137.0,-18.0
865,20240301,146,124,145,129.0,5.0
866,20240301,78,156,184,132.0,-24.0
867,20240301,52,152,186,145.6,-6.4
868,20240301,498,150,179,129.3,-20.7
869,20240301,608,148,161,137.2,-10.8
870,20240301,515,165,139,131.6,-33.4
871,20240301,615,153,145,133.5,-19.5
872,20240301,154,119,153,137.0,18.0
873,20240301,63,119,117,135.6,16.6
874,20240301,206,127,140,130.6,3.6
875,20240301,359,112,139,131.7,19.7
876,20240301,783,120,127,133.3,13.3
877,20240301,305,165,134,130.6,-34.4
878,20240301,173,138,168,136.3,-1.7
879,20240301,190,112,90,126.9,14.9
880,20240301,712,168,165,132.6,-35.4
881,20240301,604,135,152,138.3,3.3
882,20240301,166,151,129,127.7,-23.3
883,20240301,40,134,170,131.9,-2.1
884,20240301,370,133,146,128.8,-4.2
885,20240301,108,120,150,135.8,15.8
886,20240301,277,150,130,122.5,-27.5
887,20240301,756,128,155,136.9,8.9
888,20240301,120,153,133,129.6,-23.4
889,20240301,746,132,159,143.0,11.0
890,20240301,155,139,134,121.3,-17.7
891,20240301,266,160,137,139.2,-20.8
892,20240301,270,129,97,126.3,-2.7
893,20240301,436,131,140,133.2,2.2
894,20240301,92,137,144,135.3,-1.7
895,20240301,82,149,130,127.0,-22.0
896,20240301,175,121,139,128.7,7.7
897,20240301,393,130,128,138.8,8.8
898,20240301,22,129,104,125.2,-3.8
899,20240301,580,146,139,131.3,-14.7
900,20240301,508,92,70,109.2,17.2
901,20240401,751,125,116,138.0,13.0
902,20240401,789,110,134,128.5,18.5
903,20240401,427,100,101,120.6,20.6
904,20240401,239,151,132,135.7,-15.3
905,20240401,428,118,113,127.1,9.1
906,20240401,310,132,158,139.6,7.6
907,20240401,69,112,103,135.1,23.1
908,20240401,245,176,146,133.5,-42.5
909,20240401,543,144,153,135.4,-8.6
910,20240401,19,154,193,144.4,-9.6
911,20240401,30,125,119,129.2,4.2
912,20240401,483,159,125,128.0,-31.0
913,20240401,589,152,153,137.2,-14.8
914,20240401,96,154,165,151.7,-2.3
915,20240401,485,99,120,137.8,38.8
916,20240401,601,126,136,139.2,13.2
917,20240401,507,126,135,127.3,1.3
918,20240401,304,172,215,151.3,-20.7
919,20240401,414,145,103,132.4,-12.6
920,20240401,440,106,105,136.7,30.7
921,20240401,159,156,119,136.5,-19.5
922,20240401,101,127,112,129.9,2.9
923,20240401,255,139,99,127.1,-11.9
924,20240401,190,128,140,129.0,1.0
925,20240401,521,131,163,129.1,-1.9
926,20240401,691,176,186,147.8,-28.2
927,20240401,277,109,118,123.9,14.9
928,20240401,642,150,163,134.9,-15.1
929,20240401,31,118,145,133.7,15.7
930,20240401,439,155,192,147.2,-7.8
931,20240401,449,112,142,171.4,59.4
932,20240401,610,127,163,135.8,8.8
933,20240401,636,157,159,127.5,-29.5
934,20240401,778,131,105,131.9,0.9
935,20240401,57,116,150,132.7,16.7
936,20240401,608,161,146,139.0,-22.0
937,20240401,491,155,108,128.4,-26.6
938,20240401,649,165,177,128.2,-36.8
939,20240401,53,129,141,131.4,2.4
940,20240401,154,171,194,141.0,-30.0
941,20240401,785,144,139,132.3,-11.7
942,20240401,638,167,137,135.2,-31.8
943,20240401,713,117,84,129.0,12.0
944,20240401,352,143,166,132.3,-10.7
945,20240401,753,137,124,132.1,-4.9
946,20240401,133,114,82,134.0,20.0
947,20240401,325,113,142,143.3,30.3
948,20240401,12,138,109,132.7,-5.3
949,20240401,145,134,137,133.4,-0.6
950,20240401,532,132,146,135.0,3.0
951,20240401,388,135,169,146.3,11.3
952,20240401,8,111,96,129.8,18.8
953,20240401,22,120,122,127.0,7.0
954,20240401,754,144,171,153.1,9.1
955,20240401,579,131,126,140.6,9.6
956,20240401,582,153,175,150.6,-2.4
957,20240401,178,115,108,136.7,21.7
958,20240401,497,169,150,132.2,-36.8
959,20240401,150,167,144,130.5,-36.5
960,20240401,477,105,126,134.5,29.5
961,20240501,158,132,127,126.6,-5.4
962,20240501,117,128,153,139.2,11.2
963,20240501,420,139,110,145.1,6.1
964,20240501,399,123,88,140.5,17.5
965,20240501,301,102,98,133.0,31.0
966,20240501,764,130,111,145.3,15.3
967,20240501,594,126,143,135.7,9.7
968,20240501,46,126,144,133.1,7.1
969,20240501,431,124,97,137.2,13.2
970,20240501,94,167,196,138.2,-28.8
971,20240501,534,113,121,124.4,11.4
972,20240501,292,156,117,127.0,-29.0
973,20240501,216,140,144,131.8,-8.2
974,20240501,297,138,157,132.0,-6.0
975,20240501,769,152,136,132.8,-19.2
976,20240501,192,113,118,135.2,22.2
977,20240501,459,150,146,144.8,-5.2
978,20240501,256,165,124,143.2,-21.8
979,20240501,359,144,155,133.5,-10.5
980,20240501,438,133,110,151.2,18.2
981,20240501,421,152,137,126.7,-25.3
982,20240501,361,105,76,138.1,33.1
983,20240501,295,135,170,151.5,16.5
984,20240501,364,149,179,155.0,6.0
985,20240501,257,136,131,145.6,9.6
986,20240501,97,169,200,152.0,-17.0
987,20240501,11,125,110,147.9,22.9
988,20240501,238,118,149,129.7,11.7
989,20240501,423,131,150,137.4,6.4
990,20240501,561,134,119,135.9,1.9
991,20240501,502,148,105,133.6,-14.4
992,20240501,414,166,144,132.4,-33.6
993,20240501,799,121,152,137.3,16.3
994,20240501,251,160,137,142.5,-17.5
995,20240501,22,136,176,127.0,-9.0
996,20240501,463,109,84,127.0,18.0
997,20240501,528,142,118,134.8,-7.2
998,20240501,356,101,107,143.7,42.7
999,20240501,8,155,132,129.8,-25.2
1000,20240501,67,135,129,116.0,-19.0
1001,20240501,215,152,171,141.0,-11.0
1002,20240501,629,136,126,128.8,-7.2
1003,20240501,707,106,94,131.9,25.9
1004,20240501,728,121,99,138.3,17.3
1005,20240501,398,144,109,139.5,-4.5
1006,20240501,689,128,136,132.7,4.7
1007,20240501,477,128,93,134.5,6.5
1008,20240501,170,119,121,140.5,21.5
1009,20240501,303,113,83,137.1,24.1
1010,20240501,531,130,140,139.4,9.4
1011,20240501,266,129,99,130.6,1.6
1012,20240501,619,114,99,139.0,25.0
1013,20240501,355,117,105,136.4,19.4
1014,20240501,607,135,103,117.7,-17.3
1015,20240501,485,175,196,137.8,-37.2
1016,20240501,180,108,79,119.4,11.4
1017,20240501,262,139,143,133.3,-5.7
1018,20240501,760,144,107,123.7,-20.3
1019,20240501,107,119,141,132.8,13.8
1020,20240501,648,123,109,127.4,4.4
1021,20240601,108,172,174,138.4,-33.6
1022,20240601,712,131,155,132.9,1.9
1023,20240601,355,152,180,136.6,-15.4
1024,20240601,598,177,220,126.9,-50.1
1025,20240601,198,138,139,141.9,3.9
1026,20240601,405,156,150,130.6,-25.4
1027,20240601,504,101,116,132.6,31.6
1028,20240601,670,163,117,146.0,-17.0
1029,20240601,523,170,168,139.5,-30.5
1030,20240601,787,139,148,132.7,-6.3
1031,20240601,663,132,162,129.3,-2.7
1032,20240601,444,132,113,128.2,-3.8
1033,20240601,357,103,126,115.2,12.2
1034,20240601,727,136,172,129.7,-6.3
1035,20240601,10,162,183,127.0,-35.0
1036,20240601,668,131,165,136.5,5.5
1037,20240601,578,139,106,129.0,-10.0
1038,20240601,138,129,118,128.1,-0.9
1039,20240601,542,136,101,127.0,-9.0
1040,20240601,159,118,128,136.5,18.5
1041,20240601,409,142,152,138.9,-3.1
1042,20240601,186,133,122,133.8,0.8
1043,20240601,534,111,107,124.7,13.7
1044,20240601,512,166,188,147.5,-18.5
1045,20240601,587,95,71,126.4,31.4
1046,20240601,723,127,112,133.7,6.7
1047,20240601,363,150,192,136.7,-13.3
1048,20240601,93,156,149,143.1,-12.9
1049,20240601,312,166,168,137.8,-28.2
1050,20240601,106,116,135,132.6,16.6
1051,20240601,425,124,118,135.9,11.9
1052,20240601,655,125,97,135.8,10.8
1053,20240601,167,98,111,136.7,38.7
1054,20240601,252,151,191,134.1,-16.9
1055,20240601,163,153,125,137.0,-16.0
1056,20240601,373,146,186,132.9,-13.1
1057,20240601,427,107,114,120.2,13.2
1058,20240601,89,113,100,130.5,17.5
1059,20240601,397,117,93,134.3,17.3
1060,20240601,562,147,145,131.7,-15.3
1061,20240601,582,135,143,150.2,15.2
1062,20240601,735,157,158,136.7,-20.3
1063,20240601,653,142,176,149.0,7.0
1064,20240601,121,128,141,138.5,10.5
1065,20240601,647,119,133,133.4,14.4
1066,20240601,276,142,154,149.1,7.1
1067,20240601,229,119,100,125.1,6.1
1068,20240601,489,108,137,128.8,20.8
1069,20240601,630,131,119,134.5,3.5
1070,20240601,691,124,142,140.5,16.5
1071,20240601,172,113,110,147.0,34.0
1072,20240601,568,163,119,129.0,-34.0
1073,20240601,311,147,131,131.6,-15.4
1074,20240601,118,142,118,128.5,-13.5
1075,20240601,774,171,200,139.0,-32.0
1076,20240601,31,123,146,133.3,10.3
1077,20240601,323,128,142,137.9,9.9
1078,20240601,193,109,81,124.7,15.7
1079,20240601,319,141,108,129.2,-11.8
1080,20240601,129,139,106,128.2,-10.8
1081,20240701,562,123,104,130.6,7.6
1082,20240701,552,126,137,139.4,13.4
1083,20240701,443,185,238,177.4,-7.6
1084,20240701,283,135,98,127.6,-7.4
1085,20240701,355,133,152,137.1,4.1
1086,20240701,742,127,119,133.0,6.0
1087,20240701,439,144,151,146.7,2.7
1088,20240701,756,116,94,136.5,20.5
1089,20240701,46,157,167,132.6,-24.4
1090,20240701,353,94,82,134.4,40.4
1091,20240701,565,161,131,129.8,-31.2
1092,20240701,244,142,127,137.8,-4.2
1093,20240701,234,135,151,127.5,-7.5
1094,20240701,262,134,100,133.3,-0.7
1095,20240701,201,140,173,139.7,-0.3
1096,20240701,242,151,154,133.7,-17.3
1097,20240701,399,131,115,137.8,6.8
1098,20240701,325,153,198,135.9,-17.1
1099,20240701,291,134,102,135.2,1.2
1100,20240701,653,129,157,149.0,20.0
1101,20240701,50,114,84,138.9,24.9
1102,20240701,307,123,157,138.9,15.9
1103,20240701,476,155,122,133.4,-21.6
1104,20240701,594,115,111,134.6,19.6
1105,20240701,574,137,127,127.1,-9.9
1106,20240701,206,152,152,130.3,-21.7
1107,20240701,203,135,155,143.3,8.3
1108,20240701,530,114,111,130.2,16.2
1109,20240701,37,133,99,132.3,-0.7
1110,20240701,738,125,107,131.3,6.3
1111,20240701,170,143,174,140.2,-2.8
1112,20240701,600,129,120,145.2,16.2
1113,20240701,433,147,134,140.8,-6.2
1114,20240701,777,137,128,125.6,-11.4
1115,20240701,315,153,114,132.1,-20.9
1116,20240701,59,148,172,141.1,-6.9
1117,20240701,339,112,120,134.6,22.6
1118,20240701,186,136,152,133.8,-2.2
1119,20240701,514,130,138,126.6,-3.4
1120,20240701,614,133,169,138.9,5.9
1121,20240701,327,128,117,118.5,-9.5
1122,20240701,329,127,128,127.4,0.4
1123,20240701,228,138,129,136.1,-1.9
1124,20240701,13,123,109,147.7,24.7
1125,20240701,284,142,107,133.4,-8.6
1126,20240701,75,136,167,131.4,-4.6
1127,20240701,275,148,119,126.4,-21.6
1128,20240701,710,143,110,124.7,-18.3
1129,20240701,668,120,122,136.7,16.7
1130,20240701,82,116,81,120.5,4.5
1131,20240701,142,138,118,127.4,-10.6
1132,20240701,341,160,112,126.6,-33.4
1133,20240701,100,154,170,140.8,-13.2
1134,20240701,642,120,126,133.5,13.5
1135,20240701,538,166,130,134.6,-31.4
1136,20240701,635,127,147,141.4,14.4
1137,20240701,309,150,111,125.5,-24.5
1138,20240701,549,131,102,125.4,-5.6
1139,20240701,424,170,212,135.3,-34.7
1140,20240701,649,146,134,126.7,-19.3
1141,20240801,134,149,132,129.9,-19.1
1142,20240801,352,134,121,132.0,-2.0
1143,20240801,80,149,131,137.0,-12.0
1144,20240801,718,110,142,150.2,40.2
1145,20240801,218,117,100,134.0,17.0
1146,20240801,59,130,131,141.1,11.1
1147,20240801,436,150,175,136.9,-13.1
1148,20240801,254,130,153,139.4,9.4
1149,20240801,785,119,88,132.0,13.0
1150,20240801,280,105,101,126.1,21.1
1151,20240801,304,139,156,151.3,12.3
1152,20240801,424,103,102,136.0,33.0
1153,20240801,382,110,84,130.6,20.6
1154,20240801,269,132,167,139.9,7.9
1155,20240801,205,127,130,133.9,6.9
1156,20240801,403,156,148,141.7,-14.3
1157,20240801,133,166,155,132.8,-33.2
1158,20240801,700,150,112,137.7,-12.3
1159,20240801,256,145,123,142.9,-2.1
1160,20240801,757,124,152,128.7,4.7
1161,20240801,242,138,168,134.4,-3.6
1162,20240801,621,95,98,127.2,32.2
1163,20240801,754,152,194,152.9,0.9
1164,20240801,355,152,164,137.7,-14.3
1165,20240801,556,125,111,131.3,6.3
1166,20240801,2,133,122,145.4,12.4
1167,20240801,71,128,128,134.1,6.1
1168,20240801,106,131,121,132.2,1.2
1169,20240801,377,139,154,133.0,-6.0
1170,20240801,42,136,169,144.1,8.1
1171,20240801,444,124,150,128.2,4.2
1172,20240801,696,120,136,132.7,12.7
1173,20240801,34,140,161,143.4,3.4
1174,20240801,633,121,108,158.0,37.0
1175,20240801,593,127,117,122.7,-4.3
1176,20240801,137,147,148,139.5,-7.5
1177,20240801,566,142,148,130.0,-12.0
1178,20240801,759,137,172,132.9,-4.1
1179,20240801,289,120,154,142.4,22.4
1180,20240801,261,168,125,140.3,-27.7
1181,20240801,264,117,109,139.3,22.3
1182,20240801,798,139,179,136.1,-2.9
1183,20240801,161,144,171,133.5,-10.5
1184,20240801,198,133,135,141.4,8.4
1185,20240801,271,149,116,130.8,-18.2
1186,20240801,715,139,126,131.0,-8.0
1187,20240801,239,150,127,136.0,-14.0
1188,20240801,84,142,129,136.6,-5.4
1189,20240801,85,129,117,147.2,18.2
1190,20240801,361,163,134,137.2,-25.8
1191,20240801,417,119,111,126.7,7.7
1192,20240801,72,154,148,141.5,-12.5
1193,20240801,409,121,117,138.9,17.9
1194,20240801,416,105,92,133.0,28.0
1195,20240801,585,143,157,137.4,-5.6
1196,20240801,320,147,122,130.5,-16.5
1197,20240801,281,108,127,124.6,16.6
1198,20240801,47,143,130,137.4,-5.6
1199,20240801,170,143,110,141.1,-1.9
1200,20240801,333,118,129,137.4,19.4
1201,20240901,5,126,142,126.4,0.4
1202,20240901,131,126,154,133.5,7.5
1203,20240901,582,140,137,150.0,10.0
1204,20240901,186,133,166,133.8,0.8
1205,20240901,562,133,153,131.4,-1.6
1206,20240901,511,131,124,135.7,4.7
1207,20240901,472,129,108,123.0,-6.0
1208,20240901,495,141,182,140.9,-0.1
1209,20240901,438,175,204,142.2,-32.8
1210,20240901,708,142,104,136.4,-5.6
1211,20240901,691,121,111,140.5,19.5
1212,20240901,416,152,145,133.0,-19.0
1213,20240901,613,168,122,127.6,-40.4
1214,20240901,340,170,158,137.3,-32.7
1215,20240901,673,134,110,144.3,10.3
1216,20240901,427,94,76,113.5,19.5
1217,20240901,799,109,97,135.7,26.7
1218,20240901,608,142,133,138.5,-3.5
1219,20240901,168,138,124,132.7,-5.3
1220,20240901,642,127,101,134.4,7.4
1221,20240901,396,119,87,131.2,12.2
1222,20240901,422,135,100,124.3,-10.7
1223,20240901,745,98,120,119.4,21.4
1224,20240901,372,164,196,123.4,-40.6
1225,20240901,551,107,111,136.6,29.6
1226,20240901,206,127,107,130.8,3.8
1227,20240901,729,130,130,143.7,13.7
1228,20240901,769,142,141,132.1,-9.9
1229,20240901,480,126,159,145.5,19.5
1230,20240901,201,133,157,139.7,6.7
1231,20240901,534,136,154,125.7,-10.3
1232,20240901,456,141,133,137.4,-3.6
1233,20240901,373,151,151,132.8,-18.2
1234,20240901,752,140,123,133.7,-6.3
1235,20240901,601,111,79,134.6,23.6
1236,20240901,571,137,174,130.7,-6.3
1237,20240901,718,137,160,150.2,13.2
1238,20240901,75,137,123,131.9,-5.1
1239,20240901,19,159,200,144.8,-14.2
1240,20240901,90,184,222,141.8,-42.2
1241,20240901,648,128,100,121.5,-6.5
1242,20240901,603,105,87,133.5,28.5
1243,20240901,564,122,144,134.1,12.1
1244,20240901,628,135,170,136.9,1.9
1245,20240901,491,147,168,128.2,-18.8
1246,20240901,363,150,164,136.4,-13.6
1247,20240901,619,127,139,139.5,12.5
1248,20240901,738,152,175,132.8,-19.2
1249,20240901,329,114,97,127.0,13.0
1250,20240901,485,119,95,137.5,18.5
1251,20240901,191,157,164,125.4,-31.6
1252,20240901,583,117,123,127.8,10.8
1253,20240901,715,109,87,131.0,22.0
1254,20240901,766,112,134,144.7,32.7
1255,20240901,647,136,128,132.2,-3.8
1256,20240901,16,144,128,141.4,-2.6
1257,20240901,115,164,168,133.2,-30.8
1258,20240901,274,171,125,136.9,-34.1
1259,20240901,280,132,104,124.6,-7.4
1260,20240901,739,139,100,134.4,-4.6
1261,20241001,630,141,117,138.9,-2.1
1262,20241001,285,151,162,147.0,-4.0
1263,20241001,175,159,147,130.2,-28.8
1264,20241001,431,128,95,137.8,9.8
1265,20241001,560,126,116,136.9,10.9
1266,20241001,761,112,116,129.6,17.6
1267,20241001,612,121,120,125.4,4.4
1268,20241001,330,130,120,131.3,1.3
1269,20241001,516,137,127,135.2,-1.8
1270,20241001,448,149,152,131.0,-18.0
1271,20241001,130,116,123,121.0,5.0
1272,20241001,76,137,140,133.0,-4.0
1273,20241001,10,113,141,125.7,12.7
1274,20241001,707,132,162,131.8,-0.2
1275,20241001,764,119,83,136.7,17.7
1276,20241001,349,144,132,133.8,-10.2
1277,20241001,538,134,161,135.7,1.7
1278,20241001,270,138,145,130.4,-7.6
1279,20241001,433,146,128,138.0,-8.0
1280,20241001,500,127,100,122.4,-4.6
1281,20241001,64,151,121,129.9,-21.1
1282,20241001,561,109,104,135.6,26.6
1283,20241001,600,173,199,149.6,-23.4
1284,20241001,622,176,185,135.7,-40.3
1285,20241001,647,132,118,131.8,-0.2
1286,20241001,472,111,134,123.3,12.3
1287,20241001,790,127,132,133.5,6.5
1288,20241001,773,151,115,124.3,-26.7
1289,20241001,457,135,117,138.6,3.6
1290,20241001,51,141,100,139.1,-1.9
1291,20241001,390,126,94,127.5,1.5
1292,20241001,627,118,109,132.1,14.1
1293,20241001,120,105,78,129.5,24.5
1294,20241001,638,135,166,135.3,0.3
1295,20241001,598,114,127,127.3,13.3
1296,20241001,740,145,186,132.7,-12.3
1297,20241001,25,166,194,131.8,-34.2
1298,20241001,201,145,181,140.1,-4.9
1299,20241001,700,158,188,137.7,-20.3
1300,20241001,392,107,104,133.8,26.8
1301,20241001,145,157,187,140.8,-16.2
1302,20241001,264,143,169,141.0,-2.0
1303,20241001,525,131,156,123.0,-8.0
1304,20241001,374,117,104,152.7,35.7
1305,20241001,710,145,114,124.1,-20.9
1306,20241001,279,118,109,130.7,12.7
1307,20241001,545,174,187,143.2,-30.8
1308,20241001,338,135,150,133.9,-1.1
1309,20241001,197,120,124,127.3,7.3
1310,20241001,177,168,129,128.9,-39.1
1311,20241001,109,109,80,121.0,12.0
1312,20241001,281,139,102,123.2,-15.8
1313,20241001,361,127,136,137.2,10.2
1314,20241001,54,130,138,139.4,9.4
1315,20241001,484,131,106,132.8,1.8
1316,20241001,191,129,92,124.0,-5.0
1317,20241001,61,152,169,141.3,-10.7
1318,20241001,648,149,106,121.9,-27.1
1319,20241001,326,155,172,150.5,-4.5
1320,20241001,21,132,133,136.0,4.0
1321,20241101,166,143,123,132.1,-10.9
1322,20241101,128,123,155,161.0,38.0
1323,20241101,413,137,132,137.5,0.5
1324,20241101,654,140,99,130.2,-9.8
1325,20241101,711,148,129,135.9,-12.1
1326,20241101,123,121,138,136.4,15.4
1327,20241101,246,143,143,126.5,-16.5
1328,20241101,637,144,174,134.7,-9.3
1329,20241101,716,121,147,132.0,11.0
1330,20241101,672,139,129,132.8,-6.2
1331,20241101,150,126,123,129.9,3.9
1332,20241101,572,137,153,136.3,-0.7
1333,20241101,504,116,124,136.9,20.9
1334,20241101,269,138,152,147.7,9.7
1335,20241101,354,130,165,135.6,5.6
1336,20241101,590,154,197,141.5,-12.5
1337,20241101,730,128,140,134.1,6.1
1338,20241101,699,126,101,131.6,5.6
1339,20241101,263,158,128,124.0,-34.0
1340,20241101,288,134,113,120.9,-13.1
