SalesKey,DateKey,ProductKey,VendorKey,RegionKey,WarehouseKey,CustomerSegmentKey,Units,Revenue,COGS,DiscountValue
7387,20240627,549,20,3,7,1,4,467.96,250.88,0.0
7388,20260305,582,49,2,1,1,2,754.54,343.78,83.84
7389,20250914,395,141,4,6,1,4,1521.56,646.72,0.0
7390,20230120,725,9,1,5,1,4,1512.88,613.4,0.0
7391,20250702,68,12,2,7,1,1,17.84,11.17,0.0
7392,20260109,288,83,5,9,1,1,27.8,16.48,1.46
7393,20240516,511,34,3,9,1,3,326.9,219.57,17.21
7394,20260504,488,126,3,2,1,2,475.88,259.48,0.0
7395,20230706,192,91,3,7,3,4,569.12,286.68,0.0
7396,20240106,59,84,1,9,1,8,486.95,293.12,85.93
7397,20241102,41,76,2,5,1,4,1089.2,633.72,0.0
7398,20241126,2,35,6,2,1,3,326.37,222.66,0.0
7399,20260426,605,150,2,6,1,6,969.0,391.56,0.0
7400,20230906,381,99,3,1,1,3,785.15,384.9,41.32
7401,20260119,439,97,2,3,1,3,1052.52,484.17,0.0
7402,20230318,303,111,1,5,1,4,420.68,186.4,0.0
7403,20250209,75,41,1,7,3,2,235.06,91.62,0.0
7404,20241206,325,30,4,5,3,1,190.26,93.86,33.57
7405,20250713,798,89,2,10,1,4,496.39,209.72,26.13
7406,20240501,187,62,3,4,1,2,513.32,243.06,0.0
7407,20251206,90,65,4,10,3,3,685.38,443.82,0.0
7408,20250623,185,30,5,10,1,1,138.24,83.17,0.0
7409,20260421,138,113,2,7,2,4,1148.28,679.92,0.0
7410,20240330,219,64,2,4,1,2,43.12,21.88,0.0
7411,20250904,700,87,4,10,1,4,605.04,387.76,31.84
7412,20260123,194,84,1,5,1,3,943.68,524.97,0.0
7413,20250608,113,75,2,4,4,4,476.4,256.52,0.0
7414,20230611,172,12,1,3,3,6,356.04,184.62,0.0
7415,20230110,21,150,1,1,1,5,1396.65,654.95,0.0
7416,20250603,314,35,2,6,1,4,964.0,632.92,0.0
7417,20260429,169,85,2,3,3,4,323.36,159.44,0.0
7418,20230807,219,64,2,3,3,4,86.24,43.76,0.0
7419,20260608,305,38,4,1,1,4,733.28,489.72,0.0
7420,20260209,436,123,4,8,1,4,1253.56,494.48,0.0
7421,20231114,205,107,6,3,3,4,313.04,168.12,16.48
7422,20241114,416,124,3,5,1,6,656.27,310.68,115.81
7423,20240623,197,139,2,8,1,5,754.85,525.8,0.0
7424,20240607,23,61,6,2,1,2,405.5,279.36,21.34
7425,20240108,787,101,2,5,4,3,667.77,282.0,0.0
7426,20260205,515,148,3,6,1,5,511.64,302.35,127.91
7427,20231103,665,128,1,2,3,5,2030.9,796.15,0.0
7428,20231119,525,110,4,9,1,8,2670.72,1030.16,0.0
7429,20240304,442,54,1,8,1,4,147.28,82.84,0.0
7430,20230820,302,92,4,1,3,3,256.93,148.59,28.55
7431,20230616,599,69,1,9,1,4,853.59,610.88,44.93
7432,20230628,309,4,3,5,1,4,1026.87,567.92,54.05
7433,20240702,665,128,1,5,1,8,3086.97,1273.84,162.47
7434,20260309,458,1,4,8,2,1,104.73,72.95,11.64
7435,20230303,715,67,2,10,1,4,545.25,282.6,136.31
7436,20250620,252,124,5,3,2,2,52.1,31.12,0.0
7437,20250909,430,22,6,10,1,2,193.84,90.14,0.0
7438,20230809,386,112,1,7,1,3,552.51,224.46,0.0
7439,20250214,772,140,1,8,1,3,695.87,438.81,122.8
7440,20260521,6,62,2,1,4,1,185.59,92.39,9.77
7441,20260626,720,101,3,8,3,4,1641.96,649.24,0.0
7442,20230823,634,80,1,10,2,2,250.99,128.52,13.21
7443,20250728,731,77,2,4,1,4,1701.84,664.24,0.0
7444,20260530,73,115,2,1,1,3,592.57,268.95,65.84
7445,20241205,775,131,1,10,2,1,193.35,94.99,0.0
7446,20230412,522,42,4,4,3,6,624.84,306.06,0.0
7447,20250721,553,9,2,1,3,2,137.98,72.0,0.0
7448,20230827,245,21,6,10,3,7,860.84,416.85,45.31
7449,20260404,438,44,4,9,4,2,81.98,52.84,0.0
7450,20230219,59,84,5,9,2,5,304.34,183.2,53.71
7451,20251217,33,121,2,3,1,15,2215.2,1121.1,0.0
7452,20230525,537,74,2,2,4,6,716.72,460.26,37.72
7453,20230209,431,12,4,10,2,4,103.32,47.68,5.44
7454,20260618,268,10,3,10,3,5,377.4,231.55,0.0
7455,20240723,448,11,1,6,1,2,56.22,38.28,0.0
7456,20240908,617,138,4,9,1,1,95.81,49.88,5.04
7457,20230828,360,145,6,7,1,5,731.15,464.85,0.0
7458,20240221,726,65,5,10,3,6,1649.1,788.04,0.0
7459,20260402,195,97,2,8,1,3,608.12,462.99,67.57
7460,20260623,45,59,1,8,1,1,269.74,133.17,0.0
7461,20240913,726,65,3,1,1,7,1923.95,919.38,0.0
7462,20251205,336,149,6,6,1,3,1043.84,507.84,54.94
7463,20250228,394,149,2,3,1,9,1438.11,865.35,0.0
7464,20231130,651,123,4,9,1,16,1092.48,701.12,0.0
7465,20251108,535,51,1,7,1,5,854.75,505.7,0.0
7466,20230301,247,131,1,7,2,3,296.08,139.71,52.25
7467,20260321,103,7,3,7,1,5,847.0,576.15,0.0
7468,20231111,657,133,1,8,1,2,415.92,246.96,0.0
7469,20231120,289,133,4,6,1,3,151.19,97.98,7.96
7470,20230408,619,125,1,8,1,1,87.05,49.43,9.67
7471,20230610,764,23,3,4,1,5,190.85,122.75,0.0
7472,20230213,207,57,2,2,1,5,1742.94,774.65,193.66
7473,20230607,628,69,2,2,1,2,235.4,162.58,0.0
7474,20251120,144,86,2,5,4,3,749.37,336.72,0.0
7475,20260515,647,107,4,6,1,4,738.8,313.76,0.0
7476,20240911,751,128,1,6,2,5,494.3,201.85,0.0
7477,20231210,491,30,2,10,1,6,958.91,673.86,50.47
7478,20230815,227,67,1,2,1,3,877.86,535.02,0.0
7479,20230320,759,14,1,2,1,3,684.24,444.3,0.0
7480,20240130,526,65,2,2,1,4,60.15,30.6,10.61
7481,20250604,113,75,4,2,1,1,119.1,64.13,0.0
7482,20260408,382,114,1,7,1,3,137.48,58.98,15.28
7483,20240405,792,145,2,2,1,4,483.79,316.12,85.37
7484,20251207,132,135,1,2,2,4,464.72,264.68,0.0
7485,20240623,138,113,1,9,1,8,2296.56,1359.84,0.0
7486,20250909,173,4,3,1,1,2,705.58,355.92,0.0
7487,20241109,252,124,2,1,3,2,44.28,31.12,7.82
7488,20241203,102,11,6,3,1,3,737.35,467.55,38.81
7489,20230602,413,54,3,2,1,4,316.61,230.44,79.15
7490,20231127,779,134,3,1,2,8,971.78,649.68,107.98
7491,20250419,157,138,4,6,2,4,68.44,47.4,0.0
7492,20251029,705,141,5,4,1,1,239.69,151.15,0.0
7493,20250628,768,10,2,7,1,7,1773.45,1195.74,0.0
7494,20230429,142,144,1,6,1,4,932.18,422.32,103.58
7495,20240417,642,15,2,3,2,3,280.89,121.89,0.0
7496,20250208,359,96,6,6,1,3,376.22,192.93,94.06
7497,20250627,53,29,6,1,1,4,1097.32,594.36,0.0
7498,20240123,498,130,1,9,1,5,1547.5,693.95,0.0
7499,20250129,482,96,1,8,1,3,200.53,121.98,22.28
7500,20250119,162,98,1,10,1,1,43.61,19.64,0.0
7501,20230304,631,55,4,8,1,4,1067.28,436.76,0.0
7502,20241204,511,34,4,10,1,4,458.8,292.76,0.0
7503,20230220,201,41,1,6,3,2,357.78,155.46,0.0
7504,20250622,771,139,2,3,4,7,614.04,322.91,0.0
7505,20241105,769,15,6,4,1,4,316.85,175.64,55.91
7506,20250321,289,133,1,5,1,7,352.78,228.62,18.57
7507,20250208,126,117,1,5,1,11,1311.75,763.07,0.0
7508,20240922,413,54,2,4,3,1,84.1,57.61,14.84
7509,20230417,102,11,1,4,1,2,517.44,311.7,0.0
7510,20240326,146,54,1,3,1,2,263.24,165.92,112.82
7511,20230401,338,125,1,9,1,4,857.52,542.48,0.0
7512,20230221,13,137,3,2,2,2,185.92,135.8,9.78
7513,20260614,194,84,4,8,2,3,943.68,524.97,0.0
7514,20260204,119,60,1,10,1,4,1335.48,695.92,0.0
7515,20231104,157,138,2,3,1,2,34.22,23.7,0.0
7516,20231204,584,143,2,9,2,2,576.55,309.6,30.34
7517,20240618,712,103,1,7,3,3,300.87,140.58,53.1
7518,20251230,668,18,3,5,1,4,482.8,197.84,0.0
7519,20250515,501,72,3,3,1,2,334.56,233.84,0.0
7520,20241013,618,41,5,3,3,7,824.74,575.75,0.0
7521,20250809,542,92,3,3,3,4,473.92,237.08,0.0
7522,20251019,130,87,1,6,1,3,325.32,131.85,0.0
7523,20230825,750,83,4,10,1,2,45.24,20.66,0.0
7524,20260131,490,125,1,8,1,2,151.31,102.62,16.81
7525,20250422,524,98,1,9,4,5,654.4,339.7,0.0
7526,20260513,135,10,1,8,3,3,117.73,48.57,6.2
7527,20250607,40,68,2,10,1,4,936.24,590.36,49.28
7528,20230703,516,86,3,9,1,1,68.4,39.95,7.6
7529,20230416,105,131,5,10,4,3,1140.57,490.11,0.0
7530,20251112,303,111,2,5,2,3,299.73,139.8,15.78
7531,20240919,799,144,2,10,1,7,1206.45,683.9,0.0
7532,20250813,551,123,3,3,1,5,198.75,80.25,0.0
7533,20240418,72,96,1,7,2,3,359.16,194.64,0.0
7534,20231109,793,34,4,10,3,3,390.42,263.94,20.55
7535,20231218,276,141,4,8,4,7,420.21,263.48,46.69
7536,20250201,632,139,2,4,2,3,786.1,366.15,87.34
7537,20250110,95,117,3,6,3,3,229.29,116.1,0.0
7538,20241012,392,125,2,2,1,5,744.3,488.4,0.0
7539,20260619,329,137,1,6,1,3,807.36,358.74,0.0
7540,20230413,200,82,6,10,1,3,735.69,330.81,0.0
7541,20260408,5,84,6,7,2,4,652.8,461.12,0.0
7542,20251118,550,83,4,1,1,4,812.68,362.64,0.0
7543,20241108,80,134,3,4,1,2,475.96,241.66,0.0
7544,20250615,776,56,4,1,1,5,444.84,211.65,23.41
7545,20250517,675,77,1,7,1,5,1553.6,703.6,0.0
7546,20250523,353,37,2,10,1,4,920.0,497.16,0.0
7547,20250804,15,25,2,10,1,2,359.96,178.64,0.0
7548,20250522,68,12,3,2,1,2,28.54,22.34,7.14
7549,20260225,599,69,1,9,2,4,898.52,610.88,0.0
7550,20260616,732,143,1,5,1,2,181.76,92.56,0.0
7551,20260206,327,123,1,7,1,3,66.21,51.12,28.38
7552,20240327,489,73,1,9,3,3,698.52,327.18,77.61
7553,20251003,389,104,1,8,2,3,35.67,20.01,6.3
7554,20250928,309,4,2,9,1,6,1459.24,851.88,162.14
7555,20230104,430,22,1,5,1,7,644.52,315.49,33.92
7556,20231011,191,55,6,3,1,5,1652.55,854.35,0.0
7557,20250505,739,62,1,2,1,8,1591.81,1154.64,397.95
7558,20231103,14,120,2,5,1,2,197.17,85.26,21.91
7559,20240426,266,117,3,1,1,2,467.95,357.62,51.99
7560,20241210,765,125,2,6,1,7,217.07,98.35,0.0
7561,20250218,204,101,3,5,2,4,521.78,313.12,27.46
7562,20250927,723,46,2,1,1,9,3536.1,1563.66,0.0
7563,20240407,422,9,2,5,1,2,102.62,47.12,0.0
7564,20240830,386,112,3,1,1,3,552.51,224.46,0.0
7565,20230617,600,32,1,10,1,4,212.93,109.88,53.23
7566,20230201,76,123,2,5,1,3,681.09,325.05,0.0
7567,20250822,530,135,4,4,2,3,681.21,430.77,35.85
7568,20260607,268,10,1,7,2,5,377.4,231.55,0.0
7569,20240707,593,5,1,2,2,4,1394.0,693.28,0.0
7570,20230607,6,62,1,10,1,4,781.44,369.56,0.0
7571,20231110,181,115,3,4,3,8,2735.36,1101.04,0.0
7572,20240920,386,112,1,10,1,4,663.01,299.28,73.67
7573,20240721,734,71,1,1,1,2,73.02,45.4,0.0
7574,20250907,19,130,1,3,1,4,908.5,419.6,100.94
7575,20260403,287,120,1,2,1,3,744.9,468.87,0.0
7576,20231215,157,138,6,3,3,7,119.77,82.95,0.0
7577,20251216,609,3,2,1,1,6,1494.9,653.52,0.0
7578,20231103,257,15,1,7,1,1,153.43,91.53,0.0
7579,20240627,209,126,3,8,1,3,763.95,352.98,0.0
7580,20260412,266,117,5,9,1,3,779.91,536.43,0.0
7581,20231211,433,101,3,9,1,4,207.3,138.96,36.58
7582,20250813,247,131,1,8,4,1,98.69,46.57,17.42
7583,20230727,318,127,1,6,1,4,139.71,99.36,24.65
7584,20241031,375,140,1,1,1,4,184.64,129.12,0.0
7585,20260623,122,52,1,9,1,1,193.32,115.44,0.0
7586,20260104,528,78,1,6,2,4,1462.24,593.0,0.0
7587,20230826,686,16,1,7,1,2,387.42,168.14,0.0
7588,20240607,686,16,1,10,4,4,697.36,336.28,77.48
7589,20251030,344,74,1,2,2,3,291.3,218.22,32.37
7590,20230617,349,118,3,7,1,6,1804.92,846.72,0.0
7591,20250124,610,4,1,9,1,1,31.94,16.13,0.0
7592,20250526,560,38,4,7,1,6,193.06,97.62,48.26
7593,20230922,164,125,3,6,1,4,1567.35,681.76,82.49
7594,20230317,436,123,4,4,3,1,313.39,123.62,0.0
7595,20231007,22,109,3,8,1,3,316.38,154.5,0.0
7596,20250602,606,95,2,2,2,4,216.96,90.92,0.0
7597,20260214,469,35,3,10,1,4,645.48,456.24,0.0
7598,20241227,246,47,1,5,3,3,869.49,364.11,0.0
7599,20230505,129,34,2,5,1,3,814.44,503.22,42.87
7600,20260113,319,19,4,10,1,2,481.97,271.78,85.05
7601,20250404,382,114,4,3,1,4,203.68,78.64,0.0
7602,20230104,752,29,2,6,1,1,83.54,40.86,0.0
7603,20240325,658,29,2,10,2,4,998.5,694.92,110.94
7604,20240922,406,122,6,6,1,2,353.28,141.42,0.0
7605,20250821,572,99,3,5,1,10,960.8,585.1,0.0
7606,20241215,285,83,6,7,2,9,1844.01,921.42,0.0
7607,20230127,773,95,2,1,1,2,97.78,53.88,0.0
7608,20260426,732,143,2,9,1,6,545.28,277.68,0.0
7609,20260401,702,123,5,1,1,1,260.54,116.35,0.0
7610,20241008,550,83,4,9,1,1,203.17,90.66,0.0
7611,20240410,103,7,2,3,3,3,482.79,345.69,25.41
7612,20240721,711,106,1,3,4,2,178.7,99.02,0.0
7613,20251109,434,128,5,3,1,4,546.16,368.2,0.0
7614,20251127,667,117,1,9,4,15,1603.95,675.15,0.0
7615,20250728,45,59,2,10,4,2,539.48,266.34,0.0
7616,20231119,2,35,1,8,1,3,326.37,222.66,0.0
7617,20240807,477,114,1,9,1,5,1077.12,616.25,190.08
7618,20250618,93,87,3,3,1,3,175.02,90.66,9.21
7619,20250321,106,130,2,2,4,1,56.1,43.89,24.04
7620,20240206,302,92,3,8,3,2,171.29,99.06,19.03
7621,20230604,457,52,4,4,3,6,308.4,183.9,54.42
7622,20251113,708,115,4,5,1,3,422.13,275.52,0.0
7623,20260309,572,99,1,1,2,3,288.24,175.53,0.0
7624,20250321,672,9,2,2,3,3,303.64,210.42,15.98
7625,20241227,489,73,3,2,2,2,413.94,218.12,103.48
7626,20241120,758,2,3,1,1,5,1742.5,684.35,0.0
7627,20250928,608,119,3,9,2,4,412.64,186.08,0.0
7628,20240807,427,106,2,5,4,3,1185.77,481.86,62.41
7629,20251010,224,69,1,7,3,4,820.48,466.68,0.0
7630,20260320,344,74,1,5,1,2,215.78,145.48,0.0
7631,20240109,223,73,5,2,3,2,520.83,277.12,57.87
7632,20260222,286,147,4,3,1,3,953.01,391.35,0.0
7633,20260516,185,30,1,3,1,4,552.96,332.68,0.0
7634,20230713,301,85,2,10,1,2,435.24,242.08,48.36
7635,20250703,600,32,2,4,1,1,66.54,27.47,0.0
7636,20230429,571,77,2,1,2,4,1214.9,541.32,63.94
7637,20241226,355,71,6,10,1,13,1670.65,1048.19,294.82
7638,20241126,593,5,3,9,4,2,697.0,346.64,0.0
7639,20231230,600,32,1,7,1,7,465.78,192.29,0.0
7640,20240406,422,9,2,10,1,8,328.38,188.48,82.1
7641,20230806,700,87,1,5,1,4,636.88,387.76,0.0
7642,20250324,791,31,2,4,1,8,1735.61,848.4,91.35
7643,20240810,267,91,1,5,1,1,128.05,82.21,14.23
7644,20250416,430,22,2,7,4,5,339.22,225.35,145.38
7645,20260204,714,67,1,3,1,3,80.81,49.17,8.98
7646,20260227,522,42,1,10,1,2,208.28,102.02,0.0
7647,20250624,761,141,1,3,4,1,403.08,164.62,0.0
7648,20250221,378,139,2,3,2,4,938.05,543.6,104.23
7649,20260121,598,132,1,3,1,4,402.12,218.4,44.68
7650,20230806,227,67,3,10,1,4,1170.48,713.36,0.0
7651,20250428,655,62,1,3,3,3,202.18,89.13,10.64
7652,20251222,456,7,1,4,2,7,1534.68,787.43,0.0
7653,20250814,24,102,4,9,1,4,506.4,339.6,0.0
7654,20250210,319,19,1,7,1,2,567.02,271.78,0.0
7655,20241031,286,147,3,7,1,3,953.01,391.35,0.0
7656,20250926,31,55,1,9,1,5,1406.0,570.8,0.0
7657,20251025,175,139,2,7,2,4,1153.57,592.64,60.71
7658,20240921,359,96,1,9,1,6,940.56,385.86,0.0
7659,20250522,252,124,1,9,1,3,74.24,46.68,3.91
7660,20260429,487,99,1,4,1,1,35.77,20.07,0.0
7661,20240201,608,119,4,2,1,1,103.16,46.52,0.0
7662,20251114,38,3,2,10,1,2,73.34,50.36,0.0
7663,20240615,45,59,1,5,3,2,539.48,266.34,0.0
7664,20250611,580,105,5,10,1,2,565.02,233.42,0.0
7665,20240207,568,13,1,5,2,2,49.61,27.8,5.51
7666,20251215,194,84,1,5,2,8,2516.48,1399.92,0.0
7667,20250517,503,81,2,7,1,4,1272.08,502.0,0.0
7668,20241115,434,128,1,4,1,4,436.93,368.2,109.23
7669,20231028,559,86,1,4,1,2,110.24,73.4,0.0
7670,20241130,14,120,3,7,1,3,328.62,127.89,0.0
7671,20260219,429,25,2,7,3,6,1112.7,832.74,58.56
7672,20251126,777,137,2,8,1,2,233.02,111.74,0.0
7673,20240301,578,10,5,2,1,1,330.25,144.45,0.0
7674,20250312,270,71,6,7,1,3,399.38,184.32,44.38
7675,20230705,562,57,1,8,3,3,509.68,336.3,56.63
7676,20230905,51,150,2,5,1,5,402.0,172.9,0.0
7677,20250730,719,6,2,9,1,4,293.48,150.16,0.0
7678,20230115,457,52,1,3,1,7,338.63,214.55,84.66
7679,20230221,324,118,5,10,1,3,599.21,257.55,31.54
7680,20240727,382,114,5,4,1,4,203.68,78.64,0.0
7681,20250504,529,129,2,3,1,2,133.13,76.38,14.79
7682,20241129,198,109,1,7,2,17,892.87,562.36,157.56
7683,20240507,231,102,2,4,1,5,951.95,619.95,0.0
7684,20230115,694,16,2,1,1,4,263.4,134.88,0.0
7685,20230310,263,93,2,9,3,3,262.29,134.52,0.0
7686,20240820,526,65,2,4,1,6,90.22,45.9,15.92
7687,20250929,242,146,1,5,3,5,858.35,336.85,0.0
7688,20240122,761,141,6,9,1,2,725.54,329.24,80.62
7689,20260310,416,124,2,1,1,5,611.23,258.9,32.17
7690,20240909,511,34,2,2,1,2,217.93,146.38,11.47
7691,20230927,418,124,2,1,4,3,707.7,471.72,0.0
7692,20230511,652,133,3,6,1,5,823.75,414.55,0.0
7693,20230107,474,28,3,7,1,3,856.83,376.71,0.0
7694,20230327,658,29,1,5,1,5,1178.78,868.65,208.02
7695,20251214,248,16,4,7,3,2,459.56,316.94,0.0
7696,20240609,774,75,6,2,3,2,190.65,97.12,10.03
7697,20231105,651,123,2,6,3,3,184.36,131.46,20.48
7698,20260128,57,27,2,2,1,1,18.62,9.48,2.07
7699,20240226,746,104,2,10,1,7,2343.53,1221.71,413.56
7700,20241007,417,69,2,5,1,4,827.39,583.16,146.01
7701,20230415,180,47,2,8,2,6,150.36,100.74,0.0
7702,20240709,423,44,1,10,1,1,26.19,11.97,0.0
7703,20250216,94,25,2,7,2,6,70.74,43.26,0.0
7704,20240501,91,35,2,6,1,5,957.7,515.85,0.0
7705,20250906,402,31,2,9,1,4,77.98,45.52,8.66
7706,20240603,723,46,1,8,1,1,373.25,173.74,19.64
7707,20260623,131,133,2,4,1,4,98.16,42.76,0.0
7708,20250405,611,21,1,6,1,5,568.1,258.6,29.9
7709,20230316,606,95,1,2,1,3,138.31,68.19,24.41
7710,20241123,644,39,3,10,2,6,2644.14,1063.02,0.0
7711,20230628,107,58,3,4,2,5,462.15,225.65,0.0
7712,20241112,398,14,1,4,3,2,141.64,64.74,0.0
7713,20251220,702,123,1,4,2,5,1237.56,581.75,65.14
7714,20260521,271,116,3,1,2,3,545.46,233.46,0.0
7715,20260605,306,8,2,5,2,2,454.6,284.94,80.22
7716,20230212,585,114,5,5,1,5,816.3,438.1,0.0
7717,20230818,566,13,6,8,3,3,252.9,134.16,0.0
7718,20230926,85,55,4,10,1,6,317.58,188.88,0.0
7719,20230527,470,84,6,5,1,7,1042.89,658.42,260.72
7720,20260508,581,96,2,5,2,3,139.35,82.41,0.0
7721,20251026,304,61,4,5,1,4,288.0,166.96,0.0
7722,20240229,715,67,3,8,1,2,323.74,141.3,17.04
7723,20240912,615,39,1,10,1,4,388.33,222.92,43.15
7724,20230903,398,14,3,4,1,6,382.43,194.22,42.49
7725,20260323,128,60,2,8,3,2,75.17,54.86,8.35
7726,20231203,789,10,3,5,3,3,1238.91,508.95,0.0
7727,20260120,624,53,1,5,1,1,21.67,12.68,0.0
7728,20231031,430,22,3,4,3,4,387.68,180.28,0.0
7729,20260614,267,91,3,5,3,4,569.12,328.84,0.0
7730,20231021,53,29,1,5,1,6,1563.68,891.54,82.3
7731,20240324,499,69,1,7,1,5,1308.75,576.2,0.0
7732,20240421,631,55,6,9,2,3,680.39,327.57,120.07
7733,20230918,161,117,6,6,4,1,172.14,103.5,30.38
7734,20230622,455,102,1,4,1,2,55.87,45.44,13.97
7735,20240624,240,24,2,4,2,1,48.56,28.48,0.0
7736,20251122,635,14,1,9,4,2,106.98,72.86,0.0
7737,20230326,388,113,2,6,2,4,794.85,435.64,41.83
7738,20250429,654,93,4,8,1,6,1073.62,785.46,268.4
7739,20230823,638,6,1,7,1,2,71.02,35.24,0.0
7740,20231205,530,135,1,2,1,4,956.08,574.36,0.0
7741,20240109,675,77,3,6,2,3,745.73,422.16,186.43
7742,20250630,264,104,5,2,1,4,40.88,22.36,0.0
7743,20240717,366,53,1,7,1,2,769.82,336.18,0.0
7744,20250116,5,84,1,7,1,8,1109.76,922.24,195.84
7745,20240720,552,107,6,8,2,2,423.58,174.64,0.0
7746,20231217,450,7,3,10,1,5,1806.85,879.8,0.0
7747,20230512,409,14,1,8,1,2,439.64,226.0,0.0
7748,20260203,164,125,4,7,1,3,1175.51,511.32,61.87
7749,20260411,396,72,1,6,1,4,669.48,268.28,0.0
7750,20230111,656,57,1,5,1,2,529.02,212.02,0.0
7751,20250105,245,21,6,6,1,12,1553.4,714.6,0.0
7752,20250629,85,55,4,8,1,5,264.65,157.4,0.0
7753,20230223,580,105,1,9,1,4,1073.54,466.84,56.5
7754,20240205,517,132,2,9,1,2,651.98,265.96,0.0
7755,20230914,691,19,2,9,1,5,682.08,437.6,120.37
7756,20230718,660,130,3,10,1,1,9.71,7.26,1.71
7757,20230102,739,62,1,2,1,5,1243.6,721.65,0.0
7758,20231209,615,39,1,10,2,5,539.35,278.65,0.0
7759,20240504,186,68,1,1,3,6,1152.12,655.86,0.0
7760,20230215,729,52,4,3,2,4,1428.12,649.8,0.0
7761,20250821,300,46,1,4,1,3,282.6,145.65,0.0
7762,20250410,274,62,2,5,1,4,741.4,379.04,0.0
7763,20230803,574,68,2,9,3,3,878.13,531.9,0.0
7764,20230717,454,78,1,4,1,5,1618.0,873.0,0.0
7765,20260317,551,123,3,8,4,2,79.5,32.1,0.0
7766,20230413,153,81,2,6,2,4,359.96,251.48,0.0
7767,20240402,728,56,3,7,2,3,71.97,31.83,0.0
7768,20230707,144,86,2,2,1,4,849.29,448.96,149.87
7769,20250903,198,109,1,4,1,1,61.79,33.08,0.0
7770,20240124,769,15,1,7,1,1,93.19,43.91,0.0
7771,20250829,707,66,4,2,1,4,902.88,639.44,0.0
7772,20251111,705,141,6,2,1,2,479.38,302.3,0.0
7773,20250620,697,31,6,1,1,2,386.59,170.84,20.35
7774,20251202,340,8,2,10,3,2,436.85,267.16,77.09
7775,20250130,247,131,1,5,2,6,696.66,279.42,0.0
7776,20250103,432,65,1,10,2,6,1614.12,681.6,0.0
7777,20241120,67,22,1,1,1,2,396.99,294.82,44.11
7778,20240212,33,121,2,10,1,2,251.06,149.48,44.3
7779,20251219,105,131,3,3,1,9,3421.71,1470.33,0.0
7780,20250624,649,85,4,2,4,3,802.44,372.45,0.0
7781,20241022,330,58,2,1,2,6,1728.96,840.06,0.0
7782,20251231,468,74,1,3,1,4,1275.44,593.0,141.72
7783,20260330,219,64,5,2,2,4,68.99,43.76,17.25
7784,20251009,562,57,2,6,1,4,755.08,448.4,0.0
7785,20240429,220,5,3,6,1,1,267.45,131.1,0.0
7786,20241009,744,17,2,3,3,5,445.5,222.75,49.5
7787,20251209,519,113,1,8,1,2,102.87,74.84,5.41
7788,20251010,636,72,3,5,1,2,224.06,107.98,56.02
7789,20260601,411,58,5,6,1,1,61.57,34.08,3.24
7790,20240422,665,128,2,4,4,4,1624.72,636.92,0.0
7791,20250607,763,84,5,9,1,4,1393.44,664.2,0.0
7792,20230421,623,45,4,1,1,4,760.44,387.84,0.0
7793,20260508,37,93,5,6,3,7,2571.72,1246.7,285.75
7794,20260618,285,83,2,5,1,3,614.67,307.14,0.0
7795,20241116,662,3,3,5,2,4,571.72,368.04,0.0
7796,20240705,182,147,2,7,2,5,807.15,413.4,0.0
7797,20230125,561,10,4,2,1,6,1338.9,923.94,0.0
7798,20260118,677,74,3,8,1,2,192.49,107.02,10.13
7799,20260419,295,22,2,6,1,6,1303.74,569.76,0.0
7800,20230520,733,109,1,2,4,3,654.9,362.61,0.0
7801,20230913,564,33,2,2,1,3,385.78,224.43,42.86
7802,20230117,93,87,3,5,1,1,61.41,30.22,0.0
7803,20240226,533,82,2,2,1,4,678.44,333.0,0.0
7804,20250408,116,20,1,8,2,5,171.8,91.2,0.0
7805,20250327,318,127,3,10,1,2,65.74,49.68,16.44
7806,20250825,428,27,5,1,1,2,662.05,352.66,116.83
7807,20250729,2,35,4,10,4,3,326.37,222.66,0.0
7808,20251029,686,16,1,1,1,4,697.36,336.28,77.48
7809,20240221,328,62,2,7,2,7,544.67,299.18,0.0
7810,20250314,117,110,1,6,2,2,133.02,54.64,0.0
7811,20250412,625,29,5,2,1,3,1164.03,504.27,61.26
7812,20230131,414,6,4,8,1,4,786.16,420.08,0.0
7813,20240531,504,21,4,10,1,3,73.59,45.63,0.0
7814,20260212,357,136,1,4,1,4,115.77,96.56,20.43
7815,20250417,592,21,2,10,2,3,455.71,217.5,80.42
7816,20230715,61,95,1,10,3,4,36.0,24.2,0.0
7817,20241102,205,107,1,6,1,3,247.14,126.09,0.0
7818,20250510,727,12,1,8,1,6,179.58,110.04,0.0
7819,20230115,696,45,6,7,1,5,905.95,388.65,0.0
7820,20260221,782,88,2,9,3,4,412.0,258.6,0.0
7821,20230125,579,98,1,10,1,2,410.16,331.32,72.38
7822,20250319,174,133,1,6,3,3,531.45,307.56,93.78
7823,20251019,252,124,1,4,3,3,78.15,46.68,0.0
7824,20251230,539,50,1,5,4,5,1439.55,767.05,0.0
7825,20230119,629,131,3,4,1,4,783.4,346.2,87.04
7826,20240412,408,35,1,1,1,6,448.02,271.02,0.0
7827,20240116,516,86,1,7,1,4,304.0,159.8,0.0
7828,20260513,638,6,5,3,1,3,106.53,52.86,0.0
7829,20250221,318,127,1,5,3,4,164.36,99.36,0.0
7830,20251103,138,113,3,9,3,2,574.14,339.96,0.0
7831,20241117,613,99,4,8,2,4,184.6,80.4,0.0
7832,20230822,539,50,3,10,1,3,820.54,460.23,43.19
