InventoryKey,DateKey,ProductKey,WarehouseKey,OnHandUnits,InTransitUnits,ReorderPoint,StockoutFlag
9160,20240125,76,9,252,139,65,0
9161,20240321,294,8,177,69,93,0
9162,20230729,618,3,232,159,100,0
9163,20250504,756,1,83,115,52,0
9164,20241206,590,1,32,137,195,0
9165,20230121,438,6,76,85,41,0
9166,20231217,11,7,0,114,186,1
9167,20231217,323,4,0,112,145,1
9168,20260331,175,8,454,76,130,0
9169,20240902,634,1,268,207,98,0
9170,20250520,630,8,30,130,152,0
9171,20230711,527,5,65,64,82,0
9172,20250331,474,7,309,194,70,0
9173,20250711,58,4,202,153,85,0
9174,20230109,129,3,77,142,180,0
9175,20260410,774,6,170,14,79,0
9176,20241107,423,5,337,127,184,0
9177,20251018,647,1,404,96,114,0
9178,20240714,199,1,83,11,99,0
9179,20240614,399,1,206,31,192,0
9180,20260520,683,6,156,80,92,0
9181,20250816,94,6,214,14,34,0
9182,20240716,698,9,163,223,49,0
9183,20230201,454,10,156,203,28,0
9184,20240318,404,6,142,71,41,0
9185,20231005,106,5,126,247,194,0
9186,20250129,189,4,283,48,138,0
9187,20230301,729,7,66,107,91,0
9188,20230730,172,7,304,138,151,0
9189,20230813,750,1,236,202,160,0
9190,20251027,529,10,173,21,188,0
9191,20250921,348,2,103,75,113,0
9192,20260324,419,9,144,5,145,0
9193,20251008,150,4,228,174,190,0
9194,20240608,343,6,0,151,118,1
9195,20250816,370,10,160,149,126,0
9196,20250614,235,4,109,119,121,0
9197,20230526,765,4,84,118,76,0
9198,20260106,602,5,188,183,72,0
9199,20230120,798,2,139,35,142,0
9200,20240401,631,3,418,187,72,0
9201,20250925,144,2,356,158,133,0
9202,20231023,494,5,380,60,184,0
9203,20240120,349,7,0,162,99,1
9204,20250407,678,10,194,234,33,0
9205,20250310,96,4,335,125,53,0
9206,20241128,550,10,113,76,42,0
9207,20260209,316,5,33,75,131,0
9208,20260407,131,4,326,154,118,0
9209,20250316,402,1,0,20,93,1
9210,20230401,772,8,116,227,28,0
9211,20250131,754,8,340,108,60,0
9212,20240705,729,4,127,138,155,0
9213,20251006,470,9,100,182,67,0
9214,20260105,78,5,129,158,49,0
9215,20260206,297,10,132,197,32,0
9216,20251215,557,4,96,230,174,0
9217,20230217,704,4,109,68,77,0
9218,20241211,422,5,397,147,69,0
9219,20241112,153,10,67,147,121,0
9220,20250510,261,6,198,17,109,0
9221,20230331,739,9,344,85,26,0
9222,20251028,506,1,368,215,120,0
9223,20230129,664,10,231,144,67,0
9224,20230705,1,2,142,196,77,0
9225,20240830,205,7,59,20,77,0
9226,20241112,405,7,67,216,199,0
9227,20250310,728,2,143,92,162,0
9228,20240224,418,3,20,107,95,0
9229,20260602,613,1,134,48,155,0
9230,20250319,342,8,114,149,20,0
9231,20250623,575,6,67,205,145,0
9232,20251118,619,4,114,118,97,0
9233,20230915,491,5,150,165,111,0
9234,20260522,650,9,0,82,59,1
9235,20230226,664,3,228,48,111,0
9236,20241015,126,8,0,164,101,1
9237,20240309,767,5,644,85,107,0
9238,20250919,721,2,237,242,152,0
9239,20241014,290,2,94,224,80,0
9240,20240624,786,1,54,185,87,0
9241,20250608,527,4,142,53,20,0
9242,20250506,16,10,184,2,32,0
9243,20240719,474,1,26,61,109,0
9244,20260115,686,2,211,198,127,0
9245,20250106,697,10,244,219,44,0
9246,20241124,799,9,344,95,158,0
9247,20231009,31,3,145,69,32,0
9248,20251228,603,1,229,56,61,0
9249,20230402,632,6,342,23,169,0
9250,20260630,14,6,155,188,120,0
9251,20260314,198,6,232,233,110,0
9252,20231209,312,6,107,100,60,0
9253,20250925,453,5,101,134,45,0
9254,20250131,177,4,88,167,169,0
9255,20240529,587,4,120,156,49,0
9256,20230701,677,3,118,40,104,0
9257,20241020,731,6,227,7,28,0
9258,20250829,572,9,180,175,61,0
9259,20240910,726,5,85,166,110,0
9260,20240325,66,8,29,247,53,0
9261,20250924,764,3,111,223,114,0
9262,20240810,23,8,126,141,199,0
9263,20231225,467,3,246,9,177,0
9264,20241223,129,5,607,200,94,0
9265,20250114,798,5,186,82,166,0
9266,20260119,458,1,181,178,131,0
9267,20230102,145,4,102,100,190,0
9268,20260628,523,3,521,76,143,0
9269,20231011,720,5,372,70,84,0
9270,20230820,293,3,102,21,134,0
9271,20241108,536,10,182,88,165,0
9272,20240126,594,2,186,141,91,0
9273,20250802,199,1,155,209,41,0
9274,20250802,343,8,225,59,196,0
9275,20230705,60,5,103,46,86,0
9276,20250522,274,4,331,38,170,0
9277,20240612,167,3,336,73,137,0
9278,20230828,629,9,69,244,126,0
9279,20250626,132,1,90,115,172,0
9280,20240811,189,7,138,156,109,0
9281,20251009,758,9,240,156,113,0
9282,20240303,462,1,148,25,183,0
9283,20240720,435,6,212,221,64,0
9284,20230727,700,4,90,206,67,0
9285,20250907,4,8,118,45,32,0
9286,20240621,347,4,106,174,156,0
9287,20230130,500,2,229,223,62,0
9288,20240127,663,6,80,25,101,0
9289,20260423,439,7,178,16,177,0
9290,20250423,691,5,205,87,188,0
9291,20251209,662,5,250,129,193,0
9292,20250919,113,7,167,140,73,0
9293,20251026,642,1,121,184,83,0
9294,20250524,404,6,413,214,135,0
9295,20230601,577,5,54,113,80,0
9296,20230421,642,10,54,26,26,0
9297,20260127,378,1,134,211,103,0
9298,20240716,182,1,276,124,103,0
9299,20251023,655,5,231,244,153,0
9300,20250624,716,7,284,121,29,0
9301,20260519,351,6,72,221,138,0
9302,20230211,248,6,258,248,191,0
9303,20260619,176,9,58,180,113,0
9304,20240121,347,9,493,30,68,0
9305,20241211,260,10,148,192,43,0
9306,20231029,69,5,109,17,55,0
9307,20230830,783,4,407,239,117,0
9308,20250407,686,7,115,180,82,0
9309,20250823,413,1,94,151,36,0
9310,20260316,244,8,355,106,128,0
9311,20240225,45,1,182,73,173,0
9312,20260205,627,7,412,193,131,0
9313,20230707,327,8,77,32,191,0
9314,20230506,635,5,330,49,135,0
9315,20230224,52,1,149,169,44,0
9316,20250407,96,6,213,88,78,0
9317,20230612,733,7,165,181,140,0
9318,20231017,17,8,54,109,123,0
9319,20260216,507,2,206,187,141,0
9320,20260602,223,3,374,80,49,0
9321,20240708,621,1,156,116,64,0
9322,20250804,631,1,130,195,147,0
9323,20230818,190,1,79,178,77,0
9324,20251114,791,10,129,79,146,0
9325,20251101,137,8,121,166,151,0
9326,20230725,649,3,298,143,69,0
9327,20240123,536,2,64,86,63,0
9328,20260321,507,1,130,78,161,0
9329,20250305,462,5,113,202,151,0
9330,20231009,276,5,0,87,150,1
9331,20230119,350,8,70,247,98,0
9332,20250216,319,8,92,47,114,0
9333,20230615,347,8,331,198,123,0
9334,20250317,774,10,0,51,119,1
9335,20240712,147,5,46,159,112,0
9336,20250402,256,9,432,2,160,0
9337,20230614,122,1,207,102,166,0
9338,20251109,533,7,87,89,171,0
9339,20230909,63,9,135,247,122,0
9340,20231016,316,10,379,17,75,0
9341,20230701,590,6,0,154,56,1
9342,20250719,45,3,191,41,101,0
9343,20240811,22,7,0,221,39,1
9344,20230215,334,3,181,134,163,0
9345,20240504,569,9,32,150,60,0
9346,20251104,617,2,0,175,87,1
9347,20250917,627,10,90,20,186,0
9348,20231023,361,4,77,62,109,0
9349,20251127,317,5,135,110,158,0
9350,20241212,344,1,159,104,73,0
9351,20240523,507,1,192,209,49,0
9352,20241014,442,1,324,123,110,0
9353,20241002,663,4,249,69,32,0
9354,20240625,327,5,113,209,155,0
9355,20260528,27,10,117,137,195,0
9356,20230301,800,3,79,236,80,0
9357,20231030,466,6,118,248,170,0
9358,20231120,359,6,64,102,26,0
9359,20230706,56,6,178,6,179,0
9360,20240212,575,3,262,31,102,0
9361,20231004,434,10,82,241,51,0
9362,20250315,432,8,351,142,40,0
9363,20241213,179,10,264,150,168,0
9364,20260202,613,3,80,63,191,0
9365,20260612,732,4,265,14,114,0
9366,20231207,383,4,107,82,36,0
9367,20250415,148,4,259,194,69,0
9368,20250919,374,4,55,70,162,0
9369,20240713,732,9,273,240,23,0
9370,20250212,543,4,49,101,111,0
9371,20250923,392,10,72,13,42,0
9372,20231213,294,9,216,62,169,0
9373,20251211,675,10,46,32,119,0
9374,20230921,295,8,204,137,176,0
9375,20251223,437,4,31,195,88,0
9376,20251002,375,2,375,96,31,0
9377,20230904,231,5,243,81,89,0
9378,20260619,410,3,127,9,92,0
9379,20230617,301,5,166,212,82,0
9380,20230818,610,1,192,186,25,0
9381,20260504,656,1,142,245,187,0
9382,20250116,66,8,166,104,171,0
9383,20240928,235,1,175,64,82,0
9384,20230901,260,2,196,11,181,0
9385,20240420,105,5,3,170,171,1
9386,20230411,686,4,185,125,20,0
9387,20260315,515,3,36,217,153,0
9388,20230301,739,8,128,221,122,0
9389,20251009,758,9,216,93,61,0
9390,20260124,638,9,141,170,129,0
9391,20260310,294,2,78,84,103,0
9392,20240116,433,3,171,34,37,0
9393,20240330,72,10,176,124,94,0
9394,20230110,397,2,237,40,73,0
9395,20240330,524,3,28,140,128,0
9396,20240720,356,9,276,148,181,0
9397,20260413,179,2,240,115,42,0
9398,20250107,495,5,125,239,103,0
9399,20230307,361,9,321,225,172,0
9400,20250328,506,8,190,242,27,0
9401,20241124,653,2,40,200,47,0
9402,20251212,188,7,153,178,50,0
9403,20240118,418,2,444,243,146,0
9404,20260623,737,5,0,128,144,1
9405,20250612,467,5,122,231,90,0
9406,20260619,311,7,77,123,120,0
9407,20230321,678,8,269,93,89,0
9408,20241226,726,10,90,163,42,0
9409,20230826,503,1,198,33,184,0
9410,20250624,790,4,67,86,142,0
9411,20250613,769,9,130,105,106,0
9412,20240104,667,7,141,190,149,0
9413,20250503,12,1,52,14,66,0
9414,20260629,366,10,250,162,182,0
9415,20230610,450,2,152,220,157,0
9416,20230616,569,9,96,50,156,0
9417,20230417,321,6,124,47,103,0
9418,20241112,442,1,64,236,117,0
9419,20240726,504,3,0,198,112,1
9420,20251003,530,1,64,200,120,0
9421,20250125,418,4,37,165,44,0
9422,20231218,394,9,443,142,83,0
9423,20241203,209,2,61,102,56,0
9424,20231118,701,8,125,204,44,0
9425,20230325,151,6,0,56,90,1
9426,20260317,258,7,162,27,72,0
9427,20240128,271,9,88,119,46,0
9428,20240921,396,2,83,212,167,0
9429,20250112,189,9,121,143,197,0
9430,20230607,553,1,186,147,164,0
9431,20250725,302,3,671,166,101,0
9432,20240312,795,9,427,167,95,0
9433,20250223,96,8,57,134,63,0
9434,20230330,458,9,132,74,142,0
9435,20260511,385,2,111,249,101,0
9436,20250627,336,10,301,209,115,0
9437,20260212,767,10,187,217,137,0
9438,20230219,248,6,250,144,50,0
9439,20240803,341,4,102,164,45,0
9440,20240109,48,3,242,59,169,0
9441,20241108,430,4,252,48,87,0
9442,20230121,468,5,361,6,179,0
9443,20250330,391,2,189,192,187,0
9444,20241226,380,3,281,56,43,0
9445,20250204,766,1,103,93,135,0
9446,20250411,296,6,214,26,198,0
9447,20240510,229,9,0,116,57,1
9448,20240814,215,5,227,91,51,0
9449,20240924,402,4,36,83,116,0
9450,20240923,517,10,210,149,147,0
9451,20250907,155,4,11,93,105,1
9452,20260525,13,5,77,247,188,0
9453,20250127,169,5,46,241,76,0
9454,20260309,199,10,175,31,22,0
9455,20240112,19,10,106,163,85,0
9456,20260611,539,3,82,237,191,0
9457,20250802,411,5,279,93,194,0
9458,20230209,442,1,354,70,68,0
9459,20240615,397,3,128,193,197,0
9460,20250925,374,6,163,131,100,0
9461,20260627,759,6,134,38,199,0
9462,20250722,199,5,250,198,83,0
9463,20230720,314,1,311,226,125,0
9464,20251215,634,3,0,91,24,1
9465,20240815,554,9,120,238,146,0
9466,20260503,240,6,308,107,53,0
9467,20260622,437,7,149,122,102,0
9468,20250729,363,5,179,164,170,0
9469,20240524,770,2,65,156,137,0
9470,20250608,182,2,227,31,199,0
9471,20240219,760,8,198,89,187,0
9472,20231101,201,9,116,184,120,0
9473,20241120,447,5,224,209,145,0
9474,20240920,500,1,315,237,129,0
9475,20230317,275,2,56,159,182,0
9476,20250531,394,2,155,40,118,0
9477,20250314,33,9,346,238,156,0
9478,20230914,404,9,267,149,113,0
9479,20250130,696,3,217,246,106,0
9480,20230321,285,9,223,32,73,0
9481,20250203,57,6,152,48,187,0
9482,20251114,101,7,46,22,47,0
9483,20230615,83,5,73,146,90,0
9484,20230924,487,7,226,99,30,0
9485,20231004,309,4,66,180,191,0
9486,20230621,741,8,337,202,86,0
9487,20240728,24,3,216,214,107,0
9488,20251105,734,6,348,144,37,0
9489,20250517,472,1,123,219,90,0
9490,20241223,623,6,155,36,44,0
9491,20240705,19,2,178,235,36,0
9492,20260509,632,3,400,140,151,0
9493,20240902,497,10,19,240,193,1
9494,20260101,81,7,201,100,134,0
9495,20240208,640,10,115,106,70,0
9496,20231204,253,7,0,57,115,1
9497,20250626,411,1,68,191,91,0
9498,20241120,13,10,142,59,121,0
9499,20251212,121,9,56,176,35,0
9500,20241113,431,7,66,101,38,0
9501,20240407,612,1,99,150,194,0
9502,20240425,337,4,372,15,197,0
9503,20230207,611,9,124,32,143,0
9504,20250411,638,6,152,32,23,0
9505,20251031,698,10,83,24,96,0
9506,20240511,702,7,122,167,20,0
9507,20250102,69,6,307,194,117,0
9508,20240218,5,10,90,9,37,0
9509,20231013,45,3,160,94,108,0
9510,20230209,529,3,100,80,147,0
9511,20230312,260,5,217,54,35,0
9512,20250421,373,5,113,117,46,0
9513,20230622,589,2,157,230,51,0
9514,20240730,662,4,228,1,147,0
9515,20260306,159,5,240,163,66,0
9516,20230427,494,10,166,74,122,0
9517,20240727,390,2,168,72,66,0
9518,20230408,376,5,94,164,54,0
9519,20240507,739,8,120,82,77,0
9520,20240827,448,4,419,183,53,0
9521,20250713,706,2,84,119,34,0
9522,20250131,449,10,210,227,125,0
9523,20250221,191,2,157,76,159,0
9524,20250312,395,10,45,124,60,0
9525,20230605,468,3,84,112,57,0
9526,20241220,115,2,63,99,85,0
9527,20240907,73,8,97,128,110,0
9528,20250815,58,4,48,218,135,0
9529,20241202,609,6,81,93,44,0
9530,20240328,27,5,349,136,77,0
9531,20230522,309,9,158,19,42,0
9532,20230317,151,1,44,214,164,0
9533,20260323,27,3,341,177,53,0
9534,20250728,184,6,97,120,192,0
9535,20230424,82,5,383,77,50,0
9536,20230902,45,1,66,171,178,0
9537,20240201,215,2,111,187,52,0
9538,20240913,355,7,228,99,79,0
9539,20260507,289,7,112,81,190,0
9540,20241121,41,5,0,98,189,1
9541,20250214,427,7,102,107,66,0
9542,20250723,311,7,107,179,148,0
9543,20250128,427,6,166,206,153,0
9544,20230412,235,3,387,0,39,0
9545,20230204,779,3,402,102,181,0
9546,20230410,262,8,516,73,170,0
9547,20240602,756,2,184,3,86,0
9548,20240217,172,4,195,138,110,0
9549,20250901,95,6,126,178,97,0
9550,20250504,702,8,273,111,59,0
9551,20231210,537,4,0,61,183,1
9552,20240814,789,8,281,74,160,0
9553,20230426,409,10,165,163,147,0
9554,20231101,482,5,194,210,74,0
9555,20230904,798,7,290,119,165,0
9556,20230729,615,7,85,169,70,0
9557,20230322,488,8,0,133,91,1
9558,20230917,605,9,105,238,189,0
9559,20250518,629,8,173,197,62,0
9560,20230411,83,9,169,93,23,0
9561,20251103,147,5,113,43,197,0
9562,20260120,331,1,94,67,111,0
9563,20241123,7,1,176,3,51,0
9564,20240209,738,10,216,109,50,0
9565,20230318,403,9,93,112,185,0
9566,20240423,350,6,244,154,29,0
9567,20230926,2,5,50,142,190,0
9568,20240515,397,5,153,103,142,0
9569,20230605,54,10,101,237,196,0
9570,20250103,203,8,94,173,169,0
9571,20240925,786,10,156,175,133,0
9572,20251008,293,6,104,22,148,0
9573,20230104,393,9,96,176,30,0
9574,20260625,74,10,116,208,144,0
9575,20251224,368,6,0,97,133,1
9576,20230128,607,3,427,230,32,0
9577,20240327,228,5,229,232,43,0
9578,20241211,657,8,121,238,142,0
9579,20231020,474,6,87,220,93,0
9580,20250421,266,3,187,18,104,0
9581,20240728,129,10,387,243,177,0
9582,20260309,161,8,47,36,188,0
9583,20250808,624,1,115,12,118,0
9584,20240413,202,1,312,100,156,0
9585,20230202,742,4,165,26,100,0
9586,20240919,410,4,78,171,133,0
9587,20230112,448,3,0,200,60,1
9588,20260601,292,3,431,127,92,0
9589,20241212,555,4,257,169,131,0
9590,20231227,464,3,119,50,95,0
9591,20240217,126,8,299,178,52,0
9592,20230104,85,5,255,162,192,0
9593,20240325,587,2,287,11,90,0
9594,20241226,449,3,314,148,126,0
9595,20230820,361,4,0,79,21,1
9596,20240401,700,9,219,109,197,0
9597,20230612,787,8,211,249,100,0
9598,20240531,333,7,100,132,158,0
9599,20241206,341,6,154,184,179,0
9600,20260523,621,2,111,94,43,0
9601,20260319,561,9,160,177,85,0
9602,20260308,530,3,62,101,188,0
9603,20250203,714,5,262,214,74,0
9604,20230815,432,8,77,121,48,0
9605,20230514,150,10,111,180,59,0
9606,20251227,368,7,242,46,94,0
9607,20250511,127,2,50,176,171,0
9608,20241229,398,9,4,0,22,0
9609,20240909,735,3,216,2,90,0
9610,20250821,162,8,0,14,132,1
9611,20250416,124,4,218,2,172,0
9612,20260515,743,9,412,44,71,0
9613,20250502,415,1,38,31,65,0
9614,20260410,206,2,148,91,164,0
9615,20251118,454,1,100,41,41,0
9616,20240916,768,2,153,42,71,0
9617,20230606,52,4,90,1,58,0
9618,20260105,273,2,21,168,110,0
9619,20230120,709,1,162,245,102,0
9620,20240210,301,5,350,227,42,0
9621,20250805,250,4,0,60,196,1
9622,20230221,193,2,164,187,78,0
9623,20240728,147,10,213,19,36,0
9624,20260315,491,2,127,71,100,0
9625,20260513,124,3,0,111,175,1
9626,20260206,705,9,339,136,49,0
9627,20260127,281,7,107,0,77,0
9628,20230110,219,7,0,62,61,1
9629,20240518,538,2,163,204,65,0
9630,20260423,411,10,250,214,50,0
9631,20241214,789,4,207,144,78,0
9632,20241103,262,2,327,85,110,0
9633,20250703,742,3,230,93,79,0
9634,20240806,153,10,127,231,48,0
9635,20230319,437,9,380,245,103,0
9636,20251102,501,8,78,4,136,0
9637,20240318,768,6,11,97,140,1
9638,20241029,420,2,306,177,45,0
9639,20230704,191,10,217,177,23,0
9640,20240623,519,10,173,22,93,0
9641,20250726,524,3,106,33,194,0
9642,20240904,96,8,264,152,33,0
9643,20241008,24,3,0,11,48,1
9644,20240706,109,4,239,116,142,0
9645,20240115,10,10,323,97,95,0
9646,20241231,590,10,231,44,91,0
9647,20250501,769,8,63,92,107,0
9648,20250818,508,2,175,5,102,0
9649,20250102,48,10,69,34,121,0
9650,20230320,404,1,318,76,74,0
9651,20240127,34,7,144,109,50,0
9652,20230114,742,5,100,33,41,0
9653,20251209,631,3,478,249,146,0
9654,20231129,314,6,49,225,103,0
9655,20260613,629,6,125,223,134,0
9656,20250321,296,9,1,93,68,1
9657,20231208,325,1,189,189,81,0
9658,20230706,650,3,143,215,137,0
9659,20250129,498,10,114,234,33,0
9660,20251105,746,6,311,25,147,0
9661,20240419,162,7,184,147,126,0
9662,20250628,117,4,93,17,82,0
9663,20260312,134,5,143,152,197,0
9664,20241222,56,8,114,4,194,0
9665,20240829,759,2,138,242,149,0
9666,20250201,724,3,215,208,59,0
9667,20240304,216,8,75,34,115,0
9668,20260317,393,7,290,172,66,0
9669,20240103,64,8,273,102,183,0
9670,20241030,77,10,258,211,75,0
9671,20230707,269,3,184,248,181,0
9672,20240722,433,1,22,116,98,0
9673,20230406,785,3,93,161,27,0
9674,20260409,606,7,171,55,33,0
9675,20250417,109,2,82,208,129,0
9676,20240425,417,4,350,208,44,0
9677,20241118,29,4,116,34,94,0
9678,20251129,373,3,59,75,90,0
9679,20250618,551,7,203,217,63,0
9680,20250810,525,3,94,116,21,0
9681,20251018,202,9,102,0,27,0
9682,20250421,90,4,115,147,73,0
9683,20231206,603,1,230,206,58,0
9684,20230720,605,10,66,120,65,0
9685,20241218,56,3,230,132,132,0
9686,20240203,24,4,174,121,158,0
9687,20260219,258,3,296,24,40,0
9688,20250619,505,3,231,57,105,0
9689,20230630,617,10,59,241,187,0
9690,20240827,770,10,129,174,165,0
9691,20250826,764,7,130,89,150,0
9692,20230718,631,1,319,168,106,0
9693,20240306,479,10,59,15,65,0
9694,20231121,373,4,59,246,137,0
9695,20260114,481,8,114,126,190,0
9696,20250902,290,2,258,146,96,0
9697,20251111,664,8,337,147,104,0
9698,20241206,554,9,240,39,88,0
9699,20230526,328,4,0,202,136,1
9700,20230903,613,1,224,155,134,0
9701,20230218,472,3,325,233,157,0
9702,20240808,312,7,135,180,132,0
9703,20260108,90,8,137,216,195,0
9704,20260502,353,5,327,81,113,0
9705,20250201,44,2,55,205,168,0
9706,20240505,91,10,273,213,65,0
9707,20260518,287,3,90,6,125,0
9708,20260607,624,6,114,166,122,0
9709,20230620,512,7,179,86,132,0
9710,20240626,311,1,178,43,196,0
9711,20230228,304,9,205,217,161,0
9712,20260502,142,5,91,178,63,0
9713,20260520,403,10,192,216,142,0
9714,20230112,128,5,233,2,27,0
9715,20251213,521,5,428,130,165,0
9716,20230819,385,8,43,106,162,0
9717,20231225,449,5,186,215,76,0
9718,20260115,195,10,145,205,104,0
9719,20260411,470,5,117,38,50,0
9720,20250302,15,2,87,124,119,0
9721,20251002,795,2,0,141,168,1
9722,20250114,534,1,216,191,52,0
9723,20230429,192,2,91,91,190,0
9724,20241022,690,2,146,127,157,0
9725,20260318,403,8,192,63,100,0
9726,20240410,131,9,0,227,49,1
9727,20230720,324,9,158,39,151,0
9728,20230731,390,5,205,80,60,0
9729,20241012,366,7,100,227,172,0
9730,20231001,108,5,183,33,120,0
9731,20260213,4,10,92,62,79,0
9732,20251112,206,10,190,135,89,0
9733,20240308,532,7,198,99,106,0
9734,20230507,790,4,69,247,40,0
9735,20230117,476,6,132,152,177,0
9736,20260312,748,2,459,3,87,0
9737,20240621,87,7,125,172,104,0
9738,20250804,434,8,89,6,128,0
9739,20250322,228,5,401,155,128,0
9740,20250216,39,4,191,208,197,0
9741,20250309,543,5,90,27,51,0
9742,20240224,788,9,124,218,89,0
9743,20260223,489,5,0,175,178,1
9744,20250728,581,6,53,130,20,0
9745,20260514,396,3,196,66,93,0
9746,20250211,639,1,217,18,171,0
9747,20240620,457,1,242,181,47,0
9748,20260215,751,2,246,94,104,0
9749,20260424,311,4,378,98,184,0
9750,20230314,169,1,0,95,121,1
9751,20230331,587,1,51,206,48,0
9752,20230528,223,8,149,100,117,0
9753,20240218,61,3,28,63,121,0
9754,20230309,636,5,198,141,119,0
9755,20230620,283,1,105,73,118,0
9756,20240617,378,7,472,71,149,0
9757,20250713,789,2,237,144,161,0
9758,20230305,645,6,197,227,168,0
9759,20240103,304,4,90,32,50,0
9760,20250703,77,1,235,147,35,0
9761,20231115,490,6,240,161,84,0
9762,20240825,542,3,110,151,49,0
9763,20240614,731,6,80,181,152,0
9764,20250717,592,1,150,71,122,0
9765,20260623,730,8,350,18,104,0
9766,20250901,122,8,183,106,124,0
9767,20240619,103,7,318,0,110,0
9768,20230602,686,4,0,64,165,1
9769,20250113,444,6,59,172,51,0
9770,20260605,305,8,139,27,30,0
9771,20260123,625,1,77,51,193,0
9772,20230906,163,10,97,129,58,0
9773,20240922,414,6,0,55,78,1
9774,20241005,68,9,0,188,74,1
9775,20230903,146,1,195,152,174,0
9776,20250423,373,2,0,186,112,1
9777,20230528,252,6,61,36,169,0
9778,20260216,628,6,226,156,178,0
9779,20231202,107,7,114,213,129,0
9780,20231201,143,3,262,159,195,0
9781,20230409,710,4,232,180,151,0
9782,20230910,564,5,41,89,34,0
9783,20260113,727,7,74,226,57,0
9784,20251021,383,5,336,49,53,0
9785,20240119,96,10,231,30,171,0
9786,20250507,294,4,181,168,133,0
9787,20240518,118,7,167,116,120,0
9788,20250307,756,3,55,111,56,0
9789,20240828,730,1,0,238,115,1
9790,20230712,424,9,76,73,121,0
9791,20230613,537,3,20,116,25,0
9792,20230208,355,9,50,18,119,0
9793,20230707,782,7,463,14,33,0
9794,20230724,757,10,197,56,177,0
9795,20230513,296,9,245,97,177,0
9796,20250212,97,5,95,197,131,0
9797,20230511,620,6,245,236,188,0
9798,20230207,400,5,160,53,194,0
9799,20240505,491,1,251,186,53,0
9800,20250405,455,6,182,225,178,0
9801,20240224,275,10,136,48,190,0
9802,20250411,760,9,66,62,104,0
9803,20251209,249,6,66,119,50,0
9804,20250923,364,7,235,138,185,0
9805,20251011,719,9,97,41,121,0
9806,20230220,724,4,216,217,63,0
9807,20230207,414,6,136,170,125,0
9808,20230828,253,1,303,195,195,0
9809,20230222,455,5,94,121,30,0
9810,20260324,539,6,130,47,130,0
9811,20240614,126,5,418,133,54,0
9812,20231022,314,9,65,53,66,0
9813,20240229,17,3,58,118,143,0
9814,20250918,402,9,330,235,191,0
9815,20241213,368,10,89,229,170,0
9816,20230512,75,1,134,114,135,0
9817,20241017,702,5,46,37,118,0
9818,20260212,318,9,62,21,33,0
9819,20260110,219,1,157,97,123,0
9820,20260627,14,3,172,145,188,0
9821,20240904,366,7,188,115,115,0
9822,20250227,267,4,232,220,23,0
9823,20260106,502,9,118,78,149,0
9824,20230302,764,4,187,79,118,0
9825,20251010,431,9,19,142,156,1
9826,20240913,495,10,89,51,45,0
9827,20241225,121,2,119,167,37,0
9828,20230309,630,5,329,119,195,0
9829,20250804,392,10,105,210,95,0
9830,20260526,11,3,193,111,168,0
9831,20241020,709,8,48,96,38,0
9832,20251111,155,9,131,221,142,0
9833,20240311,231,1,175,156,54,0
9834,20260626,585,4,26,52,93,0
9835,20250524,572,3,144,175,144,0
9836,20260327,500,5,6,83,192,1
9837,20240217,479,4,73,51,23,0
9838,20250408,278,6,504,116,188,0
9839,20251105,245,3,183,205,42,0
9840,20260307,264,1,325,226,152,0
9841,20230504,186,2,4,63,156,1
9842,20231101,535,10,342,229,155,0
9843,20250103,786,2,0,209,86,1
9844,20240716,31,3,347,85,160,0
9845,20260408,178,10,127,119,119,0
9846,20250406,508,6,135,68,112,0
9847,20240714,336,1,285,106,157,0
9848,20240324,372,10,214,61,114,0
9849,20250405,392,6,137,124,90,0
9850,20230221,118,7,0,148,42,1
9851,20250515,654,6,180,158,199,0
9852,20250425,621,2,124,15,170,0
9853,20240317,46,5,344,181,28,0
9854,20250911,280,5,86,175,161,0
9855,20240501,651,6,354,125,181,0
9856,20231021,443,4,199,245,149,0
9857,20231030,569,1,272,169,127,0
9858,20240303,350,9,256,125,196,0
9859,20251008,506,9,55,33,146,0
9860,20260107,68,5,216,248,109,0
9861,20231011,351,1,331,124,110,0
9862,20240215,158,7,229,74,115,0
9863,20260518,74,7,197,150,191,0
9864,20240903,134,4,245,153,143,0
9865,20240117,656,3,12,64,49,0
9866,20241203,549,3,163,7,46,0
9867,20260501,383,10,85,81,153,0
9868,20231122,122,9,144,23,31,0
9869,20240922,513,2,273,3,134,0
9870,20240118,15,4,1,135,164,1
9871,20231119,111,3,95,59,168,0
9872,20240401,434,6,68,192,147,0
9873,20250204,188,6,360,201,139,0
9874,20231112,369,8,63,147,161,0
9875,20260202,725,1,97,42,177,0
9876,20241101,396,6,89,113,137,0
9877,20250210,141,1,2,2,162,1
9878,20240112,85,4,154,91,138,0
9879,20250508,115,1,59,93,170,0
9880,20260527,617,10,480,156,51,0
9881,20240215,448,5,271,39,68,0
9882,20251217,476,3,316,184,86,0
9883,20250529,169,5,376,86,36,0
9884,20230611,215,7,470,58,97,0
9885,20230529,22,9,112,203,95,0
9886,20240423,751,2,259,115,25,0
9887,20251102,657,2,228,70,193,0
9888,20231123,249,4,199,158,171,0
9889,20240316,734,2,0,203,129,1
9890,20240502,587,7,113,227,108,0
9891,20260510,202,7,55,230,102,0
9892,20240821,95,6,79,115,158,0
