AvailabilityKey,DateKey,ProductKey,WarehouseKey,AvailabilityPct,InStockFlag
3164,20250519,547,3,94.3,1
3165,20250205,26,2,99.1,1
3166,20231204,702,2,90.9,1
3167,20240114,74,10,91.9,1
3168,20240606,110,8,71.4,1
3169,20240215,67,10,90.6,1
3170,20260622,737,1,97.0,1
3171,20240130,8,10,96.0,1
3172,20251206,13,3,86.3,1
3173,20230201,744,10,84.6,1
3174,20240225,574,4,99.1,1
3175,20230409,51,1,96.2,1
3176,20241218,263,9,75.8,1
3177,20250921,74,9,94.5,1
3178,20240613,8,10,77.7,1
3179,20240612,584,3,81.6,1
3180,20230729,655,10,91.6,1
3181,20260609,527,9,90.4,1
3182,20230917,620,7,97.9,1
3183,20241016,772,7,94.2,1
3184,20240817,540,10,97.8,1
3185,20240823,768,8,80.5,1
3186,20250816,634,6,98.6,1
3187,20250625,656,4,96.3,1
3188,20240130,714,5,65.2,1
3189,20250517,780,10,59.5,1
3190,20260611,302,10,94.5,1
3191,20241220,443,6,82.0,1
3192,20240917,278,9,80.1,1
3193,20250307,553,8,88.6,1
3194,20230828,572,5,76.3,1
3195,20250810,417,7,87.7,1
3196,20260123,619,5,75.2,1
3197,20240512,235,4,82.5,1
3198,20241130,280,9,68.8,1
3199,20250226,478,3,97.7,1
3200,20260326,274,2,93.7,1
3201,20240417,704,1,91.9,1
3202,20250124,283,8,82.6,1
3203,20230211,399,1,97.6,1
3204,20260502,13,7,99.8,1
3205,20241103,212,6,74.2,1
3206,20260426,533,9,92.2,1
3207,20260602,743,8,96.9,1
3208,20240629,639,5,97.3,1
3209,20230326,642,4,90.4,1
3210,20251016,177,10,93.9,1
3211,20231119,155,10,90.8,1
3212,20260525,299,3,96.4,1
3213,20250524,89,5,95.0,1
3214,20240601,229,9,90.7,1
3215,20250305,249,10,92.9,1
3216,20250917,713,2,69.9,1
3217,20260611,783,5,82.3,1
3218,20250601,313,9,95.2,1
3219,20230719,12,8,89.2,1
3220,20240620,9,4,88.1,1
3221,20241117,545,4,99.8,1
3222,20250311,705,3,88.6,1
3223,20241013,433,7,89.9,1
3224,20230131,190,8,97.6,1
3225,20250927,200,9,89.4,1
3226,20251114,102,5,83.0,1
3227,20260119,333,5,90.4,1
3228,20240309,400,9,95.2,1
3229,20240121,330,2,96.9,1
3230,20250208,102,8,99.8,1
3231,20230610,57,7,85.4,1
3232,20240405,177,2,69.8,1
3233,20260505,694,10,90.1,1
3234,20230930,102,7,87.0,1
3235,20240305,206,4,74.1,1
3236,20260224,166,5,76.0,1
3237,20231101,224,6,94.6,1
3238,20240325,283,2,93.6,1
3239,20230918,724,10,96.7,1
3240,20240120,231,9,89.4,1
3241,20231111,469,7,81.2,1
3242,20260327,514,9,72.9,1
3243,20260218,102,6,98.4,1
3244,20240930,69,1,95.0,1
3245,20260103,385,9,87.8,1
3246,20260305,241,2,96.2,1
3247,20231022,772,4,96.8,1
3248,20240628,754,3,96.9,1
3249,20240102,364,7,97.0,1
3250,20230111,245,4,92.6,1
3251,20231027,672,7,81.6,1
3252,20231229,146,9,90.8,1
3253,20260218,288,4,98.5,1
3254,20250802,181,9,88.2,1
3255,20240327,53,6,66.8,1
3256,20230805,309,6,96.9,1
3257,20231013,229,3,91.4,1
3258,20230421,38,1,87.8,1
3259,20240629,187,10,93.2,1
3260,20240129,716,2,96.6,1
3261,20230208,78,7,85.7,1
3262,20250602,456,4,81.3,1
3263,20230601,523,5,77.1,1
3264,20250714,321,7,91.4,1
3265,20250714,520,4,83.8,1
3266,20230624,57,4,97.6,1
3267,20231111,709,6,80.6,1
3268,20250915,724,5,98.7,1
3269,20230904,229,1,81.1,1
3270,20240329,117,2,91.3,1
3271,20250120,394,8,92.9,1
3272,20250820,658,7,87.4,1
3273,20251205,483,2,75.7,1
3274,20260219,715,1,79.1,1
3275,20230602,299,9,87.7,1
3276,20240902,683,8,80.1,1
3277,20240729,424,7,98.3,1
3278,20240911,277,6,92.5,1
3279,20250223,625,3,82.4,1
3280,20250404,103,2,88.8,1
3281,20230730,191,1,90.7,1
3282,20230519,718,3,90.1,1
3283,20260318,23,6,99.8,1
3284,20240607,167,4,90.6,1
3285,20231222,283,4,96.8,1
3286,20241019,41,7,66.4,1
3287,20240528,176,6,55.1,1
3288,20240625,41,6,94.3,1
3289,20240130,288,5,83.0,1
3290,20230422,261,6,83.1,1
3291,20260604,698,4,91.7,1
3292,20241017,680,8,78.8,1
3293,20231006,732,7,89.3,1
3294,20230610,271,10,95.1,1
3295,20250312,432,2,90.9,1
3296,20250124,765,10,90.1,1
3297,20230516,25,6,96.5,1
3298,20230615,660,9,97.3,1
3299,20230910,244,2,90.3,1
3300,20250811,459,5,87.5,1
3301,20250407,150,3,88.0,1
3302,20240531,37,10,82.7,1
3303,20240910,603,3,98.4,1
3304,20260520,128,4,83.8,1
3305,20260518,399,8,78.2,1
3306,20240315,10,10,88.2,1
3307,20240329,686,1,97.7,1
3308,20231105,678,2,62.9,1
3309,20230901,644,9,73.4,1
3310,20251201,329,5,84.5,1
3311,20250303,286,4,85.1,1
3312,20240819,433,4,97.9,1
3313,20250102,379,3,89.9,1
3314,20230425,31,4,97.9,1
3315,20241216,296,7,95.2,1
3316,20230623,619,5,78.0,1
3317,20240918,290,1,81.6,1
3318,20250326,254,7,97.3,1
3319,20230823,602,8,98.2,1
3320,20230713,789,3,89.9,1
3321,20230911,67,1,88.9,1
3322,20250218,678,2,62.6,1
3323,20260613,292,8,77.2,1
3324,20260104,551,8,87.0,1
3325,20250315,370,8,98.0,1
3326,20240329,74,10,74.9,1
3327,20250820,669,7,99.0,1
3328,20240915,415,7,84.8,1
3329,20231129,788,3,97.8,1
3330,20240709,790,9,85.4,1
3331,20231114,274,3,74.9,1
3332,20230912,659,4,92.3,1
3333,20240414,540,6,89.5,1
3334,20230923,435,10,61.0,1
3335,20240111,619,8,99.8,1
3336,20250531,10,5,88.0,1
3337,20230907,798,1,83.3,1
3338,20251010,59,3,97.9,1
3339,20250407,124,2,73.5,1
3340,20241118,545,7,96.6,1
3341,20241204,718,5,93.7,1
3342,20250707,287,8,88.6,1
3343,20241113,509,3,97.6,1
3344,20240604,567,9,91.4,1
3345,20260221,651,5,86.0,1
3346,20240829,776,1,88.6,1
3347,20240917,37,5,97.3,1
3348,20231124,308,5,78.4,1
3349,20250508,215,4,75.7,1
3350,20240727,686,5,90.4,1
3351,20260321,492,7,92.3,1
3352,20250304,673,10,76.9,1
3353,20230830,145,2,90.9,1
3354,20250307,121,6,72.2,1
3355,20260119,215,7,80.2,1
3356,20241226,232,9,82.9,1
3357,20241214,237,9,94.2,1
3358,20260425,684,4,82.8,1
3359,20230524,338,10,86.7,1
3360,20240907,446,9,76.9,1
3361,20230201,376,5,79.9,1
3362,20260204,238,6,98.7,1
3363,20251222,14,10,91.3,1
3364,20231210,207,7,98.7,1
3365,20240702,559,1,92.3,1
3366,20230806,337,7,65.1,1
3367,20240913,175,4,98.0,1
3368,20241002,166,4,77.3,1
3369,20260307,540,5,73.2,1
3370,20250917,234,9,98.1,1
3371,20230122,517,7,80.7,1
3372,20230114,636,5,82.2,1
3373,20250130,30,6,68.2,1
3374,20240531,411,3,99.7,1
3375,20260630,757,2,97.2,1
3376,20250401,197,6,92.2,1
3377,20230327,577,2,80.3,1
3378,20230329,753,10,68.9,1
3379,20260118,404,4,95.2,1
3380,20250726,60,4,96.4,1
3381,20250607,640,4,92.4,1
3382,20260206,98,8,98.9,1
3383,20230309,686,4,92.0,1
3384,20230723,183,1,69.0,1
3385,20250414,615,4,85.9,1
3386,20240618,165,5,99.0,1
3387,20231005,701,4,78.1,1
3388,20241108,616,6,84.0,1
3389,20250620,601,10,60.4,1
3390,20241226,583,8,90.1,1
3391,20240606,781,6,83.3,1
3392,20240324,116,10,99.6,1
3393,20230823,748,9,86.7,1
3394,20231112,345,3,91.8,1
3395,20231021,254,9,75.2,1
3396,20260119,546,8,94.9,1
3397,20251102,778,7,94.5,1
3398,20260624,725,8,93.5,1
3399,20250220,668,6,76.9,1
3400,20250503,471,6,99.7,1
3401,20241123,180,7,82.0,1
3402,20240201,574,3,95.6,1
3403,20231119,632,1,98.5,1
3404,20260128,690,2,86.9,1
3405,20230519,779,4,92.2,1
3406,20231017,266,5,95.4,1
3407,20240526,630,1,70.3,1
3408,20230921,503,10,98.4,1
3409,20240617,319,7,85.1,1
3410,20260110,699,10,85.7,1
3411,20260415,244,4,95.7,1
3412,20241023,281,6,98.2,1
3413,20240518,790,1,95.5,1
3414,20250724,281,10,88.5,1
3415,20260129,250,3,84.3,1
3416,20250122,82,1,86.6,1
3417,20230308,24,5,93.1,1
3418,20250419,597,8,79.5,1
3419,20260510,346,9,75.3,1
3420,20251106,684,1,73.1,1
3421,20241115,199,5,89.5,1
3422,20230124,518,2,86.3,1
3423,20230717,660,5,91.7,1
3424,20250120,350,10,80.8,1
3425,20250812,542,1,87.5,1
3426,20230322,516,4,92.9,1
3427,20260220,780,1,88.5,1
3428,20250403,583,10,89.7,1
3429,20230524,737,4,97.7,1
3430,20230924,287,10,67.5,1
3431,20240315,49,5,97.4,1
3432,20250304,25,8,91.8,1
3433,20260315,271,1,81.0,1
3434,20240227,364,1,85.3,1
3435,20250118,227,5,97.6,1
3436,20240420,583,6,94.9,1
3437,20240320,27,8,95.3,1
3438,20260228,677,9,95.4,1
3439,20260504,205,3,96.9,1
3440,20240123,17,7,88.2,1
3441,20250903,482,6,90.5,1
3442,20260515,487,1,82.4,1
3443,20240117,793,10,91.4,1
3444,20231226,7,7,97.8,1
3445,20240314,250,8,64.1,1
3446,20241228,72,8,90.0,1
3447,20230206,131,4,88.3,1
3448,20260310,416,1,87.1,1
3449,20240310,505,5,88.3,1
3450,20230608,181,9,92.8,1
3451,20230629,180,8,82.1,1
3452,20260327,269,1,97.0,1
3453,20231217,483,4,91.8,1
3454,20231223,614,4,95.6,1
3455,20260619,47,1,94.4,1
3456,20241127,613,2,83.5,1
3457,20240716,327,1,85.6,1
3458,20231001,411,10,96.6,1
3459,20240407,456,6,92.5,1
3460,20250805,512,3,88.4,1
3461,20260605,86,3,82.9,1
3462,20251216,301,9,88.5,1
3463,20251004,752,8,99.8,1
3464,20241230,684,10,92.7,1
3465,20231029,656,1,61.9,1
3466,20230601,665,5,97.3,1
3467,20251126,501,4,91.9,1
3468,20260326,285,5,91.5,1
3469,20250318,580,6,84.1,1
3470,20240529,620,6,98.1,1
3471,20231107,695,6,98.2,1
3472,20241127,49,6,86.6,1
3473,20250306,353,5,92.1,1
3474,20250531,550,1,69.4,1
3475,20250109,224,8,94.6,1
3476,20240313,630,6,96.2,1
3477,20260213,327,3,83.0,1
3478,20240125,29,9,84.0,1
3479,20250806,11,9,84.2,1
3480,20260327,582,1,87.8,1
3481,20230909,536,6,71.2,1
3482,20260112,251,4,95.0,1
3483,20251015,299,9,92.3,1
3484,20260320,618,1,88.6,1
3485,20231112,254,8,89.9,1
3486,20240222,768,8,94.0,1
3487,20250302,167,10,87.2,1
3488,20230320,695,4,77.9,1
3489,20241106,389,6,98.2,1
3490,20251009,685,3,80.1,1
3491,20260103,412,8,93.5,1
3492,20260523,35,3,99.3,1
3493,20240529,257,10,99.3,1
3494,20251111,605,10,93.7,1
3495,20250712,244,6,94.6,1
3496,20240804,689,3,78.6,1
3497,20240721,532,4,87.8,1
3498,20260514,409,3,96.2,1
3499,20250529,213,4,85.9,1
3500,20250216,538,9,96.7,1
3501,20240916,468,10,85.9,1
3502,20230731,222,2,91.9,1
3503,20240229,697,10,99.7,1
3504,20240131,222,1,86.9,1
3505,20240917,648,8,83.4,1
3506,20240702,673,9,85.7,1
3507,20240205,157,7,97.4,1
3508,20230420,431,3,97.8,1
3509,20231210,112,3,72.2,1
3510,20260114,207,6,87.8,1
3511,20240707,485,5,96.4,1
3512,20250624,316,3,95.2,1
3513,20240517,407,3,91.8,1
3514,20241015,178,3,80.1,1
3515,20231027,395,6,88.5,1
3516,20250615,240,2,96.0,1
3517,20230827,524,4,81.1,1
3518,20250420,357,6,99.5,1
3519,20230408,637,4,87.5,1
3520,20240819,332,10,84.7,1
3521,20240520,137,6,89.9,1
3522,20260214,52,10,94.1,1
3523,20230816,68,6,83.5,1
3524,20240330,406,4,67.7,1
3525,20250503,235,6,84.9,1
3526,20260513,706,1,95.0,1
3527,20260215,91,10,91.4,1
3528,20230125,155,2,96.0,1
3529,20251209,75,7,83.7,1
3530,20250501,306,10,84.4,1
3531,20251017,381,8,89.0,1
3532,20251025,271,5,99.0,1
3533,20250620,401,5,88.3,1
3534,20231203,434,5,92.3,1
3535,20251010,331,3,91.1,1
3536,20250126,474,10,97.7,1
3537,20240803,87,4,94.8,1
3538,20240421,372,2,90.7,1
3539,20231204,714,1,95.1,1
3540,20250821,472,6,89.7,1
3541,20250102,121,5,96.3,1
3542,20230619,197,3,91.1,1
3543,20240811,789,10,96.8,1
3544,20240312,39,1,83.6,1
3545,20240831,1,10,88.4,1
3546,20230207,543,6,96.9,1
3547,20230728,537,8,75.6,1
3548,20260629,441,4,99.0,1
3549,20230209,505,3,87.4,1
3550,20250705,467,7,90.4,1
3551,20250105,633,4,99.6,1
3552,20240101,268,9,93.1,1
3553,20231115,410,2,94.0,1
3554,20250924,581,9,98.4,1
3555,20260414,352,1,90.5,1
3556,20240717,657,6,88.4,1
3557,20251103,763,1,89.1,1
3558,20250807,296,3,97.4,1
3559,20251006,740,10,87.8,1
3560,20231125,502,1,81.4,1
3561,20250819,253,4,91.7,1
3562,20250305,743,1,85.5,1
3563,20250113,779,4,83.9,1
3564,20251012,786,3,98.3,1
3565,20240921,341,3,89.2,1
3566,20251115,111,9,86.2,1
3567,20230930,563,1,93.0,1
3568,20240509,668,3,93.9,1
3569,20230723,167,2,87.3,1
3570,20250327,280,3,78.9,1
3571,20231217,593,8,90.1,1
3572,20250714,750,5,68.1,1
3573,20241115,777,7,98.6,1
3574,20260103,56,9,75.1,1
3575,20251013,790,4,97.0,1
3576,20230310,701,5,98.2,1
3577,20240123,759,10,94.5,1
3578,20260202,319,9,96.9,1
3579,20250224,227,10,78.6,1
3580,20251026,438,10,94.7,1
3581,20241218,224,6,99.1,1
3582,20240809,197,7,64.5,1
3583,20231003,601,5,98.2,1
3584,20230926,640,9,96.8,1
3585,20240611,517,1,99.6,1
3586,20260411,558,8,97.2,1
3587,20250820,74,3,88.7,1
3588,20250129,249,8,66.0,1
3589,20260621,177,6,97.6,1
3590,20240124,248,9,97.9,1
3591,20230101,748,5,95.3,1
3592,20231221,589,4,95.3,1
3593,20240919,573,1,67.6,1
3594,20230703,569,10,88.5,1
3595,20231001,270,9,98.7,1
3596,20231005,13,3,96.7,1
3597,20260514,723,3,67.8,1
3598,20230223,80,9,89.4,1
3599,20230123,556,4,59.8,1
3600,20230211,325,3,99.1,1
3601,20240327,774,4,93.7,1
3602,20240417,341,9,77.2,1
3603,20240122,289,7,93.8,1
3604,20251031,762,7,86.2,1
3605,20231026,286,8,92.9,1
3606,20230814,650,10,88.7,1
3607,20260621,103,8,83.9,1
3608,20240615,629,8,93.4,1
3609,20230907,717,10,95.3,1
3610,20250506,753,6,97.6,1
3611,20231229,476,3,85.6,1
3612,20251120,228,4,92.2,1
3613,20230603,557,9,79.1,1
3614,20230523,565,7,93.4,1
3615,20251231,37,8,66.5,1
3616,20250419,141,4,96.6,1
3617,20240210,615,3,94.1,1
3618,20241101,187,1,80.9,1
3619,20251213,54,5,99.6,1
3620,20230805,170,5,96.0,1
3621,20240421,612,4,94.0,1
3622,20260320,472,4,96.8,1
3623,20251012,494,1,97.0,1
3624,20230120,121,8,78.6,1
3625,20230817,766,7,98.9,1
3626,20260515,434,9,78.0,1
3627,20240414,115,3,85.2,1
3628,20230420,232,9,91.7,1
3629,20250209,657,1,85.5,1
3630,20260409,581,6,99.8,1
3631,20230811,110,8,80.8,1
3632,20230911,777,8,74.8,1
3633,20240310,419,1,97.6,1
3634,20260602,95,5,99.0,1
3635,20241001,232,1,89.2,1
3636,20251226,765,1,90.6,1
3637,20260108,313,4,95.2,1
3638,20260625,543,5,92.7,1
3639,20250715,577,5,90.0,1
3640,20230223,201,10,88.0,1
3641,20231114,540,9,82.4,1
3642,20240308,788,6,98.2,1
3643,20231209,492,5,90.8,1
3644,20251104,658,5,99.1,1
3645,20231217,750,9,85.2,1
3646,20250621,115,6,74.7,1
3647,20251025,351,5,86.7,1
3648,20250503,633,7,96.5,1
3649,20240527,48,4,81.8,1
3650,20260319,54,4,94.6,1
3651,20240412,533,4,92.4,1
3652,20240430,599,1,99.4,1
3653,20241228,792,8,80.7,1
3654,20251231,498,8,64.5,1
3655,20230906,558,2,91.0,1
3656,20250705,551,8,97.7,1
3657,20240418,67,2,70.5,1
3658,20240524,251,10,96.2,1
3659,20240707,379,5,87.5,1
3660,20251103,793,10,98.0,1
3661,20250528,524,1,94.2,1
3662,20240831,548,8,85.7,1
3663,20230102,560,2,97.9,1
3664,20240726,598,10,86.1,1
3665,20230908,16,6,94.5,1
3666,20250926,398,9,98.4,1
3667,20240413,168,8,95.5,1
3668,20250505,726,9,98.1,1
3669,20230527,214,5,91.8,1
3670,20240619,583,1,96.6,1
3671,20240817,340,4,92.0,1
3672,20230717,607,5,95.5,1
3673,20241105,35,3,73.4,1
3674,20240322,130,9,96.2,1
3675,20260528,62,6,77.9,1
3676,20250315,121,9,82.7,1
3677,20230526,696,2,83.2,1
3678,20230417,36,10,96.3,1
3679,20260510,223,8,81.6,1
3680,20230219,481,10,80.1,1
3681,20240408,728,2,91.3,1
3682,20240827,477,6,88.4,1
3683,20240604,343,1,94.1,1
3684,20230907,721,3,94.3,1
3685,20240827,153,8,86.5,1
3686,20250813,613,3,89.3,1
3687,20230717,749,9,97.7,1
3688,20240122,34,7,84.5,1
3689,20250710,59,8,98.2,1
3690,20230110,417,9,83.0,1
3691,20230816,132,8,97.5,1
3692,20260325,467,4,90.7,1
3693,20241202,351,5,84.7,1
3694,20250217,552,7,93.7,1
3695,20241226,637,3,71.2,1
3696,20241016,235,1,93.9,1
3697,20260118,34,10,90.7,1
3698,20260125,652,8,97.0,1
3699,20250302,286,10,91.3,1
3700,20230506,252,1,87.6,1
3701,20260507,793,3,94.4,1
3702,20250513,537,8,93.4,1
3703,20240503,445,7,89.7,1
3704,20241021,589,1,87.6,1
3705,20240507,662,8,91.3,1
3706,20260519,780,6,86.3,1
3707,20260109,337,10,86.7,1
3708,20260305,368,6,91.3,1
3709,20230118,206,9,97.0,1
3710,20230124,511,6,95.1,1
3711,20250704,785,3,83.9,1
3712,20230715,93,9,94.5,1
3713,20240516,554,6,86.0,1
3714,20250313,754,1,78.5,1
3715,20250321,753,8,97.9,1
3716,20251114,92,3,98.2,1
3717,20240920,8,5,81.9,1
3718,20241116,531,3,99.2,1
3719,20241010,257,1,86.0,1
3720,20250508,82,1,74.2,1
3721,20240131,587,1,82.8,1
3722,20250520,357,10,96.4,1
3723,20241129,189,1,97.7,1
3724,20260527,370,10,89.8,1
3725,20230310,301,8,93.0,1
3726,20250622,386,4,96.3,1
3727,20230113,667,6,81.5,1
3728,20251103,423,7,69.9,1
3729,20230716,392,9,80.6,1
3730,20251002,470,8,89.5,1
3731,20250131,683,4,84.9,1
3732,20231121,659,2,84.2,1
3733,20241114,183,6,93.6,1
3734,20230108,500,6,99.3,1
3735,20260318,291,7,73.1,1
3736,20230902,571,2,67.3,1
3737,20230413,241,6,72.7,1
3738,20250502,255,3,96.4,1
3739,20230224,776,8,90.7,1
3740,20230113,613,4,84.6,1
3741,20240103,145,10,90.7,1
3742,20250726,132,10,94.1,1
3743,20250305,77,10,89.2,1
3744,20250112,509,5,93.5,1
3745,20240205,377,7,61.2,1
3746,20231027,628,5,78.4,1
3747,20260423,618,5,94.8,1
3748,20260406,59,6,99.0,1
3749,20241015,701,1,93.1,1
3750,20230210,190,4,83.1,1
3751,20251027,135,5,84.5,1
3752,20260606,281,5,79.2,1
3753,20230124,309,6,99.0,1
3754,20230215,458,2,76.5,1
3755,20230201,261,1,87.6,1
3756,20250128,276,9,80.0,1
3757,20260129,536,9,74.3,1
3758,20230323,542,5,86.8,1
3759,20231229,214,10,97.0,1
3760,20251220,616,7,77.7,1
3761,20230829,406,3,84.0,1
3762,20240810,383,8,99.1,1
3763,20251223,345,3,93.5,1
3764,20251112,30,1,80.2,1
3765,20240621,271,4,90.7,1
3766,20240528,670,7,82.9,1
3767,20250103,145,9,89.7,1
3768,20250805,714,2,99.6,1
3769,20230518,409,6,83.4,1
3770,20250815,91,8,83.9,1
3771,20240713,349,2,74.5,1
3772,20260126,414,9,96.5,1
3773,20250624,401,1,98.5,1
3774,20240309,754,4,90.4,1
3775,20250426,521,1,97.5,1
3776,20260310,384,8,86.2,1
3777,20230109,155,4,99.8,1
3778,20250321,185,5,85.5,1
3779,20251207,4,8,89.6,1
3780,20260107,480,8,89.1,1
3781,20250117,614,2,99.9,1
3782,20230421,290,8,93.4,1
3783,20250419,766,7,99.0,1
3784,20231009,785,8,86.5,1
3785,20230705,780,8,88.4,1
3786,20250517,109,10,98.3,1
3787,20230925,552,7,92.9,1
3788,20250510,427,6,77.3,1
3789,20240123,188,3,86.6,1
3790,20241127,306,3,94.6,1
3791,20241205,313,7,94.1,1
3792,20250307,552,5,82.5,1
3793,20250816,640,10,86.6,1
3794,20240102,330,1,92.9,1
3795,20230525,21,6,91.2,1
3796,20250613,38,3,93.2,1
3797,20241221,270,2,96.0,1
3798,20250924,640,5,92.3,1
3799,20240903,773,4,92.6,1
3800,20250829,342,7,90.3,1
3801,20231216,415,6,53.1,1
3802,20260428,605,5,93.0,1
3803,20250617,786,5,89.8,1
3804,20240808,262,7,96.2,1
3805,20240706,694,4,86.3,1
3806,20240308,723,8,94.0,1
3807,20240708,423,9,68.5,1
3808,20251210,758,3,68.2,1
3809,20250113,138,5,96.3,1
3810,20251107,329,9,84.6,1
3811,20240325,701,3,95.4,1
3812,20250821,53,5,89.0,1
3813,20250204,743,4,91.6,1
3814,20240406,126,3,83.1,1
3815,20240708,37,9,85.3,1
3816,20260327,634,7,73.3,1
3817,20250605,148,6,73.8,1
3818,20240625,13,1,90.0,1
3819,20260523,295,5,80.5,1
3820,20240915,786,5,98.0,1
3821,20230803,445,10,94.3,1
3822,20240923,218,3,97.9,1
3823,20250713,793,10,75.5,1
3824,20250315,795,7,67.0,1
3825,20250420,74,9,96.0,1
3826,20230804,743,3,86.4,1
3827,20260418,344,8,95.9,1
3828,20230627,665,1,91.5,1
3829,20230609,15,10,92.1,1
3830,20250727,381,4,92.2,1
3831,20250511,247,10,98.5,1
3832,20240302,707,7,90.8,1
3833,20230306,200,4,82.9,1
3834,20231225,614,10,94.4,1
3835,20230705,13,1,96.6,1
3836,20230408,391,5,76.2,1
3837,20260528,362,8,85.7,1
3838,20250914,153,8,94.4,1
3839,20250129,508,6,92.6,1
3840,20231211,89,1,73.0,1
3841,20230517,502,6,98.4,1
3842,20250216,292,5,84.2,1
3843,20230716,501,7,95.6,1
3844,20260307,121,10,82.7,1
3845,20260517,513,6,79.3,1
3846,20230306,518,8,97.0,1
3847,20231029,652,10,87.2,1
3848,20260507,42,6,69.7,1
3849,20241105,632,2,96.4,1
3850,20260411,785,8,56.4,1
3851,20251016,601,7,92.4,1
3852,20250416,159,10,90.5,1
3853,20241003,203,5,90.8,1
3854,20230913,229,4,93.5,1
3855,20240328,405,5,66.0,1
3856,20230730,666,10,76.0,1
3857,20231202,45,3,90.1,1
3858,20241205,486,9,60.8,1
3859,20230301,735,6,93.9,1
3860,20230225,683,8,74.4,1
3861,20230907,213,6,94.2,1
3862,20241125,387,9,94.6,1
3863,20230617,92,8,99.6,1
3864,20250105,497,2,98.0,1
3865,20251221,117,4,98.4,1
3866,20251026,247,4,90.4,1
3867,20231224,620,7,76.3,1
3868,20250528,763,2,94.9,1
3869,20250326,684,7,96.4,1
3870,20240809,532,10,99.7,1
3871,20251025,316,5,92.0,1
3872,20250718,183,2,70.1,1
3873,20240311,359,5,96.3,1
3874,20230613,271,10,86.0,1
3875,20231106,134,8,91.1,1
3876,20260111,786,9,82.6,1
3877,20260206,230,2,97.6,1
3878,20241208,567,6,84.5,1
3879,20260511,695,2,74.4,1
3880,20250207,566,3,68.1,1
3881,20240805,712,10,93.2,1
3882,20240621,766,8,92.5,1
3883,20240523,425,8,77.5,1
3884,20250204,214,7,96.8,1
3885,20230315,646,2,75.8,1
3886,20240409,135,1,69.4,1
3887,20260409,456,7,88.5,1
3888,20230206,385,10,95.7,1
3889,20240111,597,7,94.3,1
3890,20251203,95,10,83.4,1
3891,20240829,625,9,98.6,1
3892,20251022,316,4,98.1,1
3893,20230706,397,5,92.3,1
3894,20240111,97,7,76.8,1
3895,20240917,67,9,85.9,1
3896,20231004,42,8,94.8,1
3897,20250801,169,4,93.8,1
3898,20231117,545,5,98.1,1
3899,20241112,701,8,98.5,1
3900,20241020,198,5,81.2,1
3901,20240318,623,1,96.7,1
3902,20230227,411,5,89.0,1
3903,20241117,615,1,96.4,1
3904,20250312,752,6,91.1,1
3905,20240319,398,8,96.6,1
3906,20231115,251,3,93.6,1
3907,20240927,612,7,66.5,1
3908,20231126,242,5,90.1,1
3909,20240720,128,8,95.6,1
3910,20240115,412,6,73.7,1
3911,20231114,700,7,80.2,1
3912,20250419,179,9,84.8,1
3913,20230908,668,4,99.6,1
3914,20251215,7,4,91.5,1
3915,20241116,515,4,75.4,1
3916,20260123,216,4,95.3,1
3917,20260603,159,4,90.9,1
3918,20250210,109,1,88.6,1
3919,20240404,787,5,94.7,1
3920,20260201,444,9,94.7,1
3921,20250307,187,1,79.6,1
3922,20230908,407,3,94.5,1
3923,20230505,734,3,84.6,1
3924,20230103,320,2,98.9,1
3925,20231111,338,6,82.9,1
3926,20241223,86,3,96.9,1
3927,20230131,479,1,91.8,1
3928,20260618,632,9,72.2,1
3929,20260218,244,9,85.2,1
3930,20241113,250,3,87.3,1
3931,20230520,236,1,90.4,1
3932,20250506,585,7,92.3,1
3933,20240819,209,8,67.2,1
3934,20250101,792,1,73.7,1
3935,20230623,66,4,89.8,1
3936,20240217,359,1,71.3,1
3937,20240927,527,3,79.2,1
3938,20240226,26,9,87.3,1
3939,20250908,413,1,72.7,1
3940,20250220,635,9,65.7,1
3941,20230809,608,3,91.4,1
3942,20231219,505,7,76.8,1
3943,20230830,463,6,92.2,1
3944,20230402,30,7,82.6,1
3945,20251022,408,9,94.6,1
3946,20250104,200,2,90.4,1
3947,20241106,467,9,82.1,1
3948,20250703,542,4,99.8,1
3949,20231024,446,2,86.8,1
3950,20230422,340,10,78.6,1
3951,20251105,587,4,78.7,1
3952,20240610,228,9,71.9,1
3953,20250516,724,9,89.6,1
3954,20230828,343,1,84.4,1
3955,20240509,134,7,95.5,1
3956,20250111,758,4,95.5,1
3957,20230121,513,10,98.3,1
3958,20250909,97,4,74.6,1
3959,20231024,382,5,86.0,1
3960,20250227,10,5,77.8,1
3961,20230524,189,7,87.1,1
3962,20240823,491,6,82.7,1
3963,20230824,601,8,94.3,1
3964,20250901,72,5,98.8,1
3965,20240623,702,10,96.8,1
3966,20240604,16,6,95.9,1
3967,20260414,202,8,89.6,1
3968,20230819,44,9,80.3,1
3969,20260628,63,3,94.7,1
3970,20231124,263,7,95.6,1
3971,20250527,62,9,89.3,1
3972,20260606,314,7,97.1,1
3973,20230425,432,10,90.4,1
3974,20251222,712,4,90.7,1
3975,20231207,581,4,89.2,1
3976,20250926,278,6,96.5,1
3977,20260508,219,9,86.4,1
3978,20251008,716,3,92.1,1
3979,20250901,701,2,93.9,1
3980,20230705,135,3,92.8,1
3981,20250606,107,4,82.8,1
3982,20250119,795,1,71.5,1
3983,20240922,559,7,76.6,1
