PricingKey,DateKey,ProductKey,ListPrice,SellingPrice,CompetitorPrice
5622,20240128,400,179.93,175.98,154.99
5623,20241010,375,46.16,44.82,53.04
5624,20241231,636,140.04,121.1,127.37
5625,20251117,234,318.9,280.62,285.24
5626,20250413,105,380.19,306.27,324.59
5627,20260428,472,30.87,26.63,26.89
5628,20260428,440,113.85,86.82,126.07
5629,20240818,40,246.38,222.06,245.4
5630,20260617,531,18.72,16.98,19.61
5631,20240415,457,60.47,55.99,59.11
5632,20231208,95,76.43,58.88,79.71
5633,20230717,144,249.79,188.03,274.37
5634,20251220,141,224.09,220.58,248.66
5635,20230323,129,285.77,268.72,273.22
5636,20240108,350,195.28,187.07,210.23
5637,20240103,237,339.45,256.57,332.87
5638,20230929,173,352.79,276.47,403.29
5639,20260328,279,296.99,279.66,312.2
5640,20250602,604,104.98,100.42,112.74
5641,20241006,272,66.09,63.08,72.96
5642,20230411,758,348.5,336.23,360.62
5643,20240211,255,317.46,261.05,300.61
5644,20250723,302,95.16,80.0,84.36
5645,20251120,315,296.21,273.96,257.66
5646,20240612,101,321.61,283.45,315.88
5647,20240113,569,318.86,310.24,365.29
5648,20230417,366,384.91,347.33,420.33
5649,20250102,240,48.56,42.86,45.38
5650,20250601,219,21.56,21.09,22.67
5651,20240709,139,382.89,352.75,391.3
5652,20230702,521,260.98,237.97,257.15
5653,20230820,164,412.46,313.02,379.36
5654,20250309,323,221.18,200.86,252.26
5655,20250303,609,249.15,225.33,250.49
5656,20230519,395,380.39,294.51,431.55
5657,20231024,495,21.23,20.59,22.79
5658,20230715,9,228.25,219.52,231.39
5659,20230412,135,41.31,35.32,42.42
5660,20260214,602,85.13,75.34,95.48
5661,20250620,92,242.67,222.89,248.04
5662,20230107,375,46.16,36.86,41.55
5663,20260105,439,350.84,301.87,314.28
5664,20230825,63,58.12,56.8,60.78
5665,20250904,59,71.61,60.19,68.16
5666,20240408,59,71.61,54.36,63.34
5667,20240105,521,260.98,235.21,245.58
5668,20251016,163,35.79,33.92,37.8
5669,20240912,479,253.27,225.67,242.2
5670,20240505,424,164.94,136.23,163.4
5671,20250220,489,258.71,252.44,290.33
5672,20241227,133,157.64,151.37,147.54
5673,20240204,536,232.15,179.81,228.67
5674,20230728,163,35.79,27.85,33.75
5675,20240127,567,223.92,192.78,257.39
5676,20251003,434,136.54,127.84,121.66
5677,20231228,783,254.01,213.34,278.01
5678,20260304,584,303.45,261.81,291.85
5679,20260523,618,117.82,108.63,118.26
5680,20240613,571,319.71,316.27,345.28
5681,20250403,8,211.32,208.34,195.67
5682,20250114,619,96.72,95.07,84.25
5683,20230101,658,277.36,256.95,273.92
5684,20230825,248,229.78,222.05,230.17
5685,20250411,291,178.18,169.22,156.77
5686,20241016,689,102.62,79.68,88.27
5687,20250831,138,287.07,249.3,289.64
5688,20250512,694,65.85,53.48,60.83
5689,20260210,169,80.84,65.21,75.02
5690,20231209,23,213.42,178.45,234.22
5691,20230519,415,83.9,63.85,88.2
5692,20250126,678,133.31,106.96,135.81
5693,20231104,200,245.23,192.98,263.02
5694,20241221,192,142.28,136.03,153.76
5695,20240727,723,392.9,316.2,385.64
5696,20230207,691,160.49,150.65,138.61
5697,20260407,499,261.75,209.88,224.45
5698,20250323,4,279.54,272.06,285.48
5699,20241214,1,128.02,107.9,125.99
5700,20240401,405,234.96,184.9,215.31
5701,20250517,122,193.32,190.97,217.81
5702,20251202,297,203.31,175.14,173.01
5703,20231116,314,241.0,238.13,208.08
5704,20251219,603,228.34,181.52,206.16
5705,20230226,490,84.06,80.19,95.16
5706,20240714,258,30.13,22.68,30.35
5707,20240424,339,147.7,113.36,162.12
5708,20240329,561,223.15,214.65,230.35
5709,20260106,238,232.61,190.48,220.81
5710,20231203,63,58.12,49.47,52.46
5711,20240907,164,412.46,393.28,402.8
5712,20240329,647,184.7,172.16,171.31
5713,20230211,151,452.82,389.55,492.47
5714,20250516,74,140.18,118.84,145.58
5715,20250417,319,283.51,230.25,248.51
5716,20260612,349,300.82,258.08,282.93
5717,20241106,422,51.31,50.01,51.12
5718,20230310,474,285.61,269.55,301.11
5719,20250308,558,241.4,195.87,223.83
5720,20260118,621,238.21,178.82,208.46
5721,20240607,454,323.6,280.14,283.54
5722,20250706,719,73.37,58.73,84.37
5723,20260330,76,227.03,177.26,241.42
5724,20230310,606,54.24,41.83,62.17
5725,20230122,372,11.94,9.03,12.42
5726,20240229,557,165.04,154.18,173.06
5727,20250415,62,427.35,395.01,416.3
5728,20250814,73,219.47,179.82,200.27
5729,20250111,251,350.95,314.91,308.89
5730,20240613,71,81.45,73.18,88.96
5731,20251229,130,108.44,99.39,122.57
5732,20250410,512,65.44,62.73,56.62
5733,20231113,798,130.63,124.77,137.58
5734,20240510,574,292.71,259.97,286.29
5735,20241209,25,50.32,39.01,51.55
5736,20260109,387,66.08,65.31,71.96
5737,20230716,343,17.55,14.31,17.14
5738,20240615,657,207.96,191.33,228.2
5739,20240808,250,223.62,217.99,227.5
5740,20230712,713,325.0,294.96,318.6
5741,20240531,56,266.02,246.61,259.18
5742,20230130,649,267.48,258.09,237.88
5743,20260130,35,16.22,14.84,15.24
5744,20250928,184,305.93,271.53,291.22
5745,20250906,622,97.19,85.13,87.99
5746,20260401,699,65.91,64.3,64.87
5747,20240127,621,238.21,217.0,237.39
5748,20230523,650,142.56,129.13,137.34
5749,20230808,187,256.66,211.18,246.58
5750,20230605,299,12.05,10.67,11.57
5751,20240430,505,143.55,116.33,154.89
5752,20230626,545,24.51,21.61,21.38
5753,20240319,706,136.94,109.78,120.4
5754,20260113,17,231.2,209.16,255.08
5755,20230606,742,222.66,181.78,202.21
5756,20241102,623,190.11,164.83,191.32
5757,20241016,401,188.97,149.16,216.14
5758,20231214,431,27.19,23.57,26.68
5759,20250703,218,193.69,150.24,215.47
5760,20230523,336,366.26,310.49,367.61
5761,20250914,457,60.47,46.66,66.67
5762,20240509,504,24.53,21.59,21.96
5763,20230729,490,84.06,67.77,82.22
5764,20231128,490,84.06,71.96,73.56
5765,20260412,130,108.44,103.91,108.8
5766,20251218,52,21.14,16.86,18.66
5767,20250412,702,260.54,206.04,296.31
5768,20230326,795,235.28,216.27,236.41
5769,20230617,66,232.57,200.34,258.08
5770,20250818,41,272.3,240.65,304.9
5771,20230411,319,283.51,255.42,269.07
5772,20250131,34,218.67,201.79,207.23
5773,20230718,43,136.65,113.63,121.48
5774,20250322,735,122.01,116.0,116.33
5775,20230601,619,96.72,92.51,88.78
5776,20260303,689,102.62,85.85,108.75
5777,20250524,721,249.16,221.33,213.29
5778,20260213,622,97.19,95.35,88.58
5779,20240211,34,218.67,210.91,243.44
5780,20251228,15,179.98,141.88,178.07
5781,20230504,573,146.12,137.19,167.77
5782,20260510,208,194.43,163.27,197.64
5783,20230117,138,287.07,256.23,317.31
5784,20241212,581,46.45,36.47,47.72
5785,20260220,323,221.18,171.94,227.34
5786,20250920,236,380.33,378.07,335.64
5787,20240118,139,382.89,324.59,335.62
5788,20240609,26,359.21,291.75,359.13
5789,20240905,239,177.69,141.25,153.57
5790,20260329,730,218.37,184.09,249.59
5791,20240821,567,223.92,175.15,226.82
5792,20251024,73,219.47,205.92,222.43
5793,20230602,360,146.23,124.49,125.49
5794,20250319,380,239.62,235.29,212.03
5795,20230612,695,219.54,196.85,190.52
5796,20231027,86,11.99,11.34,10.98
5797,20241111,435,227.4,198.36,241.59
5798,20240328,714,29.93,27.41,31.65
5799,20250305,228,211.07,173.98,241.88
5800,20250804,319,283.51,236.39,267.15
5801,20260415,157,17.11,16.86,17.48
5802,20251121,689,102.62,100.21,108.38
5803,20240430,250,223.62,198.37,199.84
5804,20230407,90,228.46,224.75,239.75
5805,20250915,355,151.19,132.51,136.72
5806,20260606,138,287.07,279.37,245.61
5807,20230122,62,427.35,333.39,433.63
5808,20231208,621,238.21,181.52,221.28
5809,20230702,490,84.06,65.97,77.66
5810,20230829,481,267.97,255.24,252.39
5811,20240214,569,318.86,274.09,327.25
5812,20230806,602,85.13,70.77,93.34
5813,20240518,457,60.47,54.49,60.51
5814,20240602,517,325.99,271.23,362.57
5815,20241202,192,142.28,127.31,162.2
5816,20251016,767,29.98,23.07,32.07
5817,20260630,766,210.17,168.73,241.59
5818,20240223,540,329.69,304.35,321.23
5819,20240517,185,138.24,129.83,138.11
5820,20230903,444,271.47,247.62,277.06
5821,20250623,792,142.29,121.27,162.71
5822,20250412,53,274.33,235.35,288.38
5823,20260504,466,314.66,246.15,349.22
5824,20241005,430,96.92,77.52,100.71
5825,20250326,633,57.66,51.33,52.14
5826,20250821,490,84.06,66.31,72.03
5827,20231027,609,249.15,232.45,237.89
5828,20250521,212,17.63,14.89,17.9
5829,20250405,636,140.04,135.42,146.85
5830,20250330,654,223.67,217.77,215.8
5831,20250306,357,34.05,29.4,32.43
5832,20230730,723,392.9,328.49,390.29
5833,20250526,650,142.56,122.59,155.16
5834,20240905,310,71.17,59.7,77.83
5835,20230118,758,348.5,302.87,392.75
5836,20260130,354,235.99,192.68,265.53
5837,20230517,405,234.96,185.85,215.06
5838,20230330,47,225.94,170.8,258.91
5839,20250226,691,160.49,132.98,142.64
5840,20240701,117,66.51,53.33,71.69
5841,20260414,716,97.62,86.54,85.18
5842,20251229,585,163.26,146.93,146.23
5843,20241013,398,70.82,56.33,70.84
5844,20240909,779,134.97,116.32,126.72
5845,20251110,142,258.94,199.99,246.3
5846,20231220,348,233.48,220.56,220.07
5847,20260411,80,237.98,236.42,252.26
5848,20260314,319,283.51,250.57,259.25
5849,20260317,640,151.16,119.02,154.73
5850,20230727,397,149.6,132.09,170.61
5851,20260103,274,185.35,185.26,166.97
5852,20251030,241,311.53,304.37,299.39
5853,20260428,563,41.14,36.48,42.21
5854,20230111,186,192.02,189.25,211.17
5855,20250421,215,179.63,146.74,185.61
5856,20260307,768,253.35,241.86,239.04
5857,20230427,779,134.97,120.14,128.85
5858,20250513,214,309.39,273.63,289.5
5859,20230716,5,163.2,145.84,157.57
5860,20250526,611,119.6,110.77,125.29
5861,20230810,103,169.4,137.35,167.48
5862,20241124,385,85.79,73.06,79.25
5863,20260109,249,37.07,34.14,40.08
5864,20230611,648,33.89,32.49,30.7
5865,20260106,536,232.15,222.83,218.9
5866,20250116,423,26.19,21.7,24.29
5867,20240905,158,81.27,71.83,87.25
5868,20251213,173,352.79,332.78,382.52
5869,20230225,54,133.2,107.93,130.07
5870,20251207,203,357.94,317.98,330.59
5871,20230806,190,46.04,35.58,41.51
5872,20240422,446,47.38,39.98,52.21
5873,20260610,695,219.54,188.95,187.11
5874,20250807,580,282.51,226.13,311.08
5875,20241206,378,260.57,224.95,299.41
5876,20240610,392,148.86,131.77,140.45
5877,20250824,625,408.43,402.82,378.11
5878,20260402,764,38.17,28.84,34.2
5879,20231208,447,59.76,46.28,61.42
5880,20250418,244,357.61,353.33,366.0
5881,20251021,536,232.15,194.66,235.53
5882,20260209,577,292.69,270.57,269.26
5883,20251028,281,253.48,211.29,256.68
5884,20250119,514,340.45,336.8,341.37
5885,20260220,649,267.48,228.18,292.67
5886,20230517,777,116.51,106.8,105.05
5887,20240802,325,223.83,217.58,249.59
5888,20231023,85,52.93,39.88,55.3
5889,20230718,493,91.44,73.8,95.2
5890,20231205,512,65.44,54.71,64.11
5891,20260430,347,58.66,44.0,64.65
5892,20250110,411,64.81,55.17,57.67
5893,20240505,546,65.36,58.3,55.68
5894,20260630,360,146.23,143.23,151.8
5895,20240101,383,55.74,53.67,48.26
5896,20230531,554,59.83,54.89,67.18
5897,20240929,743,343.9,281.4,322.59
5898,20230409,615,107.87,101.25,110.92
5899,20260621,680,272.43,249.23,255.59
5900,20250202,558,241.4,187.93,273.1
5901,20230102,531,18.72,16.95,18.17
5902,20241022,127,264.28,240.61,234.79
5903,20250419,375,46.16,45.71,43.24
5904,20240716,236,380.33,286.08,436.58
5905,20250729,194,314.56,257.4,301.25
5906,20231106,169,80.84,76.54,70.32
5907,20240322,437,95.28,85.76,94.82
5908,20230320,310,71.17,66.89,61.57
5909,20251025,772,272.89,257.6,249.03
5910,20230804,94,11.79,11.69,12.94
5911,20251207,2,108.79,92.05,121.81
5912,20260313,107,92.43,77.26,82.23
5913,20230901,151,452.82,393.9,496.79
5914,20251221,372,11.94,9.34,10.39
5915,20240528,712,117.99,107.25,106.16
5916,20240723,166,277.57,257.16,270.21
5917,20230125,646,202.52,193.14,193.48
5918,20240809,329,269.12,218.08,291.36
5919,20250304,268,75.48,63.86,74.91
5920,20230726,307,130.54,106.45,141.37
5921,20230804,400,179.93,163.79,202.99
5922,20250513,409,219.82,214.66,188.37
5923,20240628,141,224.09,217.28,236.15
5924,20231126,594,93.21,73.65,93.02
5925,20230715,624,21.67,18.73,19.47
5926,20250127,432,269.02,251.08,260.37
5927,20230916,45,269.74,264.02,252.75
5928,20240622,419,199.26,181.67,193.08
5929,20230905,466,314.66,261.19,292.51
5930,20231102,261,212.23,188.43,235.97
5931,20230323,62,427.35,388.28,365.93
5932,20260601,11,54.42,48.8,48.7
5933,20230106,286,317.67,276.86,284.52
5934,20240828,330,288.16,265.3,299.06
5935,20240505,316,244.0,186.45,253.9
5936,20241120,62,427.35,415.21,376.42
5937,20241109,201,178.89,134.49,190.38
5938,20250103,518,38.63,37.05,41.17
5939,20260131,418,235.9,224.18,262.81
5940,20250917,301,241.8,223.43,243.3
5941,20250312,345,274.13,255.47,269.5
5942,20231008,374,330.48,255.45,323.37
5943,20260118,684,145.2,140.99,141.83
5944,20250923,334,266.65,243.01,246.78
5945,20250127,325,223.83,188.81,219.05
5946,20230227,568,27.56,23.72,26.86
5947,20250824,664,29.07,24.3,32.21
5948,20240128,490,84.06,69.92,85.36
5949,20230604,776,93.65,92.1,93.91
5950,20251127,450,361.37,355.62,372.53
5951,20241229,240,48.56,48.4,52.43
5952,20260218,778,248.68,222.68,262.86
5953,20240922,787,222.59,218.57,205.15
5954,20250529,174,208.41,202.73,203.98
5955,20251212,207,387.32,367.45,395.41
5956,20230529,184,305.93,301.59,335.13
5957,20240610,329,269.12,231.34,303.97
5958,20251019,77,218.69,209.55,231.43
5959,20231217,568,27.56,25.65,27.38
5960,20260406,51,80.4,78.17,70.13
5961,20240108,551,39.75,31.57,44.89
5962,20260608,634,132.1,106.96,118.09
5963,20240313,524,130.88,126.88,121.23
5964,20251204,174,208.41,164.71,216.27
5965,20240330,494,380.5,299.97,403.09
5966,20231230,118,410.38,388.44,383.57
5967,20241119,150,107.86,82.38,118.49
5968,20231229,470,186.23,150.59,201.18
5969,20260226,158,81.27,65.87,92.8
5970,20230307,583,182.74,160.14,203.37
5971,20231112,393,22.43,22.19,19.31
5972,20240807,411,64.81,48.64,65.76
5973,20250903,719,73.37,61.73,82.71
5974,20260116,634,132.1,105.85,148.49
5975,20231130,606,54.24,47.21,58.95
5976,20230403,488,237.94,217.31,269.46
5977,20250731,621,238.21,237.39,225.39
5978,20250110,445,236.18,203.03,220.29
5979,20241108,79,253.18,249.48,244.94
5980,20230308,216,336.54,310.16,287.14
5981,20240814,16,121.92,118.5,115.0
5982,20260609,44,186.98,145.64,161.18
5983,20230213,145,222.21,195.03,203.69
5984,20250826,128,41.76,34.35,46.23
5985,20230115,92,242.67,233.83,222.43
5986,20260519,746,393.87,313.18,410.24
5987,20231022,146,188.03,187.6,201.69
5988,20260226,175,303.57,267.64,343.85
5989,20260312,470,186.23,170.28,202.95
5990,20230731,333,315.8,270.74,361.71
5991,20250401,166,277.57,248.36,273.47
5992,20250309,743,343.9,306.12,355.5
5993,20231228,478,272.96,214.08,307.71
5994,20230613,528,365.56,285.47,416.19
5995,20231220,719,73.37,59.9,62.43
5996,20230612,263,87.43,86.05,91.19
5997,20260117,715,170.39,140.35,184.35
5998,20250608,506,49.38,40.75,50.22
5999,20250509,41,272.3,219.14,296.34
6000,20240805,1,128.02,114.19,135.59
6001,20240605,518,38.63,38.4,35.64
6002,20260110,22,105.46,84.82,113.08
6003,20230926,536,232.15,183.56,252.18
6004,20241206,186,192.02,189.25,197.37
6005,20240213,82,299.58,252.34,287.41
6006,20260425,219,21.56,16.26,22.37
6007,20230402,766,210.17,209.25,186.92
6008,20251023,112,332.69,278.32,299.69
6009,20230618,536,232.15,187.2,222.61
6010,20250526,447,59.76,48.38,61.7
6011,20230713,705,239.69,183.9,273.14
6012,20240120,111,310.59,299.75,264.57
6013,20230730,166,277.57,231.89,292.18
6014,20240419,101,321.61,273.41,360.33
6015,20240116,57,20.69,17.1,20.5
6016,20241209,319,283.51,248.94,319.81
6017,20240212,380,239.62,211.36,233.58
6018,20250904,251,350.95,275.33,376.09
6019,20231012,245,129.45,116.15,132.81
6020,20250327,625,408.43,341.16,460.78
6021,20260308,121,298.82,237.14,291.15
6022,20260406,404,249.7,210.01,281.86
6023,20230112,365,297.68,223.75,255.4
6024,20240531,133,157.64,144.64,161.46
6025,20251015,515,127.91,127.72,112.23
6026,20231026,59,71.61,65.29,75.96
6027,20240309,744,99.0,76.75,97.98
6028,20230612,308,277.35,262.17,268.23
6029,20241103,232,283.79,252.08,274.13
6030,20250918,776,93.65,76.81,83.94
6031,20251115,684,145.2,138.28,132.64
6032,20250807,53,274.33,259.4,233.34
6033,20241122,470,186.23,183.13,208.24
6034,20260511,759,228.08,224.39,208.71
6035,20250627,375,46.16,35.1,43.43
6036,20240215,181,341.92,259.88,319.15
6037,20251109,185,138.24,123.71,138.31
6038,20240212,150,107.86,87.0,109.76
6039,20260413,173,352.79,306.69,388.11
6040,20250915,306,267.41,258.9,252.77
6041,20250320,611,119.6,114.54,108.1
6042,20241028,294,364.34,349.59,383.67
6043,20241119,645,259.57,204.82,289.72
6044,20250208,718,216.02,173.2,241.27
6045,20250601,664,29.07,24.54,28.29
6046,20230127,58,31.75,25.02,32.69
6047,20230508,537,125.74,99.14,126.7
6048,20230228,22,105.46,100.58,106.43
6049,20250213,438,40.99,36.95,45.86
6050,20240413,389,13.99,12.69,12.76
6051,20231219,178,241.37,240.76,252.26
6052,20231211,154,257.41,207.85,219.66
6053,20250521,5,163.2,127.04,151.77
6054,20241221,737,232.1,196.76,204.01
6055,20241123,310,71.17,59.68,81.53
6056,20230529,597,11.11,11.06,10.17
6057,20240821,93,61.41,48.7,55.42
6058,20230711,585,163.26,154.64,186.98
6059,20250725,532,328.3,275.43,339.88
6060,20240213,543,164.16,154.98,155.0
6061,20251116,30,325.32,278.72,344.08
6062,20250329,356,128.43,124.7,137.32
6063,20230916,795,235.28,209.56,218.88
6064,20240915,407,187.73,157.81,175.59
6065,20250331,277,308.04,260.66,278.08
6066,20260625,735,122.01,110.31,111.96
6067,20240618,94,11.79,10.94,11.52
6068,20241221,302,95.16,93.7,81.63
6069,20240720,257,153.43,120.64,154.65
6070,20231213,247,116.11,109.79,116.0
6071,20250219,155,168.01,130.7,173.79
6072,20260512,579,241.27,198.19,232.05
6073,20240328,653,210.05,192.99,224.52
6074,20240727,255,317.46,240.7,323.9
6075,20260517,197,150.97,139.77,160.04
6076,20240115,424,164.94,139.12,174.22
6077,20250613,112,332.69,296.76,293.51
6078,20241002,712,117.99,104.19,109.2
6079,20260304,31,281.2,256.11,246.39
6080,20230218,565,40.62,37.73,36.23
6081,20230816,790,117.22,101.93,126.99
6082,20250408,161,202.52,180.7,178.55
6083,20260115,388,209.17,199.85,188.44
6084,20240611,326,267.52,239.42,259.2
6085,20250211,157,17.11,13.5,16.43
6086,20251110,673,423.99,417.23,486.17
6087,20241028,314,241.0,203.78,207.62
6088,20240428,319,283.51,255.19,253.53
6089,20260502,61,9.0,8.12,10.29
6090,20231115,76,227.03,212.23,242.46
6091,20260517,384,52.49,42.83,47.01
6092,20240928,142,258.94,206.95,229.39
6093,20230411,239,177.69,148.16,202.16
6094,20240325,150,107.86,90.93,119.73
6095,20230905,4,279.54,264.26,264.12
6096,20250317,757,118.51,100.49,114.19
6097,20230428,763,348.36,311.52,333.91
6098,20230318,489,258.71,245.34,289.35
6099,20240702,469,161.37,125.06,167.29
6100,20240110,481,267.97,210.64,260.64
6101,20250114,690,128.51,125.48,144.43
6102,20230821,390,259.85,197.67,277.01
6103,20251007,624,21.67,20.0,20.4
6104,20250522,547,393.46,321.11,439.99
6105,20250519,468,354.29,330.65,330.24
6106,20231029,36,214.64,162.41,232.77
6107,20250617,459,41.78,38.56,43.19
6108,20251128,490,84.06,82.23,93.08
6109,20240407,429,195.21,156.47,182.87
6110,20240915,427,416.06,395.47,429.45
6111,20260626,383,55.74,43.73,55.24
6112,20260324,329,269.12,242.86,248.56
6113,20230213,53,274.33,262.71,291.6
6114,20230308,732,90.88,80.07,78.21
6115,20240311,321,380.87,363.62,383.41
6116,20230323,36,214.64,188.96,241.0
6117,20240629,694,65.85,60.52,64.82
6118,20260426,476,235.18,183.1,254.27
6119,20250921,189,205.54,178.57,202.39
6120,20241122,5,163.2,154.7,139.67
6121,20250824,612,244.74,231.48,241.86
6122,20250531,627,323.38,244.63,366.54
6123,20241201,283,273.75,238.03,282.52
6124,20240904,426,82.56,70.46,80.76
6125,20231108,73,219.47,217.98,189.54
6126,20240406,533,169.61,165.31,166.68
6127,20251028,732,90.88,79.32,77.96
6128,20230320,307,130.54,107.12,140.94
6129,20240706,504,24.53,20.46,22.12
6130,20251221,391,64.13,60.09,68.61
6131,20250225,84,73.96,64.16,77.71
6132,20251012,190,46.04,42.94,45.92
6133,20240602,504,24.53,21.66,21.73
6134,20230425,260,283.2,253.5,261.95
6135,20260427,254,91.01,68.59,99.71
6136,20260405,370,263.18,239.37,223.82
6137,20260506,341,53.82,52.21,61.53
6138,20251005,705,239.69,231.87,215.64
6139,20230529,198,61.79,46.47,54.49
6140,20240814,471,34.5,32.04,34.14
6141,20250212,99,363.81,342.53,315.93
6142,20230905,672,106.54,103.53,118.58
6143,20241007,708,140.71,131.13,144.87
6144,20251208,142,258.94,207.65,291.55
6145,20250406,493,91.44,89.52,97.77
6146,20251108,339,147.7,112.08,139.38
6147,20240509,75,117.53,100.61,99.98
6148,20231109,534,111.77,103.67,119.18
6149,20250930,554,59.83,59.55,63.31
6150,20231007,269,15.66,14.77,14.52
6151,20250624,414,196.54,193.23,174.5
6152,20231104,697,203.47,160.62,178.71
6153,20250811,47,225.94,191.82,248.92
6154,20250216,250,223.62,197.13,209.56
6155,20250805,317,251.02,234.88,216.29
6156,20250503,207,387.32,326.6,343.42
6157,20240902,197,150.97,125.59,160.97
6158,20240219,231,190.39,150.45,216.26
6159,20260306,504,24.53,18.86,23.9
6160,20250321,48,76.9,75.76,80.84
6161,20260114,45,269.74,253.57,250.46
6162,20231211,719,73.37,57.88,84.14
6163,20240228,579,241.27,202.24,267.35
6164,20231208,505,143.55,127.77,122.39
6165,20250601,76,227.03,181.41,251.06
6166,20230806,146,188.03,184.85,161.85
6167,20240116,264,10.22,8.11,10.59
6168,20230518,667,106.93,85.72,98.14
6169,20260429,698,103.34,86.89,104.09
6170,20251229,273,176.31,161.19,167.87
6171,20240923,702,260.54,208.62,279.2
6172,20251230,743,343.9,293.91,310.57
6173,20240607,193,171.68,144.85,148.88
6174,20230517,743,343.9,307.32,331.22
6175,20240424,731,425.46,424.61,373.23
6176,20260511,610,31.94,25.87,30.63
6177,20250201,535,170.95,154.52,182.38
6178,20230410,460,84.17,68.87,94.17
6179,20231209,550,203.17,165.6,199.87
6180,20240101,503,318.02,248.77,353.84
6181,20240709,442,36.82,30.87,39.27
6182,20230503,105,380.19,332.96,344.86
6183,20240325,616,278.04,262.99,263.84
6184,20230711,677,101.31,83.27,100.95
6185,20250620,733,218.3,184.57,225.92
6186,20240104,527,81.74,76.36,82.05
6187,20240305,607,181.88,154.39,159.86
6188,20250922,87,204.15,154.64,192.01
6189,20230603,51,80.4,75.99,69.8
6190,20260123,433,60.97,48.68,58.07
6191,20251019,91,191.54,187.88,210.94
6192,20260611,245,129.45,117.84,128.53
6193,20250218,530,239.02,183.46,254.28
6194,20250516,632,291.15,275.87,248.16
6195,20250922,775,193.35,175.17,194.86
6196,20240510,349,300.82,227.71,259.15
6197,20231220,527,81.74,76.14,77.96
6198,20241014,479,253.27,221.15,226.28
6199,20240412,759,228.08,207.24,236.03
6200,20260520,327,31.53,27.11,28.86
6201,20231007,126,119.25,103.01,120.45
6202,20230827,84,73.96,66.5,70.8
6203,20260123,338,214.38,210.86,230.72
6204,20250826,492,101.28,79.76,87.78
6205,20260107,337,284.78,216.7,322.23
6206,20250309,395,380.39,373.35,432.62
6207,20240831,89,83.91,76.73,71.81
6208,20230617,153,89.99,80.95,91.61
6209,20230213,302,95.16,75.22,105.69
6210,20250511,118,410.38,318.29,417.81
6211,20240730,277,308.04,284.46,342.35
6212,20231104,113,119.1,90.8,136.1
6213,20250927,417,243.35,241.19,238.34
6214,20230531,64,238.84,183.08,271.79
6215,20260114,318,41.09,39.87,36.27
6216,20231231,52,21.14,18.02,22.29
6217,20260105,557,165.04,129.33,150.88
6218,20250204,606,54.24,42.36,46.8
6219,20231116,159,138.34,133.04,158.66
6220,20230404,549,116.99,106.89,126.59
6221,20240819,41,272.3,258.89,247.09
6222,20230803,448,28.11,21.22,25.37
6223,20240913,95,76.43,74.99,76.34
6224,20230909,235,351.8,317.94,355.5
6225,20240807,667,106.93,93.78,92.0
6226,20240625,490,84.06,76.6,75.31
6227,20260314,656,264.51,257.37,231.94
6228,20240315,59,71.61,54.96,68.79
6229,20250419,666,221.55,170.37,201.03
6230,20260611,546,65.36,51.31,68.81
6231,20250610,427,416.06,377.27,354.65
6232,20230928,407,187.73,160.22,176.84
6233,20240502,356,128.43,123.47,121.41
6234,20250929,256,108.27,88.21,98.54
6235,20241022,749,202.73,190.46,205.15
6236,20240616,634,132.1,116.95,151.36
6237,20240805,175,303.57,243.25,319.09
6238,20230228,174,208.41,171.01,224.05
6239,20230130,321,380.87,346.43,367.67
6240,20230714,795,235.28,227.78,221.6
6241,20260511,656,264.51,239.64,261.15
6242,20240813,326,267.52,211.13,283.16
6243,20260301,635,53.49,51.8,61.13
6244,20240209,275,34.97,31.92,36.79
6245,20260528,532,328.3,319.06,298.76
6246,20230603,302,95.16,72.96,92.84
6247,20241119,513,255.23,251.59,240.1
6248,20230626,638,35.51,29.5,33.75
6249,20230220,476,235.18,204.75,260.62
6250,20251210,228,211.07,191.78,234.89
6251,20251114,274,185.35,161.68,167.51
6252,20231206,579,241.27,201.87,219.94
6253,20250626,17,231.2,210.35,254.93
6254,20251203,194,314.56,245.14,274.76
6255,20240616,183,26.08,20.72,25.87
6256,20230103,62,427.35,365.56,448.03
6257,20250813,72,119.72,107.81,130.95
6258,20260124,183,26.08,25.32,27.09
6259,20250815,478,272.96,216.16,304.74
6260,20230914,106,80.14,60.72,69.51
6261,20240211,683,426.67,372.07,450.71
6262,20240605,355,151.19,147.0,159.39
6263,20240514,772,272.89,223.68,240.96
6264,20260601,172,59.34,47.13,63.45
6265,20240106,61,9.0,7.87,8.38
6266,20240907,782,103.0,85.26,109.19
6267,20251221,110,284.95,276.91,254.57
6268,20251207,93,61.41,50.03,63.45
6269,20241203,215,179.63,176.97,182.05
6270,20250826,680,272.43,251.2,281.71
6271,20230611,245,129.45,97.93,141.11
6272,20240930,523,151.65,139.42,129.24
6273,20250516,783,254.01,216.69,274.6
6274,20240201,783,254.01,200.78,245.24
6275,20240622,261,212.23,175.68,215.19
6276,20231025,422,51.31,39.51,43.94
6277,20250101,284,15.97,13.1,16.59
6278,20240205,345,274.13,258.46,303.2
6279,20260624,384,52.49,47.47,51.71
6280,20230928,153,89.99,78.87,82.28
6281,20251021,745,215.3,175.13,228.91
6282,20250903,578,330.25,269.28,324.97
6283,20240227,636,140.04,133.33,130.94
6284,20240528,718,216.02,175.97,208.88
6285,20260323,494,380.5,353.61,435.7
