ReturnKey,DateKey,ProductKey,ReturnReason,ReturnUnits,ReturnValue
1405,20250918,410,No Longer Needed,4,377.28
1406,20230309,336,Not as Described,3,1098.78
1407,20230427,315,No Longer Needed,1,296.21
1408,20230411,730,Not as Described,3,655.11
1409,20260420,686,Changed Mind,1,193.71
1410,20240827,116,Wrong Item Sent,4,137.44
1411,20260527,610,Changed Mind,1,31.94
1412,20260604,616,Defective/Not Working,2,556.08
1413,20260324,388,Late Delivery,4,836.68
1414,20240610,606,Changed Mind,4,216.96
1415,20250721,535,Changed Mind,3,512.85
1416,20260316,82,No Longer Needed,3,898.74
1417,20260519,19,Not as Described,3,757.08
1418,20240103,675,Not as Described,3,932.16
1419,20250809,300,Not as Described,1,94.2
1420,20240823,617,Not as Described,2,201.7
1421,20241127,41,Changed Mind,1,272.3
1422,20250207,481,Changed Mind,1,267.97
1423,20260222,558,Not as Described,3,724.2
1424,20250831,635,Better Price Found,4,213.96
1425,20230315,557,No Longer Needed,2,330.08
1426,20251225,418,Changed Mind,1,235.9
1427,20260626,86,Not as Described,1,11.99
1428,20250827,622,Changed Mind,3,291.57
1429,20230917,353,Changed Mind,3,690.0
1430,20230606,138,Not as Described,4,1148.28
1431,20230215,739,Defective/Not Working,1,248.72
1432,20231106,444,Better Price Found,3,814.41
1433,20250712,36,Better Price Found,2,429.28
1434,20241116,417,Not as Described,4,973.4
1435,20240906,338,Late Delivery,1,214.38
1436,20230318,30,Defective/Not Working,1,325.32
1437,20230802,102,No Longer Needed,2,517.44
1438,20241105,394,Wrong Item Sent,4,639.16
1439,20240228,799,Late Delivery,1,172.35
1440,20251017,140,No Longer Needed,3,315.72
1441,20250923,472,Defective/Not Working,2,61.74
1442,20240103,126,Late Delivery,3,357.75
1443,20250331,766,Late Delivery,3,630.51
1444,20230618,615,Changed Mind,2,215.74
1445,20230320,145,Not as Described,3,666.63
1446,20240128,81,Late Delivery,4,1099.76
1447,20251210,539,Defective/Not Working,4,1151.64
1448,20240731,707,Changed Mind,3,677.16
1449,20240702,218,Defective/Not Working,2,387.38
1450,20230613,704,Changed Mind,1,18.97
1451,20240903,724,Defective/Not Working,1,208.64
1452,20260419,260,Defective/Not Working,4,1132.8
1453,20251110,744,Late Delivery,4,396.0
1454,20230924,631,Late Delivery,1,266.82
1455,20240517,84,Wrong Item Sent,3,221.88
1456,20240703,165,Defective/Not Working,3,669.12
1457,20231222,204,Late Delivery,2,274.62
1458,20251023,373,Defective/Not Working,3,720.51
1459,20230923,431,Defective/Not Working,4,108.76
1460,20240105,368,Better Price Found,4,490.08
1461,20250913,60,Late Delivery,4,278.44
1462,20230701,734,Defective/Not Working,1,36.51
1463,20251202,4,Not as Described,4,1118.16
1464,20240202,577,Changed Mind,4,1170.76
1465,20251121,297,Not as Described,3,609.93
1466,20241118,265,Changed Mind,4,997.24
1467,20241016,185,Changed Mind,2,276.48
1468,20240504,228,No Longer Needed,1,211.07
1469,20250514,25,Wrong Item Sent,4,201.28
1470,20240720,162,Wrong Item Sent,1,43.61
1471,20241105,567,Not as Described,2,447.84
1472,20260103,223,Defective/Not Working,3,868.05
1473,20231006,491,Not as Described,4,672.92
1474,20250704,355,Changed Mind,3,453.57
1475,20250331,283,Wrong Item Sent,2,547.5
1476,20260610,216,Changed Mind,2,673.08
1477,20260213,727,Better Price Found,1,29.93
1478,20241210,402,Defective/Not Working,3,64.98
1479,20251229,159,Defective/Not Working,2,276.68
1480,20260425,219,Defective/Not Working,2,43.12
1481,20240318,457,Changed Mind,1,60.47
1482,20231126,203,Not as Described,2,715.88
1483,20231111,242,Better Price Found,3,515.01
1484,20240611,62,No Longer Needed,1,427.35
1485,20260429,769,Defective/Not Working,1,93.19
1486,20241224,526,Wrong Item Sent,1,17.69
1487,20240822,337,Defective/Not Working,4,1139.12
1488,20250211,290,Wrong Item Sent,4,1292.28
1489,20250311,189,Not as Described,3,616.62
1490,20240305,179,Defective/Not Working,1,40.39
1491,20230206,349,Late Delivery,1,300.82
1492,20250624,401,Defective/Not Working,3,566.91
1493,20240224,799,Defective/Not Working,2,344.7
1494,20241230,737,Not as Described,3,696.3
1495,20250424,702,Changed Mind,3,781.62
1496,20230102,492,Wrong Item Sent,2,202.56
1497,20250730,41,Defective/Not Working,4,1089.2
1498,20230513,575,Changed Mind,4,785.12
1499,20250604,779,Defective/Not Working,1,134.97
1500,20251102,516,Changed Mind,2,152.0
1501,20230405,642,Defective/Not Working,1,93.63
1502,20250613,415,Defective/Not Working,2,167.8
1503,20250413,184,Defective/Not Working,3,917.79
1504,20230921,415,Defective/Not Working,4,335.6
1505,20240426,190,Better Price Found,3,138.12
1506,20240113,305,Changed Mind,4,733.28
1507,20230125,73,Late Delivery,2,438.94
1508,20240716,92,Late Delivery,1,242.67
1509,20260514,412,Not as Described,2,115.7
1510,20230802,778,Defective/Not Working,1,248.68
1511,20230610,16,Changed Mind,1,121.92
1512,20251124,38,Late Delivery,4,146.68
1513,20240615,792,Late Delivery,2,284.58
1514,20230429,155,Late Delivery,2,336.02
1515,20240703,364,Changed Mind,4,232.08
1516,20230617,303,Changed Mind,3,315.51
1517,20260110,749,Defective/Not Working,1,202.73
1518,20250202,484,Wrong Item Sent,4,61.64
1519,20230422,733,Wrong Item Sent,3,654.9
1520,20230820,389,Defective/Not Working,1,13.99
1521,20260215,26,Better Price Found,1,359.21
1522,20240702,25,Changed Mind,1,50.32
1523,20241003,434,Defective/Not Working,4,546.16
1524,20250531,460,Defective/Not Working,4,336.68
1525,20250111,64,Changed Mind,3,716.52
1526,20240409,718,Changed Mind,2,432.04
1527,20260315,769,No Longer Needed,4,372.76
1528,20240816,724,Defective/Not Working,1,208.64
1529,20250407,350,Wrong Item Sent,3,585.84
1530,20241011,390,No Longer Needed,1,259.85
1531,20231104,44,Defective/Not Working,1,186.98
1532,20241115,336,Better Price Found,4,1465.04
1533,20260326,20,Not as Described,2,109.96
1534,20230613,379,Wrong Item Sent,2,612.52
1535,20230214,426,Defective/Not Working,1,82.56
1536,20230515,293,Defective/Not Working,1,423.76
1537,20230429,163,Not as Described,4,143.16
1538,20230302,594,Defective/Not Working,2,186.42
1539,20241009,262,Changed Mind,3,713.52
1540,20230317,779,Defective/Not Working,3,404.91
1541,20260406,216,Defective/Not Working,2,673.08
1542,20250605,719,Late Delivery,2,146.74
1543,20260105,280,Wrong Item Sent,2,88.9
1544,20240215,627,Defective/Not Working,1,323.38
1545,20250917,327,Defective/Not Working,3,94.59
1546,20251206,308,Wrong Item Sent,2,554.7
1547,20251115,415,Late Delivery,3,251.7
1548,20241010,87,Defective/Not Working,4,816.6
1549,20240126,141,No Longer Needed,4,896.36
1550,20241201,771,Better Price Found,3,263.16
1551,20251207,304,Changed Mind,3,216.0
1552,20260627,593,Defective/Not Working,1,348.5
1553,20230407,732,Late Delivery,4,363.52
1554,20260607,484,Late Delivery,3,46.23
1555,20230407,749,No Longer Needed,2,405.46
1556,20231210,574,Not as Described,1,292.71
1557,20250327,294,Defective/Not Working,4,1457.36
1558,20230524,215,Late Delivery,1,179.63
1559,20251203,226,Defective/Not Working,2,501.3
1560,20240312,779,Better Price Found,4,539.88
1561,20260628,498,Not as Described,1,309.5
1562,20250723,593,Better Price Found,3,1045.5
1563,20250430,481,No Longer Needed,3,803.91
1564,20260626,373,No Longer Needed,1,240.17
1565,20260425,186,Changed Mind,3,576.06
1566,20241214,565,Defective/Not Working,3,121.86
1567,20240331,735,Wrong Item Sent,4,488.04
1568,20240104,306,No Longer Needed,2,534.82
1569,20260620,244,Not as Described,3,1072.83
1570,20240626,338,Wrong Item Sent,2,428.76
1571,20241001,749,Changed Mind,3,608.19
1572,20250228,256,Late Delivery,2,216.54
1573,20260131,105,No Longer Needed,2,760.38
1574,20240516,746,Late Delivery,2,787.74
1575,20231110,616,Changed Mind,3,834.12
1576,20240831,408,Changed Mind,1,74.67
1577,20230208,561,Changed Mind,3,669.45
1578,20260124,284,Defective/Not Working,2,31.94
1579,20240131,93,Better Price Found,1,61.41
1580,20230127,35,Wrong Item Sent,2,32.44
1581,20260327,353,Not as Described,4,920.0
1582,20250708,701,Changed Mind,2,200.3
1583,20230625,417,Not as Described,4,973.4
1584,20240715,360,Not as Described,1,146.23
1585,20231122,163,Changed Mind,3,107.37
1586,20240914,120,Late Delivery,3,562.26
1587,20250826,429,Defective/Not Working,1,195.21
1588,20240305,290,No Longer Needed,4,1292.28
1589,20250426,515,Changed Mind,1,127.91
1590,20231211,665,Changed Mind,3,1218.54
1591,20241007,790,Defective/Not Working,3,351.66
1592,20250503,63,Not as Described,3,174.36
1593,20230605,532,Late Delivery,4,1313.2
1594,20250218,590,Better Price Found,2,132.48
1595,20250412,745,Not as Described,3,645.9
1596,20251211,200,Defective/Not Working,2,490.46
1597,20230705,591,No Longer Needed,2,227.46
1598,20240406,728,Better Price Found,1,23.99
1599,20240317,630,Late Delivery,1,339.79
1600,20230910,184,Defective/Not Working,4,1223.72
1601,20251119,299,Wrong Item Sent,2,24.1
1602,20251018,715,Changed Mind,3,511.17
1603,20250304,261,Changed Mind,4,848.92
1604,20250619,695,Changed Mind,3,658.62
1605,20240225,691,Late Delivery,2,320.98
1606,20231004,361,Not as Described,2,436.82
1607,20250306,409,Changed Mind,3,659.46
1608,20260220,393,Defective/Not Working,3,67.29
1609,20230722,413,Better Price Found,3,296.82
1610,20230426,326,Changed Mind,2,535.04
1611,20240412,619,Better Price Found,4,386.88
1612,20230214,173,Not as Described,2,705.58
1613,20250912,205,Wrong Item Sent,3,247.14
1614,20250423,667,Late Delivery,4,427.72
1615,20240316,253,Defective/Not Working,3,1310.46
1616,20251009,489,Better Price Found,3,776.13
1617,20240127,569,Defective/Not Working,4,1275.44
1618,20250323,30,Late Delivery,2,650.64
1619,20260626,389,Defective/Not Working,2,27.98
1620,20240311,228,Defective/Not Working,3,633.21
1621,20240206,107,Not as Described,4,369.72
1622,20230410,763,Late Delivery,4,1393.44
1623,20250105,85,Not as Described,1,52.93
1624,20240901,209,Defective/Not Working,4,1018.6
1625,20230920,795,Defective/Not Working,3,705.84
1626,20231225,116,Not as Described,2,68.72
1627,20230528,226,Late Delivery,1,250.65
1628,20260624,245,Better Price Found,4,517.8
1629,20250615,215,Late Delivery,3,538.89
1630,20230722,787,Not as Described,1,222.59
1631,20230924,386,Defective/Not Working,4,736.68
1632,20260312,195,Not as Described,2,450.46
1633,20250101,766,Changed Mind,1,210.17
1634,20250701,739,Changed Mind,1,248.72
1635,20240706,694,No Longer Needed,3,197.55
1636,20250809,422,Wrong Item Sent,2,102.62
1637,20240903,390,Not as Described,4,1039.4
1638,20250305,432,Better Price Found,3,807.06
1639,20260103,381,Changed Mind,3,826.47
1640,20230411,756,No Longer Needed,2,788.5
1641,20260609,362,Changed Mind,3,1028.1
1642,20260610,622,No Longer Needed,4,388.76
1643,20250609,31,Wrong Item Sent,3,843.6
1644,20260429,744,Not as Described,1,99.0
1645,20231230,328,Wrong Item Sent,2,155.62
1646,20251031,634,Not as Described,4,528.4
1647,20251117,691,Defective/Not Working,4,641.96
1648,20230227,507,Changed Mind,2,532.56
1649,20231103,133,Wrong Item Sent,1,157.64
1650,20230530,459,Defective/Not Working,4,167.12
1651,20230403,153,Wrong Item Sent,2,179.98
1652,20230827,260,Changed Mind,4,1132.8
1653,20240305,612,Changed Mind,4,978.96
1654,20250107,209,No Longer Needed,4,1018.6
1655,20250728,491,Late Delivery,2,336.46
1656,20250414,138,Wrong Item Sent,3,861.21
1657,20230101,433,Defective/Not Working,3,182.91
1658,20250925,645,Not as Described,4,1038.28
1659,20230626,423,Defective/Not Working,3,78.57
1660,20241025,169,No Longer Needed,2,161.68
1661,20240729,430,Better Price Found,3,290.76
1662,20240104,348,Not as Described,3,700.44
1663,20230626,7,Changed Mind,3,508.29
1664,20250409,83,Not as Described,3,37.86
1665,20230917,638,Defective/Not Working,3,106.53
1666,20230603,18,Not as Described,1,49.16
1667,20260515,787,Defective/Not Working,2,445.18
1668,20231211,492,Better Price Found,3,303.84
1669,20240914,234,No Longer Needed,2,637.8
1670,20240503,126,Changed Mind,2,238.5
1671,20251205,139,Not as Described,1,382.89
1672,20251024,121,Changed Mind,1,298.82
1673,20241218,91,No Longer Needed,1,191.54
1674,20260623,691,Not as Described,4,641.96
1675,20230107,166,No Longer Needed,4,1110.28
1676,20260326,589,Wrong Item Sent,4,350.96
1677,20240921,62,Late Delivery,2,854.7
1678,20240313,644,Defective/Not Working,3,1322.07
1679,20240704,379,Late Delivery,2,612.52
1680,20250601,716,Late Delivery,4,390.48
1681,20250121,262,Changed Mind,4,951.36
1682,20230831,568,Defective/Not Working,3,82.68
1683,20230426,559,Wrong Item Sent,4,220.48
1684,20260331,637,No Longer Needed,2,146.72
1685,20241003,227,No Longer Needed,2,585.24
1686,20231115,695,No Longer Needed,4,878.16
1687,20250404,177,Changed Mind,2,145.16
1688,20230707,366,Better Price Found,1,384.91
1689,20260628,201,Not as Described,2,357.78
1690,20250115,346,Changed Mind,3,839.52
1691,20250105,93,Changed Mind,4,245.64
1692,20231129,382,Defective/Not Working,2,101.84
1693,20240327,288,Wrong Item Sent,4,117.04
1694,20240102,179,Late Delivery,1,40.39
1695,20241214,672,Defective/Not Working,2,213.08
1696,20240321,279,Changed Mind,3,890.97
1697,20240104,501,Better Price Found,3,501.84
1698,20260129,453,No Longer Needed,3,477.12
1699,20230409,266,No Longer Needed,2,519.94
1700,20260503,15,Late Delivery,1,179.98
1701,20250611,471,Wrong Item Sent,1,34.5
1702,20251114,675,No Longer Needed,3,932.16
1703,20251206,286,No Longer Needed,4,1270.68
1704,20241005,185,Defective/Not Working,1,138.24
1705,20240714,41,No Longer Needed,1,272.3
1706,20241217,683,Changed Mind,2,853.34
1707,20230806,418,Defective/Not Working,4,943.6
1708,20240904,332,No Longer Needed,2,243.22
1709,20250530,58,Not as Described,4,127.0
1710,20230412,594,Late Delivery,1,93.21
1711,20230316,504,Changed Mind,1,24.53
1712,20230808,373,Changed Mind,4,960.68
1713,20231115,433,Wrong Item Sent,3,182.91
1714,20230803,378,Defective/Not Working,2,521.14
1715,20241120,223,Changed Mind,1,289.35
1716,20250313,67,Defective/Not Working,3,661.65
1717,20250605,571,Defective/Not Working,2,639.42
1718,20240919,346,No Longer Needed,3,839.52
1719,20260604,607,Changed Mind,4,727.52
1720,20250722,230,Late Delivery,4,223.16
1721,20250712,421,Changed Mind,3,247.62
1722,20260122,5,No Longer Needed,2,326.4
1723,20250605,497,Changed Mind,3,934.89
1724,20260204,719,Defective/Not Working,3,220.11
1725,20250703,40,Not as Described,4,985.52
1726,20240202,554,Not as Described,4,239.32
1727,20260611,58,Not as Described,3,95.25
1728,20260217,369,Defective/Not Working,2,196.22
1729,20240328,567,Defective/Not Working,3,671.76
1730,20230718,159,Not as Described,1,138.34
1731,20230125,278,Better Price Found,4,1023.88
1732,20240309,702,Not as Described,2,521.08
1733,20241026,95,Not as Described,2,152.86
1734,20230106,627,Not as Described,4,1293.52
1735,20230402,421,Wrong Item Sent,1,82.54
1736,20241022,256,Not as Described,2,216.54
1737,20240801,60,Wrong Item Sent,2,139.22
1738,20251215,233,Defective/Not Working,3,440.46
1739,20250319,359,Changed Mind,1,156.76
1740,20230702,516,Changed Mind,1,76.0
1741,20251112,782,Changed Mind,3,309.0
1742,20240517,276,Changed Mind,1,66.7
1743,20230516,275,Wrong Item Sent,4,139.88
1744,20230815,50,Changed Mind,3,761.01
1745,20230408,209,Changed Mind,1,254.65
1746,20230628,393,No Longer Needed,2,44.86
1747,20250518,77,No Longer Needed,1,218.69
1748,20230118,493,Defective/Not Working,2,182.88
1749,20260417,422,Changed Mind,1,51.31
1750,20260329,454,Wrong Item Sent,4,1294.4
1751,20230927,469,Changed Mind,4,645.48
1752,20231008,308,Wrong Item Sent,4,1109.4
1753,20240405,600,Wrong Item Sent,2,133.08
1754,20240826,129,Wrong Item Sent,1,285.77
1755,20240917,40,Wrong Item Sent,2,492.76
1756,20230510,527,Not as Described,4,326.96
1757,20250302,165,No Longer Needed,3,669.12
1758,20231206,168,Better Price Found,1,139.86
1759,20260505,435,Late Delivery,1,227.4
1760,20240416,685,Better Price Found,1,141.65
1761,20260310,41,Wrong Item Sent,3,816.9
1762,20251001,607,Defective/Not Working,4,727.52
1763,20250418,237,Changed Mind,2,678.9
1764,20230406,564,Better Price Found,4,571.52
1765,20260416,525,Late Delivery,2,667.68
1766,20240506,744,Changed Mind,1,99.0
1767,20230717,669,Better Price Found,3,768.81
1768,20250906,132,Changed Mind,1,116.18
1769,20241018,350,Defective/Not Working,2,390.56
1770,20260130,15,Changed Mind,1,179.98
1771,20230929,792,Defective/Not Working,3,426.87
1772,20251205,524,Not as Described,2,261.76
1773,20250822,525,Better Price Found,4,1335.36
1774,20241225,583,No Longer Needed,1,182.74
1775,20250211,128,Not as Described,2,83.52
1776,20250711,506,Not as Described,2,98.76
1777,20260319,9,Changed Mind,4,913.0
1778,20260330,749,Not as Described,1,202.73
1779,20241104,110,Wrong Item Sent,2,569.9
1780,20230501,48,Changed Mind,1,76.9
1781,20250626,141,Changed Mind,3,672.27
1782,20240225,542,Defective/Not Working,3,355.44
1783,20240526,428,Defective/Not Working,1,389.44
1784,20230929,368,Not as Described,2,245.04
1785,20230809,361,Wrong Item Sent,4,873.64
1786,20260412,257,Defective/Not Working,4,613.72
1787,20230211,97,Better Price Found,2,603.56
1788,20260125,181,Changed Mind,3,1025.76
1789,20230213,204,Wrong Item Sent,4,549.24
1790,20251110,290,No Longer Needed,1,323.07
1791,20250107,574,Changed Mind,4,1170.84
1792,20240610,6,Late Delivery,3,586.08
1793,20230924,20,Better Price Found,2,109.96
1794,20260409,527,Wrong Item Sent,2,163.48
1795,20250302,715,Changed Mind,1,170.39
1796,20241112,432,Defective/Not Working,1,269.02
1797,20250521,132,Wrong Item Sent,3,348.54
1798,20230101,131,Not as Described,1,24.54
1799,20240922,758,Better Price Found,3,1045.5
1800,20240711,590,Changed Mind,3,198.72
1801,20250126,270,Changed Mind,3,443.76
1802,20230806,531,Changed Mind,3,56.16
1803,20231107,631,No Longer Needed,1,266.82
1804,20260513,275,Changed Mind,1,34.97
1805,20230522,356,Defective/Not Working,3,385.29
1806,20240619,389,Late Delivery,3,41.97
1807,20240804,771,Wrong Item Sent,1,87.72
1808,20250221,190,No Longer Needed,3,138.12
1809,20231216,301,Not as Described,1,241.8
1810,20241206,49,Wrong Item Sent,1,197.2
1811,20250504,246,Not as Described,3,869.49
1812,20230911,251,Defective/Not Working,4,1403.8
1813,20250222,272,Defective/Not Working,1,66.09
1814,20231104,686,Defective/Not Working,2,387.42
1815,20230424,783,Not as Described,1,254.01
1816,20230728,380,Not as Described,2,479.24
1817,20240710,672,Changed Mind,3,319.62
1818,20260315,245,Better Price Found,3,388.35
1819,20250215,585,Not as Described,2,326.52
1820,20250920,314,Defective/Not Working,1,241.0
1821,20240922,306,Changed Mind,3,802.23
1822,20230505,790,Defective/Not Working,4,468.88
1823,20240407,621,Changed Mind,4,952.84
1824,20251214,533,Changed Mind,1,169.61
1825,20230529,341,Not as Described,2,107.64
1826,20230626,618,Not as Described,1,117.82
1827,20230526,348,Wrong Item Sent,1,233.48
1828,20250913,61,Changed Mind,4,36.0
1829,20251218,118,Changed Mind,3,1231.14
1830,20231010,67,Defective/Not Working,4,882.2
1831,20240403,699,Changed Mind,2,131.82
1832,20240226,308,Wrong Item Sent,3,832.05
1833,20231023,567,Wrong Item Sent,2,447.84
1834,20251123,261,Wrong Item Sent,3,636.69
1835,20250705,289,Changed Mind,1,53.05
1836,20231103,177,Changed Mind,1,72.58
1837,20260405,229,Changed Mind,3,506.07
1838,20250218,398,Changed Mind,4,283.28
1839,20240314,714,Changed Mind,3,89.79
1840,20230426,66,Better Price Found,4,930.28
1841,20230624,597,Defective/Not Working,3,33.33
1842,20250508,13,Late Delivery,2,195.7
1843,20240820,725,Defective/Not Working,2,756.44
1844,20260212,663,Changed Mind,3,914.49
1845,20240627,231,Defective/Not Working,1,190.39
1846,20250906,248,Changed Mind,1,229.78
1847,20250130,763,Defective/Not Working,2,696.72
1848,20260305,581,Changed Mind,4,185.8
1849,20231227,520,Late Delivery,4,1446.76
1850,20250518,126,Wrong Item Sent,3,357.75
1851,20250424,769,Wrong Item Sent,2,186.38
1852,20231116,274,Defective/Not Working,1,185.35
1853,20250113,383,Changed Mind,1,55.74
1854,20231202,222,Better Price Found,1,199.12
1855,20250713,707,Better Price Found,3,677.16
1856,20251014,660,Changed Mind,2,22.84
1857,20231014,147,Defective/Not Working,2,107.96
1858,20250722,418,Changed Mind,2,471.8
1859,20250830,738,Wrong Item Sent,3,671.55
1860,20230502,627,Changed Mind,3,970.14
1861,20260621,594,Better Price Found,3,279.63
1862,20230808,431,Defective/Not Working,4,108.76
1863,20240828,469,Defective/Not Working,4,645.48
1864,20250409,155,Not as Described,1,168.01
1865,20241003,68,Defective/Not Working,3,53.52
1866,20240915,515,No Longer Needed,1,127.91
1867,20250625,128,No Longer Needed,4,167.04
1868,20260511,584,Late Delivery,2,606.9
1869,20250519,668,Changed Mind,4,482.8
1870,20240714,376,Not as Described,3,805.5
1871,20240303,656,Wrong Item Sent,1,264.51
1872,20231230,324,Changed Mind,3,630.75
1873,20260404,200,Not as Described,1,245.23
1874,20240829,43,Defective/Not Working,1,136.65
1875,20250409,651,No Longer Needed,2,136.56
1876,20230617,5,Defective/Not Working,2,326.4
1877,20260625,478,Defective/Not Working,2,545.92
1878,20260113,278,Changed Mind,2,511.94
1879,20230131,773,Changed Mind,1,48.89
1880,20230122,62,Defective/Not Working,4,1709.4
1881,20230428,132,Changed Mind,1,116.18
1882,20230411,634,Defective/Not Working,2,264.2
1883,20240508,538,Better Price Found,1,86.46
1884,20250224,391,Defective/Not Working,4,256.52
1885,20231210,708,Late Delivery,4,562.84
1886,20241227,68,Not as Described,3,53.52
1887,20251123,133,Better Price Found,1,157.64
1888,20231107,337,Not as Described,1,284.78
1889,20250529,188,Wrong Item Sent,3,829.5
1890,20250723,387,Wrong Item Sent,2,132.16
1891,20240120,537,Not as Described,2,251.48
1892,20250505,342,Not as Described,3,307.41
1893,20250312,413,Not as Described,4,395.76
1894,20251003,281,Changed Mind,1,253.48
1895,20241123,597,Wrong Item Sent,3,33.33
1896,20230210,709,No Longer Needed,1,35.68
1897,20260110,780,Late Delivery,1,78.04
1898,20250617,46,Better Price Found,3,1015.44
1899,20250611,106,Changed Mind,3,240.42
1900,20240709,505,No Longer Needed,3,430.65
1901,20251209,353,Late Delivery,1,230.0
1902,20240812,26,Defective/Not Working,4,1436.84
1903,20241203,359,Not as Described,4,627.04
1904,20231025,721,Wrong Item Sent,4,996.64
1905,20260620,291,Not as Described,4,712.72
1906,20251021,772,No Longer Needed,4,1091.56
1907,20240117,315,Not as Described,1,296.21
1908,20251023,566,Defective/Not Working,1,84.3
1909,20250111,715,Wrong Item Sent,1,170.39
1910,20250611,281,Not as Described,3,760.44
1911,20250301,402,Late Delivery,3,64.98
1912,20250830,207,No Longer Needed,2,774.64
1913,20240508,50,Changed Mind,2,507.34
1914,20230707,229,Changed Mind,2,337.38
1915,20241008,272,Wrong Item Sent,1,66.09
1916,20241126,463,Changed Mind,1,203.4
1917,20260629,294,No Longer Needed,2,728.68
1918,20250222,173,Better Price Found,1,352.79
1919,20260613,727,Defective/Not Working,1,29.93
1920,20241001,254,Better Price Found,3,273.03
1921,20260105,230,Changed Mind,2,111.58
1922,20260210,40,Not as Described,2,492.76
1923,20260218,26,Wrong Item Sent,4,1436.84
1924,20240907,178,Changed Mind,3,724.11
1925,20240623,216,No Longer Needed,1,336.54
1926,20260403,483,Better Price Found,1,167.82
1927,20230209,82,No Longer Needed,1,299.58
1928,20230227,190,Defective/Not Working,4,184.16
1929,20251009,491,Defective/Not Working,3,504.69
1930,20240405,599,Defective/Not Working,1,224.63
1931,20250705,505,Changed Mind,1,143.55
1932,20240626,720,Better Price Found,1,410.49
1933,20230324,355,Changed Mind,2,302.38
1934,20240731,673,Not as Described,2,847.98
1935,20260110,554,Defective/Not Working,4,239.32
1936,20230922,354,Defective/Not Working,3,707.97
1937,20251108,245,Late Delivery,1,129.45
1938,20260328,415,Changed Mind,4,335.6
1939,20230406,583,Better Price Found,1,182.74
1940,20230223,243,No Longer Needed,4,122.64
1941,20240213,150,Defective/Not Working,4,431.44
1942,20230207,99,Defective/Not Working,1,363.81
1943,20260314,230,Wrong Item Sent,3,167.37
1944,20251110,774,Defective/Not Working,4,401.36
1945,20240813,686,Late Delivery,4,774.84
1946,20260407,516,Better Price Found,2,152.0
1947,20260401,99,Late Delivery,4,1455.24
1948,20231105,258,No Longer Needed,1,30.13
1949,20240528,441,Not as Described,4,1338.88
1950,20250505,22,No Longer Needed,4,421.84
1951,20230606,338,Late Delivery,1,214.38
1952,20240524,467,No Longer Needed,1,166.44
1953,20240824,702,Changed Mind,2,521.08
1954,20251004,232,Defective/Not Working,2,567.58
1955,20230409,197,Defective/Not Working,3,452.91
1956,20241026,312,Changed Mind,4,822.24
1957,20250608,54,Not as Described,4,532.8
1958,20250103,579,Defective/Not Working,1,241.27
1959,20240228,250,Late Delivery,4,894.48
1960,20240819,666,Wrong Item Sent,4,886.2
1961,20260226,363,Better Price Found,2,226.76
1962,20250125,745,Late Delivery,1,215.3
1963,20240807,112,Wrong Item Sent,3,998.07
1964,20251004,218,No Longer Needed,4,774.76
1965,20251019,566,Better Price Found,2,168.6
1966,20230615,400,Changed Mind,4,719.72
1967,20240731,594,No Longer Needed,1,93.21
1968,20231204,352,Changed Mind,3,816.84
1969,20250731,504,Not as Described,2,49.06
1970,20241230,331,Not as Described,3,854.13
1971,20240528,124,Defective/Not Working,3,33.84
1972,20260624,660,Not as Described,4,45.68
1973,20240126,10,Wrong Item Sent,3,158.01
1974,20251010,458,Wrong Item Sent,1,116.37
1975,20230417,552,No Longer Needed,4,847.16
1976,20250225,644,No Longer Needed,2,881.38
1977,20240118,789,Defective/Not Working,4,1651.88
1978,20241215,106,Wrong Item Sent,1,80.14
1979,20241005,245,No Longer Needed,1,129.45
1980,20240911,760,Defective/Not Working,1,321.52
1981,20250312,205,Defective/Not Working,3,247.14
1982,20260607,121,Better Price Found,3,896.46
1983,20230610,784,Defective/Not Working,3,338.85
1984,20230104,701,Changed Mind,1,100.15
1985,20240505,52,Late Delivery,2,42.28
1986,20250215,484,Changed Mind,2,30.82
1987,20230418,158,Late Delivery,3,243.81
1988,20251026,100,Not as Described,2,127.42
1989,20250414,444,Changed Mind,3,814.41
1990,20260528,18,Better Price Found,3,147.48
1991,20230427,98,Changed Mind,4,1264.2
1992,20230516,769,Not as Described,3,279.57
1993,20240311,432,Changed Mind,3,807.06
1994,20260522,566,Wrong Item Sent,3,252.9
1995,20240118,563,Defective/Not Working,1,41.14
1996,20231222,261,Not as Described,2,424.46
1997,20250326,519,Better Price Found,1,54.14
1998,20230409,362,Defective/Not Working,1,342.7
1999,20250822,56,Wrong Item Sent,1,266.02
2000,20240502,104,Changed Mind,3,475.53
2001,20250525,333,Changed Mind,3,947.4
2002,20231112,788,Changed Mind,3,505.05
2003,20251005,513,Defective/Not Working,4,1020.92
2004,20230418,610,Changed Mind,3,95.82
2005,20250215,584,Not as Described,3,910.35
2006,20240506,745,Defective/Not Working,3,645.9
2007,20240929,581,Defective/Not Working,1,46.45
2008,20250530,1,Changed Mind,3,384.06
2009,20260405,694,Defective/Not Working,3,197.55
2010,20250222,40,Better Price Found,2,492.76
2011,20250612,58,Changed Mind,3,95.25
2012,20251128,538,Changed Mind,1,86.46
2013,20250425,458,Not as Described,3,349.11
2014,20240211,315,Late Delivery,4,1184.84
2015,20241026,620,Late Delivery,2,283.28
