TrafficKey,DateKey,ProductKey,RegionKey,PageViews,Sessions,GlanceViews,AddToCart,Orders
9568,20241108,263,2,34,22,27,3,1
9569,20251107,768,1,159,69,103,5,3
9570,20250215,153,2,28,17,26,2,0
9571,20230707,318,2,67,27,45,5,2
9572,20230923,222,6,48,21,35,5,2
9573,20230314,607,2,138,72,97,12,5
9574,20250408,51,1,46,31,38,3,1
9575,20230821,193,5,66,42,56,9,4
9576,20230829,285,2,261,128,180,31,19
9577,20240809,592,3,105,56,71,9,4
9578,20251226,712,5,439,250,382,34,20
9579,20241203,673,2,57,31,43,2,0
9580,20240619,140,4,76,38,51,4,1
9581,20250603,459,1,68,36,47,7,3
9582,20260612,562,4,63,43,53,4,2
9583,20251121,799,1,81,50,73,10,4
9584,20241222,122,5,349,162,230,25,15
9585,20240106,773,3,208,150,186,17,6
9586,20240728,27,3,180,93,123,13,6
9587,20231005,737,5,129,60,82,4,2
9588,20250627,2,4,77,48,59,10,5
9589,20251208,621,5,73,37,60,5,2
9590,20230608,100,6,150,68,104,10,5
9591,20251012,743,6,56,30,44,2,1
9592,20240121,668,5,194,99,143,10,5
9593,20231127,279,5,833,365,556,65,26
9594,20250103,716,1,257,103,167,10,4
9595,20240104,587,6,165,70,119,13,7
9596,20250701,506,2,123,80,101,10,4
9597,20231122,650,3,153,75,117,13,6
9598,20250903,677,4,21,8,14,1,0
9599,20251231,208,1,172,85,144,12,6
9600,20230519,35,6,54,25,37,4,2
9601,20250502,165,4,130,60,105,16,5
9602,20230825,155,6,153,84,116,16,10
9603,20240323,331,2,171,68,122,14,6
9604,20240114,723,4,192,95,122,12,5
9605,20230812,374,1,208,113,140,9,5
9606,20241220,485,1,145,88,128,12,5
9607,20250502,79,5,118,67,94,10,5
9608,20251122,323,3,185,87,126,20,8
9609,20240303,753,2,196,106,138,19,7
9610,20240802,616,5,60,26,47,8,2
9611,20250606,668,4,93,68,81,6,3
9612,20250511,415,5,190,92,150,11,5
9613,20240216,429,1,82,46,62,7,3
9614,20251221,768,2,109,38,70,3,1
9615,20240416,13,3,98,60,84,10,4
9616,20260519,774,3,100,50,77,5,2
9617,20240622,58,1,150,93,134,19,10
9618,20241106,772,4,59,35,52,4,1
9619,20230606,729,6,74,36,59,7,3
9620,20241220,249,3,246,117,184,28,16
9621,20240810,226,2,94,52,64,4,1
9622,20250427,491,5,71,40,52,5,2
9623,20230330,109,2,310,145,200,13,7
9624,20250306,196,5,269,133,234,38,18
9625,20241004,331,4,180,104,151,12,4
9626,20250327,356,6,218,130,160,11,6
9627,20251101,743,3,67,42,59,5,2
9628,20250810,403,6,114,63,91,15,9
9629,20250505,158,1,143,66,105,8,4
9630,20230926,698,1,173,65,112,14,5
9631,20230820,706,3,76,38,49,6,3
9632,20230819,737,6,47,29,36,3,1
9633,20241028,721,5,96,45,70,9,3
9634,20240804,200,2,113,62,101,13,8
9635,20241205,546,1,150,80,113,14,5
9636,20230222,336,4,99,44,72,9,3
9637,20230502,199,3,83,41,73,7,3
9638,20230404,405,5,17,8,12,1,0
9639,20241125,491,5,82,48,67,11,7
9640,20240525,760,3,134,89,114,14,6
9641,20230705,788,3,139,70,106,13,7
9642,20241207,63,4,133,70,86,14,5
9643,20250307,127,6,104,67,82,12,6
9644,20260603,712,6,112,53,84,6,2
9645,20240725,470,1,197,72,125,20,8
9646,20251218,227,3,321,170,248,25,10
9647,20251205,189,6,75,38,61,7,3
9648,20240707,8,5,247,143,223,16,7
9649,20250413,795,5,124,76,91,5,3
9650,20240123,499,3,148,77,105,6,2
9651,20251221,200,1,212,144,175,31,12
9652,20240811,357,1,39,23,33,5,1
9653,20260118,455,6,55,25,45,3,1
9654,20250304,23,3,60,33,48,6,2
9655,20230406,281,4,64,35,58,7,2
9656,20230112,530,2,102,54,64,6,3
9657,20240412,691,4,21,13,16,1,0
9658,20230206,611,3,38,18,26,3,1
9659,20260503,644,1,47,18,32,1,0
9660,20250613,134,1,36,18,26,3,1
9661,20241203,713,5,273,97,178,21,12
9662,20250307,575,4,40,23,32,4,1
9663,20250615,375,1,97,51,78,10,4
9664,20230316,756,5,126,70,83,12,7
9665,20230305,776,5,64,42,56,4,2
9666,20260304,517,3,61,27,42,4,2
9667,20260110,553,4,160,96,135,18,9
9668,20230601,549,6,46,22,38,2,0
9669,20230510,655,1,55,40,48,6,3
9670,20251027,262,1,123,53,82,6,2
9671,20250709,433,6,119,68,81,5,2
9672,20240621,625,1,58,34,50,5,1
9673,20230119,379,1,46,26,31,3,1
9674,20240319,550,6,118,82,100,5,3
9675,20240914,695,4,55,31,42,2,0
9676,20250611,75,2,89,38,69,10,4
9677,20260606,207,6,120,71,102,5,2
9678,20250712,169,2,641,356,473,79,37
9679,20260319,572,1,62,32,40,6,3
9680,20251218,205,1,336,221,288,25,14
9681,20250323,205,4,100,46,68,4,1
9682,20240114,30,6,129,67,103,8,3
9683,20260326,567,1,49,22,41,7,3
9684,20241122,425,3,114,78,95,12,4
9685,20240831,214,6,115,44,74,10,4
9686,20241123,663,2,45,26,35,4,2
9687,20250816,133,3,59,26,43,5,2
9688,20230625,179,2,136,48,86,4,2
9689,20240303,134,5,94,60,75,4,2
9690,20260407,370,5,49,22,35,3,1
9691,20240911,574,5,26,9,17,1,0
9692,20230919,8,4,127,71,103,18,8
9693,20240614,119,3,36,20,26,2,0
9694,20250102,672,1,74,40,55,8,3
9695,20251207,25,1,37,18,24,2,1
9696,20260602,651,4,36,19,30,2,0
9697,20240814,759,4,38,20,29,2,1
9698,20251010,506,4,70,40,62,8,3
9699,20231020,638,5,133,79,94,6,2
9700,20230219,750,4,281,123,177,30,10
9701,20250216,403,5,363,144,257,24,9
9702,20230228,297,4,60,34,54,6,3
9703,20231209,433,1,83,44,64,11,6
9704,20240526,231,2,37,18,26,4,1
9705,20251030,321,6,76,47,58,4,1
9706,20240211,800,4,222,90,142,13,5
9707,20250108,54,4,32,21,25,3,1
9708,20231016,101,6,15,9,11,0,0
9709,20241119,529,2,139,73,93,5,2
9710,20230526,559,2,59,31,54,4,2
9711,20250317,283,5,173,132,156,26,11
9712,20230211,133,5,20,8,14,2,0
9713,20250828,233,2,195,84,147,20,8
9714,20250517,770,3,166,96,131,17,8
9715,20251120,245,1,100,43,77,13,4
9716,20250107,498,6,155,66,117,12,6
9717,20241208,640,3,102,52,64,10,6
9718,20240920,293,1,176,94,145,12,6
9719,20250424,44,2,60,43,52,4,1
9720,20231115,89,2,121,47,78,12,5
9721,20250131,370,2,27,17,21,2,1
9722,20230714,474,1,247,115,191,31,18
9723,20250104,66,3,24,11,16,0,0
9724,20250429,662,1,139,60,88,8,4
9725,20241112,559,1,256,123,190,29,17
9726,20240926,429,5,19,8,12,0,0
9727,20231114,761,3,230,101,149,10,3
9728,20251028,412,3,134,50,87,6,2
9729,20230827,621,5,72,40,49,4,1
9730,20241110,644,6,321,127,218,18,8
9731,20240929,159,6,322,154,249,34,13
9732,20241027,765,5,138,80,95,5,1
9733,20250615,528,1,378,134,237,27,16
9734,20240510,309,3,79,43,65,5,2
9735,20240424,728,3,15,10,14,1,0
9736,20250214,219,1,27,13,20,3,1
9737,20250930,678,2,134,71,90,9,3
9738,20230714,388,4,116,55,92,12,6
9739,20251012,206,2,187,138,170,26,12
9740,20230318,190,5,136,68,90,15,6
9741,20250322,31,6,66,30,43,2,1
9742,20230831,44,5,38,24,33,3,1
9743,20230429,558,1,137,88,104,5,2
9744,20251101,497,4,47,21,36,6,2
9745,20240404,5,2,36,20,30,2,0
9746,20241116,271,2,49,32,39,4,1
9747,20230210,792,1,145,77,112,6,2
9748,20240210,111,2,148,97,125,8,5
9749,20230413,346,5,211,98,179,11,4
9750,20260304,72,1,164,77,107,8,2
9751,20240331,421,3,131,63,93,13,7
9752,20250601,83,4,37,16,24,2,1
9753,20251221,214,3,195,77,128,19,9
9754,20240501,478,2,15,10,12,1,0
9755,20260103,43,4,197,133,160,9,3
9756,20240605,39,3,157,110,142,24,11
9757,20251101,421,1,130,67,100,11,4
9758,20250705,784,3,32,21,25,3,1
9759,20241119,118,1,27,13,24,2,1
9760,20251108,116,6,82,42,54,8,2
9761,20241020,283,6,53,33,46,3,1
9762,20230808,558,1,76,48,58,9,5
9763,20240123,554,1,85,44,73,3,1
9764,20250519,600,6,79,50,61,5,2
9765,20240303,583,6,73,38,56,3,1
9766,20240201,248,6,184,90,118,15,7
9767,20231202,294,1,27,15,20,1,0
9768,20230321,742,6,98,57,73,4,1
9769,20240615,701,2,126,89,109,16,9
9770,20240325,585,5,42,16,28,3,1
9771,20240614,439,3,25,10,18,2,1
9772,20241230,639,1,40,21,30,2,1
9773,20240602,102,2,366,145,241,40,18
9774,20241129,247,2,159,89,125,21,9
9775,20250601,530,6,86,41,69,9,5
9776,20260119,369,3,234,124,158,26,16
9777,20250702,111,5,123,51,78,6,2
9778,20240607,582,4,103,66,83,7,3
9779,20241030,634,2,295,143,188,26,10
9780,20240613,146,4,31,15,26,4,1
9781,20240608,493,4,267,115,174,20,9
9782,20230421,247,5,66,39,58,4,1
9783,20251229,655,4,27,20,24,4,1
9784,20230726,516,3,67,28,44,2,0
9785,20240512,44,4,52,28,34,2,0
9786,20240804,74,2,195,83,152,8,3
9787,20240613,198,6,180,75,117,12,5
9788,20240201,447,1,55,22,36,4,1
9789,20260425,276,6,533,307,363,20,12
9790,20240818,590,5,184,70,123,10,3
9791,20241124,600,4,129,68,100,12,4
9792,20230630,307,2,132,50,83,6,3
9793,20250211,705,2,37,21,26,3,1
9794,20260405,778,6,67,33,58,8,2
9795,20230126,450,2,79,49,63,9,5
9796,20240906,582,1,53,25,41,5,3
9797,20230323,645,4,299,132,237,24,11
9798,20260129,218,4,35,17,23,2,1
9799,20240824,768,5,193,85,146,14,8
9800,20260620,95,6,177,82,129,10,5
9801,20230927,420,5,212,103,181,12,6
9802,20230908,260,1,64,26,46,6,2
9803,20230913,197,2,72,45,64,9,5
9804,20240404,215,5,47,21,30,5,1
9805,20240207,105,6,319,131,226,17,9
9806,20240918,61,4,252,124,182,9,3
9807,20230514,677,4,77,36,63,3,1
9808,20230731,181,1,103,53,68,6,2
9809,20250303,255,2,17,11,16,2,1
9810,20230407,699,3,24,13,18,2,0
9811,20240225,232,4,47,27,39,6,3
9812,20251215,202,2,131,77,102,6,3
9813,20230606,368,2,59,32,46,8,3
9814,20250414,423,4,146,62,103,10,5
9815,20240311,56,5,165,100,134,12,5
9816,20231027,660,3,78,34,53,5,3
9817,20230914,288,3,22,9,17,1,0
9818,20240215,180,6,159,90,108,6,2
9819,20260102,412,3,157,59,102,15,6
9820,20251120,340,1,164,71,106,7,3
9821,20250126,1,6,159,87,135,18,8
9822,20230606,166,3,187,105,129,14,6
9823,20250223,238,6,91,43,58,9,5
9824,20260322,542,2,43,29,35,5,2
9825,20240501,35,2,35,17,29,1,0
9826,20231021,709,3,171,75,128,7,3
9827,20260214,86,5,96,36,64,7,3
9828,20250216,593,3,155,58,105,16,9
9829,20250124,130,4,113,54,90,12,4
9830,20230107,652,6,251,116,189,18,8
9831,20240209,389,5,34,19,28,4,1
9832,20260208,132,1,76,32,57,6,3
9833,20241017,312,6,69,27,45,3,1
9834,20260329,534,4,131,52,88,14,8
9835,20260211,347,3,144,75,109,7,3
9836,20241112,185,2,90,50,73,10,5
9837,20230514,374,1,89,54,69,7,2
9838,20231226,653,5,96,46,63,10,3
9839,20250526,74,4,29,16,22,2,1
9840,20240430,591,1,255,115,184,15,8
9841,20260331,363,3,44,19,28,4,1
9842,20251014,264,6,30,21,26,4,2
9843,20250731,448,6,220,110,147,15,6
9844,20240216,31,1,19,10,15,2,1
9845,20230724,734,1,96,51,67,6,3
9846,20240214,312,5,70,47,63,8,4
9847,20250328,590,2,74,32,51,8,3
9848,20250831,734,6,99,42,64,5,2
9849,20250808,73,2,154,93,134,17,6
9850,20241230,395,4,98,51,62,10,4
9851,20250610,526,3,172,71,109,15,8
9852,20231209,293,3,129,51,91,6,2
9853,20241207,410,6,116,63,76,8,3
9854,20260219,677,2,78,35,52,7,3
9855,20231227,728,5,196,92,128,22,7
9856,20230105,466,4,124,62,87,4,1
9857,20240401,443,6,60,28,41,2,0
9858,20230627,364,3,152,100,123,7,3
9859,20251028,405,1,171,120,144,22,11
9860,20251127,299,4,46,27,33,2,1
9861,20260402,348,2,168,94,114,15,6
9862,20240711,6,2,177,100,152,16,9
9863,20250317,727,4,265,131,184,14,8
9864,20230120,41,1,199,103,173,22,14
9865,20240128,279,2,64,35,53,3,1
9866,20250704,728,2,44,25,32,3,1
9867,20251205,412,2,48,33,40,4,1
9868,20230927,535,3,79,40,61,10,4
9869,20250917,486,3,116,73,104,14,8
9870,20240306,768,6,63,28,51,3,1
9871,20240113,672,1,35,20,25,3,1
9872,20250727,384,2,171,102,123,8,3
9873,20260609,419,1,69,30,52,5,2
9874,20250811,257,5,56,29,36,2,1
9875,20231106,435,1,25,11,16,1,0
9876,20230109,686,6,192,98,121,16,9
9877,20251127,433,1,312,169,279,30,17
9878,20250525,793,3,39,24,32,3,1
9879,20250320,607,4,68,42,58,7,4
9880,20251013,457,4,58,33,43,5,2
9881,20240201,170,6,82,42,64,7,2
9882,20241117,133,3,110,62,83,5,2
9883,20260415,308,4,143,59,106,9,4
9884,20260619,726,1,145,87,109,17,10
9885,20240715,608,6,114,58,84,6,3
9886,20230714,348,3,128,55,81,8,3
9887,20230422,690,1,89,44,64,7,2
9888,20260120,580,4,52,26,42,6,2
9889,20250202,556,4,418,206,275,40,25
9890,20260104,691,4,62,31,49,7,4
9891,20250601,634,4,45,28,40,6,3
9892,20241104,799,2,86,46,68,5,2
9893,20260414,132,6,30,18,25,2,1
9894,20241114,138,6,99,49,78,5,2
9895,20231227,423,3,157,63,107,13,7
9896,20230403,51,2,80,39,54,2,1
9897,20231015,565,2,306,174,235,22,13
9898,20250902,102,1,69,29,51,5,3
9899,20260519,672,3,107,52,71,10,6
9900,20240229,224,6,212,145,186,12,5
9901,20260407,191,3,124,64,98,13,6
9902,20230725,598,5,102,56,85,7,3
9903,20260414,486,2,59,27,41,3,1
9904,20250717,678,3,67,34,52,6,3
9905,20240628,299,6,49,22,35,2,0
9906,20230830,31,6,285,144,186,18,10
9907,20251219,549,5,176,79,115,13,5
9908,20250909,412,3,199,103,131,6,3
9909,20250626,733,6,142,72,114,14,5
9910,20230601,24,6,50,22,37,5,2
9911,20230207,226,5,108,73,87,14,7
9912,20230429,424,4,70,34,54,4,1
9913,20260623,35,5,49,32,39,3,1
9914,20250829,186,3,248,121,168,12,5
9915,20241228,655,3,156,88,108,15,6
9916,20230117,787,2,121,60,76,9,4
9917,20250226,127,3,172,77,113,14,8
9918,20241112,186,5,164,112,139,20,7
9919,20250109,148,6,88,38,62,8,3
9920,20230311,417,5,43,15,27,2,0
9921,20240308,710,1,32,14,24,2,0
9922,20251023,638,5,77,47,57,5,2
9923,20240612,532,6,127,73,111,17,10
9924,20241010,800,4,237,142,171,26,15
9925,20231120,168,3,30,16,20,2,0
9926,20240813,760,1,39,25,31,3,1
9927,20230527,265,2,75,30,51,5,1
9928,20260430,569,1,139,57,90,4,1
9929,20230226,108,3,91,46,57,6,3
9930,20250427,599,1,116,48,77,6,3
9931,20230804,273,5,10,7,9,1,0
9932,20230115,305,5,8,3,7,0,0
9933,20240429,277,1,224,103,149,8,3
9934,20230907,668,1,89,56,69,10,6
9935,20241207,1,2,61,27,39,3,1
9936,20260218,249,4,141,66,89,5,2
9937,20250919,209,1,101,64,87,6,2
9938,20250111,537,2,258,123,180,12,5
9939,20260622,95,2,177,98,119,18,7
9940,20231226,342,5,29,18,24,3,1
9941,20260512,434,4,50,24,36,5,2
9942,20240229,690,5,83,47,71,7,3
9943,20250907,327,4,65,33,49,5,2
9944,20240714,520,5,11,4,8,0,0
9945,20250905,728,4,200,124,174,17,9
9946,20240118,110,5,55,31,49,5,3
9947,20240626,192,1,36,13,25,1,0
9948,20240729,697,1,34,22,27,2,0
9949,20250503,377,5,38,21,31,4,1
9950,20240109,220,5,53,31,41,2,0
9951,20230831,710,4,241,116,167,10,5
9952,20251205,625,3,74,42,62,7,4
9953,20260430,509,2,49,34,44,7,3
9954,20230923,719,1,133,64,92,15,5
9955,20251111,103,2,47,28,38,3,1
9956,20250304,97,6,116,87,104,5,2
9957,20250401,438,5,114,58,83,14,8
9958,20260418,289,2,322,170,226,15,6
9959,20250113,411,4,230,93,148,12,4
9960,20250926,798,4,26,12,19,2,1
9961,20240815,47,5,37,26,33,4,2
9962,20240323,675,4,108,72,86,12,6
9963,20251228,76,6,111,63,87,9,3
9964,20230623,372,5,200,80,146,24,12
9965,20250614,318,3,212,118,163,23,12
9966,20230425,45,1,77,36,55,4,2
9967,20230910,762,4,30,17,23,4,1
9968,20250222,190,6,220,109,193,19,7
9969,20260103,487,4,79,31,53,4,1
9970,20230527,132,1,72,37,62,9,3
9971,20260105,620,3,179,122,154,16,5
9972,20230930,145,5,301,166,251,44,26
9973,20240328,145,5,109,47,72,8,3
9974,20230306,71,5,146,70,100,6,3
9975,20250615,504,2,122,69,82,14,5
9976,20260630,500,6,18,9,12,2,1
9977,20240930,374,2,65,32,42,5,3
9978,20241005,232,6,149,72,97,9,4
9979,20240512,603,2,137,70,91,14,6
9980,20241115,239,4,56,24,39,3,1
9981,20250311,311,6,67,47,60,10,4
9982,20260211,224,4,168,87,146,12,7
9983,20230823,712,4,162,76,115,6,2
9984,20260325,422,5,317,177,244,29,18
9985,20241125,95,6,145,77,104,11,6
9986,20251010,398,6,87,51,74,11,7
9987,20260305,69,1,176,66,120,14,5
9988,20250619,267,5,136,75,100,14,5
9989,20260119,178,3,79,47,57,5,2
9990,20260321,110,1,81,38,63,10,4
9991,20231108,552,6,27,12,22,1,0
9992,20240618,124,1,196,86,126,11,7
9993,20240818,379,4,48,20,33,2,0
9994,20231107,574,5,90,44,66,4,1
9995,20231030,630,2,183,112,137,17,9
9996,20240111,523,3,37,21,31,5,2
9997,20240715,408,2,156,73,101,15,7
9998,20241028,280,3,84,45,74,9,3
9999,20230308,467,1,104,49,79,11,6
10000,20250114,306,6,176,78,141,19,12
10001,20230616,531,6,64,33,50,7,4
10002,20230724,231,2,104,72,92,9,4
10003,20260315,485,4,172,103,134,20,12
10004,20230415,733,6,97,40,66,5,2
10005,20231101,783,2,106,56,75,4,2
10006,20231229,762,3,58,42,53,7,3
10007,20230130,750,2,105,40,72,10,6
10008,20260520,115,4,119,67,84,7,3
10009,20240106,72,4,138,60,91,6,3
10010,20250509,482,2,71,30,51,9,3
10011,20231205,696,1,205,81,134,10,6
10012,20260420,578,3,27,12,17,2,0
10013,20250414,415,4,43,20,29,4,1
10014,20240430,375,2,145,93,130,8,4
10015,20240606,204,6,169,65,109,9,5
10016,20260629,182,6,27,12,19,1,0
10017,20240419,235,6,46,26,39,6,3
10018,20251125,471,4,116,71,101,8,4
10019,20250611,612,2,19,12,16,1,0
10020,20250910,39,1,47,26,33,3,1
10021,20251005,19,2,31,17,24,1,0
10022,20230512,585,6,134,50,89,9,3
10023,20250402,577,3,96,43,66,11,4
10024,20240730,14,1,193,111,149,18,9
10025,20230801,480,6,271,158,238,12,5
10026,20260428,355,3,65,43,52,4,2
10027,20240128,557,6,291,170,205,20,11
10028,20240911,362,3,70,38,58,7,3
10029,20260308,324,6,192,84,139,14,9
10030,20251003,783,6,40,27,36,3,1
10031,20230420,667,2,85,48,63,5,2
10032,20260611,684,2,41,24,32,3,1
10033,20241208,104,5,39,16,26,1,0
10034,20231114,422,4,123,66,100,17,8
10035,20250124,512,1,22,11,17,2,1
10036,20260306,786,4,55,32,50,8,3
10037,20230822,677,3,53,21,34,5,2
10038,20241002,582,6,114,52,86,14,7
10039,20260112,237,6,83,48,63,3,1
10040,20260321,516,2,75,34,54,8,5
10041,20260428,117,5,52,26,33,5,3
10042,20240726,721,3,132,57,100,16,9
10043,20250503,589,6,56,29,42,6,3
10044,20260604,404,2,200,114,148,14,8
10045,20251103,415,4,191,125,171,18,9
10046,20250712,95,6,437,218,314,33,14
10047,20230124,739,2,51,28,35,5,2
10048,20251015,321,4,30,13,22,3,1
10049,20231114,572,5,202,77,127,8,4
10050,20230812,352,1,273,159,214,14,8
10051,20260313,759,6,152,83,100,12,6
10052,20250708,764,6,28,10,18,2,0
10053,20231203,159,1,74,37,49,7,4
10054,20251229,740,5,26,13,23,1,0
10055,20250319,497,2,107,56,80,8,3
10056,20240531,654,6,126,66,80,12,6
10057,20251014,600,1,22,11,19,1,0
10058,20250903,468,3,196,87,134,18,11
10059,20240910,560,3,194,130,176,9,3
10060,20230508,305,2,113,50,85,13,7
10061,20231112,294,1,53,29,41,6,3
10062,20230319,440,5,55,28,36,4,2
10063,20230515,546,3,32,13,23,3,1
10064,20230121,144,6,49,23,32,4,2
10065,20251011,249,6,159,64,100,10,3
10066,20250507,158,6,15,9,11,1,0
10067,20250916,554,2,65,43,57,9,5
10068,20250227,103,5,176,81,132,9,5
10069,20250605,683,3,66,36,52,8,5
10070,20250218,203,5,98,61,81,14,8
10071,20230308,299,4,243,141,175,27,16
10072,20230717,708,3,97,48,73,9,3
10073,20250120,587,6,88,40,71,12,5
10074,20240520,96,2,40,22,31,4,2
10075,20250717,143,2,20,9,14,1,0
10076,20240531,760,1,50,28,42,5,2
10077,20250411,571,1,152,70,99,12,7
10078,20241028,50,3,42,22,31,5,2
10079,20230303,359,1,117,51,93,13,5
10080,20250420,410,6,42,27,36,3,1
10081,20250903,392,2,305,199,237,19,6
10082,20250406,312,6,44,23,31,2,0
10083,20240118,683,4,102,49,90,9,5
10084,20230615,248,2,47,31,39,3,1
10085,20240917,69,2,54,23,42,7,4
10086,20251019,754,3,43,23,33,4,2
10087,20260220,247,5,8,5,7,1,0
10088,20230811,627,2,53,22,36,5,2
10089,20241008,85,4,82,41,52,4,2
10090,20260320,445,4,293,168,203,30,14
10091,20230613,523,5,94,43,71,4,1
10092,20260323,36,2,102,64,86,9,3
10093,20230908,366,4,18,9,15,2,1
10094,20240418,438,5,25,13,19,1,0
10095,20250818,76,4,160,84,141,11,4
10096,20251205,278,1,197,93,138,22,9
10097,20240219,228,6,140,101,127,21,10
10098,20260414,630,6,150,95,136,14,6
10099,20241015,40,2,140,54,94,10,3
10100,20251028,292,5,63,35,44,5,2
10101,20230830,719,6,17,10,13,2,1
10102,20240508,642,5,104,47,73,9,5
10103,20260120,606,3,82,39,59,7,3
10104,20250418,549,3,132,64,111,14,8
10105,20230125,12,5,120,49,86,5,3
10106,20230808,47,1,124,62,81,10,4
10107,20230723,311,4,99,55,70,11,6
10108,20241126,713,4,160,87,107,16,6
10109,20240118,448,6,111,60,83,7,3
10110,20251211,749,4,105,55,89,7,4
10111,20260508,440,4,102,37,65,6,3
10112,20250125,714,5,49,28,38,5,3
10113,20260520,247,1,132,74,90,11,4
10114,20250415,701,1,17,10,13,1,0
10115,20250824,458,1,181,118,158,24,10
10116,20230213,424,3,92,43,62,8,4
10117,20260517,438,6,130,68,92,16,7
10118,20250119,526,6,55,31,39,1,0
10119,20230721,341,4,119,56,83,7,2
10120,20230724,592,4,84,45,61,7,4
10121,20230916,612,4,107,47,79,13,5
10122,20230415,653,1,216,94,146,8,4
10123,20230105,209,4,72,33,58,5,2
10124,20230826,635,4,190,98,122,10,4
10125,20250903,180,1,39,22,33,5,2
10126,20240924,469,4,65,30,53,4,2
10127,20250422,574,6,64,41,55,7,4
10128,20260528,520,1,147,84,115,15,5
10129,20250417,311,4,168,74,115,7,2
10130,20241227,235,2,60,32,38,5,2
10131,20250114,350,5,208,111,135,24,8
10132,20250422,767,5,122,72,102,15,7
10133,20240103,646,5,51,26,34,3,1
10134,20260130,684,3,21,10,18,1,0
10135,20230823,344,2,109,63,85,10,4
10136,20251023,551,4,79,31,57,4,2
10137,20230523,553,3,106,65,80,8,4
10138,20250817,89,1,79,37,53,4,1
10139,20241017,425,3,48,28,39,6,2
10140,20240415,280,4,83,56,70,12,5
10141,20230225,582,5,102,52,81,12,4
10142,20250414,614,1,192,87,124,12,4
10143,20230518,403,6,248,162,197,30,17
10144,20250627,439,6,58,29,46,4,1
10145,20231211,94,6,121,59,90,13,5
10146,20250128,206,3,45,31,40,6,3
10147,20231204,516,1,66,35,52,6,2
10148,20231008,79,5,115,65,83,12,5
10149,20240921,680,4,116,65,81,11,5
10150,20250531,159,1,64,35,44,7,4
10151,20250512,412,3,190,77,124,6,3
10152,20241229,525,5,97,42,65,8,3
10153,20260423,725,2,85,41,59,6,2
10154,20250403,278,3,140,89,110,7,3
10155,20230703,286,4,73,42,61,10,4
10156,20240210,445,3,101,63,77,5,2
10157,20230616,52,3,96,48,71,10,3
10158,20230116,44,1,161,67,105,12,5
10159,20231212,244,4,147,79,98,8,3
10160,20230906,59,5,95,42,68,3,1
10161,20230329,144,1,66,32,50,6,3
10162,20230209,585,3,61,29,53,5,3
10163,20240218,660,4,64,32,51,5,2
10164,20250508,471,5,138,54,90,11,5
10165,20240111,131,1,85,47,62,3,1
10166,20240107,300,2,89,50,64,8,2
10167,20250429,297,5,171,84,113,13,8
10168,20250615,771,5,72,47,65,5,2
10169,20260316,630,2,26,13,21,1,0
10170,20250625,386,3,63,41,49,5,2
10171,20240830,614,6,82,57,72,11,3
10172,20240114,163,5,78,43,61,4,2
10173,20241126,760,5,109,62,86,14,5
10174,20260513,705,2,173,73,112,6,2
10175,20230201,435,6,94,56,86,11,6
10176,20260204,763,2,101,60,78,6,2
10177,20230819,669,1,47,23,31,2,1
10178,20251022,30,5,232,96,160,11,5
10179,20231021,467,4,21,12,15,1,0
10180,20230607,514,4,103,55,66,8,4
10181,20240725,23,6,104,53,73,12,4
10182,20230215,353,1,235,90,160,16,6
10183,20250826,405,5,208,105,149,8,3
10184,20241123,283,5,157,87,130,10,4
10185,20260301,232,2,90,49,74,10,6
10186,20230503,375,1,71,49,59,9,3
10187,20241216,135,6,323,158,263,29,15
10188,20230715,170,3,245,103,188,16,8
10189,20241202,16,3,128,64,92,11,7
10190,20260211,431,3,76,47,60,6,2
10191,20241117,720,5,43,19,29,5,2
10192,20260511,593,5,224,102,145,8,3
10193,20240726,593,1,211,115,149,22,10
10194,20230426,248,2,77,45,70,11,6
10195,20260615,158,3,26,15,21,1,0
10196,20250509,319,2,85,60,77,12,4
10197,20250218,520,2,30,18,22,1,0
10198,20240924,262,6,157,75,99,14,5
10199,20241108,104,5,83,53,70,6,3
10200,20240815,387,6,124,66,104,11,4
10201,20240302,546,5,18,8,16,1,0
10202,20231026,11,3,11,6,9,1,0
10203,20230913,276,1,122,69,88,4,1
10204,20240713,207,6,64,42,51,4,1
10205,20260412,616,3,41,26,33,2,1
10206,20240116,696,1,130,82,99,6,2
10207,20250724,161,3,212,104,145,11,5
10208,20240123,334,3,162,70,120,11,6
10209,20240930,277,4,309,169,221,14,7
10210,20230329,228,1,55,33,40,4,2
10211,20250321,112,3,140,59,92,15,5
10212,20240815,145,3,91,42,58,4,2
10213,20250625,197,2,121,63,86,4,2
10214,20251017,132,1,231,97,166,17,10
10215,20231028,524,3,339,141,252,38,13
10216,20251125,126,2,23,9,15,1,0
10217,20241205,40,2,36,20,31,3,1
10218,20240322,11,6,19,9,16,1,0
10219,20250720,184,3,67,45,61,10,4
10220,20230623,610,1,122,47,85,4,1
10221,20250409,271,1,43,15,28,4,2
10222,20241017,409,6,34,21,26,4,1
10223,20241108,154,1,107,57,79,9,4
10224,20230518,409,1,73,40,59,10,5
10225,20240709,383,4,106,44,72,4,2
10226,20241104,348,5,83,57,70,7,3
10227,20230703,263,6,61,30,45,5,2
10228,20260526,392,1,77,49,64,5,3
10229,20230926,15,4,190,97,136,10,3
10230,20230131,319,1,94,54,71,7,3
10231,20250907,627,2,82,55,67,5,1
