InventoryKey,DateKey,ProductKey,WarehouseKey,OnHandUnits,InTransitUnits,ReorderPoint,StockoutFlag,ML_IsAnomaly,ML_AnomalyScore
7897,20250831,134,8,315,236,58,0,0,0.0363
7898,20231113,36,3,82,232,53,0,0,0.0775
7899,20230821,675,10,100,9,76,0,0,0.0752
7900,20240524,425,8,96,104,117,0,0,0.1361
7901,20250915,46,8,137,120,174,0,0,0.1354
7902,20260108,342,5,77,232,153,0,0,0.0973
7903,20250206,740,7,143,17,114,0,0,0.1054
7904,20230607,666,1,165,83,101,0,0,0.1358
7905,20251121,233,6,153,171,118,0,0,0.1482
7906,20250403,168,9,18,194,153,1,0,0.0738
7907,20250409,14,4,109,48,133,0,0,0.124
7908,20230209,537,9,110,212,111,0,0,0.1166
7909,20241219,562,7,116,105,56,0,0,0.125
7910,20260327,715,4,289,108,162,0,0,0.0863
7911,20260507,467,8,203,232,143,0,0,0.0936
7912,20250730,464,3,121,132,36,0,0,0.1171
7913,20240315,478,3,125,76,178,0,0,0.1238
7914,20240330,320,7,119,113,39,0,0,0.1116
7915,20260107,319,5,92,225,79,0,0,0.1019
7916,20250902,321,3,323,75,161,0,0,0.0711
7917,20260528,121,10,114,35,88,0,0,0.1145
7918,20231014,400,4,32,134,30,0,0,0.0678
7919,20240731,753,9,0,97,129,1,0,0.0804
7920,20230516,441,1,260,102,119,0,0,0.1138
7921,20230423,413,7,162,229,114,0,0,0.1096
7922,20241102,513,10,59,188,87,0,0,0.1086
7923,20240220,709,2,242,156,26,0,0,0.0693
7924,20230216,487,9,90,14,191,0,0,0.0389
7925,20240523,648,3,199,199,76,0,0,0.1121
7926,20231007,78,1,238,230,158,0,0,0.0768
7927,20230209,532,3,578,45,72,0,1,-0.0644
7928,20240321,139,8,82,160,83,0,0,0.1308
7929,20250708,239,2,171,239,98,0,0,0.091
7930,20230527,121,10,140,139,42,0,0,0.1246
7931,20230405,366,3,329,155,102,0,0,0.0855
7932,20230215,108,8,111,216,21,0,0,0.0471
7933,20250222,564,10,81,115,23,0,0,0.0639
7934,20230815,701,2,327,42,115,0,0,0.0703
7935,20231127,798,6,90,167,116,0,0,0.1346
7936,20230717,260,4,614,78,116,0,1,-0.0551
7937,20240501,187,6,228,185,106,0,0,0.119
7938,20240110,406,10,68,125,154,0,0,0.1191
7939,20260214,52,9,222,228,151,0,0,0.0909
7940,20250409,220,3,155,120,109,0,0,0.148
7941,20240220,7,6,373,100,165,0,0,0.0402
7942,20230823,756,3,205,164,141,0,0,0.131
7943,20250427,42,5,215,228,150,0,0,0.0916
7944,20250803,532,9,347,23,54,0,0,0.0216
7945,20240911,244,9,92,230,38,0,0,0.0746
7946,20250526,625,4,146,17,196,0,0,0.0416
7947,20230903,433,5,152,102,80,0,0,0.1392
7948,20240308,406,9,42,184,69,0,0,0.0968
7949,20240527,464,3,430,51,56,0,1,-0.0091
7950,20241205,685,4,337,114,176,0,0,0.052
7951,20250514,61,3,124,3,129,0,0,0.0735
7952,20260216,162,1,231,222,167,0,0,0.0845
7953,20241226,731,7,87,103,108,0,0,0.1346
7954,20230826,18,4,86,124,38,0,0,0.1104
7955,20240128,766,8,145,96,150,0,0,0.1348
7956,20241206,205,5,263,69,84,0,0,0.1049
7957,20231216,144,8,105,225,187,0,0,0.074
7958,20240917,170,4,237,60,178,0,0,0.0898
7959,20230630,511,4,236,191,43,0,0,0.0857
7960,20230620,109,5,202,79,144,0,0,0.1287
7961,20250813,293,4,172,6,106,0,0,0.0789
7962,20260105,774,4,127,158,162,0,0,0.139
7963,20230929,270,2,100,214,134,0,0,0.117
7964,20240414,545,10,247,75,58,0,0,0.1034
7965,20251017,782,6,202,3,107,0,0,0.0701
7966,20260123,188,7,40,13,31,0,0,0.0273
7967,20241114,763,10,78,60,60,0,0,0.1144
7968,20240703,553,6,99,97,168,0,0,0.121
7969,20250613,501,2,95,28,90,0,0,0.1008
7970,20260207,159,4,152,180,174,0,0,0.1221
7971,20250201,362,10,208,48,153,0,0,0.1136
7972,20251009,301,7,230,154,37,0,0,0.0953
7973,20230608,666,1,20,148,60,0,0,0.0783
7974,20230925,140,8,92,29,171,0,0,0.0861
7975,20250325,741,9,162,114,189,0,0,0.1034
7976,20230601,477,9,520,47,188,0,1,-0.057
7977,20250725,598,2,80,237,119,0,0,0.0948
7978,20250416,574,2,85,20,161,0,0,0.0836
7979,20250127,135,8,85,75,107,0,0,0.1271
7980,20230424,539,2,219,62,40,0,0,0.0994
7981,20250313,526,9,293,12,64,0,0,0.0439
7982,20230818,20,9,0,205,50,1,0,0.0458
7983,20240513,60,6,57,16,129,0,0,0.0828
7984,20250324,264,9,278,43,79,0,0,0.086
7985,20240404,248,10,60,127,69,0,0,0.1133
7986,20241213,393,4,135,78,47,0,0,0.1174
7987,20250327,342,10,204,78,93,0,0,0.1267
7988,20250226,172,8,0,220,94,1,0,0.0544
7989,20230109,798,1,344,3,73,0,0,0.0103
7990,20260420,694,10,167,86,183,0,0,0.113
7991,20251102,288,3,231,219,23,0,0,0.0291
7992,20250129,440,9,111,132,29,0,0,0.1016
7993,20241126,717,4,225,25,55,0,0,0.083
7994,20260407,27,3,52,29,153,0,0,0.0835
7995,20260116,230,6,366,213,151,0,0,0.0331
7996,20251013,494,3,96,90,128,0,0,0.1324
7997,20230522,469,1,422,239,153,0,1,-0.0237
7998,20250330,323,7,61,224,101,0,0,0.0952
7999,20230724,394,9,0,213,189,1,0,0.0189
8000,20260308,93,6,358,202,127,0,0,0.0523
8001,20251218,236,6,365,133,82,0,0,0.0519
8002,20240213,94,9,9,119,127,1,0,0.0802
8003,20240718,795,9,515,177,40,0,1,-0.0534
8004,20241015,792,3,174,93,114,0,0,0.1424
8005,20231126,775,6,248,74,77,0,0,0.1104
8006,20240105,657,2,121,62,40,0,0,0.1105
8007,20241221,174,9,182,21,196,0,0,0.04
8008,20260406,81,10,148,141,178,0,0,0.1311
8009,20240305,113,4,0,192,163,1,0,0.0569
8010,20230828,507,8,157,116,186,0,0,0.1129
8011,20260610,482,3,102,34,87,0,0,0.1089
8012,20230801,585,3,98,175,40,0,0,0.1082
8013,20250313,352,10,180,45,29,0,0,0.0802
8014,20231206,738,2,55,192,136,0,0,0.1101
8015,20230419,26,2,123,21,22,0,0,0.0289
8016,20250130,712,8,198,84,199,0,0,0.0532
8017,20260601,21,10,90,240,133,0,0,0.0908
8018,20230601,733,6,101,198,114,0,0,0.1224
8019,20260331,164,5,107,30,161,0,0,0.1008
8020,20250123,600,2,89,179,158,0,0,0.126
8021,20231102,493,2,162,239,72,0,0,0.0847
8022,20250717,507,5,111,74,20,0,0,0.054
8023,20240704,417,4,69,229,151,0,0,0.0962
8024,20250922,435,2,97,6,130,0,0,0.0704
8025,20240518,321,1,158,86,145,0,0,0.1377
8026,20260223,513,2,170,140,119,0,0,0.1474
8027,20240917,538,9,264,190,28,0,0,0.0528
8028,20260310,93,5,115,160,187,0,0,0.1113
8029,20260322,428,4,172,131,98,0,0,0.1476
8030,20240313,325,3,146,119,159,0,0,0.1395
8031,20230601,203,9,338,58,175,0,0,0.0419
8032,20260106,101,7,273,228,129,0,0,0.0736
8033,20241127,33,4,51,239,149,0,0,0.0669
8034,20250808,443,4,270,160,61,0,0,0.1042
8035,20250128,81,5,218,175,103,0,0,0.13
8036,20230129,551,2,142,3,30,0,0,0.0354
8037,20230526,547,1,454,46,169,0,1,-0.0078
8038,20230525,657,6,153,213,194,0,0,0.0655
8039,20240318,393,5,81,129,97,0,0,0.1338
8040,20250111,574,10,143,116,172,0,0,0.1334
8041,20241023,754,10,425,91,73,0,0,0.0079
8042,20240228,184,9,91,9,150,0,0,0.0671
8043,20240403,352,9,134,97,184,0,0,0.113
8044,20241116,754,3,138,22,175,0,0,0.09
8045,20250910,714,10,140,106,183,0,0,0.1186
8046,20230815,76,9,153,212,120,0,0,0.1265
8047,20260227,269,10,172,66,29,0,0,0.093
8048,20240503,783,10,103,159,196,0,0,0.0817
8049,20230723,786,10,336,66,190,0,0,0.0271
8050,20251107,202,10,82,46,173,0,0,0.0968
8051,20251027,257,9,265,109,136,0,0,0.11
8052,20240615,607,2,95,0,43,0,0,0.0345
8053,20240814,505,10,159,51,136,0,0,0.1327
8054,20251207,84,4,112,69,79,0,0,0.1258
8055,20250512,578,9,62,106,82,0,0,0.1144
8056,20250523,502,7,102,38,139,0,0,0.1099
8057,20251017,633,7,121,175,148,0,0,0.1395
8058,20240911,208,6,148,216,58,0,0,0.1059
8059,20240725,164,9,0,73,139,1,0,0.0699
8060,20230311,711,8,151,25,129,0,0,0.1117
8061,20260415,769,2,318,192,149,0,0,0.074
8062,20231219,518,1,139,132,112,0,0,0.1484
8063,20231003,509,10,137,56,75,0,0,0.1329
8064,20230621,13,6,122,175,124,0,0,0.1463
8065,20260312,75,3,64,205,76,0,0,0.1049
8066,20260326,344,3,51,111,146,0,0,0.1143
8067,20260120,46,9,66,97,127,0,0,0.1254
8068,20241120,386,8,194,148,26,0,0,0.0874
8069,20241004,341,10,143,81,161,0,0,0.1316
8070,20250109,530,5,132,160,59,0,0,0.1368
8071,20260529,137,1,0,108,191,1,0,0.0391
8072,20240212,19,2,0,30,50,1,0,0.0318
8073,20240314,667,9,170,120,153,0,0,0.1436
8074,20260206,247,1,0,117,180,1,0,0.0569
8075,20260313,102,3,131,87,131,0,0,0.144
8076,20231212,36,4,282,185,189,0,0,0.0552
8077,20230225,46,5,189,0,193,0,0,0.0005
8078,20240704,110,9,194,226,118,0,0,0.107
8079,20240419,369,10,31,103,92,0,0,0.0969
8080,20250921,610,9,232,242,155,0,0,0.0669
8081,20250216,558,5,181,119,118,0,0,0.1444
8082,20230910,248,1,41,245,59,0,0,0.0356
8083,20250109,257,6,188,157,70,0,0,0.1327
8084,20260310,207,9,239,160,77,0,0,0.119
8085,20241207,293,4,192,136,59,0,0,0.1373
8086,20250202,399,2,223,108,55,0,0,0.12
8087,20250426,366,4,281,214,26,0,0,0.0229
8088,20231229,632,10,68,38,157,0,0,0.0935
8089,20250115,778,3,333,37,100,0,0,0.0543
8090,20260327,717,10,55,73,42,0,0,0.1015
8091,20231110,748,3,69,20,61,0,0,0.0816
8092,20251025,756,8,111,113,132,0,0,0.1418
8093,20250930,430,1,143,239,23,0,0,0.03
8094,20250105,224,3,0,102,31,1,0,0.0383
8095,20240117,783,4,216,249,123,0,0,0.0543
8096,20260617,488,6,177,9,63,0,0,0.0838
8097,20260417,272,9,0,212,31,1,0,0.0201
8098,20240110,293,3,113,156,109,0,0,0.139
8099,20241127,263,10,43,35,28,0,0,0.0414
8100,20230418,39,9,253,52,68,0,0,0.1008
8101,20251012,314,9,136,111,74,0,0,0.1377
8102,20240323,608,1,313,65,86,0,0,0.082
8103,20240802,142,9,205,123,127,0,0,0.1363
8104,20230719,280,2,0,118,125,1,0,0.0805
8105,20260209,764,8,142,139,39,0,0,0.1204
8106,20240414,738,4,359,31,43,0,0,0.0169
8107,20250405,301,4,117,148,187,0,0,0.1094
8108,20230216,47,6,100,126,188,0,0,0.102
8109,20240322,29,10,237,244,71,0,0,0.0547
8110,20230929,575,4,106,208,137,0,0,0.1271
8111,20230120,619,10,152,71,186,0,0,0.1112
8112,20251220,95,5,85,117,95,0,0,0.1319
8113,20260408,260,4,2,21,38,1,0,0.0112
8114,20250521,538,8,110,44,138,0,0,0.1171
8115,20250727,423,2,111,101,94,0,0,0.1369
8116,20230428,683,4,0,241,64,1,0,0.0193
8117,20241004,744,10,52,172,101,0,0,0.1186
8118,20240714,549,5,168,14,108,0,0,0.0986
8119,20240205,83,4,146,183,195,0,0,0.0767
8120,20250712,290,9,135,16,151,0,0,0.093
8121,20240816,539,5,175,49,119,0,0,0.1403
8122,20240202,640,7,218,165,123,0,0,0.1323
8123,20231231,51,9,51,230,168,0,0,0.0744
8124,20250711,342,7,308,67,70,0,0,0.0811
8125,20250917,425,1,226,99,88,0,0,0.1288
8126,20230305,229,1,0,206,196,1,0,0.0099
8127,20260107,697,2,160,126,143,0,0,0.1485
8128,20231218,800,6,82,14,20,0,0,0.0078
8129,20230910,14,7,294,216,198,0,0,0.0036
8130,20240108,515,3,243,206,189,0,0,0.0635
8131,20231005,151,10,68,171,82,0,0,0.1197
8132,20230327,112,4,325,93,163,0,0,0.0701
8133,20250227,735,5,183,28,110,0,0,0.1113
8134,20230326,792,2,0,57,135,1,0,0.0713
8135,20241117,99,8,101,107,25,0,0,0.0735
8136,20250216,228,8,191,112,176,0,0,0.1238
8137,20251104,297,2,146,119,35,0,0,0.1133
8138,20250728,329,1,1,146,132,1,0,0.0749
8139,20250308,214,7,110,196,147,0,0,0.1248
8140,20240718,112,10,333,7,96,0,0,0.0152
8141,20240929,139,7,186,99,84,0,0,0.1348
8142,20250913,527,5,111,199,65,0,0,0.1115
8143,20250804,591,6,289,168,188,0,0,0.0562
8144,20230211,745,4,222,64,90,0,0,0.1207
8145,20260629,727,10,354,146,161,0,0,0.0519
8146,20231030,357,3,406,11,119,0,1,-0.0121
8147,20230830,287,2,116,129,76,0,0,0.1383
8148,20250316,222,6,177,229,34,0,0,0.0684
8149,20230708,412,2,88,21,131,0,0,0.0958
8150,20230611,360,2,182,183,131,0,0,0.1364
8151,20230516,710,8,157,222,162,0,0,0.1071
8152,20260107,145,9,0,0,169,1,1,-0.0094
8153,20230521,558,4,424,70,147,0,0,0.0164
8154,20251212,409,4,141,149,198,0,0,0.066
8155,20240715,748,7,229,21,84,0,0,0.0925
8156,20251009,189,2,94,34,143,0,0,0.1017
8157,20240928,779,5,76,198,87,0,0,0.1138
8158,20260611,584,9,83,57,38,0,0,0.0989
8159,20230309,289,2,131,110,136,0,0,0.1437
8160,20260501,456,3,131,77,33,0,0,0.1066
8161,20251030,659,7,184,225,109,0,0,0.109
8162,20250812,49,4,161,245,35,0,0,0.0476
8163,20250319,413,10,87,157,135,0,0,0.1381
8164,20230310,720,1,0,112,62,1,0,0.0683
8165,20260214,607,3,87,13,116,0,0,0.085
8166,20240202,370,5,76,184,82,0,0,0.1222
8167,20240819,546,3,76,211,185,0,0,0.079
8168,20240106,92,8,169,18,167,0,0,0.0857
8169,20230117,110,4,191,245,164,0,0,0.0614
8170,20230816,300,8,337,70,48,0,0,0.05
8171,20230427,575,1,273,149,116,0,0,0.1124
8172,20251016,57,6,164,89,71,0,0,0.1361
8173,20250917,678,2,118,45,147,0,0,0.1131
8174,20230405,256,2,63,242,20,0,1,-0.0031
8175,20240118,587,3,118,34,53,0,0,0.1059
8176,20230822,730,5,164,206,134,0,0,0.1295
8177,20231105,616,8,46,237,178,0,0,0.0497
8178,20230514,63,2,188,202,191,0,0,0.0762
8179,20240624,12,7,46,156,35,0,0,0.0845
8180,20230615,488,5,437,24,101,0,1,-0.0248
8181,20231213,421,3,154,207,161,0,0,0.1233
8182,20250715,670,9,74,20,81,0,0,0.0901
8183,20230619,116,9,0,51,172,1,0,0.0501
8184,20231020,242,1,133,142,128,0,0,0.1459
8185,20240519,684,3,166,91,189,0,0,0.0978
8186,20240625,760,3,233,152,151,0,0,0.1219
8187,20240724,22,7,135,25,55,0,0,0.0972
8188,20230703,233,6,336,228,162,0,0,0.0304
8189,20240827,554,1,68,173,172,0,0,0.1115
8190,20241129,518,2,335,3,114,0,0,0.0169
8191,20240804,542,3,106,140,99,0,0,0.1435
8192,20260214,420,8,62,60,138,0,0,0.1111
8193,20230520,382,6,225,54,186,0,0,0.0758
8194,20231119,331,6,103,65,126,0,0,0.1287
8195,20230925,174,7,205,54,107,0,0,0.1262
8196,20230527,519,8,127,176,29,0,0,0.0983
8197,20230224,396,7,390,200,31,0,1,-0.0118
8198,20231211,667,4,146,13,152,0,0,0.0907
8199,20250224,111,4,327,195,88,0,0,0.0746
8200,20250830,212,5,205,3,189,0,0,0.0093
8201,20240620,573,3,196,100,122,0,0,0.1381
8202,20241226,559,1,435,168,122,0,0,0.0113
8203,20250623,776,3,134,198,58,0,0,0.1145
8204,20250327,127,7,0,38,50,1,0,0.0405
8205,20240825,164,4,210,246,192,0,0,0.0075
8206,20260105,754,7,7,230,75,1,0,0.0366
8207,20260308,239,9,0,238,168,1,0,0.0216
8208,20240910,601,5,166,50,69,0,0,0.1289
8209,20250114,361,1,209,35,129,0,0,0.1148
8210,20230810,624,4,44,64,102,0,0,0.1072
8211,20260527,621,8,489,167,165,0,1,-0.0293
8212,20260616,690,1,263,135,58,0,0,0.1089
8213,20240930,746,4,125,94,78,0,0,0.1319
8214,20230516,20,3,86,172,112,0,0,0.1334
8215,20250505,35,2,213,189,94,0,0,0.1202
8216,20231221,678,3,180,96,125,0,0,0.143
8217,20230415,656,1,331,246,54,0,0,0.0087
8218,20240130,15,3,285,212,67,0,0,0.0758
8219,20250404,195,9,0,242,155,1,0,0.0228
8220,20241102,191,5,179,155,164,0,0,0.1329
8221,20250115,707,5,28,94,176,0,0,0.084
8222,20230126,436,9,151,75,31,0,0,0.1058
8223,20250222,265,8,277,135,176,0,0,0.0915
8224,20240121,585,10,97,217,121,0,0,0.1104
8225,20230115,449,2,463,51,68,0,1,-0.0201
8226,20260420,151,3,50,58,35,0,0,0.0835
8227,20230331,48,2,159,2,181,0,0,0.0324
8228,20250901,375,5,23,137,24,0,0,0.0416
8229,20230806,100,9,156,84,144,0,0,0.137
8230,20251117,89,5,320,1,100,0,0,0.0076
8231,20240305,261,4,62,22,98,0,0,0.0901
8232,20260311,431,5,82,234,40,0,0,0.0653
8233,20251022,707,2,179,168,65,0,0,0.1312
8234,20240312,338,10,17,18,104,0,0,0.0489
8235,20240626,559,8,75,227,121,0,0,0.1056
8236,20250912,537,8,188,185,139,0,0,0.1331
8237,20230601,201,3,104,75,67,0,0,0.1236
8238,20250114,432,4,87,167,68,0,0,0.128
8239,20240715,250,7,100,204,109,0,0,0.1218
8240,20230918,707,3,259,247,47,0,0,0.0231
8241,20250929,530,7,52,30,63,0,0,0.0836
8242,20250608,183,5,157,37,63,0,0,0.1196
8243,20230306,311,3,131,132,49,0,0,0.1281
8244,20240915,480,8,167,249,155,0,0,0.0558
8245,20240419,522,8,92,85,25,0,0,0.0754
8246,20260314,373,9,330,241,150,0,0,0.0243
8247,20250917,185,4,161,88,159,0,0,0.1363
8248,20230129,288,3,40,94,106,0,0,0.1113
8249,20230608,592,9,201,248,113,0,0,0.0563
8250,20260131,513,2,201,16,47,0,0,0.0698
8251,20260506,5,3,112,230,142,0,0,0.1035
8252,20251021,462,7,184,118,108,0,0,0.1438
8253,20260628,763,6,119,162,72,0,0,0.137
8254,20240818,521,9,86,171,141,0,0,0.1351
8255,20231004,49,9,0,241,79,1,0,0.0229
8256,20250823,99,10,57,86,92,0,0,0.1101
8257,20231027,799,3,114,100,88,0,0,0.1368
8258,20241014,198,10,490,133,127,0,1,-0.0152
8259,20230623,735,2,97,39,182,0,0,0.0836
8260,20240724,509,7,89,127,98,0,0,0.1342
8261,20230114,508,2,247,59,119,0,0,0.1128
8262,20240710,488,9,85,73,55,0,0,0.1143
8263,20240322,738,10,22,139,129,0,0,0.0967
8264,20250825,146,1,297,161,117,0,0,0.1
8265,20241130,333,4,37,166,188,0,0,0.0697
8266,20240219,340,1,207,90,110,0,0,0.1317
8267,20250707,483,6,158,247,108,0,0,0.0717
8268,20230206,799,7,268,133,129,0,0,0.1199
8269,20240116,204,4,118,246,159,0,0,0.0634
8270,20230630,786,4,64,206,158,0,0,0.1052
8271,20260110,305,4,79,50,131,0,0,0.1197
8272,20241002,546,10,162,69,192,0,0,0.0897
8273,20230408,336,6,19,73,84,0,0,0.0756
8274,20240828,686,7,31,206,119,0,0,0.0932
8275,20260614,399,6,129,154,86,0,0,0.1403
8276,20231212,14,4,262,151,23,0,0,0.0514
8277,20230226,401,8,184,244,194,0,0,0.0208
8278,20260620,89,1,349,73,59,0,0,0.0452
8279,20230203,238,6,141,83,180,0,0,0.1239
8280,20240426,420,7,132,71,44,0,0,0.1186
8281,20240707,516,7,219,169,104,0,0,0.1322
8282,20260226,168,3,108,143,39,0,0,0.1182
8283,20241107,728,10,162,235,162,0,0,0.0918
8284,20240821,180,4,195,192,53,0,0,0.1135
8285,20250131,383,2,113,157,111,0,0,0.1407
8286,20231120,614,8,171,220,87,0,0,0.1093
8287,20230901,601,4,81,25,91,0,0,0.0949
8288,20240617,209,7,0,122,117,1,0,0.0835
8289,20240505,657,1,51,139,171,0,0,0.108
8290,20230507,505,7,150,40,46,0,0,0.1028
8291,20250608,504,8,68,28,84,0,0,0.0914
8292,20230802,320,1,128,78,28,0,0,0.0915
8293,20230610,800,9,0,177,121,1,0,0.0761
8294,20240115,520,3,187,113,118,0,0,0.142
8295,20230510,438,1,199,191,85,0,0,0.1174
8296,20240918,513,7,285,54,190,0,0,0.0432
8297,20230309,662,3,20,185,61,0,0,0.0698
8298,20250910,59,6,289,68,175,0,0,0.0741
8299,20250729,291,8,470,13,54,0,1,-0.0527
8300,20241011,64,2,103,24,120,0,0,0.1018
8301,20240706,72,3,90,90,160,0,0,0.1273
8302,20241109,615,3,30,34,73,0,0,0.0719
8303,20260318,117,4,167,213,94,0,0,0.1198
8304,20250701,182,10,79,16,137,0,0,0.0915
8305,20250706,571,8,157,107,115,0,0,0.1494
8306,20240409,438,7,251,190,172,0,0,0.0864
8307,20250420,317,9,552,211,141,0,1,-0.0655
8308,20241106,572,1,253,100,128,0,0,0.1165
8309,20230622,457,5,0,54,183,1,0,0.035
8310,20230419,206,2,0,10,95,1,0,0.0356
8311,20230618,512,7,195,155,176,0,0,0.1186
8312,20250109,304,9,146,228,150,0,0,0.1067
8313,20240319,261,3,15,189,180,1,0,0.0578
8314,20251017,413,2,159,62,154,0,0,0.1243
8315,20251114,771,4,200,24,84,0,0,0.1024
8316,20250520,183,3,102,249,143,0,0,0.0582
8317,20240228,460,3,189,106,160,0,0,0.1346
8318,20230320,224,8,71,154,137,0,0,0.1326
8319,20230807,77,9,101,38,112,0,0,0.1111
8320,20240905,594,3,81,236,87,0,0,0.091
8321,20240730,668,9,37,122,94,0,0,0.1041
8322,20230803,788,5,0,201,122,1,0,0.0692
8323,20250731,320,1,0,220,35,1,0,0.02
8324,20260603,713,3,30,233,57,0,0,0.0429
8325,20240823,329,3,81,217,75,0,0,0.1006
8326,20230412,727,9,316,93,131,0,0,0.0846
8327,20250220,307,8,157,13,173,0,0,0.078
8328,20250721,99,6,299,102,193,0,0,0.0452
8329,20240406,315,5,96,29,180,0,0,0.0783
8330,20230615,183,8,251,189,177,0,0,0.089
8331,20231220,419,5,172,187,174,0,0,0.1188
8332,20240521,652,3,375,103,94,0,0,0.0424
8333,20240729,404,2,209,84,79,0,0,0.1223
8334,20230815,203,4,355,49,160,0,0,0.0455
8335,20240805,133,1,137,17,185,0,0,0.0694
8336,20250524,426,10,182,125,184,0,0,0.1127
8337,20250516,476,7,9,42,37,0,0,0.033
8338,20240402,664,4,140,66,101,0,0,0.1369
8339,20240726,762,2,102,208,29,0,0,0.0795
8340,20230718,474,2,127,13,35,0,0,0.0618
8341,20260611,509,5,327,36,85,0,0,0.0619
8342,20231226,80,9,217,91,32,0,0,0.0955
8343,20230723,340,9,162,198,150,0,0,0.1228
8344,20240829,478,7,186,178,70,0,0,0.1303
8345,20251027,427,2,418,126,182,0,0,0.0058
8346,20240908,447,5,138,89,184,0,0,0.1151
8347,20240610,103,3,176,63,56,0,0,0.122
8348,20240628,363,10,87,243,71,0,0,0.0742
8349,20250924,35,7,218,206,74,0,0,0.1073
8350,20241118,538,4,289,55,62,0,0,0.0835
8351,20230612,186,7,337,81,62,0,0,0.0656
8352,20251211,268,1,56,26,146,0,0,0.08
8353,20230606,73,7,111,33,94,0,0,0.1134
8354,20250618,758,5,101,26,154,0,0,0.0954
8355,20260607,417,2,157,5,62,0,0,0.0766
8356,20240923,655,1,210,151,136,0,0,0.1333
8357,20250915,435,7,147,108,72,0,0,0.1432
8358,20230804,348,3,0,141,80,1,0,0.0741
8359,20230828,500,7,90,237,56,0,0,0.0774
8360,20241017,153,5,66,120,67,0,0,0.1127
8361,20241231,312,6,58,214,99,0,0,0.1013
8362,20240526,64,10,228,139,172,0,0,0.1093
8363,20260516,678,1,316,83,28,0,0,0.0333
8364,20250329,486,4,124,154,97,0,0,0.1435
8365,20240418,204,10,43,99,143,0,0,0.1101
8366,20240916,603,3,97,200,182,0,0,0.0962
8367,20230408,754,2,178,58,174,0,0,0.1174
8368,20250323,724,4,275,116,20,0,0,0.0214
8369,20251019,283,6,94,139,41,0,0,0.1201
8370,20240728,135,7,38,151,176,0,0,0.0893
8371,20241119,277,3,106,196,38,0,0,0.1024
8372,20240927,21,4,132,31,63,0,0,0.1137
8373,20230120,325,1,95,131,92,0,0,0.1331
8374,20231201,394,3,150,61,154,0,0,0.1232
8375,20230308,291,9,0,186,127,1,0,0.0725
8376,20260625,200,5,275,198,32,0,0,0.0543
8377,20260119,710,8,0,145,99,1,0,0.0838
8378,20240630,696,1,82,181,136,0,0,0.1318
8379,20240206,402,6,391,89,23,0,1,-0.0131
8380,20260609,494,10,309,193,196,0,0,0.0236
8381,20241114,21,7,98,71,187,0,0,0.0976
8382,20251116,490,8,49,130,146,0,0,0.112
8383,20250925,600,9,73,103,57,0,0,0.1155
8384,20231103,165,7,88,12,179,0,0,0.0595
8385,20241007,411,3,131,233,169,0,0,0.0928
8386,20260529,485,8,395,199,184,0,0,0.0026
8387,20240514,616,8,223,192,93,0,0,0.1148
8388,20260412,293,9,257,182,45,0,0,0.0848
8389,20241109,435,3,215,210,89,0,0,0.1139
8390,20250413,480,6,151,206,40,0,0,0.1015
8391,20260408,129,1,175,51,85,0,0,0.1315
8392,20260110,482,4,73,160,126,0,0,0.1342
8393,20240111,593,2,199,213,94,0,0,0.1118
8394,20230430,739,8,30,195,177,0,0,0.0753
8395,20250325,382,9,0,103,89,1,0,0.079
8396,20260509,310,3,78,117,195,0,0,0.0771
8397,20250108,374,1,327,37,85,0,0,0.0635
8398,20230813,7,1,229,61,38,0,0,0.0921
8399,20240122,326,3,111,157,36,0,0,0.1088
8400,20230422,616,5,148,105,165,0,0,0.1382
8401,20250221,565,9,128,211,39,0,0,0.0972
8402,20230623,147,7,105,93,182,0,0,0.1098
8403,20250728,348,5,199,82,34,0,0,0.1013
8404,20260201,472,7,168,225,158,0,0,0.1054
8405,20250601,413,6,70,73,94,0,0,0.118
8406,20250324,760,9,209,98,155,0,0,0.1212
8407,20241206,111,8,0,47,179,1,0,0.039
8408,20250711,169,1,471,11,42,0,1,-0.0623
8409,20250520,265,9,74,243,110,0,0,0.077
8410,20240228,640,1,209,174,175,0,0,0.108
8411,20250122,606,7,63,58,194,0,0,0.0551
8412,20260127,450,5,152,4,47,0,0,0.0608
8413,20240711,353,7,103,15,103,0,0,0.0948
8414,20250428,24,1,280,87,71,0,0,0.0981
8415,20250116,672,5,138,223,44,0,0,0.0892
8416,20231123,178,8,224,135,35,0,0,0.097
8417,20230131,637,7,202,230,79,0,0,0.0902
8418,20230713,365,9,0,81,165,1,0,0.0694
8419,20231019,185,3,204,177,60,0,0,0.124
8420,20251015,702,4,78,73,28,0,0,0.0822
8421,20250122,164,3,81,69,150,0,0,0.1226
8422,20240906,265,1,147,50,68,0,0,0.129
8423,20240901,578,4,240,126,55,0,0,0.1181
8424,20230524,733,9,202,6,174,0,0,0.0451
8425,20240822,307,10,216,114,44,0,0,0.1051
8426,20260412,795,5,0,187,125,1,0,0.0713
8427,20250422,134,6,93,143,49,0,0,0.1247
8428,20250614,743,5,137,227,61,0,0,0.0979
8429,20250227,563,2,100,107,166,0,0,0.1282
8430,20251015,658,1,204,60,49,0,0,0.1069
8431,20250727,666,5,285,176,152,0,0,0.095
8432,20240126,560,10,39,70,111,0,0,0.1027
8433,20230525,283,4,51,158,191,0,0,0.0751
