date,inverter_id,manufacturer,climate_zone,rated_capacity_kw,installation_quality_score,maintenance_quality_score,age_months,ambient_temperature_c,humidity_pct,dust_soiling_index,uv_exposure_index,cumulative_uv_exposure,operating_hours_today,cumulative_operating_hours,cumulative_energy_throughput_mwh,efficiency_pct,reactive_power_capability,internal_temperature_c,voltage_ripple,current_harmonic_distortion_pct,insulation_resistance_mohm,capacitor_degradation_indicator,fan_speed_rpm,restart_count_today,error_code_count_today,thermal_cycling_count_today,overload_events_today,failure_within_7d,failure_within_30d,failure_within_90d,rul_days,failed_today,is_censored,efficiency_7d_mean,efficiency_30d_mean,temperature_7d_mean,temperature_30d_mean,efficiency_decline_7d,temp_stress_index,restart_7d_sum,errors_7d_sum
2025-11-04,INV-0019,Fronius,Coastal,150,0.913,0.911,23.23,18.7,88.2,0.259,5.1,1926.59,10.91,3563.64,487.038,98.29,0.929,31.75,1.528,2.578,94.02,0.116,2901.3,0,1,3,0,0,0,0,,0,1,98.06285714285715,98.11,34.40714285714286,34.467999999999996,0.22714285714285154,0.0,0.0,3.0
2025-11-05,INV-0019,Fronius,Coastal,150,0.913,0.911,23.27,19.73,63.27,0.334,3.51,1930.1,12.82,3576.46,488.897,97.92,1.052,26.1,1.175,3.006,95.82,0.349,2434.6,0,1,1,0,0,0,0,,0,1,97.96714285714286,98.09766666666668,32.7,34.18966666666667,-0.04714285714285893,0.0,0.0,4.0
2025-11-06,INV-0019,Fronius,Coastal,150,0.913,0.911,23.3,19.8,70.9,0.429,5.93,1936.03,11.34,3587.8,490.465,98.18,1.079,32.99,1.146,2.713,94.62,0.272,2650.7,0,0,2,1,0,0,0,,0,1,97.87,98.095,33.02857142857143,33.665,0.3100000000000023,0.0,0.0,4.0
2025-11-07,INV-0019,Fronius,Coastal,150,0.913,0.911,23.33,26.75,81.1,0.442,5.23,1941.26,11.22,3599.02,492.096,98.49,0.941,37.11,1.894,2.735,89.37,0.355,3257.4,0,1,0,0,0,0,0,,0,1,97.97000000000001,98.08866666666668,34.84571428571429,33.495,0.5199999999999818,0.0,0.0,5.0
2025-11-08,INV-0019,Fronius,Coastal,150,0.913,0.911,23.37,26.78,71.36,0.312,7.13,1948.39,11.77,3610.79,493.909,98.22,0.881,37.33,1.588,3.739,95.18,0.137,3038.3,0,0,1,0,0,0,0,,0,1,97.97714285714285,98.11366666666666,33.32142857142857,33.61566666666667,0.24285714285714732,0.0,0.0,4.0
2025-11-09,INV-0019,Fronius,Coastal,150,0.913,0.911,23.4,23.7,67.76,0.201,5.36,1953.75,10.93,3621.72,495.162,97.46,0.943,31.08,1.554,3.063,93.85,0.22,3267.0,0,0,1,1,0,0,0,,0,1,98.08,98.08133333333333,31.86142857142857,33.54266666666667,-0.6200000000000045,0.0,0.0,4.0
2025-11-10,INV-0019,Fronius,Coastal,150,0.913,0.911,23.43,23.58,68.51,0.47,4.85,1958.6,11.85,3633.57,496.867,98.98,1.013,31.32,1.212,3.119,88.6,0.287,3517.3,0,0,0,1,0,0,0,,0,1,98.22,98.12133333333333,32.52571428571429,33.398,0.7600000000000051,0.0,0.0,3.0
2025-11-11,INV-0019,Fronius,Coastal,150,0.913,0.911,23.47,25.01,66.54,0.111,8.03,1966.63,12.01,3645.58,498.459,98.55,1.038,33.44,2.031,3.457,95.35,0.278,2958.8,0,0,1,1,0,0,0,,0,1,98.25714285714285,98.14466666666667,32.76714285714286,33.34066666666667,0.2928571428571445,0.0,0.0,2.0
2025-11-12,INV-0019,Fronius,Coastal,150,0.913,0.911,23.5,26.54,65.97,0.441,5.96,1972.6,10.52,3656.1,499.77,98.22,0.917,37.55,1.388,3.342,93.31,0.273,3278.2,0,1,0,1,0,0,0,,0,1,98.3,98.12733333333334,34.402857142857144,33.52366666666667,-0.0799999999999983,0.0,0.0,2.0
2025-11-13,INV-0019,Fronius,Coastal,150,0.913,0.911,23.53,25.07,45.5,0.511,6.32,1978.92,10.87,3666.97,501.182,98.3,0.982,31.88,1.437,2.952,95.4,0.437,2897.5,0,0,1,0,0,0,0,,0,1,98.31714285714285,98.128,34.24428571428571,33.474666666666664,-0.017142857142857792,0.0,0.0,2.0
2025-11-14,INV-0019,Fronius,Coastal,150,0.913,0.911,23.57,24.99,69.14,0.508,5.5,1984.41,13.04,3680.01,502.535,97.67,0.983,37.9,1.643,3.128,96.61,0.371,3556.5,0,0,1,0,0,0,0,,0,1,98.2,98.11766666666666,34.357142857142854,33.42066666666667,-0.5300000000000011,0.0,0.0,1.0
2025-11-15,INV-0019,Fronius,Coastal,150,0.913,0.911,23.6,20.4,70.19,0.252,5.53,1989.94,10.2,3690.22,504.161,97.13,1.026,28.41,1.975,2.88,96.05,0.291,2641.0,0,0,2,1,0,0,0,,0,1,98.04428571428572,98.07799999999999,33.082857142857144,33.156666666666666,-0.9142857142857252,0.0,0.0,1.0
2025-11-16,INV-0019,Fronius,Coastal,150,0.913,0.911,23.63,22.25,81.64,0.418,5.31,1995.26,11.37,3701.58,505.813,98.37,1.015,34.43,1.22,3.253,98.0,0.249,3424.7,0,2,1,0,0,0,0,,0,1,98.17428571428572,98.05266666666667,33.56142857142857,33.10033333333333,0.1957142857142884,0.0,0.0,3.0
2025-11-17,INV-0019,Fronius,Coastal,150,0.913,0.911,23.67,33.85,89.17,0.347,7.61,2002.86,8.99,3710.57,506.944,97.25,1.008,44.6,1.451,2.73,96.93,0.224,3417.1,1,2,1,0,0,0,0,,0,1,97.92714285714285,98.03433333333332,35.458571428571425,33.79233333333333,-0.6771428571428544,4.600000000000001,1.0,5.0
2025-11-18,INV-0019,Fronius,Coastal,150,0.913,0.911,23.7,15.81,50.41,0.282,5.88,2008.74,12.83,3723.4,508.779,98.24,0.984,26.08,1.33,2.808,94.59,0.262,2455.3,0,0,0,0,0,0,0,,0,1,97.88285714285715,98.048,34.40714285714286,33.54833333333333,0.357142857142847,0.0,1.0,5.0
2025-11-19,INV-0019,Fronius,Coastal,150,0.913,0.911,23.73,20.94,69.87,0.313,4.41,2013.15,12.71,3736.11,510.435,97.98,1.006,35.09,1.378,2.764,92.05,0.28,3052.6,0,0,2,1,0,0,0,,0,1,97.84857142857143,98.04466666666667,34.05571428571429,33.87833333333334,0.13142857142857167,0.0,1.0,4.0
2025-11-20,INV-0019,Fronius,Coastal,150,0.913,0.911,23.77,22.09,79.81,0.257,4.54,2017.69,10.71,3746.82,512.063,98.56,0.99,31.49,1.522,2.792,91.26,0.151,2965.0,0,0,1,0,0,0,0,,0,1,97.88571428571429,98.066,34.0,34.15333333333333,0.6742857142857162,0.0,1.0,4.0
2025-11-21,INV-0019,Fronius,Coastal,150,0.913,0.911,23.8,22.93,73.83,0.451,4.36,2022.05,10.56,3757.38,513.746,97.91,1.028,34.84,0.69,2.153,93.51,0.422,3273.3,0,0,0,0,0,0,0,,0,1,97.91999999999999,98.07433333333333,33.56285714285714,34.23866666666667,-0.009999999999990905,0.0,1.0,4.0
2025-11-22,INV-0019,Fronius,Coastal,150,0.913,0.911,23.83,34.81,86.08,0.315,8.95,2031.0,11.62,3769.0,515.38,97.62,1.002,49.06,1.138,1.764,92.8,0.345,2653.2,0,0,2,2,0,0,0,,0,1,97.99,98.06300000000002,36.51285714285715,34.562,-0.36999999999999034,9.060000000000002,1.0,4.0
2025-11-23,INV-0019,Fronius,Coastal,150,0.913,0.911,23.87,31.33,96.38,0.411,3.66,2034.66,10.23,3779.23,517.093,97.56,1.077,43.32,1.527,3.086,91.91,0.3,2985.4,0,0,1,1,0,0,0,,0,1,97.87428571428572,98.04433333333333,37.78285714285715,34.94866666666667,-0.3142857142857167,3.3200000000000003,1.0,2.0
2025-11-24,INV-0019,Fronius,Coastal,150,0.913,0.911,23.9,19.01,71.14,0.357,4.88,2039.54,10.14,3789.37,518.663,97.97,1.098,28.29,1.506,2.401,88.12,0.184,3317.8,0,0,2,0,0,0,0,,0,1,97.97714285714287,98.036,35.45285714285715,34.68533333333333,-0.0071428571428668874,0.0,0.0,0.0
2025-11-25,INV-0019,Fronius,Coastal,150,0.913,0.911,23.93,26.64,50.63,0.391,7.5,2047.04,10.86,3800.23,520.423,97.78,0.993,35.39,1.241,2.64,97.53,0.211,3191.9,0,0,2,1,0,0,0,,0,1,97.91142857142857,98.01766666666667,36.78285714285715,34.662,-0.13142857142857167,0.0,0.0,0.0
2025-11-26,INV-0019,Fronius,Coastal,150,0.913,0.911,23.97,17.85,63.31,0.328,7.43,2054.47,11.7,3811.93,522.187,98.17,0.962,27.26,2.018,1.937,92.79,0.398,2939.3,0,0,1,0,0,0,0,,0,1,97.93857142857142,98.007,35.66428571428572,34.446,0.2314285714285802,0.0,0.0,0.0
2025-11-27,INV-0019,Fronius,Coastal,150,0.913,0.911,24.0,27.71,60.45,0.398,4.65,2059.12,12.13,3824.06,523.963,98.85,1.009,40.72,1.094,1.994,93.21,0.362,2408.0,0,1,1,0,0,0,0,,0,1,97.98,98.06066666666668,36.98285714285714,34.551,0.8699999999999903,0.7199999999999989,0.0,1.0
2025-11-28,INV-0019,Fronius,Coastal,150,0.913,0.911,24.03,33.99,78.34,0.436,4.42,2063.54,10.93,3835.0,525.102,97.97,1.03,43.53,1.01,1.657,91.07,0.378,2817.3,0,0,1,1,0,0,0,,0,1,97.98857142857143,98.03999999999999,38.22428571428571,34.733666666666664,-0.018571428571434012,3.530000000000001,0.0,1.0
2025-11-29,INV-0019,Fronius,Coastal,150,0.913,0.911,24.07,27.28,86.64,0.36,2.99,2066.52,12.16,3847.15,526.609,98.95,1.073,37.69,1.368,2.575,95.39,0.322,3167.9,0,0,1,1,0,0,0,,0,1,98.17857142857143,98.04300000000002,36.6,34.967,0.7714285714285722,0.0,0.0,1.0
2025-11-30,INV-0019,Fronius,Coastal,150,0.913,0.911,24.1,15.2,72.52,0.341,5.02,2071.54,11.2,3858.35,528.445,97.23,1.1,22.43,1.49,2.237,92.6,0.369,2684.7,1,0,1,0,0,0,0,,0,1,98.13142857142857,98.02433333333333,33.61571428571428,34.901666666666664,-0.9014285714285677,0.0,1.0,1.0
2025-12-01,INV-0019,Fronius,Coastal,150,0.913,0.911,24.13,23.68,84.51,0.468,5.21,2076.75,12.43,3870.78,530.473,98.07,1.049,35.92,1.437,3.026,91.75,0.387,2989.1,1,1,0,1,0,0,0,,0,1,98.14571428571428,98.021,34.705714285714286,34.499,-0.07571428571428385,0.0,2.0,2.0
2025-12-02,INV-0019,Fronius,Coastal,150,0.913,0.911,24.17,29.46,70.65,0.011,6.74,2083.49,10.67,3881.44,532.052,97.78,1.008,43.49,1.515,2.176,94.11,0.383,3155.3,1,0,0,1,0,0,0,,0,1,98.14571428571428,98.05566666666667,35.862857142857145,34.572,-0.3657142857142759,3.490000000000002,3.0,2.0
2025-12-03,INV-0019,Fronius,Coastal,150,0.913,0.911,24.2,30.9,58.89,0.301,7.2,2090.69,10.08,3891.52,533.259,97.49,0.987,38.73,1.901,2.91,94.18,0.407,3062.8,0,0,2,1,0,0,0,,0,1,98.04857142857144,98.03866666666666,37.50142857142857,34.974000000000004,-0.5585714285714403,0.0,3.0,2.0
2025-12-04,INV-0019,Fronius,Coastal,150,0.913,0.911,24.23,24.24,89.09,0.205,6.48,2097.17,12.95,3904.47,535.028,98.02,1.014,33.48,1.093,2.323,93.83,0.334,3158.1,0,0,0,0,0,0,0,,0,1,97.92999999999999,98.02966666666666,36.46714285714285,35.031666666666666,0.09000000000000341,0.0,3.0,1.0
2025-12-05,INV-0019,Fronius,Coastal,150,0.913,0.911,24.27,25.25,72.8,0.463,6.09,2103.26,12.13,3916.6,536.572,98.66,1.005,41.02,1.272,2.037,94.67,0.36,2687.5,1,0,0,1,0,0,0,,0,1,98.02857142857142,98.05433333333333,36.10857142857143,35.528999999999996,0.6314285714285717,1.0200000000000031,4.0,1.0
2025-12-06,INV-0019,Fronius,Coastal,150,0.913,0.911,24.3,22.42,68.33,0.448,5.41,2108.67,10.29,3926.89,537.839,98.16,0.978,33.6,1.71,2.929,92.88,0.278,2800.8,0,0,3,0,0,0,0,,0,1,97.9157142857143,98.05366666666667,35.52428571428572,35.54933333333334,0.24428571428569512,0.0,4.0,1.0
2025-12-07,INV-0019,Fronius,Coastal,150,0.913,0.911,24.33,21.78,91.87,0.253,6.74,2115.41,11.47,3938.36,539.406,98.48,1.05,30.86,1.42,2.481,93.6,0.468,3440.4,0,0,2,0,0,0,0,,0,1,98.0942857142857,98.05333333333333,36.728571428571435,35.341,0.38571428571430033,0.0,3.0,1.0
2025-12-08,INV-0019,Fronius,Coastal,150,0.913,0.911,24.37,30.96,71.58,0.36,7.93,2123.34,10.03,3948.39,540.625,97.96,0.968,40.37,1.378,3.064,96.59,0.325,2764.6,0,0,1,0,0,0,0,,0,1,98.07857142857142,98.04466666666667,37.364285714285714,35.44233333333333,-0.11857142857142833,0.36999999999999744,2.0,0.0
2025-12-09,INV-0019,Fronius,Coastal,150,0.913,0.911,24.4,21.13,79.48,0.321,4.39,2127.73,11.54,3959.93,542.332,98.06,1.015,33.03,1.472,2.981,96.16,0.312,2983.3,0,0,1,1,0,0,0,,0,1,98.11857142857141,98.06466666666667,35.87,35.50733333333333,-0.05857142857141184,0.0,1.0,0.0
2025-12-10,INV-0019,Fronius,Coastal,150,0.913,0.911,24.43,18.91,75.14,0.443,7.67,2135.4,13.27,3973.2,544.427,98.59,1.009,28.16,2.081,2.969,91.43,0.256,2937.5,0,0,2,0,0,0,0,,0,1,98.27571428571427,98.05166666666668,34.36,35.402,0.31428571428573093,0.0,1.0,0.0
2025-12-11,INV-0019,Fronius,Coastal,150,0.913,0.911,24.47,19.31,62.4,0.346,6.84,2142.24,12.64,3985.83,545.789,98.96,1.036,32.52,1.755,3.239,96.47,0.387,3410.3,1,0,2,3,0,0,0,,0,1,98.41,98.06533333333331,34.222857142857144,35.37133333333333,0.5499999999999972,0.0,2.0,0.0
2025-12-12,INV-0019,Fronius,Coastal,150,0.913,0.911,24.5,24.49,93.92,0.292,3.76,2146.0,11.54,3997.38,547.639,98.72,0.958,37.34,1.629,2.756,93.83,0.283,2866.6,0,1,2,0,0,0,0,,0,1,98.41857142857144,98.08200000000001,33.69714285714286,35.364333333333335,0.30142857142855917,0.0,1.0,1.0
2025-12-13,INV-0019,Fronius,Coastal,150,0.913,0.911,24.53,28.23,73.13,0.353,7.03,2153.03,11.08,4008.45,549.52,98.63,1.013,37.35,1.261,2.733,92.39,0.269,2663.1,0,0,2,0,0,0,0,,0,1,98.48571428571428,98.093,34.23285714285714,35.54666666666667,0.14428571428571502,0.0,1.0,1.0
2025-12-14,INV-0019,Fronius,Coastal,150,0.913,0.911,24.57,25.46,67.06,0.354,7.2,2160.23,8.29,4016.74,550.566,99.07,0.93,36.77,1.677,2.739,91.63,0.335,2938.2,3,0,2,0,0,0,0,,0,1,98.57000000000001,98.13966666666667,35.07714285714286,35.509,0.4999999999999858,0.0,4.0,1.0
2025-12-15,INV-0019,Fronius,Coastal,150,0.913,0.911,24.6,16.92,64.67,0.412,5.48,2165.71,11.78,4028.52,551.887,98.1,1.086,32.12,1.562,2.509,93.47,0.289,2715.7,0,0,0,1,0,0,0,,0,1,98.59,98.172,33.89857142857143,35.632666666666665,-0.4900000000000091,0.0,4.0,1.0
2025-12-16,INV-0019,Fronius,Coastal,150,0.913,0.911,24.63,22.71,92.69,0.441,7.97,2173.68,13.2,4041.72,553.753,97.52,0.991,33.49,1.283,3.239,93.59,0.28,2898.4,0,0,3,0,0,0,0,,0,1,98.51285714285713,98.14366666666668,33.964285714285715,35.60133333333333,-0.9928571428571331,0.0,4.0,1.0
2025-12-17,INV-0019,Fronius,Coastal,150,0.913,0.911,24.67,25.24,66.43,0.319,5.12,2178.8,10.61,4052.33,555.119,97.59,1.0,33.88,1.423,3.121,91.95,0.367,2759.5,0,0,0,0,0,0,0,,0,1,98.37,98.155,34.78142857142857,35.24400000000001,-0.7800000000000011,0.0,4.0,1.0
2025-12-18,INV-0019,Fronius,Coastal,150,0.913,0.911,24.7,20.55,58.98,0.55,8.71,2187.51,10.88,4063.21,556.525,97.9,0.995,28.53,1.343,3.713,92.29,0.148,3037.8,1,1,0,0,0,0,0,,0,1,98.21857142857142,98.14366666666666,34.21142857142857,35.32566666666667,-0.31857142857141696,0.0,4.0,2.0
2025-12-19,INV-0019,Fronius,Coastal,150,0.913,0.911,24.73,15.43,64.92,0.62,5.3,2192.81,12.58,4075.8,558.386,97.62,1.028,31.07,1.163,2.842,92.13,0.275,2622.7,0,0,0,2,0,0,0,,0,1,98.06142857142856,98.13166666666666,33.315714285714286,35.19166666666667,-0.44142857142855974,0.0,4.0,1.0
2025-12-20,INV-0019,Fronius,Coastal,150,0.913,0.911,24.77,16.01,71.76,0.237,5.95,2198.77,11.15,4086.95,560.164,98.28,0.903,27.51,1.785,2.774,93.08,0.465,3140.9,0,1,1,1,0,0,0,,0,1,98.01142857142857,98.12233333333333,31.91,35.059,0.268571428571434,0.0,4.0,2.0
2025-12-21,INV-0019,Fronius,Coastal,150,0.913,0.911,24.8,20.91,58.09,0.398,6.2,2204.97,12.09,4099.03,561.995,98.99,1.033,32.99,2.119,3.102,91.48,0.268,3377.6,0,0,0,0,0,0,0,,0,1,98.0,98.15833333333333,31.370000000000005,34.99733333333334,0.9899999999999949,0.0,1.0,2.0
2025-12-22,INV-0019,Fronius,Coastal,150,0.913,0.911,24.83,35.14,58.89,0.463,4.53,2209.5,13.01,4112.05,563.79,98.29,0.953,44.8,1.462,3.11,92.1,0.35,2544.4,1,0,0,0,0,0,0,,0,1,98.02714285714286,98.18066666666665,33.181428571428576,34.855333333333334,0.26285714285714334,4.799999999999997,2.0,2.0
2025-12-23,INV-0019,Fronius,Coastal,150,0.913,0.911,24.87,24.44,61.87,0.259,5.42,2214.91,12.57,4124.62,565.672,97.8,0.954,33.04,1.402,2.815,92.36,0.252,2864.0,0,0,1,1,0,0,0,,0,1,98.06714285714285,98.18866666666666,33.11714285714286,34.51266666666667,-0.2671428571428578,0.0,2.0,2.0
2025-12-24,INV-0019,Fronius,Coastal,150,0.913,0.911,24.9,20.87,83.92,0.458,7.26,2222.17,13.68,4138.29,567.8,97.73,1.074,31.42,1.596,2.894,90.89,0.259,3119.6,0,0,2,0,0,0,0,,0,1,98.08714285714287,98.18066666666667,32.76571428571429,34.617,-0.3571428571428612,0.0,2.0,2.0
2025-12-25,INV-0019,Fronius,Coastal,150,0.913,0.911,24.93,32.64,75.52,0.355,9.02,2231.19,11.93,4150.22,569.35,97.61,1.042,44.16,1.217,3.042,94.93,0.294,3187.3,0,0,1,1,0,0,0,,0,1,98.0457142857143,98.175,34.99857142857143,34.90933333333333,-0.4357142857142975,4.159999999999997,1.0,1.0
2025-12-26,INV-0019,Fronius,Coastal,150,0.913,0.911,24.97,29.86,80.37,0.299,7.62,2238.81,12.62,4162.84,570.805,98.96,0.944,39.67,1.938,3.426,94.79,0.272,3095.6,0,0,3,1,0,0,0,,0,1,98.23714285714286,98.20133333333334,36.22714285714286,35.323,0.7228571428571371,0.0,1.0,1.0
2025-12-27,INV-0019,Fronius,Coastal,150,0.913,0.911,25.0,26.86,59.44,0.415,6.33,2245.14,11.02,4173.86,572.153,97.58,0.959,37.48,1.013,2.437,93.73,0.39,3503.5,0,0,2,0,0,0,0,,0,1,98.13714285714286,98.159,37.651428571428575,35.215,-0.557142857142864,0.0,1.0,0.0
2025-12-28,INV-0019,Fronius,Coastal,150,0.913,0.911,25.03,27.68,63.96,0.276,5.21,2250.35,13.75,4187.61,574.278,97.85,1.054,38.05,1.223,2.482,95.39,0.287,3184.7,0,0,2,0,0,0,0,,0,1,97.97428571428573,98.155,38.37428571428571,35.032333333333334,-0.1242857142857332,0.0,1.0,0.0
2025-12-29,INV-0019,Fronius,Coastal,150,0.913,0.911,25.07,14.57,100.0,0.339,6.5,2256.86,12.99,4200.6,575.89,98.05,0.961,24.61,1.858,2.486,91.74,0.304,3237.7,0,1,5,0,0,0,0,,0,1,97.93999999999998,98.125,35.49,34.59633333333333,0.11000000000001364,0.0,0.0,1.0
2025-12-30,INV-0019,Fronius,Coastal,150,0.913,0.911,25.1,30.91,63.6,0.377,5.87,2262.73,9.87,4210.47,577.277,98.31,1.081,43.35,1.89,3.725,89.39,0.287,2572.8,0,1,0,2,0,0,0,,0,1,98.01285714285713,98.161,36.962857142857146,35.29366666666667,0.29714285714287314,3.3500000000000014,0.0,2.0
2025-12-31,INV-0019,Fronius,Coastal,150,0.913,0.911,25.13,24.12,63.88,0.357,5.92,2268.65,12.92,4223.39,579.344,98.04,1.007,33.97,1.842,2.631,93.74,0.174,2324.4,0,0,0,2,0,0,0,,0,1,98.05714285714285,98.16000000000001,37.32714285714285,35.22866666666667,-0.01714285714284358,0.0,0.0,2.0
2025-01-01,INV-0020,Huawei,Humid-Subtropical,100,0.991,0.843,14.0,12.98,59.51,0.338,7.04,7.04,11.24,11.24,1.148,98.27,1.046,21.42,1.39,3.222,98.42,0.336,3318.6,0,1,3,0,0,0,0,168.0,0,0,98.27,98.27,21.42,21.42,0.0,0.0,0.0,1.0
2025-01-02,INV-0020,Huawei,Humid-Subtropical,100,0.991,0.843,14.03,27.07,60.74,0.559,5.69,12.73,10.59,21.83,1.886,98.08,0.991,37.63,1.849,3.119,95.24,0.109,3209.5,0,0,1,0,0,0,0,167.0,0,0,98.175,98.175,29.525000000000002,29.525000000000002,-0.09499999999999886,0.0,0.0,1.0
2025-01-03,INV-0020,Huawei,Humid-Subtropical,100,0.991,0.843,14.07,22.27,53.46,0.583,5.42,18.16,12.62,34.44,2.99,98.2,0.95,31.36,1.575,2.367,94.1,0.269,3015.3,0,0,2,0,0,0,0,166.0,0,0,98.18333333333334,98.18333333333334,30.136666666666667,30.136666666666667,0.01666666666666572,0.0,0.0,1.0
2025-01-04,INV-0020,Huawei,Humid-Subtropical,100,0.991,0.843,14.1,17.25,80.59,0.137,5.5,23.65,11.65,46.09,3.846,98.66,0.963,27.63,1.155,2.523,96.77,0.319,3099.6,0,0,1,0,0,0,0,165.0,0,0,98.3025,98.3025,29.51,29.51,0.3575000000000017,0.0,0.0,1.0
2025-01-05,INV-0020,Huawei,Humid-Subtropical,100,0.991,0.843,14.13,24.34,74.84,0.293,5.93,29.59,10.43,56.51,4.78,98.22,0.971,33.77,1.202,3.248,95.21,0.261,2736.3,0,2,0,0,0,0,0,164.0,0,0,98.286,98.286,30.362000000000002,30.362000000000002,-0.0660000000000025,0.0,0.0,3.0
2025-01-06,INV-0020,Huawei,Humid-Subtropical,100,0.991,0.843,14.17,27.79,87.38,0.447,8.7,38.28,11.71,68.23,6.01,98.21,1.055,37.03,0.967,2.883,90.11,0.263,3058.8,0,0,3,1,0,0,0,163.0,0,0,98.27333333333333,98.27333333333333,31.473333333333333,31.473333333333333,-0.06333333333333258,0.0,0.0,3.0
2025-01-07,INV-0020,Huawei,Humid-Subtropical,100,0.991,0.843,14.2,32.85,58.71,0.593,7.49,45.77,12.63,80.85,7.29,96.85,1.041,43.26,1.336,2.749,92.92,0.354,3057.6,0,0,3,1,0,0,0,162.0,0,0,98.07000000000001,98.07000000000001,33.15714285714286,33.15714285714286,-1.220000000000013,3.259999999999998,0.0,3.0
2025-01-08,INV-0020,Huawei,Humid-Subtropical,100,0.991,0.843,14.23,26.68,47.97,0.37,6.92,52.7,8.6,89.45,7.996,98.37,1.1,39.15,1.067,2.756,92.44,0.251,2920.9,0,1,0,0,0,0,0,161.0,0,0,98.08428571428571,98.1075,35.690000000000005,33.90625,0.2857142857142918,0.0,0.0,3.0
2025-01-09,INV-0020,Huawei,Humid-Subtropical,100,0.991,0.843,14.27,28.43,71.48,0.405,6.08,58.78,12.41,101.86,8.905,97.31,1.043,34.91,0.862,2.966,99.91,0.309,2837.3,0,1,2,0,0,0,0,160.0,0,0,97.9742857142857,98.01888888888888,35.301428571428566,34.01777777777777,-0.6642857142856968,0.0,0.0,4.0
2025-01-10,INV-0020,Huawei,Humid-Subtropical,100,0.991,0.843,14.3,20.41,63.4,0.278,8.31,67.09,12.83,114.69,10.157,98.52,0.939,33.53,0.674,2.365,95.63,0.226,3339.8,0,0,1,1,0,0,0,159.0,0,0,98.02,98.06899999999999,35.61142857142857,33.969,0.5,0.0,0.0,4.0
2025-01-11,INV-0020,Huawei,Humid-Subtropical,100,0.991,0.843,14.33,23.96,93.18,0.351,4.8,71.89,11.08,125.76,10.933,97.61,0.974,35.44,1.508,2.425,93.88,0.339,3066.6,0,0,2,1,0,0,0,158.0,0,0,97.86999999999999,98.02727272727272,36.72714285714286,34.10272727272727,-0.2599999999999909,0.0,0.0,4.0
2025-01-12,INV-0020,Huawei,Humid-Subtropical,100,0.991,0.843,14.37,31.79,53.93,0.518,6.26,78.15,12.38,138.14,12.096,97.24,0.979,40.4,1.402,2.849,95.23,0.295,3548.2,0,0,1,0,0,0,0,157.0,0,0,97.73,97.96166666666666,37.67428571428571,34.6275,-0.4900000000000091,0.3999999999999986,0.0,2.0
2025-01-13,INV-0020,Huawei,Humid-Subtropical,100,0.991,0.843,14.4,22.23,63.93,0.407,4.74,82.9,11.97,150.11,13.111,97.81,0.99,34.88,1.466,2.12,95.77,0.223,3171.5,0,1,1,0,0,0,0,156.0,0,0,97.67285714285715,97.94999999999999,37.36714285714286,34.64692307692307,0.13714285714284813,0.0,0.0,3.0
2025-01-14,INV-0020,Huawei,Humid-Subtropical,100,0.991,0.843,14.43,25.1,71.26,0.213,4.23,87.13,12.08,162.19,14.096,98.7,1.043,33.31,1.671,3.346,95.06,0.3,3324.3,0,0,0,0,0,0,0,155.0,0,0,97.93714285714285,98.00357142857142,35.94571428571429,34.55142857142857,0.7628571428571576,0.0,0.0,3.0
2025-01-15,INV-0020,Huawei,Humid-Subtropical,100,0.991,0.843,14.47,28.12,55.47,0.363,4.78,91.91,13.98,176.17,15.338,98.12,0.994,37.04,1.595,3.074,92.87,0.092,3098.8,0,0,1,0,0,0,0,154.0,0,0,97.90142857142857,98.01133333333334,35.644285714285715,34.717333333333336,0.21857142857143685,0.0,0.0,2.0
2025-01-16,INV-0020,Huawei,Humid-Subtropical,100,0.991,0.843,14.5,32.4,64.56,0.333,5.54,97.45,12.7,188.87,16.467,98.66,0.957,39.64,1.347,3.401,96.28,0.153,2999.8,0,0,0,0,0,0,0,153.0,0,0,98.09428571428573,98.051875,36.32,35.025,0.5657142857142645,0.0,0.0,1.0
2025-01-17,INV-0020,Huawei,Humid-Subtropical,100,0.991,0.843,14.53,15.57,65.57,0.248,6.66,104.1,12.14,201.01,17.487,98.48,1.011,28.71,0.799,2.573,94.65,0.312,2997.3,0,0,0,2,0,0,0,152.0,0,0,98.08857142857143,98.07705882352941,35.63142857142857,34.65352941176471,0.3914285714285768,0.0,0.0,1.0
2025-01-18,INV-0020,Huawei,Humid-Subtropical,100,0.991,0.843,14.57,19.4,74.23,0.45,7.91,112.01,11.81,212.82,18.464,97.87,0.948,25.98,1.192,2.931,95.62,0.158,3363.9,0,0,2,0,0,0,0,151.0,0,0,98.12571428571428,98.06555555555556,34.28,34.17166666666667,-0.25571428571427646,0.0,0.0,1.0
2025-01-19,INV-0020,Huawei,Humid-Subtropical,100,0.991,0.843,14.6,17.21,79.8,0.132,5.73,117.74,13.68,226.51,19.945,98.92,1.09,27.22,1.314,2.405,96.34,0.244,2997.9,1,0,0,0,0,0,0,150.0,0,0,98.36571428571429,98.11052631578947,32.39714285714286,33.80578947368421,0.5542857142857116,0.0,1.0,1.0
